,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,updated_github_id,trending,npm_id,npm_url,npm_monthly_downloads,brew_id,apt_id,yum_id,helm_id,maven_id,maven_url,new_addition
163,scikit-optimize,scikit-optimize/scikit-optimize,hyperopt,,https://github.com/scikit-optimize/scikit-optimize,https://github.com/scikit-optimize/scikit-optimize,BSD-3-Clause,2016-03-20 21:10:54.000,2024-01-15 00:09:43.000000,2021-10-12 13:32:38,1570.0,,509.0,65.0,543.0,252.0,393.0,2704.0,Sequential model-based optimization with a `scipy.optimize` interface.,76.0,33,False,2021-10-12 15:33:19,0.9.0,23.0,scikit-optimize,conda-forge/scikit-optimize,,,,5378.0,5378.0,https://pypi.org/project/scikit-optimize,588465.0,597310.0,https://anaconda.org/conda-forge/scikit-optimize,2023-06-16 13:23:01.487,698790.0,,,,,1.0,,,,,,,,,,,,,
164,PennyLane,PennyLaneAI/PennyLane,others,,https://github.com/PennyLaneAI/pennylane,https://github.com/PennyLaneAI/pennylane,Apache-2.0,2018-04-17 16:45:42.000,2024-02-08 18:01:45.000000,2024-02-08 15:54:50,3909.0,204.0,515.0,46.0,4072.0,200.0,889.0,2040.0,PennyLane is a cross-platform Python library for differentiable programming of quantum computers. Train a quantum..,157.0,33,True,2024-01-22 17:04:21,0.34.0.post1,54.0,pennylane,conda-forge/pennylane,,,,737.0,737.0,https://pypi.org/project/pennylane,42576.0,43818.0,https://anaconda.org/conda-forge/pennylane,2024-01-16 20:01:29.795,33522.0,,,,,1.0,70.0,,,,,,,,,,,,
165,cartopy,SciTools/cartopy,data-viz,,https://github.com/SciTools/cartopy,https://github.com/SciTools/cartopy,BSD-3-Clause,2012-08-03 07:43:59.000,2024-02-08 13:10:43.000000,2024-02-08 13:10:42,2951.0,28.0,351.0,55.0,1121.0,279.0,924.0,1330.0,Cartopy - a cartographic python library with matplotlib support.,125.0,33,True,2023-08-05 00:46:57,0.22.0,24.0,cartopy,conda-forge/cartopy,,,,4369.0,4369.0,https://pypi.org/project/cartopy,193185.0,268378.0,https://anaconda.org/conda-forge/cartopy,2023-10-24 18:58:07.197,3383699.0,,,,,2.0,,,,,,,,,,,,,
166,NIPYPE,nipy/nipype,medical-data,,https://github.com/nipy/nipype,https://github.com/nipy/nipype,Apache-2.0,2010-07-22 17:06:49.000,2024-02-06 16:12:56.000000,2024-02-06 16:12:55,14789.0,6.0,482.0,50.0,2279.0,396.0,949.0,713.0,Workflows and interfaces for neuroimaging packages.,251.0,33,True,2022-09-01 22:11:24,1.8.4,46.0,nipype,conda-forge/nipype,,,,3977.0,3977.0,https://pypi.org/project/nipype,86986.0,101105.0,https://anaconda.org/conda-forge/nipype,2023-09-22 18:28:24.915,593017.0,,,,,2.0,,,,,,,,,,,,,
167,Face Recognition,ageitgey/face_recognition,image,,https://github.com/ageitgey/face_recognition,https://github.com/ageitgey/face_recognition,MIT,2017-03-03 21:52:39.000,2024-01-13 20:33:11.000000,2022-06-10 09:12:18,238.0,,12952.0,1563.0,225.0,728.0,584.0,51032.0,The worlds simplest facial recognition api for Python and the command line.,54.0,32,False,2018-04-02 17:18:43,1.2.2,2.0,face_recognition,conda-forge/face_recognition,,,['pytorch'],21.0,21.0,https://pypi.org/project/face_recognition,66881.0,67373.0,https://anaconda.org/conda-forge/face_recognition,2023-06-16 19:21:40.721,19624.0,,,,,2.0,1224.0,,,,,,,,,,,,
168,tinygrad,geohot/tinygrad,pytorch-utils,,https://github.com/tinygrad/tinygrad,https://github.com/tinygrad/tinygrad,MIT,2020-10-18 16:23:12.000,2024-02-08 18:15:53.000000,2024-02-08 15:20:30,3542.0,786.0,2444.0,265.0,2801.0,82.0,400.0,22261.0,You like pytorch? You like micrograd? You love tinygrad!.,271.0,32,True,2024-01-09 18:16:07,0.8.0,5.0,,,,,['pytorch'],44.0,44.0,,,,,,,,,,,2.0,,tinygrad/tinygrad,,,,,,,,,,,
169,Magenta,magenta/magenta,audio,,https://github.com/magenta/magenta,https://github.com/magenta/magenta,Apache-2.0,2016-05-05 20:10:40.000,2024-01-23 01:48:22.000000,2023-07-11 13:03:36,1421.0,,3632.0,759.0,1134.0,358.0,588.0,18845.0,Magenta: Music and Art Generation with Machine Intelligence.,155.0,32,True,2022-08-01 18:18:44,2.1.4,48.0,magenta,,,,['tensorflow'],494.0,494.0,https://pypi.org/project/magenta,2594.0,2594.0,,,,,,,,2.0,,,,,,,,,,,,,
170,Lime,marcotcr/lime,interpretability,,https://github.com/marcotcr/lime,https://github.com/marcotcr/lime,BSD-2-Clause,2016-03-15 22:18:10.000,2023-10-25 13:56:47.000000,2021-07-29 23:17:25,531.0,,1737.0,263.0,114.0,88.0,535.0,11120.0,Lime: Explaining the predictions of any machine learning classifier.,62.0,32,False,2020-04-03 22:05:03,0.2.0.0,18.0,lime,conda-forge/lime,,,,4994.0,4994.0,https://pypi.org/project/lime,308873.0,311161.0,https://anaconda.org/conda-forge/lime,2023-06-16 13:18:57.655,196815.0,,,,,2.0,,,,,,,,,,,,,
171,TPOT,EpistasisLab/tpot,hyperopt,,https://github.com/EpistasisLab/tpot,https://github.com/EpistasisLab/tpot,LGPL-3.0,2015-11-03 21:08:40.000,2023-12-12 17:39:59.000000,2023-12-08 19:12:48,2431.0,7.0,1514.0,290.0,429.0,275.0,637.0,9409.0,A Python Automated Machine Learning tool that optimizes machine learning pipelines using genetic programming.,118.0,32,True,2023-08-15 18:21:39,0.12.1,29.0,tpot,conda-forge/tpot,,,['sklearn'],2585.0,2585.0,https://pypi.org/project/tpot,37601.0,43152.0,https://anaconda.org/conda-forge/tpot,2023-08-15 22:49:07.495,244287.0,,,,,2.0,,,,,,,,,,,,,
172,AutoKeras,keras-team/autokeras,hyperopt,,https://github.com/keras-team/autokeras,https://github.com/keras-team/autokeras,Apache-2.0,2017-11-19 23:18:20.000,2023-12-23 01:58:33.000000,2023-10-02 22:40:55,1387.0,,1378.0,303.0,889.0,129.0,758.0,9038.0,AutoML library for deep learning.,143.0,32,True,2023-01-28 18:28:09,1.1.0,58.0,autokeras,,,,['tensorflow'],629.0,629.0,https://pypi.org/project/autokeras,12835.0,13071.0,,,,,,,,2.0,17763.0,,,,,,,,,,,,
173,PaddleSeg,PaddlePaddle/PaddleSeg,image,,https://github.com/PaddlePaddle/PaddleSeg,https://github.com/PaddlePaddle/PaddleSeg,Apache-2.0,2019-08-26 02:32:22.000,2024-02-07 02:50:32.000000,2023-12-28 06:35:09,2895.0,5.0,1598.0,87.0,1627.0,351.0,1648.0,8022.0,"Easy-to-use image segmentation library with awesome pre-trained model zoo, supporting wide-range of practical tasks in..",118.0,32,True,2023-10-18 03:54:18,2.9.0,19.0,paddleseg,,,,['paddle'],1111.0,1111.0,https://pypi.org/project/paddleseg,1628.0,1628.0,,,,,,,,2.0,,,,,,,,,,,,,
174,SpeechRecognition,Uberi/speech_recognition,audio,,https://github.com/Uberi/speech_recognition,https://github.com/Uberi/speech_recognition,BSD-3-Clause,2014-04-23 04:53:54.000,2024-01-14 09:07:13.000000,2023-12-06 12:55:15,486.0,32.0,2232.0,283.0,140.0,277.0,315.0,7857.0,"Speech recognition module for Python, supporting several engines and APIs, online and offline.",49.0,32,True,2023-12-06 13:10:51,3.10.1,26.0,SpeechRecognition,conda-forge/speechrecognition,,,,21.0,21.0,https://pypi.org/project/SpeechRecognition,636162.0,640368.0,https://anaconda.org/conda-forge/speechrecognition,2023-12-06 16:25:19.819,176657.0,,,,,2.0,,,,,,,,,,,,,
175,Metaflow,Netflix/metaflow,ml-experiments,,https://github.com/Netflix/metaflow,https://github.com/Netflix/metaflow,Apache-2.0,2019-09-17 17:48:25.000,2024-02-08 15:37:56.000000,2024-02-08 15:37:13,845.0,41.0,659.0,275.0,1120.0,242.0,355.0,7341.0,"Build and manage real-life ML, AI, and data science projects with ease!.",81.0,32,True,2024-02-08 15:38:36,2.11.2,100.0,metaflow,conda-forge/metaflow,,,,585.0,585.0,https://pypi.org/project/metaflow,153387.0,157119.0,https://anaconda.org/conda-forge/metaflow,2024-01-15 15:33:47.821,160485.0,,,,,2.0,,,,,,,,,,,,,
176,stanza,stanfordnlp/stanza,nlp,,https://github.com/stanfordnlp/stanza,https://github.com/stanfordnlp/stanza,,2017-09-26 08:00:56.000,2024-02-06 22:20:01.000000,2023-12-02 06:10:46,4212.0,71.0,845.0,143.0,469.0,83.0,763.0,6951.0,"Stanford NLP Python library for tokenization, sentence segmentation, NER, and parsing of many human languages.",66.0,32,True,2023-12-03 06:47:22,1.7.0,20.0,stanza,stanfordnlp/stanza,,,,2439.0,2439.0,https://pypi.org/project/stanza,164222.0,164377.0,https://anaconda.org/stanfordnlp/stanza,2023-06-16 19:18:21.932,7317.0,,,,,2.0,,,,,,,,,,,,,
177,featuretools,alteryx/featuretools,hyperopt,,https://github.com/alteryx/featuretools,https://github.com/alteryx/featuretools,BSD-3-Clause,2017-09-08 22:15:17.000,2024-02-08 17:43:09.000000,2023-12-07 16:30:16,1315.0,3.0,830.0,158.0,1658.0,173.0,804.0,6951.0,An open source python library for automated feature engineering.,71.0,32,True,2023-10-26 18:21:15,1.28.0,100.0,featuretools,conda-forge/featuretools,,,,1525.0,1525.0,https://pypi.org/project/featuretools,50666.0,54674.0,https://anaconda.org/conda-forge/featuretools,2023-10-27 14:28:34.721,176363.0,,,,,2.0,,,,,,,,,,,,,
178,DeepPavlov,deepmipt/DeepPavlov,nlp,,https://github.com/deeppavlov/DeepPavlov,https://github.com/deeppavlov/DeepPavlov,Apache-2.0,2017-11-17 14:35:29.000,2024-02-08 13:29:21.000000,2023-12-27 14:04:05,2705.0,5.0,1116.0,209.0,1045.0,20.0,614.0,6467.0,An open source library for deep learning end-to-end dialog systems and chatbots.,76.0,32,True,2023-12-27 14:49:16,1.5.0,62.0,deeppavlov,,,,['tensorflow'],374.0,374.0,https://pypi.org/project/deeppavlov,9561.0,9561.0,,,,,,,,2.0,,deeppavlov/DeepPavlov,,,,,,,,,,,
179,pyfolio,quantopian/pyfolio,financial-data,,https://github.com/quantopian/pyfolio,https://github.com/quantopian/pyfolio,Apache-2.0,2015-06-01 15:31:39.000,2023-12-23 06:14:58.000000,2020-07-15 13:46:58,1184.0,,1540.0,305.0,294.0,149.0,268.0,5327.0,Portfolio and risk analytics in Python.,59.0,32,False,2019-04-15 11:38:22,0.9.2,8.0,pyfolio,conda-forge/pyfolio,,,,954.0,954.0,https://pypi.org/project/pyfolio,9575.0,9753.0,https://anaconda.org/conda-forge/pyfolio,2023-06-16 16:07:59.111,12853.0,,,,,1.0,,,,,,,,,,,,,
180,MLxtend,rasbt/mlxtend,sklearn-utils,,https://github.com/rasbt/mlxtend,https://github.com/rasbt/mlxtend,,2014-08-14 01:56:16.000,2024-01-20 20:05:12.000000,2024-01-05 18:46:51,1637.0,3.0,825.0,119.0,523.0,125.0,337.0,4710.0,A library of extension and helper modules for Pythons data analysis and machine learning libraries.,103.0,32,True,2024-01-05 08:47:39,0.23.1,29.0,mlxtend,conda-forge/mlxtend,,,['sklearn'],12125.0,12125.0,https://pypi.org/project/mlxtend,661162.0,668081.0,https://anaconda.org/conda-forge/mlxtend,2024-01-05 18:58:45.309,297541.0,,,,,2.0,,,,,,,,,,,,,
181,River,online-ml/river,others,,https://github.com/online-ml/river,https://github.com/online-ml/river,BSD-3-Clause,2019-01-24 15:18:26.000,2024-02-08 07:52:18.000000,2024-02-01 19:32:43,3849.0,48.0,498.0,85.0,545.0,100.0,462.0,4630.0,Online machine learning in Python.,109.0,32,True,2023-12-05 09:29:54,0.21.0,14.0,river,conda-forge/river,,,,421.0,421.0,https://pypi.org/project/river,19417.0,20978.0,https://anaconda.org/conda-forge/river,2023-10-06 14:40:00.791,53097.0,,,,,2.0,,,,,,,,,,,,,
182,aim,aimhubio/aim,ml-experiments,,https://github.com/aimhubio/aim,https://github.com/aimhubio/aim,Apache-2.0,2019-05-31 18:25:07.000,2024-02-07 20:01:51.000000,2024-02-07 07:34:42,2152.0,11.0,265.0,43.0,2118.0,311.0,645.0,4584.0,Aim An easy-to-use & supercharged open-source experiment tracker.,61.0,32,True,2024-02-07 09:25:26,3.18.1,56.0,aim,conda-forge/aim,,,,437.0,437.0,https://pypi.org/project/aim,72462.0,73817.0,https://anaconda.org/conda-forge/aim,2023-06-16 19:26:46.894,42032.0,,,,,2.0,,,2.0,,,,,,,,,,
183,tensorflow-probability,tensorflow/probability,probabilistics,,https://github.com/tensorflow/probability,https://github.com/tensorflow/probability,Apache-2.0,2017-10-23 23:50:54.000,2024-02-06 19:22:22.000000,2024-02-06 19:22:19,12049.0,37.0,1025.0,166.0,462.0,578.0,742.0,4036.0,Probabilistic reasoning and statistical analysis in TensorFlow.,487.0,32,True,2023-11-20 23:32:05,0.23.0,50.0,tensorflow-probability,conda-forge/tensorflow-probability,,,['tensorflow'],,,https://pypi.org/project/tensorflow-probability,2758834.0,2762180.0,https://anaconda.org/conda-forge/tensorflow-probability,2024-01-09 01:12:57.968,120490.0,,,,,1.0,,,,,,,,,,,,,
184,PyQtGraph,pyqtgraph/pyqtgraph,data-viz,,https://github.com/pyqtgraph/pyqtgraph,https://github.com/pyqtgraph/pyqtgraph,,2013-09-12 07:18:21.000,2024-02-07 20:33:52.000000,2024-01-17 20:31:21,3876.0,42.0,1030.0,153.0,1574.0,351.0,865.0,3584.0,Fast data visualization and GUI tools for scientific / engineering applications.,267.0,32,True,2023-04-14 21:24:10,pyqtgraph-0.13.3,13.0,pyqtgraph,conda-forge/pyqtgraph,,,,8790.0,8790.0,https://pypi.org/project/pyqtgraph,147294.0,153207.0,https://anaconda.org/conda-forge/pyqtgraph,2023-06-16 13:19:32.302,502670.0,,,,,2.0,,,,,,,,,,,,,
185,tslearn,tslearn-team/tslearn,time-series-data,,https://github.com/tslearn-team/tslearn,https://github.com/tslearn-team/tslearn,BSD-2-Clause,2017-05-04 13:08:13.000,2024-02-06 17:34:20.000000,2024-01-19 08:29:16,1635.0,7.0,317.0,60.0,185.0,114.0,192.0,2724.0,The machine learning toolkit for time series analysis in Python.,43.0,32,True,2023-12-12 14:35:12,0.6.3,25.0,tslearn,conda-forge/tslearn,,,['sklearn'],1137.0,1137.0,https://pypi.org/project/tslearn,313952.0,342895.0,https://anaconda.org/conda-forge/tslearn,2024-02-04 18:41:01.911,1273496.0,,,,,2.0,,,,,,,,,,,,,
186,category_encoders,scikit-learn-contrib/category_encoders,sklearn-utils,,https://github.com/scikit-learn-contrib/category_encoders,https://github.com/scikit-learn-contrib/category_encoders,BSD-3-Clause,2015-11-29 19:32:37.000,2023-12-13 13:51:09.000000,2023-12-13 13:51:08,953.0,8.0,387.0,39.0,149.0,43.0,239.0,2338.0,A library of sklearn compatible categorical variable encoders.,70.0,32,True,2023-10-29 20:28:53,2.6.3,20.0,category_encoders,conda-forge/category_encoders,,,['sklearn'],1430.0,1430.0,https://pypi.org/project/category_encoders,1453673.0,1462601.0,https://anaconda.org/conda-forge/category_encoders,2023-10-30 01:23:52.252,249991.0,,,,,2.0,,,,,,,,,,,,,
187,explainerdashboard,oegedijk/explainerdashboard,interpretability,,https://github.com/oegedijk/explainerdashboard,https://github.com/oegedijk/explainerdashboard,MIT,2019-10-30 08:26:16.000,2023-12-18 20:05:31.000000,2023-12-18 19:57:13,1353.0,11.0,298.0,22.0,44.0,29.0,200.0,2146.0,Quickly build Explainable AI dashboards that show the inner workings of so-called blackbox machine learning models.,21.0,32,True,2023-12-17 19:42:14,0.4.5,78.0,explainerdashboard,conda-forge/explainerdashboard,,,,435.0,435.0,https://pypi.org/project/explainerdashboard,82061.0,83185.0,https://anaconda.org/conda-forge/explainerdashboard,2023-12-17 21:59:52.942,42729.0,,,,,2.0,,,,,,,,,,,,,
188,huggingface_hub,huggingface/huggingface_hub,model-serialisation,,https://github.com/huggingface/huggingface_hub,https://github.com/huggingface/huggingface_hub,Apache-2.0,2020-12-22 10:20:28.000,2024-02-08 17:25:32.000000,2024-02-07 15:39:14,1276.0,109.0,356.0,57.0,1201.0,106.0,597.0,1492.0,The official Python client for the Huggingface Hub.,135.0,32,True,2024-01-22 08:58:25,0.20.3,63.0,huggingface_hub,conda-forge/huggingface_hub,,,,,,https://pypi.org/project/huggingface_hub,26012637.0,26055869.0,https://anaconda.org/conda-forge/huggingface_hub,2024-01-05 19:52:22.775,1556369.0,,,,,3.0,,,,,,,,,,,,,
189,TF Model Optimization,tensorflow/model-optimization,tensorflow-utils,,https://github.com/tensorflow/model-optimization,https://github.com/tensorflow/model-optimization,Apache-2.0,2018-10-31 20:34:28.000,2024-02-08 14:16:37.000000,2024-02-08 02:05:56,822.0,6.0,310.0,120.0,774.0,175.0,166.0,1451.0,"A toolkit to optimize ML models for deployment for Keras and TensorFlow, including quantization and pruning.",83.0,32,True,2024-02-08 02:06:46,0.8.0,21.0,tensorflow-model-optimization,,,,['tensorflow'],3498.0,3498.0,https://pypi.org/project/tensorflow-model-optimization,682658.0,682658.0,,,,,,,,2.0,,,,,,,,,,,,,
190,igraph,igraph/python-igraph,graph,,https://github.com/igraph/python-igraph,https://github.com/igraph/python-igraph,GPL-2.0,2015-01-08 23:55:16.000,2024-02-04 16:37:06.755000,2024-02-04 09:41:18,2797.0,41.0,242.0,34.0,205.0,39.0,495.0,1207.0,Python interface for igraph.,71.0,32,True,2023-11-20 11:06:49,0.11.3,26.0,python-igraph,conda-forge/igraph,,,,3786.0,3786.0,https://pypi.org/project/python-igraph,320001.0,338386.0,https://anaconda.org/conda-forge/igraph,2024-02-04 16:37:06.755,497650.0,,,,,2.0,562203.0,,,,,,,,,,,,
191,Satpy,pytroll/satpy,geospatial-data,,https://github.com/pytroll/satpy,https://github.com/pytroll/satpy,GPL-3.0,2016-02-09 20:29:43.000,2024-02-08 11:19:20.000000,2024-02-06 15:21:54,13012.0,384.0,272.0,35.0,1745.0,379.0,615.0,982.0,Python package for earth-observing satellite data processing.,149.0,32,True,2023-12-18 08:08:22,0.46.0,61.0,satpy,conda-forge/satpy,,,,118.0,118.0,https://pypi.org/project/satpy,33463.0,37592.0,https://anaconda.org/conda-forge/satpy,2023-12-18 13:40:45.405,181688.0,,,,,3.0,,,,,,,,,,,,,
192,Hail,hail-is/hail,medical-data,,https://github.com/hail-is/hail,https://github.com/hail-is/hail,MIT,2015-10-27 20:55:42.000,2024-02-08 18:08:40.000000,2024-02-08 00:16:41,11325.0,123.0,229.0,57.0,11948.0,165.0,2157.0,915.0,Cloud-native genomic dataframes and batch computing.,92.0,32,True,2024-01-12 18:13:33,0.2.127,100.0,hail,,,,['spark'],122.0,122.0,https://pypi.org/project/hail,41698.0,41698.0,,,,,,,,2.0,,,,,,,,,,,,,
193,NiBabel,nipy/nibabel,medical-data,,https://github.com/nipy/nibabel,https://github.com/nipy/nibabel,,2010-07-22 16:28:30.000,2024-01-17 19:47:04.000000,2023-12-26 14:53:14,5765.0,40.0,248.0,37.0,788.0,101.0,393.0,604.0,Python package to access a cacophony of neuro-imaging file formats.,100.0,32,True,2023-12-12 14:28:42,5.2.0,39.0,nibabel,conda-forge/nibabel,,,,16968.0,16968.0,https://pypi.org/project/nibabel,437927.0,453318.0,https://anaconda.org/conda-forge/nibabel,2023-12-12 00:00:35.048,677244.0,,,,,2.0,,,,,,,,,,,,,
194,spleeter,deezer/spleeter,audio,,https://github.com/deezer/spleeter,https://github.com/deezer/spleeter,MIT,2019-09-26 15:40:46.000,2024-01-07 01:32:14.000000,2023-07-13 08:50:20,531.0,,2669.0,384.0,119.0,199.0,561.0,24461.0,Deezer source separation library including pretrained models.,19.0,31,True,2021-09-03 09:59:00,2.3.0,10.0,spleeter,conda-forge/spleeter,,,['tensorflow'],652.0,652.0,https://pypi.org/project/spleeter,13944.0,71994.0,https://anaconda.org/conda-forge/spleeter,2023-06-16 16:18:57.741,79230.0,,,,,2.0,2937859.0,,,,,,,,,,,,
195,InsightFace,deepinsight/insightface,image,,https://github.com/deepinsight/insightface,https://github.com/deepinsight/insightface,,2017-09-01 00:36:51.000,2023-12-24 05:29:03.000000,2023-12-24 05:29:03,2283.0,2.0,4967.0,499.0,152.0,1014.0,1350.0,20317.0,State-of-the-art 2D and 3D Face Analysis Project.,58.0,31,True,2023-04-02 07:43:27,0.7,1.0,insightface,,,,['mxnet'],1617.0,1617.0,https://pypi.org/project/insightface,535903.0,717741.0,,,,,,,,2.0,1818385.0,,,,,,,,,,,,
196,qdrant,qdrant/qdrant,nn-search,,https://github.com/qdrant/qdrant,https://github.com/qdrant/qdrant,Apache-2.0,2020-05-30 21:37:01.000,2024-02-08 18:01:45.000000,2024-02-02 11:02:09,2179.0,265.0,951.0,113.0,2442.0,162.0,767.0,16059.0,"Qdrant - High-performance, massive-scale Vector Database for the next generation of AI. Also available in the cloud..",80.0,31,True,2024-01-29 17:23:33,1.7.4,62.0,qdrant-client,,,,,,,https://pypi.org/project/qdrant-client,349355.0,349690.0,,,,,,,,3.0,11421.0,,,,,,,,,,,,
197,ivy,unifyai/ivy,ml-frameworks,,https://github.com/unifyai/ivy,https://github.com/unifyai/ivy,,2021-01-19 08:37:25.000,2024-02-08 15:27:07.000000,2024-02-08 15:26:40,17630.0,609.0,5857.0,69.0,11428.0,956.0,15638.0,13935.0,The Unified AI Framework.,1453.0,31,True,,,8.0,ivy,,,,,,,https://pypi.org/project/ivy,1475.0,1475.0,,,,,,,,3.0,,,,,,,,,,,,,
198,PaddleHub,PaddlePaddle/PaddleHub,others,,https://github.com/PaddlePaddle/PaddleHub,https://github.com/PaddlePaddle/PaddleHub,Apache-2.0,2018-12-21 06:00:48.000,2023-10-18 03:42:44.000000,2023-03-28 11:49:55,2665.0,,2063.0,187.0,1005.0,573.0,712.0,12386.0,"Awesome pre-trained models toolkit based on PaddlePaddle. (400+ models including Image, Text, Audio, Video and Cross-..",69.0,31,True,2022-11-28 08:29:05,2.3.1,29.0,paddlehub,,,,['paddle'],1520.0,1520.0,https://pypi.org/project/paddlehub,4873.0,4884.0,,,,,,,,2.0,664.0,,,,,,,,,,,,
199,mlx,ml-explore/mlx,ml-frameworks,,https://github.com/ml-explore/mlx,https://github.com/ml-explore/mlx,MIT,2023-11-28 23:33:45.000,2024-02-08 17:02:00.000000,2024-02-08 17:01:59,294.0,294.0,683.0,100.0,346.0,93.0,175.0,12352.0,MLX: An array framework for Apple silicon.,73.0,31,True,2024-02-01 20:39:43,0.1.0,7.0,mlx,,,,,134.0,134.0,https://pypi.org/project/mlx,13575.0,13575.0,,,,,,,,3.0,,,,,,,,,,,,,
200,ParlAI,facebookresearch/ParlAI,nlp,,https://github.com/facebookresearch/ParlAI,https://github.com/facebookresearch/ParlAI,MIT,2017-04-24 17:10:44.000,2023-11-03 14:30:00.000000,2023-11-03 14:30:00,4358.0,,2008.0,286.0,3401.0,50.0,1494.0,10406.0,A framework for training and evaluating AI models on a variety of openly available dialogue datasets.,217.0,31,True,2023-06-06 20:16:41,1.7.2,23.0,parlai,,,,['pytorch'],21.0,21.0,https://pypi.org/project/parlai,8181.0,8181.0,,,,,,,,3.0,,,,,,,,,,,,,
201,Vowpal Wabbit,VowpalWabbit/vowpal_wabbit,ml-frameworks,,https://github.com/VowpalWabbit/vowpal_wabbit,https://github.com/VowpalWabbit/vowpal_wabbit,BSD-3-Clause,2009-07-31 19:36:58.000,2024-02-08 17:51:09.000000,2024-01-25 06:38:02,10402.0,6.0,1870.0,350.0,3418.0,128.0,1132.0,8370.0,Vowpal Wabbit is a machine learning system which pushes the frontier of machine learning with techniques such as..,332.0,31,True,2023-07-19 14:18:35,9.9.0,29.0,vowpalwabbit,conda-forge/vowpalwabbit,,,,,,https://pypi.org/project/vowpalwabbit,44330.0,47815.0,https://anaconda.org/conda-forge/vowpalwabbit,2023-10-08 10:19:04.401,139415.0,,,,,3.0,,,,,,,,,,,,,
