,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,updated_github_id,npm_id,npm_url,npm_monthly_downloads,helm_id,brew_id,apt_id,yum_id,trending,maven_id,maven_url,new_addition
156,PaddleSeg,PaddlePaddle/PaddleSeg,image,,https://github.com/PaddlePaddle/PaddleSeg,https://github.com/PaddlePaddle/PaddleSeg,Apache-2.0,2019-08-26 02:32:22.000,2024-03-28 11:13:27.000,2024-03-08 03:19:52,2899.0,4.0,1619.0,87.0,1635.0,201.0,1831.0,8170.0,"Easy-to-use image segmentation library with awesome pre-trained model zoo, supporting wide-range of practical tasks in..",119.0,33,True,2023-10-18 03:54:18,2.9.0,19.0,paddleseg,,,,['paddle'],1148.0,1148.0,https://pypi.org/project/paddleseg,2986.0,2986.0,,,,,,,,2.0,,,,,,,,,,,,,
157,PyOD,yzhao062/pyod,ml-frameworks,,https://github.com/yzhao062/pyod,https://github.com/yzhao062/pyod,BSD-2-Clause,2017-10-03 20:29:04.000,2024-03-16 17:37:28.000,2024-03-16 17:36:36,1731.0,9.0,1292.0,148.0,207.0,179.0,145.0,7891.0,A Comprehensive and Scalable Python Library for Outlier Detection (Anomaly Detection).,50.0,33,True,2024-02-09 06:52:05,1.1.3,39.0,pyod,conda-forge/pyod,,,,3431.0,3431.0,https://pypi.org/project/pyod,675179.0,677185.0,https://anaconda.org/conda-forge/pyod,2024-02-09 07:53:55.073,92291.0,,,,,3.0,,,,,,,,,,,,,
158,Metaflow,Netflix/metaflow,ml-experiments,,https://github.com/Netflix/metaflow,https://github.com/Netflix/metaflow,Apache-2.0,2019-09-17 17:48:25.000,2024-03-29 13:33:40.000,2024-03-29 10:19:34,883.0,69.0,677.0,280.0,1167.0,245.0,367.0,7499.0,"Build and manage real-life ML, AI, and data science projects with ease!.",83.0,33,True,2024-03-29 10:22:44,2.11.8,104.0,metaflow,conda-forge/metaflow,,,,612.0,612.0,https://pypi.org/project/metaflow,246051.0,249738.0,https://anaconda.org/conda-forge/metaflow,2024-03-29 10:01:52.330,162258.0,,,,,2.0,,,,,,,,,,,,,
159,cuDF,rapidsai/cudf,gpu-utilities,,https://github.com/rapidsai/cudf,https://github.com/rapidsai/cudf,Apache-2.0,2017-05-07 03:43:37.000,2024-03-28 23:09:40.000,2024-03-27 18:39:46,38524.0,501.0,813.0,147.0,9360.0,972.0,5048.0,7174.0,cuDF - GPU DataFrame Library.,274.0,33,True,2024-02-27 15:12:35,24.02.02,48.0,cudf,,,,,52.0,52.0,https://pypi.org/project/cudf,2957.0,2957.0,,,,,,,,2.0,,,,,,,,,,,,,
160,featuretools,alteryx/featuretools,hyperopt,,https://github.com/alteryx/featuretools,https://github.com/alteryx/featuretools,BSD-3-Clause,2017-09-08 22:15:17.000,2024-03-19 18:34:21.000,2024-03-19 18:34:20,1349.0,34.0,835.0,158.0,1692.0,170.0,824.0,6999.0,An open source python library for automated feature engineering.,72.0,33,True,2024-02-26 17:28:49,1.30.0,100.0,featuretools,conda-forge/featuretools,,,,1569.0,1569.0,https://pypi.org/project/featuretools,52958.0,56899.0,https://anaconda.org/conda-forge/featuretools,2024-02-27 14:54:50.393,177357.0,,,,,2.0,,,,,,,,,,,,,
161,H2O-3,h2oai/h2o-3,distributed-ml,,https://github.com/h2oai/h2o-3,https://github.com/h2oai/h2o-3,Apache-2.0,2014-03-03 16:08:07.000,2024-03-29 16:17:05.000,2024-03-26 04:35:34,32393.0,99.0,1959.0,385.0,6787.0,2668.0,6580.0,6684.0,"H2O is an Open Source, Distributed, Fast & Scalable Machine Learning Platform: Deep Learning, Gradient Boosting (GBM)..",262.0,33,True,,,,h2o,,,,,21.0,21.0,https://pypi.org/project/h2o,367476.0,367476.0,,,,,,,,2.0,,,,,,,,,,,,,
162,InterpretML,interpretml/interpret,interpretability,,https://github.com/interpretml/interpret,https://github.com/interpretml/interpret,MIT,2019-05-03 05:47:52.000,2024-03-29 09:59:44.000,2024-03-29 09:59:17,3067.0,154.0,694.0,140.0,99.0,90.0,327.0,5970.0,Fit interpretable models. Explain blackbox machine learning.,42.0,33,True,2024-03-18 15:53:29,0.6.0,42.0,interpret,,,,['jupyter'],645.0,645.0,https://pypi.org/project/interpret,95095.0,95095.0,,,,,,,,1.0,,,,,,,,,,,,,
163,Captum,pytorch/captum,interpretability,,https://github.com/pytorch/captum,https://github.com/pytorch/captum,BSD-3-Clause,2019-08-27 15:34:41.000,2024-03-28 22:48:20.000,2024-03-26 22:58:37,1083.0,32.0,459.0,236.0,756.0,177.0,333.0,4501.0,Model interpretability and understanding for PyTorch.,110.0,33,True,2023-12-05 09:21:02,0.7.0,9.0,captum,conda-forge/captum,,,['pytorch'],1914.0,1914.0,https://pypi.org/project/captum,233088.0,233904.0,https://anaconda.org/conda-forge/captum,2023-06-16 19:28:19.191,22055.0,,,,,1.0,,,,,,,,,,,,,
164,ART,Trusted-AI/adversarial-robustness-toolbox,adversarial,,https://github.com/Trusted-AI/adversarial-robustness-toolbox,https://github.com/Trusted-AI/adversarial-robustness-toolbox,MIT,2018-03-15 14:40:43.000,2024-03-25 07:54:33.000,2024-03-22 21:01:14,12193.0,63.0,1088.0,100.0,1329.0,122.0,746.0,4401.0,"Adversarial Robustness Toolbox (ART) - Python Library for Machine Learning Security - Evasion, Poisoning, Extraction,..",133.0,33,True,2024-02-17 23:58:41,1.17.1,56.0,adversarial-robustness-toolbox,conda-forge/adversarial-robustness-toolbox,,,,495.0,495.0,https://pypi.org/project/adversarial-robustness-toolbox,27371.0,28200.0,https://anaconda.org/conda-forge/adversarial-robustness-toolbox,2024-02-18 02:39:29.665,36484.0,,,,,1.0,,,,,,,,,,,,,
165,tensorflow-probability,tensorflow/probability,probabilistics,,https://github.com/tensorflow/probability,https://github.com/tensorflow/probability,Apache-2.0,2017-10-23 23:50:54.000,2024-03-28 22:54:46.000,2024-03-28 22:54:45,12125.0,91.0,1024.0,163.0,463.0,592.0,744.0,4061.0,Probabilistic reasoning and statistical analysis in TensorFlow.,488.0,33,True,2024-03-12 19:43:46,0.24.0,51.0,tensorflow-probability,conda-forge/tensorflow-probability,,,['tensorflow'],,,https://pypi.org/project/tensorflow-probability,3140656.0,3143962.0,https://anaconda.org/conda-forge/tensorflow-probability,2024-01-09 01:12:57.968,122326.0,,,,,1.0,,,,,,,,,,,,,
166,Core ML Tools,apple/coremltools,model-serialisation,,https://github.com/apple/coremltools,https://github.com/apple/coremltools,BSD-3-Clause,2017-06-30 07:39:02.000,2024-03-26 22:39:55.000,2024-03-19 23:55:14,1137.0,19.0,570.0,114.0,858.0,275.0,1039.0,4008.0,"Core ML tools contain supporting tools for Core ML model conversion, editing, and validation.",162.0,33,True,2023-11-01 14:46:14,7.1,36.0,coremltools,conda-forge/coremltools,,,,3680.0,3680.0,https://pypi.org/project/coremltools,195806.0,197236.0,https://anaconda.org/conda-forge/coremltools,2023-06-16 19:23:14.592,53804.0,,,,,2.0,9243.0,,,,,,,,,,,,
167,hnswlib,nmslib/hnswlib,nn-search,,https://github.com/nmslib/hnswlib,https://github.com/nmslib/hnswlib,Apache-2.0,2017-07-06 13:08:46.000,2024-03-22 23:25:46.000,2023-12-03 03:47:34,490.0,,555.0,66.0,216.0,182.0,155.0,3953.0,Header-only C++/python library for fast approximate nearest neighbors.,72.0,33,True,2023-12-03 03:49:47,0.8.0,9.0,hnswlib,conda-forge/hnswlib,,,,6187.0,6187.0,https://pypi.org/project/hnswlib,831974.0,835473.0,https://anaconda.org/conda-forge/hnswlib,2023-09-27 14:20:16.958,136477.0,,,,,3.0,,,,,,,,,,,,,
168,StatsForecast,Nixtla/statsforecast,time-series-data,,https://github.com/Nixtla/statsforecast,https://github.com/Nixtla/statsforecast,Apache-2.0,2021-11-24 02:19:14.000,2024-03-29 02:46:09.000,2024-03-08 17:56:57,1272.0,30.0,234.0,36.0,427.0,81.0,209.0,3480.0,Lightning fast forecasting with statistical and econometric models.,38.0,33,True,2024-02-05 21:44:48,1.7.3,28.0,statsforecast,conda-forge/statsforecast,,,,767.0,767.0,https://pypi.org/project/statsforecast,503625.0,506159.0,https://anaconda.org/conda-forge/statsforecast,2024-02-06 03:02:36.606,60822.0,,,,,1.0,,,,,,,,,,,,,
169,VisPy,vispy/vispy,data-viz,,https://github.com/vispy/vispy,https://github.com/vispy/vispy,,2013-03-21 18:43:22.000,2024-03-21 13:59:09.000,2024-03-21 13:59:08,7368.0,18.0,606.0,117.0,1161.0,310.0,1107.0,3199.0,High-performance interactive 2D/3D data visualization library.,194.0,33,True,2024-03-14 16:50:16,0.14.2,36.0,vispy,conda-forge/vispy,,,['jupyter'],1454.0,1454.0,https://pypi.org/project/vispy,91009.0,102034.0,https://anaconda.org/conda-forge/vispy,2024-03-15 02:52:28.032,462797.0,,,,,2.0,,,vispy,https://www.npmjs.com/package/vispy,7.0,,,,,,,,
170,pgmpy,pgmpy/pgmpy,probabilistics,,https://github.com/pgmpy/pgmpy,https://github.com/pgmpy/pgmpy,MIT,2013-09-20 08:18:58.000,2024-03-22 16:14:51.000,2024-03-08 20:01:13,2938.0,10.0,677.0,77.0,858.0,236.0,629.0,2599.0,"Python Library for learning (Structure and Parameter), inference (Probabilistic and Causal), and simulations in..",125.0,33,True,2024-03-08 20:41:28,0.1.25,15.0,pgmpy,,,,,891.0,891.0,https://pypi.org/project/pgmpy,60683.0,60690.0,,,,,,,,1.0,316.0,,,,,,,,,,,,
171,ipyleaflet,jupyter-widgets/ipyleaflet,geospatial-data,,https://github.com/jupyter-widgets/ipyleaflet,https://github.com/jupyter-widgets/ipyleaflet,MIT,2014-05-07 16:32:10.000,2024-03-28 12:36:49.000,2024-03-01 15:29:40,1173.0,8.0,346.0,66.0,599.0,235.0,349.0,1448.0,A Jupyter - Leaflet.js bridge.,88.0,33,True,2024-01-23 17:51:37,0.18.2,70.0,ipyleaflet,conda-forge/ipyleaflet,,,['jupyter'],7896.0,7896.0,https://pypi.org/project/ipyleaflet,147545.0,182003.0,https://anaconda.org/conda-forge/ipyleaflet,2024-01-23 20:31:49.209,1109726.0,,,,,3.0,,,jupyter-leaflet,https://www.npmjs.com/package/jupyter-leaflet,10334.0,,,,,,,,
172,Face Recognition,ageitgey/face_recognition,image,,https://github.com/ageitgey/face_recognition,https://github.com/ageitgey/face_recognition,MIT,2017-03-03 21:52:39.000,2024-02-24 12:51:59.000,2022-06-10 09:12:18,238.0,,13024.0,1565.0,227.0,731.0,584.0,51489.0,The worlds simplest facial recognition api for Python and the command line.,54.0,32,False,2018-04-02 17:18:43,1.2.2,2.0,face_recognition,conda-forge/face_recognition,,,['pytorch'],21.0,21.0,https://pypi.org/project/face_recognition,138192.0,138680.0,https://anaconda.org/conda-forge/face_recognition,2023-06-16 19:21:40.721,19923.0,,,,,2.0,1227.0,,,,,,,,,,,,
173,tinygrad,geohot/tinygrad,pytorch-utils,,https://github.com/tinygrad/tinygrad,https://github.com/tinygrad/tinygrad,MIT,2020-10-18 16:23:12.000,2024-03-29 16:20:13.000,2024-03-29 15:45:03,3996.0,781.0,2566.0,265.0,3359.0,92.0,470.0,23382.0,You like pytorch? You like micrograd? You love tinygrad!.,293.0,32,True,2024-01-09 18:16:07,0.8.0,5.0,,,,,['pytorch'],55.0,55.0,,,,,,,,,,,1.0,,tinygrad/tinygrad,,,,,,,,,,,
174,Magenta,magenta/magenta,audio,,https://github.com/magenta/magenta,https://github.com/magenta/magenta,Apache-2.0,2016-05-05 20:10:40.000,2024-01-23 01:48:22.000,2023-07-11 13:03:36,1421.0,,3633.0,755.0,1134.0,361.0,588.0,18897.0,Magenta: Music and Art Generation with Machine Intelligence.,155.0,32,True,2022-08-01 18:18:44,2.1.4,48.0,magenta,,,,['tensorflow'],499.0,499.0,https://pypi.org/project/magenta,3703.0,3703.0,,,,,,,,2.0,,,,,,,,,,,,,
175,qdrant,qdrant/qdrant,nn-search,,https://github.com/qdrant/qdrant,https://github.com/qdrant/qdrant,Apache-2.0,2020-05-30 21:37:01.000,2024-03-29 15:13:07.000,2024-03-19 13:30:49,2498.0,325.0,1100.0,114.0,2712.0,181.0,824.0,17448.0,"Qdrant - High-performance, massive-scale Vector Database for the next generation of AI. Also available in the cloud..",98.0,32,True,2024-03-19 13:47:46,1.8.3,66.0,qdrant-client,,,,,,,https://pypi.org/project/qdrant-client,404011.0,404583.0,,,,,,,,3.0,20038.0,,,,,,,,,,,,
176,mlx,ml-explore/mlx,ml-frameworks,,https://github.com/ml-explore/mlx,https://github.com/ml-explore/mlx,MIT,2023-11-28 23:33:45.000,2024-03-29 13:52:30.000,2024-03-29 13:52:30,441.0,303.0,758.0,123.0,514.0,84.0,259.0,13564.0,MLX: An array framework for Apple silicon.,87.0,32,True,2024-03-28 23:19:13,0.9.0,15.0,mlx,,,,,237.0,237.0,https://pypi.org/project/mlx,20811.0,20811.0,,,,,,,,3.0,,,,,,,,,,,,,
177,Lime,marcotcr/lime,interpretability,,https://github.com/marcotcr/lime,https://github.com/marcotcr/lime,BSD-2-Clause,2016-03-15 22:18:10.000,2023-10-25 13:56:47.000,2021-07-29 23:17:25,531.0,,1744.0,263.0,114.0,89.0,535.0,11235.0,Lime: Explaining the predictions of any machine learning classifier.,62.0,32,False,2020-04-03 22:05:03,0.2.0.0,18.0,lime,conda-forge/lime,,,,5261.0,5261.0,https://pypi.org/project/lime,345537.0,347826.0,https://anaconda.org/conda-forge/lime,2023-06-16 13:18:57.655,199209.0,,,,,2.0,,,,,,,,,,,,,
178,wordcloud,amueller/word_cloud,data-viz,,https://github.com/amueller/word_cloud,https://github.com/amueller/word_cloud,MIT,2012-11-04 22:57:59.000,2024-03-19 22:44:23.623,2023-12-09 05:39:53,576.0,,2265.0,222.0,245.0,96.0,416.0,9916.0,A little word cloud generator in Python.,72.0,32,True,2023-12-09 13:50:41,1.9.3,13.0,wordcloud,conda-forge/wordcloud,,,,21.0,21.0,https://pypi.org/project/wordcloud,1504754.0,1515247.0,https://anaconda.org/conda-forge/wordcloud,2024-03-19 22:44:23.623,461704.0,,,,,2.0,,,,,,,,,,,,,
179,PyTorch3D,facebookresearch/pytorch3d,image,,https://github.com/facebookresearch/pytorch3d,https://github.com/facebookresearch/pytorch3d,,2019-10-25 02:23:45.000,2024-03-28 18:28:50.000,2024-03-28 18:24:43,1147.0,20.0,1212.0,148.0,162.0,239.0,1245.0,8215.0,PyTorch3D is FAIRs library of reusable components for deep learning with 3D data.,140.0,32,True,2024-02-22 18:30:39,0.7.6,17.0,pytorch3d,pytorch3d/pytorch3d,,,['pytorch'],756.0,756.0,https://pypi.org/project/pytorch3d,7718.0,11527.0,https://anaconda.org/pytorch3d/pytorch3d,2023-10-31 20:03:11.190,198099.0,,,,,2.0,,,,,,,,,,,,,
180,cleanlab,cleanlab/cleanlab,others,,https://github.com/cleanlab/cleanlab,https://github.com/cleanlab/cleanlab,AGPL-3.0,2018-05-11 01:55:21.000,2024-03-29 13:44:31.000,2024-03-27 17:14:31,1586.0,96.0,632.0,81.0,696.0,96.0,237.0,8157.0,"The standard data-centric AI package for data quality and machine learning with messy, real-world data and labels.",46.0,32,True,2024-03-19 22:08:25,2.6.3,14.0,cleanlab,conda-forge/cleanlab,,,,284.0,284.0,https://pypi.org/project/cleanlab,15545.0,16131.0,https://anaconda.org/conda-forge/cleanlab,2024-03-25 10:23:11.703,20517.0,,,,,2.0,,,,,,,,,,,,,
181,Darts,unit8co/darts,time-series-data,,https://github.com/unit8co/darts,https://github.com/unit8co/darts,Apache-2.0,2018-09-13 15:17:28.000,2024-03-28 16:33:22.000,2024-03-16 11:05:51,1162.0,40.0,779.0,61.0,927.0,237.0,1133.0,7166.0,A python library for user-friendly forecasting and anomaly detection on time series.,113.0,32,True,2024-03-05 10:03:59,0.28.0,41.0,u8darts,conda-forge/u8darts-all,unit8/darts,,,559.0,559.0,https://pypi.org/project/u8darts,23462.0,24728.0,https://anaconda.org/conda-forge/u8darts-all,2024-03-06 11:14:27.080,40298.0,https://hub.docker.com/r/unit8/darts,2024-03-05 10:14:43.603879,,527.0,2.0,,,,,,,,,,,,,
182,stanza,stanfordnlp/stanza,nlp,,https://github.com/stanfordnlp/stanza,https://github.com/stanfordnlp/stanza,,2017-09-26 08:00:56.000,2024-03-27 07:51:10.000,2024-03-01 05:10:21,4343.0,104.0,844.0,142.0,477.0,95.0,773.0,7014.0,"Stanford NLP Python library for tokenization, sentence segmentation, NER, and parsing of many human languages.",68.0,32,True,2024-03-01 06:47:02,1.8.1,22.0,stanza,stanfordnlp/stanza,,,,2584.0,2584.0,https://pypi.org/project/stanza,236391.0,236544.0,https://anaconda.org/stanfordnlp/stanza,2023-06-16 19:18:21.932,7371.0,,,,,2.0,,,,,,,,,,,,,
183,DeepPavlov,deepmipt/DeepPavlov,nlp,,https://github.com/deeppavlov/DeepPavlov,https://github.com/deeppavlov/DeepPavlov,Apache-2.0,2017-11-17 14:35:29.000,2024-03-13 10:47:19.000,2024-03-13 09:36:57,2708.0,3.0,1119.0,209.0,1048.0,20.0,615.0,6515.0,An open source library for deep learning end-to-end dialog systems and chatbots.,77.0,32,True,2024-03-13 10:47:20,1.6.0,63.0,deeppavlov,,,,['tensorflow'],380.0,380.0,https://pypi.org/project/deeppavlov,9776.0,9776.0,,,,,,,,2.0,,deeppavlov/DeepPavlov,,,,,,,,,,,
184,PML,KevinMusgrave/pytorch-metric-learning,pytorch-utils,,https://github.com/KevinMusgrave/pytorch-metric-learning,https://github.com/KevinMusgrave/pytorch-metric-learning,MIT,2019-10-23 17:20:35.000,2024-03-25 07:36:14.000,2023-12-16 19:23:13,1208.0,,636.0,65.0,132.0,54.0,434.0,5710.0,"The easiest way to use deep metric learning in your application. Modular, flexible, and extensible. Written in PyTorch.",40.0,32,True,2023-12-16 19:24:49,2.4.1,54.0,pytorch-metric-learning,metric-learning/pytorch-metric-learning,,,['pytorch'],1337.0,1337.0,https://pypi.org/project/pytorch-metric-learning,411750.0,411975.0,https://anaconda.org/metric-learning/pytorch-metric-learning,2023-06-16 19:17:36.446,11260.0,,,,,1.0,,,,,,,,,,,,,
185,MLxtend,rasbt/mlxtend,sklearn-utils,,https://github.com/rasbt/mlxtend,https://github.com/rasbt/mlxtend,,2014-08-14 01:56:16.000,2024-03-29 04:25:50.000,2024-03-28 16:26:14,1640.0,5.0,831.0,118.0,526.0,127.0,337.0,4747.0,A library of extension and helper modules for Pythons data analysis and machine learning libraries.,104.0,32,True,2024-01-05 08:47:39,0.23.1,29.0,mlxtend,conda-forge/mlxtend,,,['sklearn'],12695.0,12695.0,https://pypi.org/project/mlxtend,752332.0,759143.0,https://anaconda.org/conda-forge/mlxtend,2024-01-05 18:58:45.309,299725.0,,,,,2.0,,,,,,,,,,,,,
186,aim,aimhubio/aim,ml-experiments,,https://github.com/aimhubio/aim,https://github.com/aimhubio/aim,Apache-2.0,2019-05-31 18:25:07.000,2024-03-28 20:02:04.000,2024-03-22 10:52:33,2173.0,31.0,277.0,45.0,2136.0,315.0,654.0,4715.0,Aim An easy-to-use & supercharged open-source experiment tracker.,64.0,32,True,2024-03-22 10:54:33,3.19.2,59.0,aim,conda-forge/aim,,,,494.0,494.0,https://pypi.org/project/aim,78991.0,80324.0,https://anaconda.org/conda-forge/aim,2023-06-16 19:26:46.894,42672.0,,,,,2.0,,,,,,,,,,,,,
187,NeuralProphet,ourownstory/neural_prophet,time-series-data,,https://github.com/ourownstory/neural_prophet,https://github.com/ourownstory/neural_prophet,MIT,2020-05-04 05:12:43.000,2024-03-20 18:12:19.000,2024-03-15 01:19:18,1424.0,31.0,451.0,56.0,770.0,37.0,476.0,3608.0,NeuralProphet: A simple forecasting package.,52.0,32,True,2024-02-23 20:22:32,0.8.0,34.0,neuralprophet,,,,['pytorch'],404.0,404.0,https://pypi.org/project/neuralprophet,119108.0,119108.0,,,,,,,,2.0,,,,,,,,,,,,,
188,datashader,holoviz/datashader,data-viz,,https://github.com/holoviz/datashader,https://github.com/holoviz/datashader,BSD-3-Clause,2015-12-23 18:02:20.000,2024-02-13 11:58:20.000,2024-02-13 11:57:59,1492.0,3.0,357.0,91.0,737.0,129.0,441.0,3188.0,Quickly and accurately render even the largest data.,55.0,32,True,2023-10-26 15:10:16,0.16.0,33.0,datashader,conda-forge/datashader,,,,3788.0,3788.0,https://pypi.org/project/datashader,98873.0,116103.0,https://anaconda.org/conda-forge/datashader,2023-10-27 12:10:53.716,792603.0,,,,,2.0,,,,,,,,,,,,,
189,doctr,mindee/doctr,image,,https://github.com/mindee/doctr,https://github.com/mindee/doctr,Apache-2.0,2021-01-08 16:05:12.000,2024-03-29 15:45:25.000,2024-03-26 12:27:03,832.0,47.0,342.0,42.0,909.0,32.0,281.0,2898.0,"docTR (Document Text Recognition) - a seamless, high-performing & accessible library for OCR-related tasks powered by..",45.0,32,True,2024-03-04 14:50:47,0.8.1,15.0,python-doctr,,,,"['tensorflow', 'pytorch']",275.0,275.0,https://pypi.org/project/python-doctr,29176.0,100791.0,,,,,,,,2.0,2649758.0,,,,,,,,,,,,
190,tslearn,tslearn-team/tslearn,time-series-data,,https://github.com/tslearn-team/tslearn,https://github.com/tslearn-team/tslearn,BSD-2-Clause,2017-05-04 13:08:13.000,2024-03-20 01:04:30.000,2024-03-20 01:04:29,1637.0,3.0,323.0,61.0,188.0,117.0,193.0,2766.0,The machine learning toolkit for time series analysis in Python.,43.0,32,True,2023-12-12 14:35:12,0.6.3,25.0,tslearn,conda-forge/tslearn,,,['sklearn'],1197.0,1197.0,https://pypi.org/project/tslearn,394745.0,423297.0,https://anaconda.org/conda-forge/tslearn,2024-02-04 18:41:01.911,1284852.0,,,,,2.0,,,,,,,,,,,,,
191,explainerdashboard,oegedijk/explainerdashboard,interpretability,,https://github.com/oegedijk/explainerdashboard,https://github.com/oegedijk/explainerdashboard,MIT,2019-10-30 08:26:16.000,2024-03-25 17:16:51.000,2024-03-18 20:30:45,1372.0,19.0,306.0,22.0,46.0,31.0,202.0,2178.0,Quickly build Explainable AI dashboards that show the inner workings of so-called blackbox machine learning models.,21.0,32,True,2024-03-18 21:01:54,0.4.7,81.0,explainerdashboard,conda-forge/explainerdashboard,,,,457.0,457.0,https://pypi.org/project/explainerdashboard,125251.0,126354.0,https://anaconda.org/conda-forge/explainerdashboard,2024-03-18 22:16:35.129,43023.0,,,,,2.0,,,,,,,,,,,,,
192,tesserocr,sirfz/tesserocr,ocr,,https://github.com/sirfz/tesserocr,https://github.com/sirfz/tesserocr,MIT,2015-12-17 23:29:36.000,2024-03-28 19:21:09.000,2024-03-28 19:19:25,204.0,13.0,252.0,56.0,74.0,48.0,225.0,1922.0,A Python wrapper for the tesseract-ocr API.,30.0,32,True,2024-03-28 16:57:33,2.6.3,17.0,tesserocr,conda-forge/tesserocr,,,,952.0,952.0,https://pypi.org/project/tesserocr,59874.0,62372.0,https://anaconda.org/conda-forge/tesserocr,2023-06-16 16:18:15.161,132342.0,,,,,2.0,158.0,,,,,,,,,,,,
193,evaluate,huggingface/evaluate,interpretability,,https://github.com/huggingface/evaluate,https://github.com/huggingface/evaluate,Apache-2.0,2022-03-30 15:08:26.000,2024-03-18 20:43:45.000,2023-12-27 10:12:23,938.0,,212.0,50.0,311.0,127.0,127.0,1768.0,Evaluate: A library for easily evaluating machine learning models and datasets.,124.0,32,True,2023-10-13 15:57:18,0.4.1,9.0,evaluate,,,,,7698.0,7698.0,https://pypi.org/project/evaluate,2473325.0,2473325.0,,,,,,,,2.0,,,,,,,,,,,,,
194,torchrec,pytorch/torchrec,recommender-systems,,https://github.com/pytorch/torchrec,https://github.com/pytorch/torchrec,BSD-3-Clause,2021-07-12 23:15:48.000,2024-03-29 11:34:29.000,2024-03-28 19:46:49,1642.0,200.0,342.0,29.0,1700.0,32.0,101.0,1701.0,Pytorch domain library for recommendation systems.,222.0,32,True,2024-01-30 23:40:14,0.6.0,13.0,torchrec,,,,,98.0,98.0,https://pypi.org/project/torchrec,15326.0,15326.0,,,,,,,,1.0,,,,,,,,,,,,,
