,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,recent_commit_count,latest_stable_release_published_at,latest_stable_release_number,release_count,updated_github_id,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,npm_id,npm_url,npm_monthly_downloads,helm_id,trending,brew_id,apt_id,yum_id,maven_id,maven_url
143,DeepChem,deepchem/deepchem,others,,https://github.com/deepchem/deepchem,https://github.com/deepchem/deepchem,MIT,2015-09-24 23:20:28.000,2025-12-08 19:42:16.000000,2025-12-08 19:42:16,10642.0,1903.0,139.0,2800.0,523.0,1247.0,6391.0,"Democratizing Deep-Learning for Drug Discovery, Quantum Chemistry, Materials Science and Biology.",258.0,34,True,8.0,2024-04-03 16:21:23,2.8.0,20.0,,deepchem,conda-forge/deepchem,,,['tensorflow'],651.0,651.0,https://pypi.org/project/deepchem,61760.0,63580.0,https://anaconda.org/conda-forge/deepchem,2025-04-22 14:57:21.461,120172.0,,,,,2.0,,,,,,,,,,,
144,ag2,ag2ai/ag2,agents,,https://github.com/ag2ai/ag2,https://github.com/ag2ai/ag2,Apache-2.0,2024-11-11 20:43:34.000,2025-12-11 18:06:44.000000,2025-12-11 01:44:49,4796.0,501.0,75.0,1346.0,225.0,655.0,3918.0,AG2 (formerly AutoGen): The Open-Source AgentOS. Join us at: https://discord.gg/pAbnFJrkgZ.,457.0,34,True,57.0,2025-12-05 23:21:16,0.10.2,56.0,,ag2,,,,,658.0,658.0,https://pypi.org/project/ag2,312859.0,312859.0,,,,,,,,3.0,,,,,,,,,,,
145,GPyTorch,cornellius-gp/gpytorch,probabilistics,,https://github.com/cornellius-gp/gpytorch,https://github.com/cornellius-gp/gpytorch,MIT,2017-06-09 14:48:20.000,2025-11-29 16:02:03.313000,2025-11-25 16:41:31,3986.0,555.0,53.0,944.0,353.0,996.0,3807.0,A highly efficient implementation of Gaussian Processes in PyTorch.,146.0,34,True,11.0,2025-11-28 17:36:21,1.14.3,38.0,,gpytorch,conda-forge/gpytorch,,,['pytorch'],3260.0,3260.0,https://pypi.org/project/gpytorch,892245.0,895795.0,https://anaconda.org/conda-forge/gpytorch,2025-11-29 16:02:03.313,237915.0,,,,,1.0,,,,,,,,,,,
146,datashader,holoviz/datashader,data-viz,,https://github.com/holoviz/datashader,https://github.com/holoviz/datashader,BSD-3-Clause,2015-12-23 18:02:20.000,2025-12-11 08:04:17.000000,2025-12-11 08:04:15,1600.0,373.0,92.0,854.0,136.0,467.0,3490.0,Quickly and accurately render even the largest data.,63.0,34,True,11.0,2025-08-05 10:21:32,0.18.2,40.0,,datashader,conda-forge/datashader,,,,6285.0,6285.0,https://pypi.org/project/datashader,408761.0,433236.0,https://anaconda.org/conda-forge/datashader,2025-08-05 10:28:20.253,1639842.0,,,,,2.0,,,,,,,,,,,
147,MNE,mne-tools/mne-python,medical-data,,https://github.com/mne-tools/mne-python,https://github.com/mne-tools/mne-python,BSD-3-Clause,2011-01-28 03:31:13.000,2025-12-10 21:18:30.000000,2025-12-10 21:18:27,18515.0,1392.0,82.0,8467.0,520.0,4519.0,3160.0,MNE: Magnetoencephalography (MEG) and Electroencephalography (EEG) in Python.,410.0,34,True,81.0,2025-11-21 19:34:02,1.11.0,67.0,,mne,conda-forge/mne,,,,,,https://pypi.org/project/mne,440887.0,450470.0,https://anaconda.org/conda-forge/mne,2025-11-21 22:29:18.906,642081.0,,,,,2.0,,,,,,,,,,,
148,huggingface_hub,huggingface/huggingface_hub,model-serialisation,,https://github.com/huggingface/huggingface_hub,https://github.com/huggingface/huggingface_hub,Apache-2.0,2020-12-22 10:20:28.000,2025-12-11 15:52:28.000000,2025-12-10 14:48:41,2056.0,862.0,64.0,2115.0,135.0,1223.0,3119.0,The official Python client for the Hugging Face Hub.,290.0,34,True,120.0,2025-12-10 14:54:04,1.2.2,127.0,,huggingface_hub,conda-forge/huggingface_hub,,,,,,https://pypi.org/project/huggingface_hub,144440843.0,144517500.0,https://anaconda.org/conda-forge/huggingface_hub,2025-12-05 17:08:51.251,4446137.0,,,,,2.0,,,,,,,,,,,
149,tslearn,tslearn-team/tslearn,time-series-data,,https://github.com/tslearn-team/tslearn,https://github.com/tslearn-team/tslearn,BSD-2-Clause,2017-05-04 13:08:13.000,2025-12-10 08:42:26.000000,2025-12-10 08:42:21,1711.0,356.0,57.0,261.0,86.0,245.0,3075.0,The machine learning toolkit for time series analysis in Python.,47.0,34,True,31.0,2025-11-13 07:49:46,0.7.0,27.0,,tslearn,conda-forge/tslearn,,,['sklearn'],1932.0,1932.0,https://pypi.org/project/tslearn,431407.0,458127.0,https://anaconda.org/conda-forge/tslearn,2025-12-10 08:11:27.329,1763579.0,,,,,1.0,,,,,,,,,,,
150,snakemake,snakemake/snakemake,ml-experiments,,https://github.com/snakemake/snakemake,https://github.com/snakemake/snakemake,MIT,2015-10-17 15:43:54.867,2025-12-09 10:12:39.000000,2025-12-09 10:12:07,5742.0,592.0,15.0,1858.0,1140.0,875.0,2657.0,"This is the development home of the workflow management system Snakemake. For general information, see.",388.0,34,True,81.0,2025-12-09 10:12:39,9.14.4,348.0,,snakemake,bioconda/snakemake,,,,2489.0,2489.0,https://pypi.org/project/snakemake,209313.0,222197.0,https://anaconda.org/bioconda/snakemake,2025-12-08 11:45:24.793,1571967.0,,,,,2.0,,,,,,,,,,,
151,torchrec,pytorch/torchrec,recommender-systems,,https://github.com/meta-pytorch/torchrec,https://github.com/meta-pytorch/torchrec,BSD-3-Clause,2021-07-12 23:15:48.000,2025-12-11 16:47:47.000000,2025-12-11 16:45:00,3031.0,574.0,35.0,3354.0,86.0,164.0,2419.0,Pytorch domain library for recommendation systems.,406.0,34,True,199.0,2025-12-07 18:25:46,1.4.0-rc2,33.0,meta-pytorch/torchrec,torchrec,,,,,247.0,247.0,https://pypi.org/project/torchrec,25102.0,25102.0,,,,,,,,1.0,,,,,,,,,,,
152,metrics,Lightning-AI/metrics,pytorch-utils,,https://github.com/Lightning-AI/torchmetrics,https://github.com/Lightning-AI/torchmetrics,Apache-2.0,2020-12-22 20:02:42.000,2025-12-02 12:34:35.000000,2025-10-27 11:39:37,2288.0,459.0,29.0,2072.0,84.0,906.0,2373.0,"Machine learning metrics for distributed, scalable PyTorch applications.",283.0,34,True,7.0,2025-09-03 13:54:56,1.8.2,64.0,Lightning-AI/torchmetrics,metrics,conda-forge/torchmetrics,,,['pytorch'],45298.0,45298.0,https://pypi.org/project/metrics,4988.0,43713.0,https://anaconda.org/conda-forge/torchmetrics,2025-09-03 20:54:12.961,2200416.0,,,,,1.0,6987.0,,,,,,,,,,
153,lets-plot,JetBrains/lets-plot,data-viz,,https://github.com/JetBrains/lets-plot,https://github.com/JetBrains/lets-plot,MIT,2019-03-20 16:13:03.000,2025-12-11 15:07:45.000000,2025-12-11 15:07:42,5449.0,53.0,201.0,670.0,148.0,590.0,1721.0,Multiplatform plotting library based on the Grammar of Graphics.,21.0,34,True,210.0,2025-12-01 19:17:36,4.8.1,100.0,,lets-plot,,,,,197.0,197.0,https://pypi.org/project/lets-plot,121550.0,121596.0,,,,,,,,2.0,3383.0,,,,,,,,,,
154,Wand,emcconville/wand,image,,https://github.com/emcconville/wand,https://github.com/emcconville/wand,MIT,2011-09-30 21:36:38.000,2025-10-06 18:51:55.000000,2025-10-06 18:51:50,1887.0,199.0,29.0,218.0,23.0,410.0,1474.0,The ctypes-based simple ImageMagick binding for Python.,111.0,34,True,5.0,2023-11-04 01:41:17,0.6.13,25.0,,wand,conda-forge/wand,,,,21247.0,21247.0,https://pypi.org/project/wand,1578738.0,1581768.0,https://anaconda.org/conda-forge/wand,2025-04-22 14:57:10.980,184098.0,,,,,2.0,51700.0,,,,,,,,,,
155,igraph,igraph/python-igraph,graph,,https://github.com/igraph/python-igraph,https://github.com/igraph/python-igraph,GPL-2.0,2015-01-08 23:55:16.000,2025-11-24 13:09:51.000000,2025-11-18 11:04:46,3268.0,256.0,30.0,268.0,53.0,526.0,1417.0,Python interface for igraph.,80.0,34,True,19.0,2025-10-23 12:22:05,1.0.0,34.0,,python-igraph,conda-forge/igraph,,,,4718.0,4718.0,https://pypi.org/project/python-igraph,550241.0,564488.0,https://anaconda.org/conda-forge/igraph,2025-09-21 10:22:02.653,906902.0,,,,,2.0,8366.0,,,,,,,,,,
156,agate,wireservice/agate,others,,https://github.com/wireservice/agate,https://github.com/wireservice/agate,MIT,2014-04-25 13:59:09.000,2025-11-21 00:19:33.000000,2025-11-21 00:19:30,1576.0,152.0,37.0,139.0,4.0,646.0,1195.0,A Python data analysis library that is optimized for humans instead of machines.,55.0,34,True,4.0,,,16.0,,agate,conda-forge/agate,,,,5312.0,5312.0,https://pypi.org/project/agate,24955827.0,24963873.0,https://anaconda.org/conda-forge/agate,2025-04-22 14:56:31.741,442536.0,,,,,2.0,,,,,,,,,,,
157,NiBabel,nipy/nibabel,medical-data,,https://github.com/nipy/nibabel,https://github.com/nipy/nibabel,,2010-07-22 16:28:30.000,2025-12-05 21:13:32.000000,2025-12-05 21:13:32,6220.0,264.0,30.0,893.0,120.0,417.0,754.0,Python package to access a cacophony of neuro-imaging file formats.,109.0,34,True,77.0,2025-12-05 19:21:32,5.3.3,44.0,,nibabel,conda-forge/nibabel,,,,30440.0,30440.0,https://pypi.org/project/nibabel,1130461.0,1146918.0,https://anaconda.org/conda-forge/nibabel,2025-04-22 14:56:22.960,1086178.0,,,,,2.0,,,,,,,,,,,
158,MindsDB,mindsdb/mindsdb,ml-frameworks,,https://github.com/mindsdb/mindsdb,https://github.com/mindsdb/mindsdb,,2018-08-02 17:56:45.000,2025-12-11 17:22:12.000000,2025-12-09 16:58:39,19868.0,6020.0,438.0,7066.0,60.0,4314.0,37599.0,Federated query engine for AI - The only MCP Server youll ever need.,883.0,33,True,199.0,2025-12-09 17:03:52,25.12.0,100.0,,mindsdb,,,,['pytorch'],,,https://pypi.org/project/mindsdb,20374.0,20374.0,,,,,,,,3.0,,,,,,,,,,,
159,tinygrad,geohot/tinygrad,pytorch-utils,,https://github.com/tinygrad/tinygrad,https://github.com/tinygrad/tinygrad,MIT,2020-10-18 16:23:12.000,2025-12-11 16:45:01.000000,2025-12-11 16:41:41,11326.0,3710.0,275.0,12499.0,135.0,900.0,30833.0,You like pytorch? You like micrograd? You love tinygrad!.,433.0,33,True,1156.0,2025-08-19 21:11:27,0.11.0,13.0,tinygrad/tinygrad,,,,,['pytorch'],20.0,20.0,,,,,,,,,,,1.0,,,,,,,,,,,
160,DeepSpeech,mozilla/DeepSpeech,audio,,https://github.com/mozilla/DeepSpeech,https://github.com/mozilla/DeepSpeech,MPL-2.0,2016-06-02 15:04:53.000,2025-06-19 12:52:51.000000,2025-06-19 12:52:50,3467.0,3987.0,668.0,1680.0,126.0,1987.0,26674.0,"DeepSpeech is an open source embedded (offline, on-device) speech-to-text engine which can run in real time on devices..",164.0,33,True,,2020-12-10 15:58:47,0.9.3,100.0,,deepspeech,conda-forge/deepspeech,,,['tensorflow'],545.0,545.0,https://pypi.org/project/deepspeech,3378.0,11086.0,https://anaconda.org/conda-forge/deepspeech,2025-04-22 14:57:58.207,4229.0,,,,,2.0,663793.0,,,,,,,,,,
161,mlx,ml-explore/mlx,ml-frameworks,,https://github.com/ml-explore/mlx,https://github.com/ml-explore/mlx,MIT,2023-11-28 23:33:45.000,2025-12-11 15:55:47.000000,2025-12-11 14:11:25,1562.0,1414.0,180.0,1780.0,138.0,790.0,23027.0,MLX: An array framework for Apple silicon.,186.0,33,True,167.0,2025-11-19 23:09:06,0.30.0,65.0,,mlx,,,,,,,https://pypi.org/project/mlx,352098.0,352098.0,,,,,,,,3.0,,,,,,,,,,,
162,Prophet,facebook/prophet,time-series-data,,https://github.com/facebook/prophet,https://github.com/facebook/prophet,MIT,2016-11-16 01:50:08.000,2025-11-14 02:32:40.626000,2025-10-21 22:34:48,837.0,4597.0,451.0,489.0,450.0,1740.0,19860.0,Tool for producing high quality forecasts for time series data that has multiple seasonality with linear or non-linear..,189.0,33,True,5.0,2025-10-21 22:35:41,1.2.1-patched,23.0,,fbprophet,conda-forge/prophet,,,,21.0,21.0,https://pypi.org/project/fbprophet,81282.0,109565.0,https://anaconda.org/conda-forge/prophet,2025-11-14 02:32:40.626,1582213.0,,,,,1.0,3174.0,,,,,,,,,,
163,Perspective,finos/perspective,data-viz,,https://github.com/perspective-dev/perspective,https://github.com/perspective-dev/perspective,Apache-2.0,2017-11-02 16:27:54.000,2025-12-10 05:44:16.000000,2025-12-02 00:29:36,6465.0,1249.0,123.0,1881.0,109.0,785.0,10024.0,"A data visualization and analytics component, especially well-suited for large and/or streaming datasets.",100.0,33,True,38.0,2025-10-28 14:29:44,4.0.0,77.0,perspective-dev/perspective,perspective-python,conda-forge/perspective,,,['jupyter'],191.0,191.0,https://pypi.org/project/perspective-python,16886.0,55001.0,https://anaconda.org/conda-forge/perspective,2025-11-08 22:44:36.952,2466496.0,,,,,2.0,12475.0,@finos/perspective-jupyterlab,https://www.npmjs.com/package/@finos/perspective-jupyterlab,314.0,,,,,,,
164,PyTorch3D,facebookresearch/pytorch3d,image,,https://github.com/facebookresearch/pytorch3d,https://github.com/facebookresearch/pytorch3d,,2019-10-25 02:23:45.000,2025-11-28 12:43:29.000000,2025-11-27 17:52:08,1232.0,1387.0,148.0,193.0,276.0,1411.0,9681.0,PyTorch3D is FAIRs library of reusable components for deep learning with 3D data.,169.0,33,True,5.0,2025-11-28 12:43:29,0.7.9,20.0,,pytorch3d,pytorch3d/pytorch3d,,,['pytorch'],1351.0,1351.0,https://pypi.org/project/pytorch3d,3638.0,8943.0,https://anaconda.org/pytorch3d/pytorch3d,2025-03-25 16:29:23.925,387306.0,,,,,2.0,,,,,,,,,,,
165,SpeechRecognition,Uberi/speech_recognition,audio,,https://github.com/Uberi/speech_recognition,https://github.com/Uberi/speech_recognition,BSD-3-Clause,2014-04-23 04:53:54.000,2025-11-19 13:20:44.995000,2025-11-19 12:04:06,805.0,2342.0,269.0,219.0,290.0,345.0,8914.0,"Speech recognition module for Python, supporting several engines and APIs, online and offline.",57.0,33,True,15.0,2025-11-19 12:15:29,3.14.4,37.0,,SpeechRecognition,conda-forge/speechrecognition,,,,21.0,21.0,https://pypi.org/project/SpeechRecognition,2552404.0,2558467.0,https://anaconda.org/conda-forge/speechrecognition,2025-11-19 13:20:44.995,388072.0,,,,,2.0,,,,,,,,,,,
166,H2O-3,h2oai/h2o-3,distributed-ml,,https://github.com/h2oai/h2o-3,https://github.com/h2oai/h2o-3,Apache-2.0,2014-03-03 16:08:07.000,2025-12-11 15:54:17.000000,2025-12-03 00:33:10,32693.0,2007.0,369.0,7023.0,2820.0,6766.0,7435.0,"H2O is an Open Source, Distributed, Fast & Scalable Machine Learning Platform: Deep Learning, Gradient Boosting (GBM)..",282.0,33,True,42.0,,,,,h2o,,,,,99.0,99.0,https://pypi.org/project/h2o,246397.0,246397.0,,,,,,,,2.0,,,,,,,,,,,
167,OpenNMT,OpenNMT/OpenNMT-py,nlp,,https://github.com/OpenNMT/OpenNMT-py,https://github.com/OpenNMT/OpenNMT-py,MIT,2017-02-22 19:01:50.000,2025-10-14 17:32:07.000000,2024-06-27 17:56:21,2895.0,2113.0,173.0,1154.0,10.0,1437.0,6979.0,Open Source Neural Machine Translation and (Large) Language Models in PyTorch.,191.0,33,False,,2024-03-18 14:01:33,3.5.1,50.0,,OpenNMT-py,,,,['pytorch'],346.0,346.0,https://pypi.org/project/OpenNMT-py,38943.0,38943.0,,,,,,,,2.0,,,,,,,,,,,
168,InterpretML,interpretml/interpret,interpretability,,https://github.com/interpretml/interpret,https://github.com/interpretml/interpret,MIT,2019-05-03 05:47:52.000,2025-12-11 09:06:27.000000,2025-12-10 15:51:09,3780.0,757.0,142.0,152.0,106.0,376.0,6736.0,Fit interpretable models. Explain blackbox machine learning.,53.0,33,True,13.0,2025-12-11 09:06:27,0.7.4,62.0,,interpret,,,,['jupyter'],928.0,928.0,https://pypi.org/project/interpret,255628.0,255628.0,,,,,,,,1.0,,,,,,,,,,,
169,ART,Trusted-AI/adversarial-robustness-toolbox,adversarial,,https://github.com/Trusted-AI/adversarial-robustness-toolbox,https://github.com/Trusted-AI/adversarial-robustness-toolbox,MIT,2018-03-15 14:40:43.000,2025-11-28 07:01:21.000000,2025-11-13 14:55:10,13057.0,1250.0,96.0,1638.0,2.0,903.0,5709.0,"Adversarial Robustness Toolbox (ART) - Python Library for Machine Learning Security - Evasion, Poisoning, Extraction,..",145.0,33,True,35.0,2025-07-07 19:58:07,1.20.1,64.0,,adversarial-robustness-toolbox,conda-forge/adversarial-robustness-toolbox,,,,777.0,777.0,https://pypi.org/project/adversarial-robustness-toolbox,42550.0,43900.0,https://anaconda.org/conda-forge/adversarial-robustness-toolbox,2025-07-07 22:05:57.819,87812.0,,,,,1.0,,,,,,,,,,,
170,Captum,pytorch/captum,interpretability,,https://github.com/meta-pytorch/captum,https://github.com/meta-pytorch/captum,BSD-3-Clause,2019-08-27 15:34:41.000,2025-12-02 18:50:27.000000,2025-12-02 18:43:48,1387.0,542.0,288.0,1100.0,222.0,353.0,5485.0,Model interpretability and understanding for PyTorch.,137.0,33,True,26.0,2025-03-27 04:51:30,0.8.0,10.0,meta-pytorch/captum,captum,conda-forge/captum,,,['pytorch'],3533.0,3533.0,https://pypi.org/project/captum,374299.0,377179.0,https://anaconda.org/conda-forge/captum,2025-04-22 14:58:08.009,138275.0,,,,,1.0,,,,,,,,,,,
171,StatsForecast,Nixtla/statsforecast,time-series-data,,https://github.com/Nixtla/statsforecast,https://github.com/Nixtla/statsforecast,Apache-2.0,2021-11-24 02:19:14.000,2025-12-08 21:11:40.000000,2025-12-08 20:36:19,1385.0,339.0,41.0,562.0,119.0,260.0,4622.0,Lightning fast forecasting with statistical and econometric models.,56.0,33,True,7.0,2025-10-29 17:45:59,2.0.3,38.0,,statsforecast,conda-forge/statsforecast,,,,2047.0,2047.0,https://pypi.org/project/statsforecast,1167355.0,1172527.0,https://anaconda.org/conda-forge/statsforecast,2025-10-30 01:44:14.266,232782.0,,,,,1.0,,,,,,,,,,,
172,SDV,sdv-dev/SDV,tabular,,https://github.com/sdv-dev/SDV,https://github.com/sdv-dev/SDV,,2018-05-11 15:56:50.000,2025-12-11 16:04:01.000000,2025-12-08 14:46:41,2091.0,401.0,43.0,1153.0,151.0,1394.0,3354.0,Synthetic data generation for tabular data.,50.0,33,True,65.0,2025-12-05 23:26:12,1.30.0,86.0,,sdv,conda-forge/sdv,,,,859.0,859.0,https://pypi.org/project/sdv,171201.0,172630.0,https://anaconda.org/conda-forge/sdv,2025-12-06 04:54:25.964,68617.0,,,,,1.0,,,,,,,,,,,
173,pgmpy,pgmpy/pgmpy,probabilistics,,https://github.com/pgmpy/pgmpy,https://github.com/pgmpy/pgmpy,MIT,2013-09-20 08:18:58.000,2025-12-10 16:50:58.000000,2025-12-10 16:50:58,3284.0,874.0,71.0,1302.0,289.0,826.0,3117.0,Python library for Causal AI.,182.0,33,True,42.0,2025-03-31 18:26:31,1.0.0,17.0,,pgmpy,,,,,1736.0,1736.0,https://pypi.org/project/pgmpy,204980.0,204990.0,,,,,,,,2.0,689.0,,,,,,,,,,
174,equinox,patrick-kidger/equinox,jax-utils,,https://github.com/patrick-kidger/equinox,https://github.com/patrick-kidger/equinox,Apache-2.0,2021-07-29 02:21:39.000,2025-12-05 00:28:38.000000,2025-11-21 14:06:12,1088.0,176.0,21.0,525.0,222.0,406.0,2708.0,Elegant easy-to-use neural networks + scientific computing in JAX. https://docs.kidger.site/equinox/.,81.0,33,True,32.0,2025-10-09 10:15:42,0.13.2,49.0,,equinox,,,,['jax'],1492.0,1492.0,https://pypi.org/project/equinox,1019408.0,1019408.0,,,,,,,,1.0,,,,,,,,,,,
175,category_encoders,scikit-learn-contrib/category_encoders,sklearn-utils,,https://github.com/scikit-learn-contrib/category_encoders,https://github.com/scikit-learn-contrib/category_encoders,BSD-3-Clause,2015-11-29 19:32:37.000,2025-12-06 05:17:22.000000,2025-11-14 08:37:51,988.0,394.0,35.0,164.0,40.0,260.0,2472.0,A library of sklearn compatible categorical variable encoders.,73.0,33,True,8.0,2025-11-02 18:12:54,2.9.0,25.0,,category_encoders,conda-forge/category_encoders,,,['sklearn'],4128.0,4128.0,https://pypi.org/project/category_encoders,2511604.0,2519321.0,https://anaconda.org/conda-forge/category_encoders,2025-11-02 19:29:39.336,385877.0,,,,,1.0,,,,,,,,,,,
176,pyjanitor,pyjanitor-devs/pyjanitor,others,,https://github.com/pyjanitor-devs/pyjanitor,https://github.com/pyjanitor-devs/pyjanitor,MIT,2018-03-04 22:43:33.000,2025-12-11 01:26:38.000000,2025-12-11 01:25:26,1721.0,177.0,16.0,934.0,108.0,486.0,1470.0,Clean APIs for data cleaning. Python implementation of R package Janitor.,116.0,33,True,45.0,2025-12-11 01:25:41,0.32.3,62.0,,pyjanitor,conda-forge/pyjanitor,,,,986.0,986.0,https://pypi.org/project/pyjanitor,251524.0,256104.0,https://anaconda.org/conda-forge/pyjanitor,2025-12-07 01:12:28.167,306913.0,,,,,2.0,,,,,,,,,,,
177,arch,bashtage/arch,financial-data,,https://github.com/bashtage/arch,https://github.com/bashtage/arch,,2014-08-29 15:41:28.000,2025-12-09 15:35:39.000000,2025-12-02 14:05:09,1298.0,269.0,48.0,610.0,26.0,190.0,1467.0,ARCH models in Python.,39.0,33,True,66.0,2025-10-21 08:35:55,8.0.0,50.0,,arch,conda-forge/arch-py,,,,3430.0,3430.0,https://pypi.org/project/arch,628928.0,639445.0,https://anaconda.org/conda-forge/arch-py,2025-10-21 13:02:21.450,694186.0,,,,,1.0,,,,,,,,,,,
178,skforecast,JoaquinAmatRodrigo/skforecast,time-series-data,,https://github.com/skforecast/skforecast,https://github.com/skforecast/skforecast,BSD-3-Clause,2021-02-10 11:40:34.000,2025-12-11 16:18:05.000000,2025-12-10 14:04:07,5433.0,173.0,11.0,840.0,17.0,197.0,1417.0,Time series forecasting with machine learning models.,24.0,33,True,342.0,2025-12-10 14:11:03,0.19.1,36.0,skforecast/skforecast,skforecast,,,,['sklearn'],492.0,492.0,https://pypi.org/project/skforecast,122847.0,122847.0,,,,,,,,1.0,,,,,,,,,,,
179,Satpy,pytroll/satpy,geospatial-data,,https://github.com/pytroll/satpy,https://github.com/pytroll/satpy,GPL-3.0,2016-02-09 20:29:43.000,2025-12-11 15:40:21.000000,2025-12-11 15:40:21,15459.0,313.0,33.0,2102.0,430.0,780.0,1152.0,Python package for earth-observing satellite data processing.,185.0,33,True,159.0,2025-11-07 14:07:27,0.59.0,75.0,,satpy,conda-forge/satpy,,,,192.0,192.0,https://pypi.org/project/satpy,42717.0,47474.0,https://anaconda.org/conda-forge/satpy,2025-11-14 19:27:27.070,314016.0,,,,,3.0,,,,,,,,,,,
180,Hail,hail-is/hail,medical-data,,https://github.com/hail-is/hail,https://github.com/hail-is/hail,MIT,2015-10-27 20:55:42.000,2025-12-10 19:48:08.000000,2025-12-10 19:48:07,11909.0,251.0,50.0,12671.0,236.0,2297.0,1039.0,Cloud-native genomic dataframes and batch computing.,100.0,33,True,108.0,2025-11-24 20:26:12,0.2.137,100.0,,hail,,,,['spark'],171.0,171.0,https://pypi.org/project/hail,61587.0,61587.0,,,,,,,,2.0,,,,,,,,,,,
181,mpi4py,mpi4py/mpi4py,distributed-ml,,https://github.com/mpi4py/mpi4py,https://github.com/mpi4py/mpi4py,BSD-3-Clause,2013-09-05 14:44:25.000,2025-12-11 11:37:51.000000,2025-12-05 15:42:19,3503.0,130.0,12.0,405.0,4.0,225.0,885.0,Python bindings for MPI.,28.0,33,True,99.0,2025-10-10 12:27:33,4.1.1,19.0,,mpi4py,conda-forge/mpi4py,,,,11916.0,11916.0,https://pypi.org/project/mpi4py,997945.0,1073674.0,https://anaconda.org/conda-forge/mpi4py,2025-11-25 18:13:49.970,4655758.0,,,,,2.0,41423.0,,,,,,,,,,
