,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,updated_github_id,helm_id,npm_id,npm_url,npm_monthly_downloads,brew_id,apt_id,yum_id,trending,maven_id,maven_url
223,bt,pmorissette/bt,financial-data,,https://github.com/pmorissette/bt,https://github.com/pmorissette/bt,MIT,2014-06-19 16:06:28.000,2024-12-01 14:51:06.000000,2024-12-01 14:50:58,561.0,10.0,415.0,92.0,119.0,77.0,265.0,2306.0,bt - flexible backtesting for Python.,34.0,30,True,2024-08-06 13:46:05,1.1.0,5.0,bt,conda-forge/bt,,,,1635.0,1635.0,https://pypi.org/project/bt,,1217.0,https://anaconda.org/conda-forge/bt,2024-09-21 21:55:35.462,53567.0,,,,,1.0,,,,,,,,,,,,
224,Feature Engine,feature-engine/feature_engine,others,,https://github.com/feature-engine/feature_engine,https://github.com/feature-engine/feature_engine,BSD-3-Clause,2018-12-31 01:47:18.000,2024-11-08 08:19:41.000000,2024-11-08 08:18:45,367.0,7.0,300.0,33.0,491.0,63.0,264.0,1951.0,Feature engineering package with sklearn like functionality.,52.0,30,True,2022-01-04 17:09:47,1.2.0,22.0,feature_engine,conda-forge/feature_engine,,,,3056.0,3056.0,https://pypi.org/project/feature_engine,279679.0,280852.0,https://anaconda.org/conda-forge/feature_engine,2024-09-01 13:51:20.563,61042.0,,,,,2.0,,,,,,,,,,,,
225,dstack,dstackai/dstack,others,,https://github.com/dstackai/dstack,https://github.com/dstackai/dstack,MPL-2.0,2022-01-04 10:29:46.000,2024-12-05 18:00:12.000000,2024-12-05 18:00:03,2311.0,239.0,155.0,11.0,989.0,100.0,952.0,1618.0,"dstack is a lightweight, open-source alternative to Kubernetes & Slurm, simplifying AI container orchestration with..",47.0,30,True,2024-12-04 10:45:11,0.18.29,64.0,dstack,,,,,16.0,16.0,https://pypi.org/project/dstack,10907.0,10907.0,,,,,,,,2.0,,,,,,,,,,,,
226,torchsde,google-research/torchsde,pytorch-utils,,https://github.com/google-research/torchsde,https://github.com/google-research/torchsde,Apache-2.0,2020-07-06 23:13:11.000,2024-11-21 00:34:31.332000,2023-09-26 23:11:11,163.0,,199.0,34.0,75.0,28.0,52.0,1589.0,Differentiable SDE solvers with GPU support and efficient sensitivity analysis.,8.0,30,False,2023-09-26 22:07:23,0.2.6,5.0,torchsde,conda-forge/torchsde,,,['pytorch'],4101.0,4101.0,https://pypi.org/project/torchsde,2024105.0,2024769.0,https://anaconda.org/conda-forge/torchsde,2024-11-21 00:34:31.332,31216.0,,,,,2.0,,,,,,,,,,,,
227,arch,bashtage/arch,financial-data,,https://github.com/bashtage/arch,https://github.com/bashtage/arch,,2014-08-29 15:41:28.000,2024-11-25 02:49:39.000000,2024-11-05 17:47:01,1157.0,24.0,249.0,50.0,548.0,26.0,186.0,1340.0,ARCH models in Python.,35.0,30,True,2024-11-04 15:56:53,7.2.0,49.0,arch,conda-forge/arch-py,,,,2186.0,2186.0,https://pypi.org/project/arch,,8175.0,https://anaconda.org/conda-forge/arch-py,2024-11-05 00:36:23.711,441498.0,,,,,1.0,,,,,,,,,,,,
228,python-soundfile,bastibe/python-soundfile,audio,,https://github.com/bastibe/python-soundfile,https://github.com/bastibe/python-soundfile,BSD-3-Clause,2013-08-27 13:36:52.000,2024-12-04 06:22:16.000000,2024-12-04 06:22:16,575.0,9.0,107.0,17.0,199.0,111.0,139.0,721.0,"SoundFile is an audio library based on libsndfile, CFFI, and NumPy.",37.0,30,True,2023-02-15 15:39:02,0.12.1,15.0,soundfile,anaconda/pysoundfile,,,,46922.0,46922.0,https://pypi.org/project/soundfile,3710726.0,3710888.0,https://anaconda.org/anaconda/pysoundfile,,,,,,,2.0,21062.0,,,,,,,,,,,
229,datalad,datalad/datalad,others,,https://github.com/datalad/datalad,https://github.com/datalad/datalad,,2013-11-01 19:40:08.000,2024-11-23 12:41:59.000000,2024-11-23 12:41:59,17309.0,33.0,109.0,28.0,3625.0,512.0,3415.0,547.0,"Keep code, data, containers under control with git and git-annex.",57.0,30,True,2024-11-18 18:37:42,1.1.4,100.0,datalad,conda-forge/datalad,,,,436.0,436.0,https://pypi.org/project/datalad,71875.0,84441.0,https://anaconda.org/conda-forge/datalad,2024-11-20 02:36:29.417,678578.0,,,,,2.0,,,,,,,,,,,,
230,PyFlink,apache/flink,ml-frameworks,,https://github.com/apache/flink,https://github.com/apache/flink,Apache-2.0,2014-06-07 07:00:10.000,2024-12-05 14:19:39.000000,2024-12-05 05:58:56,36168.0,410.0,12854.0,942.0,25732.0,,,24218.0,Apache Flink Python API.,1950.0,29,True,,,,apache-flink,,,,,21.0,21.0,https://pypi.org/project/apache-flink,,,,,,,,,,3.0,,,,,,,,,,,,
231,Magenta,magenta/magenta,audio,,https://github.com/magenta/magenta,https://github.com/magenta/magenta,Apache-2.0,2016-05-05 20:10:40.000,2024-11-19 19:28:48.000000,2024-08-01 02:26:04,1422.0,,3662.0,753.0,1141.0,372.0,589.0,19218.0,Magenta: Music and Art Generation with Machine Intelligence.,155.0,29,True,2022-08-01 18:18:44,2.1.4,48.0,magenta,,,,['tensorflow'],547.0,547.0,https://pypi.org/project/magenta,,,,,,,,,,2.0,,,,,,,,,,,,
232,ParlAI,facebookresearch/ParlAI,nlp,,https://github.com/facebookresearch/ParlAI,https://github.com/facebookresearch/ParlAI,MIT,2017-04-24 17:10:44.000,2023-11-03 14:30:00.000000,2023-11-03 14:30:00,4358.0,,2033.0,282.0,3401.0,50.0,1494.0,10497.0,A framework for training and evaluating AI models on a variety of openly available dialogue datasets.,219.0,29,False,2023-06-06 20:16:41,1.7.2,23.0,parlai,,,,['pytorch'],260.0,260.0,https://pypi.org/project/parlai,,,,,,,,,,3.0,,,,,,,,,,,,
233,AutoKeras,keras-team/autokeras,hyperopt,,https://github.com/keras-team/autokeras,https://github.com/keras-team/autokeras,Apache-2.0,2017-11-19 23:18:20.000,2024-11-05 17:02:12.000000,2024-11-05 17:02:12,1393.0,2.0,1381.0,301.0,897.0,144.0,759.0,9167.0,AutoML library for deep learning.,145.0,29,True,2024-03-20 21:24:21,2.0.0,59.0,autokeras,,,,['tensorflow'],773.0,773.0,https://pypi.org/project/autokeras,,223.0,,,,,,,,2.0,19036.0,,,,,,,,,,,
234,imageai,OlafenwaMoses/ImageAI,image,,https://github.com/OlafenwaMoses/ImageAI,https://github.com/OlafenwaMoses/ImageAI,MIT,2018-03-19 23:12:33.000,2024-08-03 09:45:20.000000,2024-02-20 22:38:05,385.0,,2161.0,290.0,98.0,296.0,446.0,8659.0,A python library built to empower developers to build applications and systems with self-contained Computer Vision..,19.0,29,True,2022-12-20 21:17:57,test-resources-v3,12.0,imageai,conda-forge/imageai,,,,1708.0,1708.0,https://pypi.org/project/imageai,15643.0,27659.0,https://anaconda.org/conda-forge/imageai,2023-06-16 19:21:01.568,8321.0,,,,,2.0,948766.0,,,,,,,,,,,
235,tensorboardX,lanpa/tensorboardX,ml-experiments,,https://github.com/lanpa/tensorboardX,https://github.com/lanpa/tensorboardX,MIT,2017-06-13 13:54:19.000,2024-11-16 04:31:27.000000,2024-11-16 04:31:19,529.0,1.0,851.0,84.0,277.0,77.0,376.0,7879.0,"tensorboard for pytorch (and chainer, mxnet, numpy, ...).",82.0,29,True,2022-06-05 10:13:32,2.5,17.0,tensorboardX,conda-forge/tensorboardx,,,,51105.0,51105.0,https://pypi.org/project/tensorboardX,,23353.0,https://anaconda.org/conda-forge/tensorboardx,2023-08-20 16:29:43.490,1237489.0,,,,,2.0,450.0,,,,,,,,,,,
236,auto-sklearn,automl/auto-sklearn,hyperopt,,https://github.com/automl/auto-sklearn,https://github.com/automl/auto-sklearn,BSD-3-Clause,2015-07-02 15:38:10.000,2024-11-29 14:40:31.000000,2023-04-18 11:08:13,2759.0,,1263.0,214.0,725.0,195.0,829.0,7661.0,Automated Machine Learning with scikit-learn.,88.0,29,False,2023-02-13 12:35:21,0.15.0,35.0,auto-sklearn,conda-forge/auto-sklearn,,,['sklearn'],628.0,628.0,https://pypi.org/project/auto-sklearn,,618.0,https://anaconda.org/conda-forge/auto-sklearn,2023-06-16 19:25:30.278,27193.0,,,,,2.0,67.0,,,,,,,,,,,
237,imbalanced-learn,scikit-learn-contrib/imbalanced-learn,sklearn-utils,,https://github.com/scikit-learn-contrib/imbalanced-learn,https://github.com/scikit-learn-contrib/imbalanced-learn,MIT,2014-08-16 05:08:26.000,2024-11-25 18:58:15.000000,2024-11-25 18:58:06,870.0,5.0,1238.0,141.0,507.0,33.0,567.0,6862.0,A Python Package to Tackle the Curse of Imbalanced Datasets in Machine Learning.,85.0,29,True,2024-10-04 17:52:31,0.12.4,38.0,imbalanced-learn,conda-forge/imbalanced-learn,,,['sklearn'],,,https://pypi.org/project/imbalanced-learn,16614613.0,16626464.0,https://anaconda.org/conda-forge/imbalanced-learn,2024-10-04 17:49:36.866,639973.0,,,,,2.0,,,,,,,,,,,,
238,CleverHans,cleverhans-lab/cleverhans,adversarial,,https://github.com/cleverhans-lab/cleverhans,https://github.com/cleverhans-lab/cleverhans,MIT,2016-09-15 00:28:04.000,2024-04-10 13:26:10.000000,2023-01-31 19:40:04,3203.0,,1358.0,190.0,786.0,30.0,423.0,6216.0,"An adversarial example library for constructing attacks, building defenses, and benchmarking both.",132.0,29,False,2021-07-24 08:48:41,4.0.0,8.0,cleverhans,conda-forge/cleverhans,,,['tensorflow'],769.0,769.0,https://pypi.org/project/cleverhans,2617.0,2792.0,https://anaconda.org/conda-forge/cleverhans,2023-06-16 19:20:32.486,9475.0,,,,,2.0,,,,,,,,,,,,
239,skorch,skorch-dev/skorch,ml-frameworks,,https://github.com/skorch-dev/skorch,https://github.com/skorch-dev/skorch,BSD-3-Clause,2017-07-18 00:13:54.000,2024-11-05 16:17:39.000000,2024-11-05 16:17:36,1095.0,3.0,387.0,81.0,541.0,54.0,460.0,5898.0,A scikit-learn compatible neural network library that wraps PyTorch.,62.0,29,True,2024-05-27 15:25:43,1.0.0,16.0,skorch,conda-forge/skorch,,,"['pytorch', 'sklearn']",1471.0,1471.0,https://pypi.org/project/skorch,,15478.0,https://anaconda.org/conda-forge/skorch,2024-05-30 08:55:05.943,789416.0,,,,,3.0,,,,,,,,,,,,
240,pyfolio,quantopian/pyfolio,financial-data,,https://github.com/quantopian/pyfolio,https://github.com/quantopian/pyfolio,Apache-2.0,2015-06-01 15:31:39.000,2023-12-23 06:14:58.000000,2020-07-15 13:46:58,1184.0,,1617.0,305.0,296.0,150.0,267.0,5734.0,Portfolio and risk analytics in Python.,60.0,29,False,2019-04-15 11:38:22,0.9.2,8.0,pyfolio,conda-forge/pyfolio,,,,1103.0,1103.0,https://pypi.org/project/pyfolio,,173.0,https://anaconda.org/conda-forge/pyfolio,2023-06-16 16:07:59.111,14260.0,,,,,2.0,,,,,,,,,,,,
241,D-Tale,man-group/dtale,data-viz,,https://github.com/man-group/dtale,https://github.com/man-group/dtale,LGPL-2.1,2019-07-15 09:34:48.000,2024-12-03 21:32:33.000000,2024-12-03 21:32:24,825.0,14.0,403.0,75.0,301.0,61.0,530.0,4787.0,Visualizer for pandas data structures.,30.0,29,True,2024-12-03 20:15:48,3.16.0,150.0,dtale,conda-forge/dtale,,,"['pandas', 'jupyter']",1285.0,1285.0,https://pypi.org/project/dtale,,6503.0,https://anaconda.org/conda-forge/dtale,2024-12-03 21:29:44.048,357688.0,,,,,3.0,,,,,,,,,,,,
242,sahi,obss/sahi,image,,https://github.com/obss/sahi,https://github.com/obss/sahi,MIT,2021-01-30 12:54:53.000,2024-11-27 17:22:07.000000,2024-11-27 17:22:07,519.0,4.0,584.0,44.0,548.0,,,4154.0,Framework agnostic sliced/tiled inference + interactive ui + error analysis plots.,48.0,29,True,2024-11-22 07:20:04,0.11.19,91.0,sahi,conda-forge/sahi,,,,1501.0,1501.0,https://pypi.org/project/sahi,153826.0,156576.0,https://anaconda.org/conda-forge/sahi,2024-11-25 03:07:18.688,80462.0,,,,,2.0,29125.0,,,,,,,,,,,
243,gpustat,wookayin/gpustat,gpu-utilities,,https://github.com/wookayin/gpustat,https://github.com/wookayin/gpustat,MIT,2016-04-24 10:46:43.000,2024-08-08 18:40:13.000000,2024-01-12 14:48:30,249.0,,261.0,44.0,51.0,24.0,97.0,4082.0,A simple command-line utility for querying and monitoring GPU status.,17.0,29,True,2023-08-22 19:40:33,1.1.1,11.0,gpustat,conda-forge/gpustat,,,,6376.0,6376.0,https://pypi.org/project/gpustat,616502.0,622538.0,https://anaconda.org/conda-forge/gpustat,2023-08-23 10:35:25.821,295780.0,,,,,2.0,,,,,,,,,,,,
244,nevergrad,facebookresearch/nevergrad,hyperopt,,https://github.com/facebookresearch/nevergrad,https://github.com/facebookresearch/nevergrad,MIT,2018-11-21 00:33:17.000,2024-12-05 17:02:55.000000,2024-12-05 17:02:46,1132.0,31.0,350.0,58.0,1405.0,81.0,185.0,3977.0,A Python toolbox for performing gradient-free optimization.,57.0,29,True,2024-12-01 08:25:25,1.0.8,36.0,nevergrad,conda-forge/nevergrad,,,,786.0,786.0,https://pypi.org/project/nevergrad,,1022.0,https://anaconda.org/conda-forge/nevergrad,2024-01-09 16:02:07.312,56228.0,,,,,2.0,,,,,,,,,,,,
245,anomalib,openvinotoolkit/anomalib,ml-frameworks,,https://github.com/openvinotoolkit/anomalib,https://github.com/openvinotoolkit/anomalib,Apache-2.0,2021-11-02 09:11:38.000,2024-12-05 13:26:01.000000,2024-11-05 10:29:23,704.0,29.0,680.0,40.0,1011.0,127.0,800.0,3872.0,"An anomaly detection library comprising state-of-the-art algorithms and features such as experiment management, hyper-..",81.0,29,True,2024-10-31 09:00:44,1.2.0,33.0,anomalib,,,,,118.0,118.0,https://pypi.org/project/anomalib,38052.0,38467.0,,,,,,,,3.0,14952.0,,,,,,,,,,,
246,implicit,benfred/implicit,recommender-systems,,https://github.com/benfred/implicit,https://github.com/benfred/implicit,MIT,2016-04-17 03:45:23.000,2024-08-23 13:53:47.619000,2023-11-21 21:15:59,435.0,,592.0,77.0,231.0,88.0,406.0,3574.0,Fast Python Collaborative Filtering for Implicit Feedback Datasets.,35.0,29,False,2023-09-29 21:06:57,0.7.2,17.0,implicit,conda-forge/implicit,,,,1583.0,1583.0,https://pypi.org/project/implicit,196875.0,215755.0,https://anaconda.org/conda-forge/implicit,2024-08-23 13:53:47.619,960647.0,,,,,2.0,1550.0,,,,,,,,,,,
247,torchtext,pytorch/text,nlp,,https://github.com/pytorch/text,https://github.com/pytorch/text,BSD-3-Clause,2016-12-12 00:56:03.000,2024-12-05 11:34:39.000000,2024-08-14 20:32:21,1311.0,,793.0,313.0,1470.0,280.0,519.0,3523.0,"Models, data loaders and abstractions for language processing, powered by PyTorch.",156.0,29,True,2024-04-24 16:20:45,0.18.0,31.0,torchtext,,,,['pytorch'],,,https://pypi.org/project/torchtext,1070046.0,1070046.0,,,,,,,,3.0,,,,,,,,,,,,
248,SDV,sdv-dev/SDV,tabular,,https://github.com/sdv-dev/SDV,https://github.com/sdv-dev/SDV,,2018-05-11 15:56:50.000,2024-12-04 22:23:47.000000,2024-12-02 16:13:16,1798.0,84.0,312.0,45.0,921.0,148.0,1187.0,2405.0,Synthetic data generation for tabular data.,50.0,29,True,2024-11-19 00:18:54,1.17.2,67.0,sdv,conda-forge/sdv,,,,562.0,562.0,https://pypi.org/project/sdv,,958.0,https://anaconda.org/conda-forge/sdv,2024-11-20 16:26:18.826,34504.0,,,,,1.0,,,,,,,,,,,,
249,PyCUDA,inducer/pycuda,gpu-utilities,,https://github.com/inducer/pycuda,https://github.com/inducer/pycuda,,2011-04-06 02:53:31.000,2024-11-05 23:42:06.000000,2024-11-05 23:42:06,1611.0,5.0,285.0,56.0,143.0,71.0,194.0,1861.0,"CUDA integration for Python, plus shiny features.",82.0,29,True,2024-07-30 16:38:24,2024.1.2,8.0,pycuda,conda-forge/pycuda,,,,3276.0,3276.0,https://pypi.org/project/pycuda,,14509.0,https://anaconda.org/conda-forge/pycuda,2024-08-17 22:59:08.823,652924.0,,,,,2.0,,,,,,,,,,,,
250,GPflow,GPflow/GPflow,probabilistics,,https://github.com/GPflow/GPflow,https://github.com/GPflow/GPflow,Apache-2.0,2016-01-14 11:29:24.000,2024-12-02 11:31:00.000000,2024-10-04 09:56:03,2451.0,1.0,417.0,76.0,1271.0,130.0,682.0,1850.0,Gaussian processes in TensorFlow.,84.0,29,True,2024-06-14 10:30:50,2.9.2,50.0,gpflow,conda-forge/gpflow,,,['tensorflow'],703.0,703.0,https://pypi.org/project/gpflow,64260.0,65352.0,https://anaconda.org/conda-forge/gpflow,2024-06-26 16:24:01.852,37147.0,,,,,2.0,,,,,,,,,,,,
251,pyLDAvis,bmabey/pyLDAvis,interpretability,,https://github.com/bmabey/pyLDAvis,https://github.com/bmabey/pyLDAvis,BSD-3-Clause,2015-04-09 22:48:03.000,2024-07-09 19:44:03.000000,2024-04-29 20:57:51,290.0,,354.0,47.0,80.0,78.0,113.0,1807.0,Python library for interactive topic model visualization. Port of the R LDAvis package.,42.0,29,True,2023-04-23 23:49:39,3.4.1,7.0,pyldavis,conda-forge/pyldavis,,,['jupyter'],6668.0,6668.0,https://pypi.org/project/pyldavis,145252.0,146387.0,https://anaconda.org/conda-forge/pyldavis,2023-06-16 16:08:55.034,88592.0,,,,,2.0,,,,,,,,,,,,
252,TabPy,tableau/TabPy,others,,https://github.com/tableau/TabPy,https://github.com/tableau/TabPy,MIT,2016-09-27 21:26:03.000,2024-11-25 22:35:45.000000,2024-11-25 22:31:52,1041.0,39.0,587.0,103.0,296.0,19.0,300.0,1578.0,Execute Python code on the fly and display results in Tableau visualizations:.,51.0,29,True,2024-11-25 22:35:46,2.13.0,25.0,tabpy,anaconda/tabpy-client,,,,190.0,190.0,https://pypi.org/project/tabpy,8093.0,8144.0,https://anaconda.org/anaconda/tabpy-client,2023-06-16 13:20:17.078,4713.0,,,,,2.0,,,,,,,,,,,,
253,emcee,dfm/emcee,probabilistics,,https://github.com/dfm/emcee,https://github.com/dfm/emcee,MIT,2011-11-07 16:17:08.000,2024-12-01 05:00:27.000000,2024-11-03 22:03:19,952.0,4.0,424.0,86.0,237.0,51.0,242.0,1477.0,The Python ensemble sampling toolkit for affine-invariant MCMC.,74.0,29,True,2024-04-19 09:49:46,3.1.6,18.0,emcee,conda-forge/emcee,,,,2687.0,2687.0,https://pypi.org/project/emcee,,8870.0,https://anaconda.org/conda-forge/emcee,2024-04-22 14:43:59.507,372570.0,,,,,2.0,,,,,,,,,,,,
254,pyjanitor,pyjanitor-devs/pyjanitor,others,,https://github.com/pyjanitor-devs/pyjanitor,https://github.com/pyjanitor-devs/pyjanitor,MIT,2018-03-04 22:43:33.000,2024-12-05 10:07:32.356000,2024-12-04 19:50:21,1624.0,31.0,170.0,18.0,853.0,106.0,457.0,1370.0,Clean APIs for data cleaning. Python implementation of R package Janitor.,109.0,29,True,2024-12-04 19:50:34,0.30.0,59.0,pyjanitor,conda-forge/pyjanitor,,,,764.0,764.0,https://pypi.org/project/pyjanitor,,4039.0,https://anaconda.org/conda-forge/pyjanitor,2024-12-05 10:07:32.356,222159.0,,,,,2.0,,,,,,,,,,,,
255,Aesara,aesara-devs/aesara,ml-frameworks,,https://github.com/aesara-devs/aesara,https://github.com/aesara-devs/aesara,,2019-11-12 14:02:08.000,2024-11-15 03:40:56.000000,2024-09-04 06:19:45,30112.0,,152.0,19.0,751.0,284.0,408.0,1181.0,"Aesara is a Python library for defining, optimizing, and efficiently evaluating mathematical expressions involving..",596.0,29,True,2024-08-28 21:22:32,rel-2.9.4,86.0,aesara,conda-forge/aesara,,,,683.0,683.0,https://pypi.org/project/aesara,95200.0,124718.0,https://anaconda.org/conda-forge/aesara,2024-09-22 23:13:29.287,1357839.0,,,,,3.0,,,,,,,,,,,,
256,GeoViews,holoviz/geoviews,geospatial-data,,https://github.com/holoviz/geoviews,https://github.com/holoviz/geoviews,BSD-3-Clause,2016-04-19 16:27:01.000,2024-11-29 08:35:30.009000,2024-11-28 13:15:08,859.0,25.0,76.0,26.0,416.0,106.0,243.0,599.0,"Simple, concise geographical visualization in Python.",32.0,29,True,2024-11-29 08:29:27,1.13.1,35.0,geoviews,conda-forge/geoviews,,,,1164.0,1164.0,https://pypi.org/project/geoviews,21707.0,26855.0,https://anaconda.org/conda-forge/geoviews,2024-11-29 08:35:30.009,262567.0,,,,,3.0,,,,,,,,,,,,
257,Retrieval-based-Voice-Conversion-WebUI,RVC-Project/Retrieval-based-Voice-Conversion-WebUI,audio,,https://github.com/RVC-Project/Retrieval-based-Voice-Conversion-WebUI,https://github.com/RVC-Project/Retrieval-based-Voice-Conversion-WebUI,MIT,2023-03-27 09:59:10.000,2024-11-24 15:09:44.000000,2024-11-24 15:09:44,882.0,4.0,3218.0,178.0,689.0,429.0,1256.0,24997.0,Easily train a good VC model with voice data = 10 mins!.,120.0,28,True,2024-06-05 06:45:23,2.2.231006,7.0,,,,,,,,,,10710.0,,,,,,,,3.0,64265.0,,,,,,,,,,,
258,vit-pytorch,lucidrains/vit-pytorch,image,,https://github.com/lucidrains/vit-pytorch,https://github.com/lucidrains/vit-pytorch,MIT,2020-10-03 22:47:24.000,2024-11-24 16:21:36.000000,2024-11-24 16:21:28,335.0,14.0,3052.0,155.0,56.0,126.0,142.0,20944.0,"Implementation of Vision Transformer, a simple way to achieve SOTA in vision classification with only a single..",21.0,28,True,2024-11-24 16:21:36,1.8.9,100.0,vit-pytorch,,,,['pytorch'],560.0,560.0,https://pypi.org/project/vit-pytorch,,,,,,,,,,3.0,,,,,,,,,,,,
259,Ciphey,Ciphey/Ciphey,nlp,,https://github.com/Ciphey/Ciphey,https://github.com/Ciphey/Ciphey,MIT,2019-07-16 20:20:39.000,2024-03-26 06:01:50.000000,2023-10-12 07:20:40,1894.0,,1150.0,238.0,458.0,66.0,264.0,18339.0,"Automatically decrypt encryptions without knowing the key or cipher, decode encodings, and crack hashes.",48.0,28,False,2021-06-06 17:14:16,5.14.0,29.0,ciphey,,remnux/ciphey,,,,,https://pypi.org/project/ciphey,69346.0,69760.0,,,,https://hub.docker.com/r/remnux/ciphey,2023-10-14 18:53:31.974373,17.0,26941.0,3.0,,,,,,,,,,,,
260,PaddleDetection,PaddlePaddle/PaddleDetection,image,,https://github.com/PaddlePaddle/PaddleDetection,https://github.com/PaddlePaddle/PaddleDetection,Apache-2.0,2019-10-25 07:21:14.000,2024-12-03 04:02:11.000000,2024-12-03 04:02:11,2300.0,19.0,2878.0,198.0,3763.0,1218.0,4233.0,12884.0,"Object Detection toolkit based on PaddlePaddle. It supports object detection, instance segmentation, multiple object..",181.0,28,True,2024-11-08 02:50:05,2.8.0,10.0,paddledet,,,,['paddle'],,,https://pypi.org/project/paddledet,,,,,,,,,,3.0,,,,,,,,,,,,
261,PaddleHub,PaddlePaddle/PaddleHub,others,,https://github.com/PaddlePaddle/PaddleHub,https://github.com/PaddlePaddle/PaddleHub,Apache-2.0,2018-12-21 06:00:48.000,2024-08-07 03:17:23.000000,2024-08-07 03:17:23,2667.0,,2067.0,183.0,1006.0,571.0,727.0,12755.0,"Awesome pre-trained models toolkit based on PaddlePaddle. (400+ models including Image, Text, Audio, Video and Cross-..",70.0,28,True,2022-11-28 08:29:05,2.3.1,29.0,paddlehub,,,,['paddle'],1788.0,1788.0,https://pypi.org/project/paddlehub,,12.0,,,,,,,,2.0,830.0,,,,,,,,,,,
262,Pyro,pyro-ppl/pyro,probabilistics,,https://github.com/pyro-ppl/pyro,https://github.com/pyro-ppl/pyro,Apache-2.0,2017-06-16 05:03:47.000,2024-12-04 03:39:13.000000,2024-12-04 03:39:13,2498.0,13.0,965.0,200.0,2330.0,232.0,847.0,8593.0,Deep universal probabilistic programming with Python and PyTorch.,158.0,28,True,2024-06-02 00:37:00,1.9.1,35.0,pyro-ppl,conda-forge/pyro-ppl,,,['pytorch'],,,https://pypi.org/project/pyro-ppl,,4603.0,https://anaconda.org/conda-forge/pyro-ppl,2024-06-03 00:37:06.159,207159.0,,,,,3.0,,,,,,,,,,,,
263,Facets Overview,pair-code/facets,data-viz,,https://github.com/PAIR-code/facets,https://github.com/PAIR-code/facets,Apache-2.0,2017-07-07 14:03:03.000,2023-05-24 15:56:22.000000,2023-05-24 15:56:22,277.0,,875.0,268.0,98.0,78.0,81.0,7357.0,Visualizations for machine learning datasets.,31.0,28,False,2019-07-01 16:35:20,1.0.0,4.0,facets-overview,,,,['jupyter'],280.0,280.0,https://pypi.org/project/facets-overview,68905.0,68905.0,,,,,,,,3.0,,,,,,,,,,,,
