,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,docs_url,labels,github_release_downloads,monthly_downloads,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,updated_github_id,trending,npm_id,npm_url,npm_monthly_downloads,brew_id,apt_id,yum_id,helm_id,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,maven_id,maven_url
172,Lime,marcotcr/lime,interpretability,,https://github.com/marcotcr/lime,https://github.com/marcotcr/lime,BSD-2-Clause,2016-03-15 22:18:10.000,2023-10-25 13:56:47.000000,2021-07-29 23:17:25,531.0,,1733.0,264.0,114.0,85.0,535.0,11087.0,Lime: Explaining the predictions of any machine learning classifier.,62.0,32,False,2020-04-03 22:05:03,0.2.0.0,18.0,lime,conda-forge/lime,,,,204819.0,4904.0,4904.0,https://pypi.org/project/lime,202518.0,https://anaconda.org/conda-forge/lime,2023-06-16 13:18:57.655,195594.0,2.0,,,,,,,,,,,,,,,,
173,AutoKeras,keras-team/autokeras,hyperopt,,https://github.com/keras-team/autokeras,https://github.com/keras-team/autokeras,Apache-2.0,2017-11-19 23:18:20.000,2023-12-23 01:58:33.000000,2023-10-02 22:40:55,1387.0,,1377.0,303.0,889.0,129.0,758.0,9022.0,AutoML library for deep learning.,143.0,32,True,2023-01-28 18:28:09,1.1.0,58.0,autokeras,,,['tensorflow'],17704.0,10768.0,622.0,622.0,https://pypi.org/project/autokeras,10529.0,,,,2.0,,,,,,,,,,,,,,,,
174,PaddleSeg,PaddlePaddle/PaddleSeg,image,,https://github.com/PaddlePaddle/PaddleSeg,https://github.com/PaddlePaddle/PaddleSeg,Apache-2.0,2019-08-26 02:32:22.000,2024-01-16 11:08:12.000000,2023-12-28 06:35:09,2895.0,7.0,1588.0,87.0,1625.0,373.0,1606.0,7963.0,"Easy-to-use image segmentation library with awesome pre-trained model zoo, supporting wide-range of practical tasks in..",118.0,32,True,2023-10-18 03:54:18,2.9.0,19.0,paddleseg,,,['paddle'],,1593.0,1103.0,1103.0,https://pypi.org/project/paddleseg,1593.0,,,,2.0,,,,,,,,,,,,,,,,
175,SpeechRecognition,Uberi/speech_recognition,audio,,https://github.com/Uberi/speech_recognition,https://github.com/Uberi/speech_recognition,BSD-3-Clause,2014-04-23 04:53:54.000,2024-01-14 09:07:13.000000,2023-12-06 12:55:15,486.0,32.0,2224.0,282.0,140.0,276.0,314.0,7814.0,"Speech recognition module for Python, supporting several engines and APIs, online and offline.",49.0,32,True,2023-12-06 13:10:51,3.10.1,26.0,SpeechRecognition,conda-forge/speechrecognition,,,,588842.0,21.0,21.0,https://pypi.org/project/SpeechRecognition,584552.0,https://anaconda.org/conda-forge/speechrecognition,2023-12-06 16:25:19.819,175927.0,2.0,,,,,,,,,,,,,,,,
176,featuretools,alteryx/featuretools,hyperopt,,https://github.com/alteryx/featuretools,https://github.com/alteryx/featuretools,BSD-3-Clause,2017-09-08 22:15:17.000,2024-01-15 20:04:21.000000,2023-12-07 16:30:16,1315.0,5.0,828.0,158.0,1656.0,172.0,804.0,6936.0,An open source python library for automated feature engineering.,71.0,32,True,2023-10-26 18:21:15,1.28.0,100.0,featuretools,conda-forge/featuretools,,,,49546.0,1517.0,1517.0,https://pypi.org/project/featuretools,45476.0,https://anaconda.org/conda-forge/featuretools,2023-10-27 14:28:34.721,175023.0,2.0,,,,,,,,,,,,,,,,
177,stanza,stanfordnlp/stanza,nlp,,https://github.com/stanfordnlp/stanza,https://github.com/stanfordnlp/stanza,,2017-09-26 08:00:56.000,2024-01-18 05:45:53.000000,2023-12-02 06:10:46,4212.0,107.0,844.0,144.0,463.0,80.0,762.0,6923.0,"Stanford NLP Python library for tokenization, sentence segmentation, NER, and parsing of many human languages.",66.0,32,True,2023-12-03 06:47:22,1.7.0,20.0,stanza,stanfordnlp/stanza,,,,139348.0,2383.0,2383.0,https://pypi.org/project/stanza,139190.0,https://anaconda.org/stanfordnlp/stanza,2023-06-16 19:18:21.932,7306.0,2.0,,,,,,,,,,,,,,,,
178,DeepPavlov,deepmipt/DeepPavlov,nlp,,https://github.com/deeppavlov/DeepPavlov,https://github.com/deeppavlov/DeepPavlov,Apache-2.0,2017-11-17 14:35:29.000,2024-01-17 09:00:48.000000,2023-12-27 14:04:05,2705.0,6.0,1114.0,209.0,1045.0,20.0,614.0,6446.0,An open source library for deep learning end-to-end dialog systems and chatbots.,76.0,32,True,2023-12-27 14:49:16,1.5.0,62.0,deeppavlov,,,['tensorflow'],,8445.0,373.0,373.0,https://pypi.org/project/deeppavlov,8445.0,,,,2.0,deeppavlov/DeepPavlov,,,,,,,,,,,,,,,
179,pyfolio,quantopian/pyfolio,financial-data,,https://github.com/quantopian/pyfolio,https://github.com/quantopian/pyfolio,Apache-2.0,2015-06-01 15:31:39.000,2023-12-23 06:14:58.000000,2020-07-15 13:46:58,1184.0,,1542.0,304.0,294.0,149.0,268.0,5312.0,Portfolio and risk analytics in Python.,59.0,32,False,2019-04-15 11:38:22,0.9.2,8.0,pyfolio,conda-forge/pyfolio,,,,8501.0,934.0,934.0,https://pypi.org/project/pyfolio,8321.0,https://anaconda.org/conda-forge/pyfolio,2023-06-16 16:07:59.111,12795.0,1.0,,,,,,,,,,,,,,,,
180,MLxtend,rasbt/mlxtend,sklearn-utils,,https://github.com/rasbt/mlxtend,https://github.com/rasbt/mlxtend,,2014-08-14 01:56:16.000,2024-01-05 18:58:45.309000,2024-01-05 18:46:51,1637.0,3.0,824.0,118.0,521.0,123.0,337.0,4691.0,A library of extension and helper modules for Pythons data analysis and machine learning libraries.,103.0,32,True,2024-01-05 08:47:39,0.23.1,29.0,mlxtend,conda-forge/mlxtend,,['sklearn'],,623334.0,11955.0,11955.0,https://pypi.org/project/mlxtend,616278.0,https://anaconda.org/conda-forge/mlxtend,2024-01-05 18:58:45.309,296356.0,2.0,,,,,,,,,,,,,,,,
181,River,online-ml/river,others,,https://github.com/online-ml/river,https://github.com/online-ml/river,BSD-3-Clause,2019-01-24 15:18:26.000,2024-01-18 16:34:43.000000,2024-01-01 17:26:51,3846.0,87.0,494.0,85.0,540.0,99.0,460.0,4610.0,Online machine learning in Python.,108.0,32,True,2023-12-05 09:29:54,0.21.0,14.0,river,conda-forge/river,,,,21645.0,405.0,405.0,https://pypi.org/project/river,20061.0,https://anaconda.org/conda-forge/river,2023-10-06 14:40:00.791,52296.0,2.0,,,,,,,,,,,,,,,,
182,Keras Tuner,keras-team/keras-tuner,hyperopt,,https://github.com/keras-team/keras-tuner,https://github.com/keras-team/keras-tuner,Apache-2.0,2019-06-06 22:38:21.000,2023-12-27 20:29:35.000000,2023-11-29 20:31:13,1079.0,15.0,377.0,64.0,487.0,199.0,268.0,2799.0,A Hyperparameter Tuning Library for Keras.,60.0,32,True,2023-11-07 19:21:59,1.4.6,31.0,keras-tuner,conda-forge/keras-tuner,,['tensorflow'],,138356.0,3102.0,3102.0,https://pypi.org/project/keras-tuner,137407.0,https://anaconda.org/conda-forge/keras-tuner,2023-11-10 05:23:26.167,27539.0,2.0,,,,,,,,,,,,,,,,
183,tslearn,tslearn-team/tslearn,time-series-data,,https://github.com/tslearn-team/tslearn,https://github.com/tslearn-team/tslearn,BSD-2-Clause,2017-05-04 13:08:13.000,2024-01-10 20:38:25.000000,2023-12-22 21:54:50,1633.0,8.0,317.0,60.0,184.0,114.0,192.0,2705.0,The machine learning toolkit for time series analysis in Python.,43.0,32,True,2023-12-12 14:35:12,0.6.3,25.0,tslearn,conda-forge/tslearn,,['sklearn'],,273691.0,1103.0,1103.0,https://pypi.org/project/tslearn,244169.0,https://anaconda.org/conda-forge/tslearn,2023-12-12 23:08:37.558,1269464.0,2.0,,,,,,,,,,,,,,,,
184,explainerdashboard,oegedijk/explainerdashboard,interpretability,,https://github.com/oegedijk/explainerdashboard,https://github.com/oegedijk/explainerdashboard,MIT,2019-10-30 08:26:16.000,2023-12-18 20:05:31.000000,2023-12-18 19:57:13,1353.0,11.0,298.0,22.0,44.0,29.0,198.0,2129.0,Quickly build Explainable AI dashboards that show the inner workings of so-called blackbox machine learning models.,21.0,32,True,2023-12-17 19:42:14,0.4.5,78.0,explainerdashboard,conda-forge/explainerdashboard,,,,61206.0,429.0,429.0,https://pypi.org/project/explainerdashboard,60063.0,https://anaconda.org/conda-forge/explainerdashboard,2023-12-17 21:59:52.942,42310.0,2.0,,,,,,,,,,,,,,,,
185,evaluate,huggingface/evaluate,interpretability,,https://github.com/huggingface/evaluate,https://github.com/huggingface/evaluate,Apache-2.0,2022-03-30 15:08:26.000,2024-01-11 14:49:21.000000,2023-12-27 10:12:23,938.0,3.0,199.0,47.0,304.0,111.0,121.0,1681.0,Evaluate: A library for easily evaluating machine learning models and datasets.,124.0,32,True,2023-10-13 15:57:18,0.4.1,9.0,evaluate,,,,,1736672.0,6061.0,6061.0,https://pypi.org/project/evaluate,1736672.0,,,,2.0,,,,,,,,,,,,,,,,
186,igraph,igraph/python-igraph,graph,,https://github.com/igraph/python-igraph,https://github.com/igraph/python-igraph,GPL-2.0,2015-01-08 23:55:16.000,2024-01-12 20:12:23.000000,2024-01-12 20:12:22,2768.0,23.0,241.0,34.0,200.0,36.0,492.0,1198.0,Python interface for igraph.,71.0,32,True,2023-11-20 11:06:49,0.11.3,26.0,python-igraph,conda-forge/igraph,,,562184.0,287812.0,3760.0,3760.0,https://pypi.org/project/python-igraph,269212.0,https://anaconda.org/conda-forge/igraph,2023-12-01 16:13:44.377,491483.0,2.0,,,,,,,,,,,,,,,,
187,Satpy,pytroll/satpy,geospatial-data,,https://github.com/pytroll/satpy,https://github.com/pytroll/satpy,GPL-3.0,2016-02-09 20:29:43.000,2024-01-18 18:10:23.000000,2024-01-10 08:53:30,12984.0,481.0,271.0,35.0,1733.0,377.0,612.0,978.0,Python package for earth-observing satellite data processing.,149.0,32,True,2023-12-18 08:08:22,0.46.0,61.0,satpy,conda-forge/satpy,,,,11450.0,118.0,118.0,https://pypi.org/project/satpy,7276.0,https://anaconda.org/conda-forge/satpy,2023-12-18 13:40:45.405,179488.0,3.0,,,,,,,,,,,,,,,,
188,Hail,hail-is/hail,medical-data,,https://github.com/hail-is/hail,https://github.com/hail-is/hail,MIT,2015-10-27 20:55:42.000,2024-01-18 18:19:15.000000,2024-01-18 18:19:14,11287.0,146.0,228.0,57.0,11862.0,155.0,2151.0,903.0,Cloud-native genomic dataframes and batch computing.,91.0,32,True,2024-01-12 18:13:33,0.2.127,100.0,hail,,,['spark'],,32653.0,120.0,120.0,https://pypi.org/project/hail,32653.0,,,,2.0,,,,,,,,,,,,,,,,
189,NiBabel,nipy/nibabel,medical-data,,https://github.com/nipy/nibabel,https://github.com/nipy/nibabel,,2010-07-22 16:28:30.000,2024-01-17 19:47:04.000000,2023-12-26 14:53:14,5765.0,84.0,247.0,36.0,788.0,100.0,392.0,599.0,Python package to access a cacophony of neuro-imaging file formats.,100.0,32,True,2023-12-12 14:28:42,5.2.0,39.0,nibabel,conda-forge/nibabel,,,,384845.0,16620.0,16620.0,https://pypi.org/project/nibabel,369198.0,https://anaconda.org/conda-forge/nibabel,2023-12-12 00:00:35.048,672862.0,2.0,,,,,,,,,,,,,,,,
190,spleeter,deezer/spleeter,audio,,https://github.com/deezer/spleeter,https://github.com/deezer/spleeter,MIT,2019-09-26 15:40:46.000,2024-01-07 01:32:14.000000,2023-07-13 08:50:20,531.0,,2656.0,384.0,119.0,199.0,561.0,24326.0,Deezer source separation library including pretrained models.,19.0,31,True,2021-09-03 09:59:00,2.3.0,10.0,spleeter,conda-forge/spleeter,,['tensorflow'],2893762.0,72873.0,638.0,638.0,https://pypi.org/project/spleeter,14554.0,https://anaconda.org/conda-forge/spleeter,2023-06-16 16:18:57.741,78961.0,2.0,,,,,,,,,,,,,,,,
191,tinygrad,geohot/tinygrad,pytorch-utils,,https://github.com/tinygrad/tinygrad,https://github.com/tinygrad/tinygrad,MIT,2020-10-18 16:23:12.000,2024-01-18 18:04:32.000000,2024-01-18 18:02:20,3422.0,760.0,2408.0,271.0,2637.0,74.0,392.0,21975.0,You like pytorch? You like micrograd? You love tinygrad!.,265.0,31,True,2024-01-09 18:16:07,0.8.0,5.0,,,,['pytorch'],,,39.0,39.0,,,,,,2.0,tinygrad/tinygrad,,,,,,,,,,,,,,,
192,InsightFace,deepinsight/insightface,image,,https://github.com/deepinsight/insightface,https://github.com/deepinsight/insightface,,2017-09-01 00:36:51.000,2023-12-24 05:29:03.000000,2023-12-24 05:29:03,2283.0,2.0,4924.0,502.0,152.0,1005.0,1349.0,19968.0,State-of-the-art 2D and 3D Face Analysis Project.,58.0,31,True,2023-04-02 07:43:27,0.7,1.0,insightface,,,['mxnet'],1574299.0,696079.0,1487.0,1487.0,https://pypi.org/project/insightface,521157.0,,,,2.0,,,,,,,,,,,,,,,,
193,qdrant,qdrant/qdrant,nn-search,,https://github.com/qdrant/qdrant,https://github.com/qdrant/qdrant,Apache-2.0,2020-05-30 21:37:01.000,2024-01-18 18:07:44.000000,2024-01-18 09:21:01,2174.0,261.0,899.0,109.0,2347.0,145.0,747.0,15548.0,"Qdrant - High-performance, massive-scale Vector Database for the next generation of AI. Also available in the cloud..",79.0,31,True,2023-12-19 21:43:20,1.7.3,61.0,qdrant-client,,,,8824.0,290639.0,,,https://pypi.org/project/qdrant-client,290372.0,,,,3.0,,,,,,,,,,,,,,,,
194,PaddleHub,PaddlePaddle/PaddleHub,others,,https://github.com/PaddlePaddle/PaddleHub,https://github.com/PaddlePaddle/PaddleHub,Apache-2.0,2018-12-21 06:00:48.000,2023-10-18 03:42:44.000000,2023-03-28 11:49:55,2665.0,,2063.0,187.0,1005.0,570.0,711.0,12353.0,"Awesome pre-trained models toolkit based on PaddlePaddle. (400+ models including Image, Text, Audio, Video and Cross-..",69.0,31,True,2022-11-28 08:29:05,2.3.1,29.0,paddlehub,,,['paddle'],664.0,7250.0,1501.0,1501.0,https://pypi.org/project/paddlehub,7239.0,,,,2.0,,,,,,,,,,,,,,,,
195,Vowpal Wabbit,VowpalWabbit/vowpal_wabbit,ml-frameworks,,https://github.com/VowpalWabbit/vowpal_wabbit,https://github.com/VowpalWabbit/vowpal_wabbit,BSD-3-Clause,2009-07-31 19:36:58.000,2024-01-18 17:55:57.000000,2023-11-17 16:27:58,10398.0,3.0,1865.0,350.0,3416.0,128.0,1132.0,8358.0,Vowpal Wabbit is a machine learning system which pushes the frontier of machine learning with techniques such as..,332.0,31,True,2023-07-19 14:18:35,9.9.0,29.0,vowpalwabbit,conda-forge/vowpalwabbit,,,,40745.0,,,https://pypi.org/project/vowpalwabbit,37210.0,https://anaconda.org/conda-forge/vowpalwabbit,2023-10-08 10:19:04.401,137898.0,3.0,,,,,,,,,,,,,,,,
196,tensorboardX,lanpa/tensorboardX,ml-experiments,,https://github.com/lanpa/tensorboardX,https://github.com/lanpa/tensorboardX,MIT,2017-06-13 13:54:19.000,2023-11-12 14:28:03.000000,2023-11-12 14:28:03,528.0,2.0,853.0,86.0,274.0,72.0,376.0,7749.0,"tensorboard for pytorch (and chainer, mxnet, numpy, ...).",82.0,31,True,2022-06-05 10:13:32,2.5,17.0,tensorboardX,conda-forge/tensorboardx,,,411.0,1841161.0,38846.0,38846.0,https://pypi.org/project/tensorboardX,1814161.0,https://anaconda.org/conda-forge/tensorboardx,2023-08-20 16:29:43.490,1133810.0,2.0,,,,,,,,,,,,,,,,
197,cleanlab,cleanlab/cleanlab,others,,https://github.com/cleanlab/cleanlab,https://github.com/cleanlab/cleanlab,AGPL-3.0,2018-05-11 01:55:21.000,2024-01-18 16:48:13.000000,2024-01-18 15:01:54,1507.0,46.0,605.0,79.0,623.0,88.0,210.0,7725.0,"The standard data-centric AI package for data quality and machine learning with messy, real-world data and labels.",44.0,31,True,2023-09-11 14:44:32,2.5.0,10.0,cleanlab,conda-forge/cleanlab,,,,10850.0,231.0,231.0,https://pypi.org/project/cleanlab,10260.0,https://anaconda.org/conda-forge/cleanlab,2023-09-12 22:14:32.939,19472.0,2.0,,,,,,,,,,,,,,,,
198,auto-sklearn,automl/auto-sklearn,hyperopt,,https://github.com/automl/auto-sklearn,https://github.com/automl/auto-sklearn,BSD-3-Clause,2015-07-02 15:38:10.000,2023-12-25 14:05:19.000000,2023-04-18 11:08:13,2759.0,,1235.0,215.0,711.0,178.0,828.0,7295.0,Automated Machine Learning with scikit-learn.,88.0,31,True,2023-02-13 12:35:21,0.15.0,35.0,auto-sklearn,conda-forge/auto-sklearn,,['sklearn'],51.0,14878.0,535.0,535.0,https://pypi.org/project/auto-sklearn,14252.0,https://anaconda.org/conda-forge/auto-sklearn,2023-06-16 19:25:30.278,20688.0,2.0,,,,,,,,,,,,,,,,
199,Perspective,finos/perspective,data-viz,,https://github.com/finos/perspective,https://github.com/finos/perspective,Apache-2.0,2017-11-02 16:27:54.000,2024-01-18 18:02:24.000000,2024-01-18 18:02:24,5896.0,121.0,914.0,111.0,1597.0,82.0,622.0,7091.0,"A data visualization and analytics component, especially well-suited for large and/or streaming datasets.",93.0,31,True,2023-11-29 21:48:30,2.7.1,48.0,perspective-python,conda-forge/perspective,,['jupyter'],1970.0,16821.0,112.0,112.0,https://pypi.org/project/perspective-python,4691.0,https://anaconda.org/conda-forge/perspective,2023-12-04 04:58:10.833,502402.0,2.0,,,@finos/perspective-jupyterlab,https://www.npmjs.com/package/@finos/perspective-jupyterlab,119.0,,,,,,,,,,,
200,Darts,unit8co/darts,time-series-data,,https://github.com/unit8co/darts,https://github.com/unit8co/darts,Apache-2.0,2018-09-13 15:17:28.000,2024-01-18 09:36:55.000000,2024-01-15 16:06:32,1126.0,38.0,755.0,61.0,889.0,255.0,1023.0,6885.0,A python library for user-friendly forecasting and anomaly detection on time series.,110.0,31,True,2023-12-10 17:43:40,0.27.1,39.0,u8darts,conda-forge/u8darts-all,,,,19311.0,494.0,494.0,https://pypi.org/project/u8darts,18002.0,https://anaconda.org/conda-forge/u8darts-all,2023-12-10 22:13:26.243,39075.0,2.0,,,,,,,,,,unit8/darts,https://hub.docker.com/r/unit8/darts,2023-12-10 17:53:59.869630,,502.0,,
201,DoWhy,py-why/dowhy,interpretability,,https://github.com/py-why/dowhy,https://github.com/py-why/dowhy,MIT,2018-05-31 13:07:04.000,2024-01-18 18:09:54.000000,2024-01-18 16:56:21,983.0,67.0,869.0,137.0,668.0,124.0,305.0,6466.0,DoWhy is a Python library for causal inference that supports explicit modeling and testing of causal assumptions...,83.0,31,True,2023-12-25 07:08:29,0.11.1,15.0,dowhy,conda-forge/dowhy,,,33.0,32471.0,317.0,317.0,https://pypi.org/project/dowhy,31984.0,https://anaconda.org/conda-forge/dowhy,2023-11-30 17:35:40.350,18524.0,2.0,,,,,,,,,,,,,,,,
202,tensorpack,tensorpack/tensorpack,ml-frameworks,,https://github.com/tensorpack/tensorpack,https://github.com/tensorpack/tensorpack,Apache-2.0,2015-12-25 23:08:44.000,2023-08-06 00:30:36.000000,2023-08-06 00:30:36,2944.0,,1804.0,200.0,206.0,12.0,1343.0,6291.0,"A Neural Net Training Interface on TensorFlow, with focus on speed + flexibility.",58.0,31,True,2019-01-18 19:18:13,doc-v0.9.0.1,3.0,tensorpack,conda-forge/tensorpack,,['tensorflow'],161.0,8920.0,1441.0,1441.0,https://pypi.org/project/tensorpack,8539.0,https://anaconda.org/conda-forge/tensorpack,2023-06-16 19:27:42.012,10245.0,3.0,,,,,,,,,,,,,,,,
203,skorch,skorch-dev/skorch,ml-frameworks,,https://github.com/skorch-dev/skorch,https://github.com/skorch-dev/skorch,BSD-3-Clause,2017-07-18 00:13:54.000,2024-01-08 14:33:00.000000,2024-01-08 14:32:50,1082.0,7.0,369.0,82.0,524.0,51.0,450.0,5526.0,A scikit-learn compatible neural network library that wraps PyTorch.,61.0,31,True,2023-09-04 10:10:59,0.15.0,15.0,skorch,conda-forge/skorch,,"['pytorch', 'sklearn']",,70850.0,1075.0,1075.0,https://pypi.org/project/skorch,51400.0,https://anaconda.org/conda-forge/skorch,2023-09-06 08:43:59.780,778027.0,3.0,,,,,,,,,,,,,,,,
204,DEAP,deap/deap,distributed-ml,,https://github.com/DEAP/deap,https://github.com/DEAP/deap,LGPL-3.0,2014-05-21 20:07:39.000,2024-01-05 03:37:50.000000,2023-07-28 00:16:45,2332.0,,1076.0,192.0,233.0,225.0,279.0,5432.0,Distributed Evolutionary Algorithms in Python.,87.0,31,True,,,6.0,deap,conda-forge/deap,,,,178855.0,4335.0,4335.0,https://pypi.org/project/deap,169817.0,https://anaconda.org/conda-forge/deap,2023-09-25 01:16:08.711,352492.0,2.0,,,,,,,,,,,,,,,,
205,mlpack,mlpack/mlpack,ml-frameworks,,https://github.com/mlpack/mlpack,https://github.com/mlpack/mlpack,,2014-12-17 18:16:59.000,2024-01-18 17:59:08.000000,2024-01-18 09:03:28,29358.0,482.0,1511.0,184.0,2033.0,19.0,1556.0,4653.0,"mlpack: a fast, header-only C++ machine learning library.",311.0,31,True,2023-11-27 18:45:09,4.3.0,46.0,mlpack,conda-forge/mlpack,,,,6103.0,,,https://pypi.org/project/mlpack,2239.0,https://anaconda.org/conda-forge/mlpack,2023-11-29 00:35:31.566,166192.0,3.0,,,,,,,,,,,,,,,,
206,imutils,PyImageSearch/imutils,image,,https://github.com/PyImageSearch/imutils,https://github.com/PyImageSearch/imutils,MIT,2015-01-11 20:05:39.000,2023-11-12 21:40:25.000000,2022-01-27 13:24:16,139.0,,1005.0,154.0,113.0,94.0,79.0,4436.0,"A series of convenience functions to make basic image processing operations such as translation, rotation, resizing,..",21.0,31,False,,,3.0,imutils,conda-forge/imutils,,,,446214.0,39992.0,39992.0,https://pypi.org/project/imutils,442547.0,https://anaconda.org/conda-forge/imutils,2023-10-27 09:12:56.985,154042.0,2.0,,,,,,,,,,,,,,,,
207,D-Tale,man-group/dtale,data-viz,,https://github.com/man-group/dtale,https://github.com/man-group/dtale,LGPL-2.1,2019-07-15 09:34:48.000,2024-01-17 22:23:08.000000,2024-01-05 20:03:54,779.0,15.0,359.0,73.0,281.0,57.0,503.0,4407.0,Visualizer for pandas data structures.,30.0,31,True,2024-01-08 14:23:02,3.9.0,140.0,dtale,conda-forge/dtale,,"['pandas', 'jupyter']",,95668.0,991.0,991.0,https://pypi.org/project/dtale,89701.0,https://anaconda.org/conda-forge/dtale,2024-01-05 22:01:34.870,262564.0,2.0,,,,,,,,,,,,,,,,
208,gpustat,wookayin/gpustat,gpu-utilities,,https://github.com/wookayin/gpustat,https://github.com/wookayin/gpustat,MIT,2016-04-24 10:46:43.000,2024-01-12 14:48:30.000000,2024-01-12 14:48:30,249.0,9.0,245.0,47.0,50.0,23.0,94.0,3725.0,A simple command-line utility for querying and monitoring GPU status.,17.0,31,True,2023-08-22 19:40:33,1.1.1,11.0,gpustat,conda-forge/gpustat,,,,762238.0,4593.0,4593.0,https://pypi.org/project/gpustat,754990.0,https://anaconda.org/conda-forge/gpustat,2023-08-23 10:35:25.821,275457.0,2.0,,,,,,,,,,,,,,,,
209,NeuralProphet,ourownstory/neural_prophet,time-series-data,,https://github.com/ourownstory/neural_prophet,https://github.com/ourownstory/neural_prophet,MIT,2020-05-04 05:12:43.000,2024-01-18 00:32:27.000000,2024-01-17 00:53:36,1401.0,23.0,444.0,53.0,753.0,40.0,458.0,3501.0,NeuralProphet: A simple forecasting package.,51.0,31,True,2023-06-14 22:41:07,0.6.2,28.0,neuralprophet,,,['pytorch'],,91497.0,360.0,360.0,https://pypi.org/project/neuralprophet,91497.0,,,,2.0,,,,,,,,,,,,,,,,
210,ImageHash,JohannesBuchner/imagehash,image,,https://github.com/JohannesBuchner/imagehash,https://github.com/JohannesBuchner/imagehash,BSD-2-Clause,2013-03-02 23:32:48.000,2023-12-13 21:21:22.000000,2023-10-24 18:29:08,333.0,5.0,324.0,67.0,75.0,9.0,120.0,2934.0,A Python Perceptual Image Hashing Module.,26.0,31,True,2021-03-25 13:49:48,4.1.0,7.0,ImageHash,conda-forge/imagehash,,,,1056288.0,11737.0,11737.0,https://pypi.org/project/ImageHash,1052201.0,https://anaconda.org/conda-forge/imagehash,2023-06-16 13:23:10.041,351556.0,2.0,,,,,,,,,,,,,,,,
