,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,npm_id,npm_url,npm_monthly_downloads,trending,updated_github_id,helm_id,brew_id,apt_id,yum_id,maven_id,maven_url,snap_id
228,arch,bashtage/arch,financial-data,,https://github.com/bashtage/arch,https://github.com/bashtage/arch,,2014-08-29 15:41:28.000,2023-11-04 04:13:26.000000,2023-10-16 10:24:24,1106.0,27.0,237.0,43.0,497.0,19.0,181.0,1185.0,ARCH models in Python.,35.0,31,True,2023-09-26 14:44:07,6.2.0,45.0,arch,conda-forge/arch-py,,,,1264.0,1264.0,https://pypi.org/project/arch,284649.0,291256.0,https://anaconda.org/conda-forge/arch-py,2023-10-06 06:11:20.798,270913.0,,,,,2.0,,,,,,,,,,,,,
229,TensorFlow Transform,tensorflow/transform,tensorflow-utils,,https://github.com/tensorflow/transform,https://github.com/tensorflow/transform,Apache-2.0,2017-02-10 00:36:53.000,2023-10-24 13:55:57.000000,2023-10-24 13:55:55,917.0,5.0,192.0,59.0,98.0,32.0,173.0,972.0,Input pipeline framework.,27.0,31,True,2023-08-11 22:59:18,1.14.0,45.0,tensorflow-transform,,,,['tensorflow'],1538.0,1538.0,https://pypi.org/project/tensorflow-transform,785697.0,785697.0,,,,,,,,2.0,,,,,,,,,,,,,
230,Satpy,pytroll/satpy,geospatial-data,,https://github.com/pytroll/satpy,https://github.com/pytroll/satpy,GPL-3.0,2016-02-09 20:29:43.000,2023-11-23 14:25:44.000000,2023-11-23 11:35:04,12604.0,352.0,268.0,34.0,1688.0,363.0,594.0,970.0,Python package for earth-observing satellite data processing.,146.0,31,True,2023-10-17 11:10:26,0.44.0,59.0,satpy,conda-forge/satpy,,,,113.0,113.0,https://pypi.org/project/satpy,5527.0,9807.0,https://anaconda.org/conda-forge/satpy,2023-10-17 14:26:15.835,175485.0,,,,,3.0,,,,,,,,,,,,,
231,DIPY,dipy/dipy,medical-data,,https://github.com/dipy/dipy,https://github.com/dipy/dipy,,2010-02-06 11:43:08.000,2023-11-22 14:13:46.000000,2023-11-22 14:13:46,13538.0,368.0,386.0,51.0,1955.0,123.0,740.0,629.0,"DIPY is the paragon 3D/4D+ imaging library in Python. Contains generic methods for spatial normalization, signal..",153.0,31,True,,,15.0,dipy,conda-forge/dipy,,,,930.0,930.0,https://pypi.org/project/dipy,17941.0,22591.0,https://anaconda.org/conda-forge/dipy,2023-06-16 13:16:19.782,418509.0,,,,,2.0,,,,,,,,,,,,,
232,NiBabel,nipy/nibabel,medical-data,,https://github.com/nipy/nibabel,https://github.com/nipy/nibabel,,2010-07-22 16:28:30.000,2023-11-08 17:48:19.000000,2023-11-07 21:01:51,5724.0,170.0,244.0,37.0,778.0,104.0,385.0,593.0,Python package to access a cacophony of neuro-imaging file formats.,100.0,31,True,2023-04-03 14:58:34,5.1.0,38.0,nibabel,conda-forge/nibabel,,,,15669.0,15669.0,https://pypi.org/project/nibabel,280908.0,297066.0,https://anaconda.org/conda-forge/nibabel,2023-09-29 18:53:45.076,662496.0,,,,,2.0,,,,,,,,,,,,,
233,vit-pytorch,lucidrains/vit-pytorch,image,,https://github.com/lucidrains/vit-pytorch,https://github.com/lucidrains/vit-pytorch,MIT,2020-10-03 22:47:24.000,2023-11-15 00:55:44.000000,2023-11-15 00:55:36,301.0,15.0,2531.0,136.0,43.0,109.0,129.0,15966.0,"Implementation of Vision Transformer, a simple way to achieve SOTA in vision classification with only a single..",20.0,30,True,2023-11-15 00:55:44,1.6.4,100.0,vit-pytorch,,,,['pytorch'],352.0,352.0,https://pypi.org/project/vit-pytorch,24467.0,24467.0,,,,,,,,2.0,,,,,,,,,,,,,
234,Qlib,microsoft/qlib,financial-data,,https://github.com/microsoft/qlib,https://github.com/microsoft/qlib,MIT,2020-08-14 06:46:00.000,2023-11-23 15:07:11.000000,2023-11-21 12:31:47,1957.0,7.0,2174.0,270.0,883.0,160.0,652.0,12884.0,"Qlib is an AI-oriented quantitative investment platform that aims to realize the potential, empower research, and..",122.0,30,True,2023-07-18 11:31:08,0.9.3,19.0,pyqlib,,,,['pytorch'],21.0,21.0,https://pypi.org/project/pyqlib,1635.0,1645.0,,,,,,,,2.0,392.0,,,,,,,,,,,,
235,TFlearn,tflearn/tflearn,ml-frameworks,,https://github.com/tflearn/tflearn,https://github.com/tflearn/tflearn,,2016-03-31 12:05:53.000,2023-11-13 18:35:20.000000,2020-11-30 04:34:51,613.0,,2325.0,461.0,259.0,555.0,362.0,9601.0,Deep learning library featuring a higher-level API for TensorFlow.,128.0,30,False,2020-11-11 19:26:11,0.5.0,8.0,tflearn,,,,['tensorflow'],4706.0,4706.0,https://pypi.org/project/tflearn,7948.0,7948.0,,,,,,,,3.0,,,,,,,,,,,,,
236,pandas-ai,gventuri/pandas-ai,others,,https://github.com/gventuri/pandas-ai,https://github.com/gventuri/pandas-ai,MIT,2023-04-22 12:58:01.000,2023-11-22 13:41:15.000000,2023-11-22 13:41:02,652.0,246.0,754.0,84.0,290.0,137.0,250.0,9123.0,"PandasAI is the Python library that integrates Gen AI into pandas, making data analysis conversational.",55.0,30,True,2023-11-21 21:44:04,1.5.2,93.0,pandas-ai,,,,,2388.0,2388.0,https://pypi.org/project/pandas-ai,,,,,,,,,,2.0,,,,,,,,,,,,,
237,imageai,OlafenwaMoses/ImageAI,image,,https://github.com/OlafenwaMoses/ImageAI,https://github.com/OlafenwaMoses/ImageAI,MIT,2018-03-19 23:12:33.000,2023-09-25 05:14:24.000000,2023-08-26 12:04:19,383.0,5.0,2096.0,287.0,96.0,285.0,446.0,8143.0,A python library built to empower developers to build applications and systems with self-contained Computer Vision..,19.0,30,True,2022-12-20 21:17:57,test-resources-v3,12.0,imageai,conda-forge/imageai,,,,1487.0,1487.0,https://pypi.org/project/imageai,8080.0,21575.0,https://anaconda.org/conda-forge/imageai,2023-06-16 19:21:01.568,6666.0,,,,,2.0,893069.0,,,,,,,,,,,,
238,PyTorch3D,facebookresearch/pytorch3d,image,,https://github.com/facebookresearch/pytorch3d,https://github.com/facebookresearch/pytorch3d,,2019-10-25 02:23:45.000,2023-11-22 04:47:16.000000,2023-11-16 16:58:08,1116.0,16.0,1180.0,145.0,156.0,220.0,1203.0,7847.0,PyTorch3D is FAIRs library of reusable components for deep learning with 3D data.,128.0,30,True,2023-10-31 20:06:30,0.7.5,17.0,pytorch3d,pytorch3d/pytorch3d,,,['pytorch'],635.0,635.0,https://pypi.org/project/pytorch3d,3477.0,6973.0,https://anaconda.org/pytorch3d/pytorch3d,2023-10-31 20:03:11.190,167818.0,,,,,2.0,,,,,,,,,,,,,
239,tsfresh,blue-yonder/tsfresh,time-series-data,,https://github.com/blue-yonder/tsfresh,https://github.com/blue-yonder/tsfresh,MIT,2016-10-26 11:29:17.000,2023-10-24 19:57:22.000000,2023-10-24 19:51:03,547.0,3.0,1159.0,166.0,427.0,50.0,469.0,7844.0,Automatic extraction of relevant features from time series:.,91.0,30,True,2023-06-14 21:31:43,0.20.1,13.0,tsfresh,conda-forge/tsfresh,,,['sklearn'],21.0,21.0,https://pypi.org/project/tsfresh,214699.0,246245.0,https://anaconda.org/conda-forge/tsfresh,2023-07-30 07:29:21.371,1324973.0,,,,,2.0,,,,,,,,,,,,,
240,Apex,NVIDIA/apex,gpu-utilities,,https://github.com/NVIDIA/apex,https://github.com/NVIDIA/apex,BSD-3-Clause,2018-04-23 16:28:52.000,2023-11-23 09:54:41.000000,2023-11-23 01:36:08,1154.0,26.0,1217.0,105.0,614.0,615.0,515.0,7702.0,A PyTorch Extension: Tools for easy mixed precision and distributed training in Pytorch.,123.0,30,True,,,2.0,,conda-forge/nvidia-apex,,,['pytorch'],2106.0,2106.0,,,3610.0,https://anaconda.org/conda-forge/nvidia-apex,2023-06-16 16:18:35.589,176936.0,,,,,2.0,,,,,,,,,,,,,
241,SpeechRecognition,Uberi/speech_recognition,audio,,https://github.com/Uberi/speech_recognition,https://github.com/Uberi/speech_recognition,BSD-3-Clause,2014-04-23 04:53:54.000,2023-11-21 10:06:15.000000,2023-03-13 12:21:37,454.0,,2217.0,281.0,134.0,270.0,309.0,7679.0,"Speech recognition module for Python, supporting several engines and APIs, online and offline.",49.0,30,True,2023-03-14 12:04:32,3.10.0,25.0,SpeechRecognition,conda-forge/speechrecognition,,,,21.0,21.0,https://pypi.org/project/SpeechRecognition,557162.0,559169.0,https://anaconda.org/conda-forge/speechrecognition,2023-06-16 13:24:04.552,174651.0,,,,,2.0,,,,,,,,,,,,,
242,Hyperopt,hyperopt/hyperopt,hyperopt,,https://github.com/hyperopt/hyperopt,https://github.com/hyperopt/hyperopt,,2011-09-06 22:24:59.000,2023-11-13 21:02:31.000000,2023-09-29 18:36:14,1218.0,5.0,902.0,127.0,270.0,276.0,360.0,6926.0,Distributed Asynchronous Hyperparameter Optimization in Python.,102.0,30,True,,,7.0,hyperopt,conda-forge/hyperopt,,,,12656.0,12656.0,https://pypi.org/project/hyperopt,2216445.0,2228380.0,https://anaconda.org/conda-forge/hyperopt,2023-06-16 16:14:11.076,739988.0,,,,,3.0,,,,,,,,,,,,,
243,Face Alignment,1adrianb/face-alignment,image,,https://github.com/1adrianb/face-alignment,https://github.com/1adrianb/face-alignment,BSD-3-Clause,2017-09-15 20:32:44.000,2023-10-24 07:07:43.000000,2023-08-16 23:55:56,220.0,,1283.0,175.0,46.0,69.0,236.0,6594.0,2D and 3D Face alignment library build using pytorch.,26.0,30,True,2023-08-17 14:37:33,1.4.1,13.0,face-alignment,,,,['pytorch'],21.0,21.0,https://pypi.org/project/face-alignment,64267.0,64267.0,,,,,,,,2.0,,,,,,,,,,,,,
244,DoWhy,py-why/dowhy,interpretability,,https://github.com/py-why/dowhy,https://github.com/py-why/dowhy,MIT,2018-05-31 13:07:04.000,2023-11-22 23:06:53.000000,2023-11-22 15:03:53,939.0,29.0,863.0,137.0,623.0,130.0,294.0,6340.0,DoWhy is a Python library for causal inference that supports explicit modeling and testing of causal assumptions...,82.0,30,True,2023-09-05 04:59:40,0.10.1,13.0,dowhy,conda-forge/dowhy,,,,307.0,307.0,https://pypi.org/project/dowhy,38721.0,39148.0,https://anaconda.org/conda-forge/dowhy,2023-06-16 19:19:18.359,17958.0,,,,,2.0,33.0,,,,,,,,,,,,
245,imutils,PyImageSearch/imutils,image,,https://github.com/PyImageSearch/imutils,https://github.com/PyImageSearch/imutils,MIT,2015-01-11 20:05:39.000,2023-11-12 21:40:25.000000,2022-01-27 13:24:16,139.0,,1007.0,154.0,113.0,94.0,79.0,4418.0,"A series of convenience functions to make basic image processing operations such as translation, rotation, resizing,..",21.0,30,False,,,3.0,imutils,conda-forge/imutils,,,,38664.0,38664.0,https://pypi.org/project/imutils,420755.0,424546.0,https://anaconda.org/conda-forge/imutils,2023-10-27 09:12:56.985,151646.0,,,,,2.0,,,,,,,,,,,,,
246,aim,aimhubio/aim,ml-experiments,,https://github.com/aimhubio/aim,https://github.com/aimhubio/aim,Apache-2.0,2019-05-31 18:25:07.000,2023-11-22 20:02:07.000000,2023-10-18 11:57:02,2141.0,1.0,251.0,45.0,2092.0,304.0,645.0,4364.0,Aim An easy-to-use & supercharged open-source experiment tracker.,58.0,30,True,2023-06-02 08:59:51,3.17.5,55.0,aim,conda-forge/aim,,,,367.0,367.0,https://pypi.org/project/aim,93164.0,94603.0,https://anaconda.org/conda-forge/aim,2023-06-16 19:26:46.894,40304.0,,,,,2.0,,,,,,,,,,,,,
247,geopy,geopy/geopy,geospatial-data,,https://github.com/geopy/geopy,https://github.com/geopy/geopy,MIT,2010-03-04 22:05:28.000,2023-11-10 09:46:04.000000,2023-08-27 17:01:46,1130.0,21.0,601.0,90.0,266.0,24.0,251.0,4132.0,Geocoding library for Python.,133.0,30,True,2023-08-27 18:59:34,2.4.0,36.0,geopy,conda-forge/geopy,,,,,,https://pypi.org/project/geopy,4631810.0,4661678.0,https://anaconda.org/conda-forge/geopy,2023-08-27 20:08:56.023,1224599.0,,,,,3.0,6.0,,,,,,,,,,,,
248,sacred,IDSIA/sacred,ml-experiments,,https://github.com/IDSIA/sacred,https://github.com/IDSIA/sacred,MIT,2014-03-31 18:05:29.000,2023-11-13 07:23:02.000000,2023-11-13 07:19:19,1344.0,2.0,361.0,71.0,366.0,97.0,460.0,4114.0,"Sacred is a tool to help you configure, organize, log and reproduce experiments developed at IDSIA.",105.0,30,True,2023-11-13 07:23:02,0.8.5,13.0,sacred,conda-forge/sacred,,,,2685.0,2685.0,https://pypi.org/project/sacred,23300.0,23478.0,https://anaconda.org/conda-forge/sacred,2023-06-16 19:27:54.498,4281.0,,,,,2.0,,,,,,,,,,,,,
249,tensorflow-hub,tensorflow/hub,tensorflow-utils,,https://github.com/tensorflow/hub,https://github.com/tensorflow/hub,Apache-2.0,2018-03-12 07:55:42.000,2023-11-20 09:49:19.000000,2023-11-20 09:49:15,1174.0,11.0,1675.0,148.0,209.0,3.0,680.0,3408.0,A library for transfer learning by reusing parts of TensorFlow models.,106.0,30,True,2023-10-06 10:06:37,0.15.0,18.0,tensorflow-hub,conda-forge/tensorflow-hub,,,['tensorflow'],,,https://pypi.org/project/tensorflow-hub,2379520.0,2381862.0,https://anaconda.org/conda-forge/tensorflow-hub,2023-07-13 16:39:43.723,91376.0,,,,,2.0,,,,,,,,,,,,,
250,TextDistance,life4/textdistance,nlp,,https://github.com/life4/textdistance,https://github.com/life4/textdistance,MIT,2017-05-05 08:46:10.000,2023-09-28 08:31:00.000000,2023-09-28 08:30:38,400.0,24.0,241.0,63.0,51.0,,,3219.0,"Compute distance between sequences. 30+ algorithms, pure python implementation, common interface, optional external..",14.0,30,True,2023-09-28 08:32:07,4.6.0,11.0,textdistance,conda-forge/textdistance,,,,5226.0,5226.0,https://pypi.org/project/textdistance,413600.0,421145.0,https://anaconda.org/conda-forge/textdistance,2023-06-16 16:13:38.456,497059.0,,,,,2.0,971.0,,,,,,,,,,,,
251,dtreeviz,parrt/dtreeviz,interpretability,,https://github.com/parrt/dtreeviz,https://github.com/parrt/dtreeviz,MIT,2018-08-13 21:45:15.000,2023-09-23 22:00:36.000000,2023-07-13 17:20:36,617.0,,323.0,49.0,119.0,57.0,134.0,2692.0,A python library for decision tree visualization and model interpretation.,25.0,30,True,2023-07-13 17:20:15,2.2.2,37.0,dtreeviz,conda-forge/dtreeviz,,,,960.0,960.0,https://pypi.org/project/dtreeviz,176284.0,178031.0,https://anaconda.org/conda-forge/dtreeviz,2023-07-13 20:18:43.899,62892.0,,,,,2.0,,,,,,,,,,,,,
252,lightly,lightly-ai/lightly,image,,https://github.com/lightly-ai/lightly,https://github.com/lightly-ai/lightly,MIT,2020-10-13 13:02:56.000,2023-11-23 11:38:20.000000,2023-11-22 10:48:11,1120.0,33.0,225.0,26.0,956.0,92.0,385.0,2595.0,A python library for self-supervised learning on images.,33.0,30,True,2023-11-21 09:33:28,1.4.22,100.0,lightly,,,,['pytorch'],184.0,184.0,https://pypi.org/project/lightly,27718.0,27718.0,,,,,,,,2.0,,,,,,,,,,,,,
253,GluonNLP,dmlc/gluon-nlp,nlp,,https://github.com/dmlc/gluon-nlp,https://github.com/dmlc/gluon-nlp,Apache-2.0,2018-04-04 20:57:13.000,2023-10-06 04:01:21.000000,2022-12-25 20:52:27,843.0,,502.0,99.0,1045.0,237.0,297.0,2541.0,"Toolkit that enables easy text preprocessing, datasets loading and neural models building to help you speed up your..",86.0,30,True,2020-08-13 19:16:27,0.10.0,15.0,gluonnlp,,,,['mxnet'],1416.0,1416.0,https://pypi.org/project/gluonnlp,85602.0,85602.0,,,,,,,,2.0,,,,,,,,,,,,,
254,explainerdashboard,oegedijk/explainerdashboard,interpretability,,https://github.com/oegedijk/explainerdashboard,https://github.com/oegedijk/explainerdashboard,MIT,2019-10-30 08:26:16.000,2023-11-03 12:13:52.000000,2023-08-01 12:07:51,1342.0,,296.0,23.0,43.0,30.0,194.0,2106.0,Quickly build Explainable AI dashboards that show the inner workings of so-called blackbox machine learning models.,20.0,30,True,2023-08-01 11:52:36,0.4.3,76.0,explainerdashboard,conda-forge/explainerdashboard,,,,400.0,400.0,https://pypi.org/project/explainerdashboard,64587.0,65771.0,https://anaconda.org/conda-forge/explainerdashboard,2023-06-16 19:23:52.178,41466.0,,,,,2.0,,,,,,,,,,,,,
255,TFX,tensorflow/tfx,tensorflow-utils,,https://github.com/tensorflow/tfx,https://github.com/tensorflow/tfx,Apache-2.0,2019-02-04 17:14:36.000,2023-11-23 13:35:53.000000,2023-11-22 05:06:46,5398.0,144.0,666.0,89.0,5574.0,35.0,843.0,2022.0,TFX is an end-to-end platform for deploying production ML pipelines.,178.0,30,True,2023-09-06 18:31:57,1.14.0,91.0,tfx,,,,['tensorflow'],,,https://pypi.org/project/tfx,111501.0,111501.0,,,,,,,,2.0,,,,,,,,,,,,,
256,tesserocr,sirfz/tesserocr,ocr,,https://github.com/sirfz/tesserocr,https://github.com/sirfz/tesserocr,MIT,2015-12-17 23:29:36.000,2023-10-09 11:45:47.000000,2023-10-09 11:43:56,191.0,4.0,250.0,57.0,69.0,48.0,219.0,1871.0,A Python wrapper for the tesseract-ocr API.,29.0,30,True,2023-10-09 13:37:06,2.6.2,16.0,tesserocr,conda-forge/tesserocr,,,,903.0,903.0,https://pypi.org/project/tesserocr,54066.0,56668.0,https://anaconda.org/conda-forge/tesserocr,2023-06-16 16:18:15.161,127498.0,,,,,2.0,66.0,,,,,,,,,,,,
257,GPflow,GPflow/GPflow,probabilistics,,https://github.com/GPflow/GPflow,https://github.com/GPflow/GPflow,Apache-2.0,2016-01-14 11:29:24.000,2023-11-23 16:48:53.000000,2023-08-09 07:05:49,2440.0,,417.0,74.0,1254.0,122.0,679.0,1774.0,Gaussian processes in TensorFlow.,83.0,30,True,2023-08-09 08:36:14,2.9.0,48.0,gpflow,conda-forge/gpflow,,,['tensorflow'],584.0,584.0,https://pypi.org/project/gpflow,45334.0,45703.0,https://anaconda.org/conda-forge/gpflow,2023-06-16 16:08:37.785,24404.0,,,,,2.0,,,,,,,,,,,,,
258,lightning-flash,Lightning-AI/lightning-flash,pytorch-utils,,https://github.com/Lightning-Universe/lightning-flash,https://github.com/Lightning-Universe/lightning-flash,Apache-2.0,2021-01-28 18:47:16.000,2023-10-08 14:28:44.000000,2023-10-08 14:28:43,1157.0,26.0,206.0,36.0,1081.0,25.0,496.0,1717.0,Your PyTorch AI Factory - Flash enables you to easily configure and run complex AI recipes for over 15 tasks across 7..,87.0,30,True,2023-06-30 13:17:42,0.8.2,26.0,lightning-flash,conda-forge/lightning-flash,,,['pytorch'],253.0,253.0,https://pypi.org/project/lightning-flash,2114.0,2722.0,https://anaconda.org/conda-forge/lightning-flash,2023-07-04 02:12:18.993,16442.0,,,,,2.0,,,,,,Lightning-Universe/lightning-flash,,,,,,,
259,ffn,pmorissette/ffn,financial-data,,https://github.com/pmorissette/ffn,https://github.com/pmorissette/ffn,MIT,2014-06-19 15:54:09.000,2023-11-20 12:06:39.287000,2023-11-20 02:35:16,430.0,24.0,265.0,59.0,96.0,21.0,97.0,1642.0,ffn - a financial function library for Python.,30.0,30,True,2023-11-20 02:38:07,1.0.0,6.0,ffn,conda-forge/ffn,,,,390.0,390.0,https://pypi.org/project/ffn,155920.0,156114.0,https://anaconda.org/conda-forge/ffn,2023-11-20 12:06:39.287,6041.0,,,,,2.0,,,,,2.0,,,,,,,,
260,ViZDoom,mwydmuch/ViZDoom,reinforcement-learning,,https://github.com/Farama-Foundation/ViZDoom,https://github.com/Farama-Foundation/ViZDoom,,2015-06-26 18:38:23.000,2023-11-05 17:35:13.000000,2023-11-05 02:37:05,1765.0,68.0,365.0,52.0,113.0,40.0,417.0,1604.0,Reinforcement Learning environments based on the 1993 game Doom.,53.0,30,True,2023-09-27 19:01:13,1.2.2,28.0,vizdoom,,,,,211.0,211.0,https://pypi.org/project/vizdoom,13883.0,14010.0,,,,,,,,2.0,11767.0,,,,,Farama-Foundation/ViZDoom,,,,,,,
261,audiomentations,iver56/audiomentations,audio,,https://github.com/iver56/audiomentations,https://github.com/iver56/audiomentations,MIT,2019-02-12 16:36:24.000,2023-11-21 11:24:58.000000,2023-11-21 11:24:57,1102.0,33.0,167.0,22.0,143.0,42.0,123.0,1566.0,A Python library for audio data augmentation. Inspired by albumentations. Useful for machine learning.,24.0,30,True,2023-08-30 11:24:18,0.33.0,34.0,audiomentations,,,,,374.0,374.0,https://pypi.org/project/audiomentations,12704.0,12704.0,,,,,,,,2.0,,,,,,,,,,,,,
262,SciSpacy,allenai/scispacy,nlp,,https://github.com/allenai/scispacy,https://github.com/allenai/scispacy,Apache-2.0,2018-09-24 21:45:52.000,2023-10-27 06:20:12.000000,2023-10-20 21:52:11,1051.0,21.0,204.0,52.0,201.0,26.0,272.0,1521.0,A full spaCy pipeline and models for scientific/biomedical documents.,32.0,30,True,2023-09-30 19:50:08,0.5.3,10.0,scispacy,,,,,790.0,790.0,https://pypi.org/project/scispacy,35823.0,35823.0,,,,,,,,2.0,,,,,,,,,,,,,
263,avalanche,ContinualAI/avalanche,others,,https://github.com/ContinualAI/avalanche,https://github.com/ContinualAI/avalanche,MIT,2020-03-05 11:32:13.000,2023-11-23 16:25:20.000000,2023-11-17 12:19:53,3723.0,89.0,248.0,30.0,545.0,82.0,671.0,1511.0,Avalanche: an End-to-End Library for Continual Learning based on PyTorch.,73.0,30,True,2023-07-28 14:18:08,0.4.0,7.0,avalanche-lib,,,,,58.0,58.0,https://pypi.org/project/avalanche-lib,1277.0,1277.0,,,,,,,,2.0,4.0,,,,,,,,,,,,
264,equinox,patrick-kidger/equinox,jax-utils,,https://github.com/patrick-kidger/equinox,https://github.com/patrick-kidger/equinox,Apache-2.0,2021-07-29 02:21:39.000,2023-11-15 23:27:55.000000,2023-11-15 16:28:29,827.0,108.0,99.0,22.0,327.0,73.0,196.0,1507.0,Elegant easy-to-use neural networks + scientific computing in JAX. https://docs.kidger.site/equinox/.,42.0,30,True,2023-11-13 18:28:23,0.11.2,33.0,equinox,,,,['jax'],312.0,312.0,https://pypi.org/project/equinox,34020.0,34020.0,,,,,,,,1.0,,,,,,,,,,,,,
265,pingouin,raphaelvallat/pingouin,probabilistics,,https://github.com/raphaelvallat/pingouin,https://github.com/raphaelvallat/pingouin,GPL-3.0,2018-04-01 01:10:22.000,2023-11-13 20:31:37.000000,2023-11-13 20:31:36,1240.0,18.0,131.0,31.0,101.0,28.0,244.0,1437.0,Statistical package in Python based on Pandas.,43.0,30,True,2022-12-29 22:57:18,0.5.3,38.0,pingouin,conda-forge/pingouin,,,,1570.0,1570.0,https://pypi.org/project/pingouin,82472.0,84335.0,https://anaconda.org/conda-forge/pingouin,2023-06-16 16:12:34.261,109947.0,,,,,2.0,,,,,,,,,,,,,
266,torchsde,google-research/torchsde,pytorch-utils,,https://github.com/google-research/torchsde,https://github.com/google-research/torchsde,Apache-2.0,2020-07-06 23:13:11.000,2023-09-26 23:11:11.000000,2023-09-26 23:11:11,163.0,4.0,169.0,33.0,72.0,17.0,51.0,1386.0,Differentiable SDE solvers with GPU support and efficient sensitivity analysis.,8.0,30,True,2023-09-26 22:07:23,0.2.6,5.0,torchsde,conda-forge/torchsde,,,['pytorch'],1820.0,1820.0,https://pypi.org/project/torchsde,966223.0,966778.0,https://anaconda.org/conda-forge/torchsde,2023-06-16 19:24:16.458,18877.0,,,,,2.0,,,,,,,,,,,,,
267,spacy-transformers,explosion/spacy-transformers,nlp,,https://github.com/explosion/spacy-transformers,https://github.com/explosion/spacy-transformers,MIT,2019-07-26 19:12:34.000,2023-11-09 12:24:29.392000,2023-11-08 09:18:59,1469.0,9.0,152.0,32.0,242.0,,,1294.0,"Use pretrained transformers like BERT, XLNet and GPT-2 in spaCy.",22.0,30,True,2023-11-08 10:45:18,1.3.3,42.0,spacy-transformers,conda-forge/spacy-transformers,,,['spacy'],1363.0,1363.0,https://pypi.org/project/spacy-transformers,239897.0,240930.0,https://anaconda.org/conda-forge/spacy-transformers,2023-11-09 12:24:29.392,24793.0,,,,,2.0,,,,,,,,,,,,,
