,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,updated_github_id,npm_id,npm_url,npm_monthly_downloads,helm_id,trending,brew_id,apt_id,yum_id,new_addition,maven_id,maven_url
215,imutils,PyImageSearch/imutils,image,,https://github.com/PyImageSearch/imutils,https://github.com/PyImageSearch/imutils,MIT,2015-01-11 20:05:39.000,2024-06-24 13:34:47.000000,2022-01-27 13:24:16,139.0,,1012.0,153.0,116.0,96.0,79.0,4504.0,"A series of convenience functions to make basic image processing operations such as translation, rotation, resizing,..",21.0,31,False,,,3.0,imutils,conda-forge/imutils,,,,44098.0,44098.0,https://pypi.org/project/imutils,535092.0,538733.0,https://anaconda.org/conda-forge/imutils,2023-10-27 09:12:56.985,174781.0,,,,,2.0,,,,,,,,,,,,,
216,hnswlib,nmslib/hnswlib,nn-search,,https://github.com/nmslib/hnswlib,https://github.com/nmslib/hnswlib,Apache-2.0,2017-07-06 13:08:46.000,2024-06-28 00:14:35.000000,2024-06-17 19:23:44,491.0,1.0,587.0,64.0,220.0,193.0,161.0,4119.0,Header-only C++/python library for fast approximate nearest neighbors.,72.0,31,True,2023-12-03 03:49:47,0.8.0,9.0,hnswlib,conda-forge/hnswlib,,,,6677.0,6677.0,https://pypi.org/project/hnswlib,746787.0,751101.0,https://anaconda.org/conda-forge/hnswlib,2023-09-27 14:20:16.958,185503.0,,,,,3.0,,,,,,,,,,,,,
217,STUMPY,TDAmeritrade/stumpy,time-series-data,,https://github.com/TDAmeritrade/stumpy,https://github.com/TDAmeritrade/stumpy,BSD-3-Clause,2019-05-03 19:23:44.000,2024-07-03 02:16:02.000000,2024-06-28 01:46:17,1331.0,42.0,285.0,57.0,232.0,55.0,432.0,3071.0,STUMPY is a powerful and scalable Python library for modern time series analysis.,38.0,31,True,2023-08-21 11:19:41,1.12.0,26.0,stumpy,conda-forge/stumpy,,,,805.0,805.0,https://pypi.org/project/stumpy,263351.0,283633.0,https://anaconda.org/conda-forge/stumpy,2023-08-21 11:50:40.587,993866.0,,,,,2.0,,,,,,,,,,,,,
218,ImageHash,JohannesBuchner/imagehash,image,,https://github.com/JohannesBuchner/imagehash,https://github.com/JohannesBuchner/imagehash,BSD-2-Clause,2013-03-02 23:32:48.000,2024-06-20 07:03:41.000000,2024-06-20 07:03:30,339.0,6.0,327.0,66.0,76.0,9.0,123.0,3058.0,A Python Perceptual Image Hashing Module.,26.0,31,True,2021-03-25 13:49:48,4.1.0,7.0,ImageHash,conda-forge/imagehash,,,,13415.0,13415.0,https://pypi.org/project/ImageHash,1558394.0,1562502.0,https://anaconda.org/conda-forge/imagehash,2023-06-16 13:23:10.041,378016.0,,,,,2.0,,,,,,,,,,,,,
219,Keras Tuner,keras-team/keras-tuner,hyperopt,,https://github.com/keras-team/keras-tuner,https://github.com/keras-team/keras-tuner,Apache-2.0,2019-06-06 22:38:21.000,2024-06-24 17:09:39.000000,2024-06-24 17:09:39,1087.0,1.0,384.0,63.0,495.0,207.0,272.0,2839.0,A Hyperparameter Tuning Library for Keras.,61.0,31,True,2024-03-04 19:29:02,1.4.7,32.0,keras-tuner,conda-forge/keras-tuner,,,['tensorflow'],3965.0,3965.0,https://pypi.org/project/keras-tuner,213888.0,214867.0,https://anaconda.org/conda-forge/keras-tuner,2024-03-05 15:33:09.039,34267.0,,,,,2.0,,,,,,,,,,,,,
220,lightly,lightly-ai/lightly,image,,https://github.com/lightly-ai/lightly,https://github.com/lightly-ai/lightly,MIT,2020-10-13 13:02:56.000,2024-07-04 14:22:20.000000,2024-07-04 14:22:18,1195.0,30.0,243.0,26.0,1042.0,104.0,425.0,2830.0,A python library for self-supervised learning on images.,41.0,31,True,2024-06-24 16:01:04,1.5.8,100.0,lightly,,,,['pytorch'],278.0,278.0,https://pypi.org/project/lightly,33565.0,33565.0,,,,,,,,2.0,,,,,,,,,,,,,
221,shapash,MAIF/shapash,interpretability,,https://github.com/MAIF/shapash,https://github.com/MAIF/shapash,Apache-2.0,2020-04-29 07:34:23.000,2024-07-04 10:10:33.000000,2024-07-04 10:10:15,1629.0,60.0,325.0,36.0,345.0,31.0,165.0,2680.0,Shapash: User-friendly Explainability and Interpretability to Develop Reliable and Transparent Machine Learning Models.,38.0,31,True,2024-07-04 10:10:33,2.6.0,36.0,shapash,,,,['jupyter'],167.0,167.0,https://pypi.org/project/shapash,9192.0,9192.0,,,,,,,,2.0,,,,,,,,,,,,,
222,SDV,sdv-dev/SDV,tabular,,https://github.com/sdv-dev/SDV,https://github.com/sdv-dev/SDV,,2018-05-11 15:56:50.000,2024-07-04 14:18:52.000000,2024-07-04 14:18:49,1663.0,115.0,281.0,43.0,817.0,138.0,1097.0,2209.0,Synthetic data generation for tabular data.,50.0,31,True,2024-06-13 18:13:48,1.14.0,60.0,sdv,conda-forge/sdv,,,,434.0,434.0,https://pypi.org/project/sdv,49888.0,50602.0,https://anaconda.org/conda-forge/sdv,2024-06-14 14:08:45.878,22163.0,,,,,1.0,,,,,,,,,,,,,
223,jellyfish,jamesturk/jellyfish,nlp,,https://github.com/jamesturk/jellyfish,https://github.com/jamesturk/jellyfish,MIT,2010-07-09 20:41:11.000,2024-06-03 04:20:54.000000,2024-05-28 18:13:20,553.0,6.0,155.0,42.0,79.0,5.0,129.0,2014.0,a python library for doing approximate and phonetic matching of strings.,31.0,31,True,,,15.0,jellyfish,conda-forge/jellyfish,,,,9520.0,9520.0,https://pypi.org/project/jellyfish,4183373.0,4201968.0,https://anaconda.org/conda-forge/jellyfish,2024-05-29 14:53:10.399,911184.0,,,,,3.0,,,,,,,,,,,,,
224,equinox,patrick-kidger/equinox,jax-utils,,https://github.com/patrick-kidger/equinox,https://github.com/patrick-kidger/equinox,Apache-2.0,2021-07-29 02:21:39.000,2024-06-27 20:14:38.000000,2024-06-27 20:14:37,913.0,53.0,130.0,23.0,397.0,128.0,250.0,1911.0,Elegant easy-to-use neural networks + scientific computing in JAX. https://docs.kidger.site/equinox/.,52.0,31,True,2024-04-14 13:04:26,0.11.4,35.0,equinox,,,,['jax'],618.0,618.0,https://pypi.org/project/equinox,224307.0,224307.0,,,,,,,,1.0,,,,,,,,,,,,,
225,Feature Engine,feature-engine/feature_engine,others,,https://github.com/feature-engine/feature_engine,https://github.com/feature-engine/feature_engine,BSD-3-Clause,2018-12-31 01:47:18.000,2024-07-04 13:17:39.000000,2024-06-19 18:48:25,338.0,26.0,289.0,32.0,455.0,73.0,238.0,1794.0,Feature engineering package with sklearn like functionality.,46.0,31,True,2022-01-04 17:09:47,1.2.0,21.0,feature_engine,conda-forge/feature_engine,,,,2599.0,2599.0,https://pypi.org/project/feature_engine,114156.0,115253.0,https://anaconda.org/conda-forge/feature_engine,2024-05-27 06:51:43.605,51596.0,,,,,2.0,,,,,,,,,,,,,
226,emcee,dfm/emcee,probabilistics,,https://github.com/dfm/emcee,https://github.com/dfm/emcee,MIT,2011-11-07 16:17:08.000,2024-07-03 00:11:53.000000,2024-07-03 00:11:45,948.0,5.0,424.0,87.0,231.0,51.0,241.0,1441.0,The Python ensemble sampling toolkit for affine-invariant MCMC.,74.0,31,True,2024-04-19 09:49:46,3.1.6,18.0,emcee,conda-forge/emcee,,,,2452.0,2452.0,https://pypi.org/project/emcee,100983.0,110257.0,https://anaconda.org/conda-forge/emcee,2024-04-22 14:43:59.507,343170.0,,,,,2.0,,,,,,,,,,,,,
227,pyjanitor,pyjanitor-devs/pyjanitor,others,,https://github.com/pyjanitor-devs/pyjanitor,https://github.com/pyjanitor-devs/pyjanitor,MIT,2018-03-04 22:43:33.000,2024-07-04 16:22:32.000000,2024-07-04 16:20:12,1577.0,29.0,166.0,16.0,821.0,106.0,447.0,1321.0,Clean APIs for data cleaning. Python implementation of R package Janitor.,108.0,31,True,2024-03-21 03:35:03,0.27.0,53.0,pyjanitor,conda-forge/pyjanitor,,,,632.0,632.0,https://pypi.org/project/pyjanitor,67514.0,71522.0,https://anaconda.org/conda-forge/pyjanitor,2024-03-21 06:08:00.698,200440.0,,,,,2.0,,,,,,,,,,,,,
228,arch,bashtage/arch,financial-data,,https://github.com/bashtage/arch,https://github.com/bashtage/arch,,2014-08-29 15:41:28.000,2024-06-25 00:47:58.000000,2024-05-17 11:02:01,1129.0,9.0,244.0,45.0,527.0,24.0,184.0,1280.0,ARCH models in Python.,35.0,31,True,2024-04-16 17:30:06,7.0.0,47.0,arch,conda-forge/arch-py,,,,1734.0,1734.0,https://pypi.org/project/arch,743886.0,750602.0,https://anaconda.org/conda-forge/arch-py,2024-05-17 19:52:40.969,329119.0,,,,,1.0,,,,,,,,,,,,,
229,scikit-survival,sebp/scikit-survival,sklearn-utils,,https://github.com/sebp/scikit-survival,https://github.com/sebp/scikit-survival,GPL-3.0,2016-12-26 22:15:53.000,2024-07-03 20:06:23.000000,2024-07-03 19:17:46,1131.0,47.0,203.0,23.0,146.0,22.0,193.0,1096.0,Survival analysis built on top of scikit-learn.,21.0,31,True,2024-06-30 09:24:48,0.23.0,28.0,scikit-survival,conda-forge/scikit-survival,,,['sklearn'],526.0,526.0,https://pypi.org/project/scikit-survival,93528.0,96826.0,https://anaconda.org/conda-forge/scikit-survival,2024-06-30 11:16:56.800,105563.0,,,,,2.0,,,,,,,2.0,,,,,,
230,hvPlot,holoviz/hvplot,data-viz,,https://github.com/holoviz/hvplot,https://github.com/holoviz/hvplot,BSD-3-Clause,2018-03-19 14:22:41.000,2024-06-30 08:48:02.000000,2024-06-29 08:47:04,691.0,30.0,99.0,24.0,548.0,332.0,428.0,1015.0,"A high-level plotting API for pandas, dask, xarray, and networkx built on HoloViews.",46.0,31,True,2024-05-07 03:58:11,0.10.0,20.0,hvplot,conda-forge/hvplot,,,,5294.0,5294.0,https://pypi.org/project/hvplot,201963.0,214135.0,https://anaconda.org/conda-forge/hvplot,2024-05-07 04:39:01.018,596452.0,,,,,2.0,,,,,,,,,,,,,
231,DIPY,dipy/dipy,medical-data,,https://github.com/dipy/dipy,https://github.com/dipy/dipy,,2010-02-06 11:43:08.000,2024-07-04 15:51:47.000000,2024-07-04 15:51:47,14162.0,216.0,414.0,54.0,2161.0,131.0,788.0,687.0,"DIPY is the paragon 3D/4D+ imaging library in Python. Contains generic methods for spatial normalization, signal..",163.0,31,True,,,17.0,dipy,conda-forge/dipy,,,,1146.0,1146.0,https://pypi.org/project/dipy,23623.0,33721.0,https://anaconda.org/conda-forge/dipy,2024-03-10 04:37:57.447,464537.0,,,,,3.0,,,,,,,,,,,,,
232,vit-pytorch,lucidrains/vit-pytorch,image,,https://github.com/lucidrains/vit-pytorch,https://github.com/lucidrains/vit-pytorch,MIT,2020-10-03 22:47:24.000,2024-06-11 22:13:01.000000,2024-06-11 22:12:53,308.0,6.0,2823.0,147.0,49.0,123.0,138.0,18709.0,"Implementation of Vision Transformer, a simple way to achieve SOTA in vision classification with only a single..",21.0,30,True,2024-06-11 22:13:01,1.7.0,100.0,vit-pytorch,,,,['pytorch'],501.0,501.0,https://pypi.org/project/vit-pytorch,15468.0,15468.0,,,,,,,,3.0,,,,,,,,,,,,,
233,ivy,unifyai/ivy,ml-frameworks,,https://github.com/ivy-llc/ivy,https://github.com/ivy-llc/ivy,,2021-01-19 08:37:25.000,2024-07-04 08:33:49.000000,2024-07-04 01:49:57,18326.0,174.0,5797.0,71.0,11701.0,946.0,15938.0,14027.0,The Unified ML Representation.,1473.0,30,True,,,18.0,ivy,,,,,,,https://pypi.org/project/ivy,1948.0,1948.0,,,,,,,,3.0,,ivy-llc/ivy,,,,,,,,,,,
234,Sonnet,deepmind/sonnet,ml-frameworks,,https://github.com/google-deepmind/sonnet,https://github.com/google-deepmind/sonnet,Apache-2.0,2017-04-03 11:34:35.000,2024-04-08 20:21:16.000000,2024-04-08 20:21:10,864.0,1.0,1282.0,422.0,87.0,32.0,161.0,9721.0,TensorFlow-based neural network library.,59.0,30,True,2024-01-02 11:08:14,2.0.2,13.0,dm-sonnet,conda-forge/sonnet,,,['tensorflow'],1311.0,1311.0,https://pypi.org/project/dm-sonnet,14139.0,14681.0,https://anaconda.org/conda-forge/sonnet,2023-06-16 16:19:12.602,30355.0,,,,,3.0,,google-deepmind/sonnet,,,,,-2.0,,,,,,
235,imageai,OlafenwaMoses/ImageAI,image,,https://github.com/OlafenwaMoses/ImageAI,https://github.com/OlafenwaMoses/ImageAI,MIT,2018-03-19 23:12:33.000,2024-05-03 20:57:52.000000,2024-02-20 22:38:05,385.0,,2149.0,285.0,98.0,292.0,448.0,8489.0,A python library built to empower developers to build applications and systems with self-contained Computer Vision..,19.0,30,True,2022-12-20 21:17:57,test-resources-v3,12.0,imageai,conda-forge/imageai,,,,1631.0,1631.0,https://pypi.org/project/imageai,6184.0,18750.0,https://anaconda.org/conda-forge/imageai,2023-06-16 19:21:01.568,7423.0,,,,,3.0,930935.0,,,,,,,,,,,,
236,tsfresh,blue-yonder/tsfresh,time-series-data,,https://github.com/blue-yonder/tsfresh,https://github.com/blue-yonder/tsfresh,MIT,2016-10-26 11:29:17.000,2024-06-26 23:07:42.000000,2024-05-26 14:55:00,554.0,3.0,1185.0,167.0,433.0,55.0,473.0,8216.0,Automatic extraction of relevant features from time series:.,94.0,30,True,2024-01-28 09:45:54,0.20.2,14.0,tsfresh,conda-forge/tsfresh,,,['sklearn'],21.0,21.0,https://pypi.org/project/tsfresh,238715.0,265995.0,https://anaconda.org/conda-forge/tsfresh,2024-01-28 10:39:22.145,1364043.0,,,,,2.0,,,,,,,,,,,,,
237,Apex,NVIDIA/apex,gpu-utilities,,https://github.com/NVIDIA/apex,https://github.com/NVIDIA/apex,BSD-3-Clause,2018-04-23 16:28:52.000,2024-07-02 09:10:08.000000,2024-07-02 09:10:08,1177.0,8.0,1287.0,102.0,646.0,637.0,525.0,8160.0,A PyTorch Extension: Tools for easy mixed precision and distributed training in Pytorch.,127.0,30,True,,,4.0,,conda-forge/nvidia-apex,,,['pytorch'],2559.0,2559.0,,,5426.0,https://anaconda.org/conda-forge/nvidia-apex,2024-05-17 03:07:31.985,244198.0,,,,,2.0,,,,,,,,,,,,,
238,Perspective,finos/perspective,data-viz,,https://github.com/finos/perspective,https://github.com/finos/perspective,Apache-2.0,2017-11-02 16:27:54.000,2024-07-04 17:54:24.000000,2024-05-29 16:43:27,5995.0,30.0,1032.0,119.0,1653.0,96.0,664.0,7720.0,"A data visualization and analytics component, especially well-suited for large and/or streaming datasets.",93.0,30,True,2024-05-23 08:03:19,2.10.1,53.0,perspective-python,conda-forge/perspective,,,['jupyter'],128.0,128.0,https://pypi.org/project/perspective-python,4803.0,24157.0,https://anaconda.org/conda-forge/perspective,2024-07-04 05:23:59.009,723504.0,,,,,3.0,3460.0,,@finos/perspective-jupyterlab,https://www.npmjs.com/package/@finos/perspective-jupyterlab,4301.0,,,,,,,,
239,Hyperopt,hyperopt/hyperopt,hyperopt,,https://github.com/hyperopt/hyperopt,https://github.com/hyperopt/hyperopt,,2011-09-06 22:24:59.000,2024-06-10 22:25:23.000000,2024-03-13 19:58:20,1220.0,,924.0,124.0,275.0,184.0,465.0,7134.0,Distributed Asynchronous Hyperparameter Optimization in Python.,103.0,30,True,,,7.0,hyperopt,conda-forge/hyperopt,,,,15822.0,15822.0,https://pypi.org/project/hyperopt,2167023.0,2178039.0,https://anaconda.org/conda-forge/hyperopt,2023-06-16 16:14:11.076,771136.0,,,,,3.0,,,,,,,,,,,,,
240,DEAP,deap/deap,distributed-ml,,https://github.com/DEAP/deap,https://github.com/DEAP/deap,LGPL-3.0,2014-05-21 20:07:39.000,2024-05-18 12:01:53.615000,2024-05-07 13:49:33,2334.0,2.0,1093.0,190.0,235.0,230.0,282.0,5659.0,Distributed Evolutionary Algorithms in Python.,88.0,30,True,,,6.0,deap,conda-forge/deap,,,,4933.0,4933.0,https://pypi.org/project/deap,183461.0,192367.0,https://anaconda.org/conda-forge/deap,2024-05-18 12:01:53.615,400809.0,,,,,2.0,,,,,,,,,,,,,
241,pyfolio,quantopian/pyfolio,financial-data,,https://github.com/quantopian/pyfolio,https://github.com/quantopian/pyfolio,Apache-2.0,2015-06-01 15:31:39.000,2023-12-23 06:14:58.000000,2020-07-15 13:46:58,1184.0,,1587.0,302.0,294.0,150.0,267.0,5515.0,Portfolio and risk analytics in Python.,60.0,30,False,2019-04-15 11:38:22,0.9.2,8.0,pyfolio,conda-forge/pyfolio,,,,1028.0,1028.0,https://pypi.org/project/pyfolio,7117.0,7291.0,https://anaconda.org/conda-forge/pyfolio,2023-06-16 16:07:59.111,13422.0,,,,,2.0,,,,,,,,,,,,,
242,MLxtend,rasbt/mlxtend,sklearn-utils,,https://github.com/rasbt/mlxtend,https://github.com/rasbt/mlxtend,,2014-08-14 01:56:16.000,2024-07-02 00:51:45.000000,2024-07-02 00:51:45,1646.0,1.0,841.0,116.0,528.0,130.0,342.0,4817.0,A library of extension and helper modules for Pythons data analysis and machine learning libraries.,107.0,30,True,2024-01-05 08:47:39,0.23.1,29.0,mlxtend,conda-forge/mlxtend,,,['sklearn'],14033.0,14033.0,https://pypi.org/project/mlxtend,496954.0,503450.0,https://anaconda.org/conda-forge/mlxtend,2024-01-05 18:58:45.309,311816.0,,,,,2.0,,,,,,,-2.0,,,,,,
243,lightfm,lyst/lightfm,recommender-systems,,https://github.com/lyst/lightfm,https://github.com/lyst/lightfm,Apache-2.0,2015-07-30 08:34:00.000,2024-05-21 15:37:39.000000,2023-04-30 18:36:20,483.0,,670.0,86.0,207.0,145.0,358.0,4665.0,"A Python implementation of LightFM, a hybrid recommendation algorithm.",47.0,30,False,2023-03-20 04:08:46,1.17,9.0,lightfm,conda-forge/lightfm,,,,1481.0,1481.0,https://pypi.org/project/lightfm,545500.0,547891.0,https://anaconda.org/conda-forge/lightfm,2023-06-16 16:08:40.466,186510.0,,,,,2.0,,,,,,,,,,,,,
244,nlpaug,makcedward/nlpaug,nlp,,https://github.com/makcedward/nlpaug,https://github.com/makcedward/nlpaug,MIT,2019-03-21 03:00:17.000,2024-06-24 09:15:15.000000,2022-07-07 05:16:43,738.0,,445.0,41.0,125.0,67.0,154.0,4347.0,Data augmentation for NLP.,33.0,30,False,2022-07-07 05:24:14,1.1.11,25.0,nlpaug,conda-forge/nlpaug,,,,1261.0,1261.0,https://pypi.org/project/nlpaug,105785.0,106369.0,https://anaconda.org/conda-forge/nlpaug,2023-06-16 19:26:38.185,21618.0,,,,,3.0,,,,,,,,,,,,,
245,Alpha Vantage,RomelTorres/alpha_vantage,financial-data,,https://github.com/RomelTorres/alpha_vantage,https://github.com/RomelTorres/alpha_vantage,MIT,2017-04-29 17:23:00.000,2024-07-04 18:10:36.000000,2024-03-19 16:05:30,525.0,,722.0,177.0,84.0,,282.0,4196.0,A python wrapper for Alpha Vantage API for financial data.,43.0,30,True,2020-12-21 02:37:29,2.3.1,5.0,alpha_vantage,conda-forge/alpha_vantage,,,,609.0,609.0,https://pypi.org/project/alpha_vantage,61089.0,61253.0,https://anaconda.org/conda-forge/alpha_vantage,2023-06-16 19:24:19.804,6898.0,,,,,2.0,,,,,,,,,,,,,
246,Dedupe,dedupeio/dedupe,nlp,,https://github.com/dedupeio/dedupe,https://github.com/dedupeio/dedupe,MIT,2012-04-20 14:57:36.000,2024-07-03 17:05:18.000000,2024-07-03 17:05:05,3321.0,18.0,535.0,120.0,377.0,67.0,741.0,4027.0,"A python library for accurate and scalable fuzzy matching, record deduplication and entity-resolution.",72.0,30,True,,,12.0,dedupe,conda-forge/dedupe,,,,328.0,328.0,https://pypi.org/project/dedupe,81289.0,83147.0,https://anaconda.org/conda-forge/dedupe,2023-06-16 19:28:08.623,57605.0,,,,,3.0,,,,,,,,,,,,,
247,sahi,obss/sahi,image,,https://github.com/obss/sahi,https://github.com/obss/sahi,MIT,2021-01-30 12:54:53.000,2024-07-01 18:50:42.000000,2024-07-01 18:49:19,511.0,26.0,549.0,40.0,537.0,,,3783.0,Framework agnostic sliced/tiled inference + interactive ui + error analysis plots.,47.0,30,True,2024-06-02 15:44:03,0.11.17,90.0,sahi,conda-forge/sahi,,,,1184.0,1184.0,https://pypi.org/project/sahi,134185.0,136731.0,https://anaconda.org/conda-forge/sahi,2024-05-21 00:15:11.285,63302.0,,,,,3.0,25753.0,,,,,,,,,,,,
248,implicit,benfred/implicit,recommender-systems,,https://github.com/benfred/implicit,https://github.com/benfred/implicit,MIT,2016-04-17 03:45:23.000,2024-05-27 17:19:38.000000,2023-11-21 21:15:59,435.0,,587.0,77.0,229.0,82.0,406.0,3473.0,Fast Python Collaborative Filtering for Implicit Feedback Datasets.,35.0,30,True,2023-09-29 21:06:57,0.7.2,17.0,implicit,conda-forge/implicit,,,,1383.0,1383.0,https://pypi.org/project/implicit,249668.0,264834.0,https://anaconda.org/conda-forge/implicit,2023-11-21 19:59:55.425,696124.0,,,,,2.0,997.0,,,,,,,,,,,,
249,torchtext,pytorch/text,nlp,,https://github.com/pytorch/text,https://github.com/pytorch/text,BSD-3-Clause,2016-12-12 00:56:03.000,2024-07-04 11:39:13.000000,2024-04-24 22:56:36,1309.0,4.0,796.0,296.0,1467.0,275.0,516.0,3472.0,"Models, data loaders and abstractions for language processing, powered by PyTorch.",155.0,30,True,2024-04-24 16:20:45,0.18.0,31.0,torchtext,,,,['pytorch'],,,https://pypi.org/project/torchtext,732766.0,732766.0,,,,,,,,3.0,,,,,,,,,,,,,
250,tensorflow-hub,tensorflow/hub,tensorflow-utils,,https://github.com/tensorflow/hub,https://github.com/tensorflow/hub,Apache-2.0,2018-03-12 07:55:42.000,2024-06-06 21:49:17.000000,2024-06-06 21:49:15,1186.0,5.0,1663.0,151.0,210.0,8.0,692.0,3452.0,A library for transfer learning by reusing parts of TensorFlow models.,107.0,30,True,2024-01-30 15:53:29,0.16.1,20.0,tensorflow-hub,conda-forge/tensorflow-hub,,,['tensorflow'],,,https://pypi.org/project/tensorflow-hub,3395224.0,3397346.0,https://anaconda.org/conda-forge/tensorflow-hub,2024-05-07 05:39:07.350,99774.0,,,,,2.0,,,,,,,,,,,,,
251,anomalib,openvinotoolkit/anomalib,ml-frameworks,,https://github.com/openvinotoolkit/anomalib,https://github.com/openvinotoolkit/anomalib,Apache-2.0,2021-11-02 09:11:38.000,2024-07-04 09:57:05.000000,2024-07-01 12:00:01,651.0,44.0,605.0,39.0,897.0,107.0,729.0,3390.0,"An anomaly detection library comprising state-of-the-art algorithms and features such as experiment management, hyper-..",79.0,30,True,2024-05-31 15:52:13,1.1.0,31.0,anomalib,,,,,83.0,83.0,https://pypi.org/project/anomalib,19791.0,20156.0,,,,,,,,3.0,11339.0,,,,,,,,,,,,
252,vidgear,abhiTronix/vidgear,image,,https://github.com/abhiTronix/vidgear,https://github.com/abhiTronix/vidgear,Apache-2.0,2019-03-17 02:42:42.000,2024-06-23 19:05:28.000000,2024-06-22 17:36:10,1146.0,85.0,245.0,62.0,119.0,4.0,286.0,3276.0,A High-performance cross-platform Video Processing Python framework powerpacked with unique trailblazing features.,14.0,30,True,2024-06-22 18:41:04,idgear-0.3.3,22.0,vidgear,,,,,575.0,575.0,https://pypi.org/project/vidgear,14290.0,14312.0,,,,,,,,3.0,1450.0,,,,,,,,,,,,
253,tslearn,tslearn-team/tslearn,time-series-data,,https://github.com/tslearn-team/tslearn,https://github.com/tslearn-team/tslearn,BSD-2-Clause,2017-05-04 13:08:13.000,2024-07-01 09:07:36.000000,2024-07-01 04:53:53,1639.0,2.0,325.0,58.0,193.0,117.0,196.0,2830.0,The machine learning toolkit for time series analysis in Python.,43.0,30,True,2023-12-12 14:35:12,0.6.3,25.0,tslearn,conda-forge/tslearn,,,['sklearn'],1333.0,1333.0,https://pypi.org/project/tslearn,369778.0,397187.0,https://anaconda.org/conda-forge/tslearn,2024-02-04 18:41:01.911,1343086.0,,,,,2.0,,,,,,,,,,,,,
254,NeuralForecast,Nixtla/neuralforecast,time-series-data,,https://github.com/Nixtla/neuralforecast,https://github.com/Nixtla/neuralforecast,Apache-2.0,2021-04-26 00:15:19.000,2024-07-04 14:07:55.000000,2024-07-01 22:37:00,1157.0,30.0,310.0,35.0,490.0,99.0,384.0,2687.0,Scalable and user friendly neural forecasting algorithms.,45.0,30,True,2024-07-01 22:39:30,1.7.3,19.0,neuralforecast,conda-forge/neuralforecast,,,,168.0,168.0,https://pypi.org/project/neuralforecast,31869.0,32497.0,https://anaconda.org/conda-forge/neuralforecast,2024-07-02 03:03:58.979,17599.0,,,,,2.0,,,,,,,,,,,,,
