,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,new_addition,updated_github_id,npm_id,npm_url,npm_monthly_downloads,brew_id,apt_id,yum_id,helm_id,trending,maven_id,maven_url,snap_id
222,Feature Engine,feature-engine/feature_engine,others,,https://github.com/feature-engine/feature_engine,https://github.com/feature-engine/feature_engine,BSD-3-Clause,2018-12-31 01:47:18.000,2024-01-08 12:15:41.000000,2024-01-08 12:15:37,306.0,15.0,266.0,33.0,411.0,74.0,224.0,1640.0,Feature engineering package with sklearn like functionality.,43.0,31,True,2022-01-04 17:09:47,1.2.0,19.0,feature_engine,conda-forge/feature_engine,,,,2127.0,2127.0,https://pypi.org/project/feature_engine,118021.0,119079.0,https://anaconda.org/conda-forge/feature_engine,2023-09-19 07:41:06.631,43378.0,,,,,2.0,,,,,,,,,,,,,,
223,torchrec,pytorch/torchrec,recommender-systems,,https://github.com/pytorch/torchrec,https://github.com/pytorch/torchrec,BSD-3-Clause,2021-07-12 23:15:48.000,2024-01-09 21:00:16.000000,2024-01-08 15:40:23,1451.0,134.0,315.0,29.0,1490.0,24.0,100.0,1622.0,Pytorch domain library for recommendation systems.,197.0,31,True,2023-10-05 17:21:59,0.5.0,10.0,torchrec,,,,,84.0,84.0,https://pypi.org/project/torchrec,20817.0,20817.0,,,,,,,,1.0,,,,,,,,,,,,,,
224,TF Model Optimization,tensorflow/model-optimization,tensorflow-utils,,https://github.com/tensorflow/model-optimization,https://github.com/tensorflow/model-optimization,Apache-2.0,2018-10-31 20:34:28.000,2024-01-05 01:33:52.000000,2024-01-05 01:33:47,818.0,3.0,309.0,121.0,768.0,171.0,166.0,1445.0,"A toolkit to optimize ML models for deployment for Keras and TensorFlow, including quantization and pruning.",83.0,31,True,2023-05-26 02:36:01,0.7.5,20.0,tensorflow-model-optimization,,,,['tensorflow'],3412.0,3412.0,https://pypi.org/project/tensorflow-model-optimization,574961.0,574961.0,,,,,,,,2.0,,,,,,,,,,,,,,
225,huggingface_hub,huggingface/huggingface_hub,model-serialisation,,https://github.com/huggingface/huggingface_hub,https://github.com/huggingface/huggingface_hub,Apache-2.0,2020-12-22 10:20:28.000,2024-01-09 17:20:16.000000,2024-01-09 17:20:15,1250.0,133.0,336.0,58.0,1165.0,109.0,572.0,1437.0,The official Python client for the Huggingface Hub.,127.0,31,True,2024-01-05 10:58:08,0.20.2,62.0,huggingface_hub,conda-forge/huggingface_hub,,,,,,https://pypi.org/project/huggingface_hub,20145257.0,20188874.0,https://anaconda.org/conda-forge/huggingface_hub,2024-01-05 19:52:22.775,1526623.0,,,,,3.0,,,,,,,,,,,,,,
226,emcee,dfm/emcee,probabilistics,,https://github.com/dfm/emcee,https://github.com/dfm/emcee,MIT,2011-11-07 16:17:08.000,2024-01-02 10:44:19.000000,2024-01-02 10:44:11,937.0,14.0,417.0,87.0,217.0,46.0,235.0,1391.0,The Python ensemble sampling toolkit for affine-invariant MCMC.,73.0,31,True,2023-01-27 12:18:54,3.1.4,15.0,emcee,conda-forge/emcee,,,,2205.0,2205.0,https://pypi.org/project/emcee,102932.0,106394.0,https://anaconda.org/conda-forge/emcee,2023-06-16 13:16:26.628,318569.0,,,,,2.0,,,,,,,,,,,,,,
227,lets-plot,JetBrains/lets-plot,data-viz,,https://github.com/JetBrains/lets-plot,https://github.com/JetBrains/lets-plot,MIT,2019-03-20 16:13:03.000,2024-01-05 16:40:32.000000,2024-01-04 01:55:10,3734.0,208.0,43.0,160.0,493.0,111.0,368.0,1328.0,Multiplatform plotting library based on Grammar of Graphics.,20.0,31,True,2023-12-28 14:30:03,4.2.0,68.0,lets-plot,,,,,53.0,53.0,https://pypi.org/project/lets-plot,18962.0,18973.0,,,,,,,,2.0,580.0,,,,,,,,,,,,,
228,arch,bashtage/arch,financial-data,,https://github.com/bashtage/arch,https://github.com/bashtage/arch,,2014-08-29 15:41:28.000,2024-01-05 16:10:54.000000,2024-01-05 16:06:48,1120.0,23.0,239.0,44.0,507.0,20.0,181.0,1216.0,ARCH models in Python.,35.0,31,True,2024-01-05 08:18:23,6.3.0,46.0,arch,conda-forge/arch-py,,,,1344.0,1344.0,https://pypi.org/project/arch,235675.0,242080.0,https://anaconda.org/conda-forge/arch-py,2024-01-05 09:54:56.136,275444.0,,,,,2.0,,,,,,,,,,,,,,
229,agate,wireservice/agate,others,,https://github.com/wireservice/agate,https://github.com/wireservice/agate,MIT,2014-04-25 13:59:09.000,2023-12-21 21:50:42.816000,2023-12-21 20:10:06,1524.0,6.0,145.0,41.0,132.0,4.0,640.0,1152.0,A Python data analysis library that is optimized for humans instead of machines.,52.0,31,True,,,10.0,agate,conda-forge/agate,,,,2619.0,2619.0,https://pypi.org/project/agate,3857390.0,3862358.0,https://anaconda.org/conda-forge/agate,2023-12-21 21:50:42.816,158989.0,,,,,2.0,,,,,,,,,,,,,,
230,Geomstats,geomstats/geomstats,ml-frameworks,,https://github.com/geomstats/geomstats,https://github.com/geomstats/geomstats,MIT,2017-10-25 00:44:57.000,2024-01-09 15:24:31.000000,2024-01-09 15:24:31,10340.0,132.0,222.0,36.0,1416.0,171.0,338.0,1108.0,Computations and statistics on manifolds with geometric structures.,87.0,31,True,2023-08-30 05:36:10,2.7.0,22.0,geomstats,conda-forge/geomstats,,https://geomstats.github.io/,,90.0,90.0,https://pypi.org/project/geomstats,3046.0,3155.0,https://anaconda.org/conda-forge/geomstats,2023-08-30 16:59:06.279,2075.0,,,,,3.0,,,,,,,,,,,,,,
231,TensorFlow Transform,tensorflow/transform,tensorflow-utils,,https://github.com/tensorflow/transform,https://github.com/tensorflow/transform,Apache-2.0,2017-02-10 00:36:53.000,2023-12-13 19:43:52.000000,2023-12-13 19:43:51,921.0,6.0,194.0,59.0,98.0,32.0,173.0,979.0,Input pipeline framework.,28.0,31,True,2023-08-11 22:59:18,1.14.0,45.0,tensorflow-transform,,,,['tensorflow'],1591.0,1591.0,https://pypi.org/project/tensorflow-transform,599836.0,599836.0,,,,,,,,2.0,,,,,,,,,,,,,,
232,Satpy,pytroll/satpy,geospatial-data,,https://github.com/pytroll/satpy,https://github.com/pytroll/satpy,GPL-3.0,2016-02-09 20:29:43.000,2024-01-09 15:52:53.000000,2024-01-09 12:57:55,12970.0,484.0,270.0,35.0,1729.0,373.0,610.0,978.0,Python package for earth-observing satellite data processing.,148.0,31,True,2023-12-18 08:08:22,0.46.0,61.0,satpy,conda-forge/satpy,,,,118.0,118.0,https://pypi.org/project/satpy,6699.0,10857.0,https://anaconda.org/conda-forge/satpy,2023-12-18 13:40:45.405,178797.0,,,,,3.0,,,,,,,,,,,,,,
233,hvPlot,holoviz/hvplot,data-viz,,https://github.com/holoviz/hvplot,https://github.com/holoviz/hvplot,BSD-3-Clause,2018-03-19 14:22:41.000,2024-01-05 11:46:42.000000,2023-12-22 10:07:46,641.0,34.0,92.0,23.0,491.0,308.0,397.0,869.0,"A high-level plotting API for pandas, dask, xarray, and networkx built on HoloViews.",45.0,31,True,2023-10-17 08:55:43,0.9.0,17.0,hvplot,conda-forge/hvplot,,,,4199.0,4199.0,https://pypi.org/project/hvplot,123965.0,135897.0,https://anaconda.org/conda-forge/hvplot,2023-12-22 17:00:16.835,513097.0,,,,,2.0,,,,,,,,,,,,,,
234,DIPY,dipy/dipy,medical-data,,https://github.com/dipy/dipy,https://github.com/dipy/dipy,,2010-02-06 11:43:08.000,2024-01-08 17:56:00.000000,2024-01-08 13:58:26,13673.0,306.0,392.0,50.0,1998.0,122.0,750.0,645.0,"DIPY is the paragon 3D/4D+ imaging library in Python. Contains generic methods for spatial normalization, signal..",151.0,31,True,,,15.0,dipy,conda-forge/dipy,,,,977.0,977.0,https://pypi.org/project/dipy,14921.0,19511.0,https://anaconda.org/conda-forge/dipy,2023-06-16 13:16:19.782,422286.0,,,,,3.0,,,,,,,,,,,,,,
235,ivy,unifyai/ivy,ml-frameworks,,https://github.com/unifyai/ivy,https://github.com/unifyai/ivy,,2021-01-19 08:37:25.000,2024-01-09 21:06:43.000000,2024-01-09 15:56:14,17401.0,671.0,5850.0,68.0,11275.0,926.0,15496.0,13864.0,The Unified AI Framework.,1449.0,30,True,,,5.0,ivy,,,,,,,https://pypi.org/project/ivy,768.0,768.0,,,,,,,,3.0,,,,,,,,,,,,,,
236,ParlAI,facebookresearch/ParlAI,nlp,,https://github.com/facebookresearch/ParlAI,https://github.com/facebookresearch/ParlAI,MIT,2017-04-24 17:10:44.000,2023-11-03 14:30:00.000000,2023-11-03 14:30:00,4358.0,2.0,2008.0,287.0,3401.0,50.0,1494.0,10384.0,A framework for training and evaluating AI models on a variety of openly available dialogue datasets.,217.0,30,True,2023-06-06 20:16:41,1.7.2,23.0,parlai,,,,['pytorch'],21.0,21.0,https://pypi.org/project/parlai,1679.0,1679.0,,,,,,,,2.0,,,,,,,,,,,,,,
237,TFlearn,tflearn/tflearn,ml-frameworks,,https://github.com/tflearn/tflearn,https://github.com/tflearn/tflearn,,2016-03-31 12:05:53.000,2023-12-02 19:19:10.000000,2020-11-30 04:34:51,613.0,,2333.0,460.0,260.0,555.0,362.0,9606.0,Deep learning library featuring a higher-level API for TensorFlow.,128.0,30,False,2020-11-11 19:26:11,0.5.0,8.0,tflearn,,,,['tensorflow'],4750.0,4750.0,https://pypi.org/project/tflearn,6307.0,6307.0,,,,,,,,3.0,,,,,,,,,,,,,,
238,PyTorch3D,facebookresearch/pytorch3d,image,,https://github.com/facebookresearch/pytorch3d,https://github.com/facebookresearch/pytorch3d,,2019-10-25 02:23:45.000,2024-01-04 10:28:45.000000,2024-01-04 10:26:56,1129.0,25.0,1192.0,146.0,156.0,227.0,1218.0,7965.0,PyTorch3D is FAIRs library of reusable components for deep learning with 3D data.,133.0,30,True,2023-10-31 20:06:30,0.7.5,17.0,pytorch3d,pytorch3d/pytorch3d,,,['pytorch'],675.0,675.0,https://pypi.org/project/pytorch3d,3555.0,7104.0,https://anaconda.org/pytorch3d/pytorch3d,2023-10-31 20:03:11.190,177476.0,,,,,2.0,,,,,,,,,,,,,,
239,Apex,NVIDIA/apex,gpu-utilities,,https://github.com/NVIDIA/apex,https://github.com/NVIDIA/apex,BSD-3-Clause,2018-04-23 16:28:52.000,2024-01-05 08:03:05.000000,2024-01-05 08:03:05,1160.0,20.0,1228.0,102.0,620.0,620.0,517.0,7790.0,A PyTorch Extension: Tools for easy mixed precision and distributed training in Pytorch.,125.0,30,True,,,2.0,,conda-forge/nvidia-apex,,,['pytorch'],2198.0,2198.0,,,3508.0,https://anaconda.org/conda-forge/nvidia-apex,2023-06-16 16:18:35.589,178924.0,,,,,2.0,,,,,,,,,,,,,,
240,cleanlab,cleanlab/cleanlab,others,,https://github.com/cleanlab/cleanlab,https://github.com/cleanlab/cleanlab,AGPL-3.0,2018-05-11 01:55:21.000,2024-01-09 20:23:33.000000,2024-01-09 15:00:59,1499.0,40.0,602.0,79.0,615.0,85.0,210.0,7669.0,"The standard data-centric AI package for data quality and machine learning with messy, real-world data and labels.",44.0,30,True,2023-09-11 14:44:32,2.5.0,10.0,cleanlab,conda-forge/cleanlab,,,,226.0,226.0,https://pypi.org/project/cleanlab,8732.0,9316.0,https://anaconda.org/conda-forge/cleanlab,2023-09-12 22:14:32.939,19277.0,,,,,2.0,,,,,,,,,,,,,,
241,Bayesian Optimization,fmfn/BayesianOptimization,hyperopt,,https://github.com/bayesian-optimization/BayesianOptimization,https://github.com/bayesian-optimization/BayesianOptimization,MIT,2014-06-06 08:18:56.000,2024-01-09 21:00:05.000000,2023-12-07 21:36:00,355.0,1.0,1426.0,135.0,127.0,12.0,313.0,7242.0,A Python implementation of global optimization with gaussian processes.,42.0,30,True,2023-04-25 21:59:23,1.4.3,13.0,bayesian-optimization,,,,,2307.0,2307.0,https://pypi.org/project/bayesian-optimization,211287.0,211288.0,,,,,,,,2.0,141.0,,bayesian-optimization/BayesianOptimization,,,,,,,,,,,
242,Hyperopt,hyperopt/hyperopt,hyperopt,,https://github.com/hyperopt/hyperopt,https://github.com/hyperopt/hyperopt,,2011-09-06 22:24:59.000,2024-01-03 19:20:21.000000,2023-09-29 18:36:14,1218.0,,908.0,126.0,272.0,257.0,380.0,6973.0,Distributed Asynchronous Hyperparameter Optimization in Python.,102.0,30,True,,,7.0,hyperopt,conda-forge/hyperopt,,,,13230.0,13230.0,https://pypi.org/project/hyperopt,1644148.0,1655772.0,https://anaconda.org/conda-forge/hyperopt,2023-06-16 16:14:11.076,743989.0,,,,,2.0,,,,,,,,,,,,,,
243,lightfm,lyst/lightfm,recommender-systems,,https://github.com/lyst/lightfm,https://github.com/lyst/lightfm,Apache-2.0,2015-07-30 08:34:00.000,2023-12-24 09:12:15.000000,2023-04-30 18:36:20,483.0,,663.0,89.0,206.0,138.0,356.0,4517.0,"A Python implementation of LightFM, a hybrid recommendation algorithm.",47.0,30,True,2023-03-20 04:08:46,1.17,9.0,lightfm,conda-forge/lightfm,,,,1318.0,1318.0,https://pypi.org/project/lightfm,593284.0,595634.0,https://anaconda.org/conda-forge/lightfm,2023-06-16 16:08:40.466,169248.0,,,,,2.0,,,,,,,,,,,,,,
244,aim,aimhubio/aim,ml-experiments,,https://github.com/aimhubio/aim,https://github.com/aimhubio/aim,Apache-2.0,2019-05-31 18:25:07.000,2024-01-09 20:01:52.000000,2024-01-03 23:39:50,2143.0,3.0,260.0,45.0,2109.0,309.0,645.0,4455.0,Aim An easy-to-use & supercharged open-source experiment tracker.,58.0,30,True,2023-06-02 08:59:51,3.17.5,55.0,aim,conda-forge/aim,,,,408.0,408.0,https://pypi.org/project/aim,59705.0,61076.0,https://anaconda.org/conda-forge/aim,2023-06-16 19:26:46.894,41131.0,,,,,2.0,,,,,,,,,,,,,,
245,imutils,PyImageSearch/imutils,image,,https://github.com/PyImageSearch/imutils,https://github.com/PyImageSearch/imutils,MIT,2015-01-11 20:05:39.000,2023-11-12 21:40:25.000000,2022-01-27 13:24:16,139.0,,1005.0,154.0,113.0,94.0,79.0,4433.0,"A series of convenience functions to make basic image processing operations such as translation, rotation, resizing,..",21.0,30,False,,,3.0,imutils,conda-forge/imutils,,,,39784.0,39784.0,https://pypi.org/project/imutils,426108.0,429765.0,https://anaconda.org/conda-forge/imutils,2023-10-27 09:12:56.985,153623.0,,,,,2.0,,,,,,,,,,,,,,
246,sacred,IDSIA/sacred,ml-experiments,,https://github.com/IDSIA/sacred,https://github.com/IDSIA/sacred,MIT,2014-03-31 18:05:29.000,2023-11-28 14:54:27.704000,2023-11-13 07:19:19,1344.0,2.0,362.0,71.0,366.0,97.0,460.0,4128.0,"Sacred is a tool to help you configure, organize, log and reproduce experiments developed at IDSIA.",105.0,30,True,2023-11-13 07:23:02,0.8.5,13.0,sacred,conda-forge/sacred,,,,2779.0,2779.0,https://pypi.org/project/sacred,23065.0,23237.0,https://anaconda.org/conda-forge/sacred,2023-11-28 14:54:27.704,4474.0,,,,,2.0,,,,,,,,,,,,,,
247,bqplot,bqplot/bqplot,data-viz,,https://github.com/bqplot/bqplot,https://github.com/bqplot/bqplot,Apache-2.0,2015-09-26 04:02:18.000,2023-11-06 09:55:37.480000,2023-10-04 07:40:23,3656.0,,445.0,100.0,1043.0,224.0,368.0,3514.0,Plotting library for IPython/Jupyter notebooks.,64.0,30,True,2023-08-04 08:28:46,0.12.41,63.0,bqplot,conda-forge/bqplot,,,['jupyter'],53.0,53.0,https://pypi.org/project/bqplot,108416.0,139624.0,https://anaconda.org/conda-forge/bqplot,2023-11-06 09:55:37.480,1249133.0,,,,,3.0,,,,bqplot,https://www.npmjs.com/package/bqplot,2819.0,,,,,,,,
248,implicit,benfred/implicit,recommender-systems,,https://github.com/benfred/implicit,https://github.com/benfred/implicit,MIT,2016-04-17 03:45:23.000,2023-11-21 21:16:03.000000,2023-11-21 21:15:59,435.0,1.0,579.0,78.0,227.0,73.0,404.0,3352.0,Fast Python Collaborative Filtering for Implicit Feedback Datasets.,34.0,30,True,2023-09-29 21:06:57,0.7.2,7.0,implicit,conda-forge/implicit,,,,1214.0,1214.0,https://pypi.org/project/implicit,145211.0,145238.0,https://anaconda.org/conda-forge/implicit,,,,,,,2.0,670.0,,,,,,,,,,,,,
249,GPyTorch,cornellius-gp/gpytorch,probabilistics,,https://github.com/cornellius-gp/gpytorch,https://github.com/cornellius-gp/gpytorch,MIT,2017-06-09 14:48:20.000,2024-01-08 22:06:19.000000,2023-12-11 18:09:03,3827.0,6.0,502.0,60.0,879.0,303.0,966.0,3324.0,A highly efficient implementation of Gaussian Processes in PyTorch.,127.0,30,True,2023-06-02 22:04:02,1.11,32.0,gpytorch,conda-forge/gpytorch,,,['pytorch'],1766.0,1766.0,https://pypi.org/project/gpytorch,139069.0,142283.0,https://anaconda.org/conda-forge/gpytorch,2023-08-11 22:34:06.614,141416.0,,,,,2.0,,,,,,,,,,,,,,
250,TF-Agents,tensorflow/agents,reinforcement-learning,,https://github.com/tensorflow/agents,https://github.com/tensorflow/agents,Apache-2.0,2018-11-17 00:29:12.000,2023-12-26 03:38:51.000000,2023-12-21 20:29:20,2289.0,27.0,683.0,80.0,203.0,186.0,463.0,2667.0,"TF-Agents: A reliable, scalable and easy to use TensorFlow library for Contextual Bandits and Reinforcement Learning.",149.0,30,True,,,,tf-agents,,,,['tensorflow'],1396.0,1396.0,https://pypi.org/project/tf-agents,26273.0,26273.0,,,,,,,,2.0,,,,,,,,,,,,,,
251,TextAttack,QData/TextAttack,adversarial,,https://github.com/QData/TextAttack,https://github.com/QData/TextAttack,MIT,2019-10-15 00:51:44.000,2023-12-18 14:37:02.000000,2023-11-11 12:54:41,2661.0,13.0,345.0,35.0,510.0,45.0,213.0,2633.0,"TextAttack is a Python framework for adversarial attacks, data augmentation, and model training in NLP..",61.0,30,True,2023-09-11 23:06:00,0.3.9,15.0,textattack,conda-forge/textattack,,,,226.0,226.0,https://pypi.org/project/textattack,4060.0,4234.0,https://anaconda.org/conda-forge/textattack,2023-06-16 19:22:50.186,6991.0,,,,,2.0,,,,,,,,,,,,,,
252,torchaudio,pytorch/audio,audio,,https://github.com/pytorch/audio,https://github.com/pytorch/audio,BSD-2-Clause,2017-05-05 00:38:05.000,2024-01-09 11:34:33.000000,2024-01-08 21:44:55,2296.0,35.0,583.0,75.0,2837.0,165.0,713.0,2305.0,"Data manipulation and transformation for audio signal processing, powered by PyTorch.",221.0,30,True,2023-12-15 02:05:05,2.1.2,27.0,torchaudio,,,,['pytorch'],,,https://pypi.org/project/torchaudio,2153354.0,2153354.0,,,,,,,,2.0,,,,,,,,,,,,,,
253,TFX,tensorflow/tfx,tensorflow-utils,,https://github.com/tensorflow/tfx,https://github.com/tensorflow/tfx,Apache-2.0,2019-02-04 17:14:36.000,2024-01-09 21:35:46.000000,2024-01-09 20:19:51,5465.0,102.0,673.0,88.0,5669.0,35.0,847.0,2040.0,TFX is an end-to-end platform for deploying production ML pipelines.,178.0,30,True,2023-09-06 18:31:57,1.14.0,91.0,tfx,,,,['tensorflow'],,,https://pypi.org/project/tfx,60988.0,60988.0,,,,,,,,2.0,,,,,,,,,,,,,,
254,bt,pmorissette/bt,financial-data,,https://github.com/pmorissette/bt,https://github.com/pmorissette/bt,MIT,2014-06-19 16:06:28.000,2024-01-01 10:51:44.000000,2023-12-11 16:17:44,517.0,12.0,380.0,88.0,101.0,73.0,258.0,1889.0,bt - flexible backtesting for Python.,31.0,30,True,2023-11-20 02:57:57,1.0.0,3.0,bt,conda-forge/bt,,,,1587.0,1587.0,https://pypi.org/project/bt,5862.0,6466.0,https://anaconda.org/conda-forge/bt,2023-11-20 16:37:06.276,19956.0,,,,,2.0,,,,,,,,,,,,,,
255,GPflow,GPflow/GPflow,probabilistics,,https://github.com/GPflow/GPflow,https://github.com/GPflow/GPflow,Apache-2.0,2016-01-14 11:29:24.000,2024-01-08 11:12:14.000000,2024-01-04 11:41:58,2445.0,5.0,419.0,74.0,1259.0,121.0,682.0,1780.0,Gaussian processes in TensorFlow.,84.0,30,True,2023-08-09 08:36:14,2.9.0,48.0,gpflow,conda-forge/gpflow,,,['tensorflow'],604.0,604.0,https://pypi.org/project/gpflow,41344.0,41706.0,https://anaconda.org/conda-forge/gpflow,2023-06-16 16:08:37.785,24661.0,,,,,2.0,,,,,,,,,,,,,,
256,SDV,sdv-dev/SDV,tabular,,https://github.com/sdv-dev/SDV,https://github.com/sdv-dev/SDV,,2018-05-11 15:56:50.000,2024-01-08 08:17:41.000000,2024-01-08 08:17:40,1472.0,79.0,250.0,42.0,653.0,141.0,890.0,1771.0,Synthetic data generation for tabular data.,46.0,30,True,2023-12-05 18:42:59,1.8.0,52.0,sdv,conda-forge/sdv,,,,319.0,319.0,https://pypi.org/project/sdv,37287.0,37913.0,https://anaconda.org/conda-forge/sdv,2023-12-05 23:39:59.074,15660.0,,,,,1.0,,,,,,,,,,,,,,
257,ArcGIS API,Esri/arcgis-python-api,geospatial-data,,https://github.com/Esri/arcgis-python-api,https://github.com/Esri/arcgis-python-api,Apache-2.0,2016-03-16 01:09:14.000,2024-01-09 20:25:55.000000,2023-12-13 15:05:30,4135.0,21.0,1043.0,155.0,1085.0,45.0,607.0,1698.0,Documentation and samples for ArcGIS API for Python.,89.0,30,True,2023-10-03 15:37:18,2.2.0,33.0,arcgis,,esridocker/arcgis-api-python-notebook,,,4.0,4.0,https://pypi.org/project/arcgis,110586.0,110701.0,,,,https://hub.docker.com/r/esridocker/arcgis-api-python-notebook,,,,3.0,10147.0,,,,,,,,,,,,,
258,ffn,pmorissette/ffn,financial-data,,https://github.com/pmorissette/ffn,https://github.com/pmorissette/ffn,MIT,2014-06-19 15:54:09.000,2023-12-31 19:11:58.314000,2023-12-31 15:46:16,440.0,30.0,269.0,59.0,100.0,21.0,99.0,1694.0,ffn - a financial function library for Python.,32.0,30,True,2023-12-31 16:05:45,1.0.1,7.0,ffn,conda-forge/ffn,,,,411.0,411.0,https://pypi.org/project/ffn,180495.0,180689.0,https://anaconda.org/conda-forge/ffn,2023-12-31 19:11:58.314,6405.0,,,,,2.0,,,,,,,,,,,,,,
259,equinox,patrick-kidger/equinox,jax-utils,,https://github.com/patrick-kidger/equinox,https://github.com/patrick-kidger/equinox,Apache-2.0,2021-07-29 02:21:39.000,2024-01-09 18:05:29.000000,2023-12-26 14:29:27,842.0,43.0,104.0,22.0,341.0,87.0,207.0,1607.0,Elegant easy-to-use neural networks + scientific computing in JAX. https://docs.kidger.site/equinox/.,43.0,30,True,2023-11-13 18:28:23,0.11.2,33.0,equinox,,,,['jax'],366.0,366.0,https://pypi.org/project/equinox,55066.0,55066.0,,,,,,,,1.0,,,,,,,,,,,,,,
260,audiomentations,iver56/audiomentations,audio,,https://github.com/iver56/audiomentations,https://github.com/iver56/audiomentations,MIT,2019-02-12 16:36:24.000,2024-01-09 11:14:48.000000,2023-12-15 11:14:27,1110.0,16.0,170.0,21.0,144.0,42.0,123.0,1594.0,A Python library for audio data augmentation. Inspired by albumentations. Useful for machine learning.,24.0,30,True,2023-11-24 08:30:29,0.34.1,35.0,audiomentations,,,,,406.0,406.0,https://pypi.org/project/audiomentations,19617.0,19617.0,,,,,,,,2.0,,,,,,,,,,,,,,
261,pingouin,raphaelvallat/pingouin,probabilistics,,https://github.com/raphaelvallat/pingouin,https://github.com/raphaelvallat/pingouin,GPL-3.0,2018-04-01 01:10:22.000,2023-11-13 20:31:37.000000,2023-11-13 20:31:36,1240.0,15.0,132.0,30.0,101.0,28.0,245.0,1462.0,Statistical package in Python based on Pandas.,43.0,30,True,2022-12-29 22:57:18,0.5.3,38.0,pingouin,conda-forge/pingouin,,,,1666.0,1666.0,https://pypi.org/project/pingouin,59500.0,61326.0,https://anaconda.org/conda-forge/pingouin,2023-06-16 16:12:34.261,111387.0,,,,,2.0,,,,,,,,,,,,,,
262,spacy-transformers,explosion/spacy-transformers,nlp,,https://github.com/explosion/spacy-transformers,https://github.com/explosion/spacy-transformers,MIT,2019-07-26 19:12:34.000,2023-12-19 11:34:09.090000,2023-12-19 06:28:04,1472.0,6.0,152.0,32.0,245.0,,,1305.0,"Use pretrained transformers like BERT, XLNet and GPT-2 in spaCy.",22.0,30,True,2023-12-19 07:41:39,1.3.4,43.0,spacy-transformers,conda-forge/spacy-transformers,,,['spacy'],1435.0,1435.0,https://pypi.org/project/spacy-transformers,166255.0,167258.0,https://anaconda.org/conda-forge/spacy-transformers,2023-12-19 11:34:09.090,26081.0,,,,,2.0,,,,,,,,,,,,,,
