,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,trending,github_release_downloads,updated_github_id,npm_id,npm_url,npm_monthly_downloads,helm_id,brew_id,apt_id,yum_id,new_addition,maven_id,maven_url
204,STUMPY,TDAmeritrade/stumpy,time-series-data,,https://github.com/TDAmeritrade/stumpy,https://github.com/TDAmeritrade/stumpy,BSD-3-Clause,2019-05-03 19:23:44.000,2024-11-17 17:28:39.000000,2024-11-17 17:28:27,1360.0,6.0,322.0,59.0,247.0,61.0,450.0,3681.0,STUMPY is a powerful and scalable Python library for modern time series analysis.,41.0,32,True,2024-07-09 04:43:23,1.13.0,27.0,stumpy,conda-forge/stumpy,,,,972.0,972.0,https://pypi.org/project/stumpy,283734.0,303054.0,https://anaconda.org/conda-forge/stumpy,2024-07-09 04:54:55.949,1043296.0,,,,,2.0,,,,,,,,,,,,,
205,GPyTorch,cornellius-gp/gpytorch,probabilistics,,https://github.com/cornellius-gp/gpytorch,https://github.com/cornellius-gp/gpytorch,MIT,2017-06-09 14:48:20.000,2024-12-12 13:55:23.000000,2024-12-12 13:55:22,3907.0,10.0,539.0,58.0,922.0,339.0,982.0,3603.0,A highly efficient implementation of Gaussian Processes in PyTorch.,136.0,32,True,2024-09-06 21:42:56,1.13,34.0,gpytorch,conda-forge/gpytorch,,,['pytorch'],2516.0,2516.0,https://pypi.org/project/gpytorch,231816.0,235201.0,https://anaconda.org/conda-forge/gpytorch,2024-09-07 18:14:18.267,186199.0,,,,,2.0,,,,,,,,,,,,,
206,VisPy,vispy/vispy,data-viz,,https://github.com/vispy/vispy,https://github.com/vispy/vispy,,2013-03-21 18:43:22.000,2024-11-25 12:35:24.000000,2024-11-09 15:17:22,7402.0,5.0,611.0,115.0,1191.0,325.0,1115.0,3334.0,High-performance interactive 2D/3D data visualization library.,199.0,32,True,2024-06-17 12:39:47,0.14.3,37.0,vispy,conda-forge/vispy,,,['jupyter'],1765.0,1765.0,https://pypi.org/project/vispy,922250.0,935177.0,https://anaconda.org/conda-forge/vispy,2024-09-04 12:47:04.775,658466.0,,,,,2.0,,,,vispy,https://www.npmjs.com/package/vispy,16.0,,,,,,,
207,lightly,lightly-ai/lightly,image,,https://github.com/lightly-ai/lightly,https://github.com/lightly-ai/lightly,MIT,2020-10-13 13:02:56.000,2024-12-12 16:00:37.000000,2024-12-03 08:43:35,1306.0,59.0,283.0,29.0,1169.0,65.0,515.0,3203.0,A python library for self-supervised learning on images.,60.0,32,True,2024-11-29 08:08:48,1.5.15,100.0,lightly,,,,['pytorch'],352.0,352.0,https://pypi.org/project/lightly,59261.0,59261.0,,,,,,,,2.0,,,,,,,,,,,,,
208,NeuralForecast,Nixtla/neuralforecast,time-series-data,,https://github.com/Nixtla/neuralforecast,https://github.com/Nixtla/neuralforecast,Apache-2.0,2021-04-26 00:15:19.000,2024-12-12 14:54:21.000000,2024-11-22 15:34:26,1208.0,27.0,361.0,36.0,548.0,105.0,456.0,3163.0,Scalable and user friendly neural forecasting algorithms.,48.0,32,True,2024-11-22 15:42:38,1.7.6,22.0,neuralforecast,conda-forge/neuralforecast,,,,269.0,269.0,https://pypi.org/project/neuralforecast,60706.0,61507.0,https://anaconda.org/conda-forge/neuralforecast,2024-11-22 21:25:57.787,26460.0,,,,,2.0,,,,,,,,,,,,,
209,scikit-optimize,scikit-optimize/scikit-optimize,hyperopt,,https://github.com/scikit-optimize/scikit-optimize,https://github.com/scikit-optimize/scikit-optimize,BSD-3-Clause,2016-03-20 21:10:54.000,2024-06-05 12:17:25.116000,2021-10-12 13:32:38,1570.0,,515.0,63.0,546.0,254.0,393.0,2746.0,Sequential model-based optimization with a `scipy.optimize` interface.,76.0,32,False,2021-10-12 15:33:19,0.9.0,23.0,scikit-optimize,conda-forge/scikit-optimize,,,,7020.0,7020.0,https://pypi.org/project/scikit-optimize,1007643.0,1022170.0,https://anaconda.org/conda-forge/scikit-optimize,2024-06-05 12:17:25.116,755446.0,,,,,2.0,,,,,,,,,,,,,
210,SDV,sdv-dev/SDV,tabular,,https://github.com/sdv-dev/SDV,https://github.com/sdv-dev/SDV,,2018-05-11 15:56:50.000,2024-12-12 18:11:19.000000,2024-12-12 18:11:16,1800.0,84.0,311.0,46.0,923.0,149.0,1189.0,2411.0,Synthetic data generation for tabular data.,50.0,32,True,2024-11-19 00:18:54,1.17.2,67.0,sdv,conda-forge/sdv,,,,570.0,570.0,https://pypi.org/project/sdv,65558.0,66531.0,https://anaconda.org/conda-forge/sdv,2024-11-20 16:26:18.826,35035.0,,,,,1.0,,,,,,,,,,,,,
211,lets-plot,JetBrains/lets-plot,data-viz,,https://github.com/JetBrains/lets-plot,https://github.com/JetBrains/lets-plot,MIT,2019-03-20 16:13:03.000,2024-12-12 16:57:02.000000,2024-12-12 16:56:58,4480.0,191.0,50.0,172.0,597.0,150.0,493.0,1599.0,Multiplatform plotting library based on the Grammar of Graphics.,21.0,32,True,2024-10-25 16:22:16,4.5.1,82.0,lets-plot,,,,,151.0,151.0,https://pypi.org/project/lets-plot,51955.0,51977.0,,,,,,,,2.0,,1359.0,,,,,,,,,,,
212,arch,bashtage/arch,financial-data,,https://github.com/bashtage/arch,https://github.com/bashtage/arch,,2014-08-29 15:41:28.000,2024-12-10 01:49:14.000000,2024-11-05 17:47:01,1157.0,24.0,248.0,50.0,549.0,27.0,186.0,1343.0,ARCH models in Python.,35.0,32,True,2024-11-04 15:56:53,7.2.0,49.0,arch,conda-forge/arch-py,,,,2215.0,2215.0,https://pypi.org/project/arch,813669.0,821917.0,https://anaconda.org/conda-forge/arch-py,2024-11-05 00:36:23.711,445397.0,,,,,1.0,,,,,,,,,,,,,
213,agate,wireservice/agate,others,,https://github.com/wireservice/agate,https://github.com/wireservice/agate,MIT,2014-04-25 13:59:09.000,2024-07-30 07:34:33.171000,2024-07-30 00:56:56,1557.0,,150.0,40.0,132.0,4.0,645.0,1173.0,A Python data analysis library that is optimized for humans instead of machines.,53.0,32,True,,,15.0,agate,conda-forge/agate,,,,4161.0,4161.0,https://pypi.org/project/agate,13347491.0,13353483.0,https://anaconda.org/conda-forge/agate,2024-07-30 07:34:33.171,257673.0,,,,,2.0,,,,,,,,,,,,,
214,hvPlot,holoviz/hvplot,data-viz,,https://github.com/holoviz/hvplot,https://github.com/holoviz/hvplot,BSD-3-Clause,2018-03-19 14:22:41.000,2024-12-12 17:40:55.000000,2024-12-11 16:25:11,733.0,23.0,109.0,26.0,591.0,352.0,462.0,1154.0,"A high-level plotting API for pandas, dask, xarray, and networkx built on HoloViews.",51.0,32,True,2024-10-17 08:19:52,0.11.1,22.0,hvplot,conda-forge/hvplot,,,,6240.0,6240.0,https://pypi.org/project/hvplot,200772.0,213455.0,https://anaconda.org/conda-forge/hvplot,2024-10-17 10:29:45.764,684899.0,,,,,2.0,,,,,,,,,,,,,
215,Satpy,pytroll/satpy,geospatial-data,,https://github.com/pytroll/satpy,https://github.com/pytroll/satpy,GPL-3.0,2016-02-09 20:29:43.000,2024-12-12 15:31:23.000000,2024-12-12 15:31:13,14286.0,264.0,292.0,34.0,1919.0,407.0,685.0,1077.0,Python package for earth-observing satellite data processing.,173.0,32,True,2024-11-08 15:42:14,0.53.0,69.0,satpy,conda-forge/satpy,,,,154.0,154.0,https://pypi.org/project/satpy,14693.0,19101.0,https://anaconda.org/conda-forge/satpy,2024-11-09 03:23:38.486,238040.0,,,,,3.0,,,,,,,,,,,,,
216,spleeter,deezer/spleeter,audio,,https://github.com/deezer/spleeter,https://github.com/deezer/spleeter,MIT,2019-09-26 15:40:46.000,2024-10-29 16:47:11.000000,2024-10-29 16:47:10,533.0,2.0,2854.0,387.0,125.0,216.0,561.0,26033.0,Deezer source separation library including pretrained models.,21.0,31,True,2021-09-03 09:59:00,2.3.0,10.0,spleeter,conda-forge/spleeter,,,['tensorflow'],847.0,847.0,https://pypi.org/project/spleeter,26231.0,86059.0,https://anaconda.org/conda-forge/spleeter,2023-06-16 16:18:57.741,98607.0,,,,,2.0,,3609186.0,,,,,,,,,,,
217,PaddleHub,PaddlePaddle/PaddleHub,others,,https://github.com/PaddlePaddle/PaddleHub,https://github.com/PaddlePaddle/PaddleHub,Apache-2.0,2018-12-21 06:00:48.000,2024-08-07 03:17:23.000000,2024-08-07 03:17:23,2667.0,,2067.0,184.0,1006.0,571.0,727.0,12766.0,"Awesome pre-trained models toolkit based on PaddlePaddle. (400+ models including Image, Text, Audio, Video and Cross-..",70.0,31,True,2022-11-28 08:29:05,2.3.1,29.0,paddlehub,,,,['paddle'],1796.0,1796.0,https://pypi.org/project/paddlehub,5631.0,5643.0,,,,,,,,2.0,,835.0,,,,,,,,,,,
218,Sonnet,deepmind/sonnet,ml-frameworks,,https://github.com/google-deepmind/sonnet,https://github.com/google-deepmind/sonnet,Apache-2.0,2017-04-03 11:34:35.000,2024-11-14 10:24:59.000000,2024-11-14 10:24:54,866.0,2.0,1288.0,423.0,90.0,32.0,161.0,9790.0,TensorFlow-based neural network library.,59.0,31,True,2024-01-02 11:08:14,2.0.2,13.0,dm-sonnet,conda-forge/sonnet,,,['tensorflow'],1365.0,1365.0,https://pypi.org/project/dm-sonnet,19170.0,19773.0,https://anaconda.org/conda-forge/sonnet,2023-06-16 16:19:12.602,36805.0,,,,,3.0,,,google-deepmind/sonnet,,,,,,,,,,
219,TPOT,EpistasisLab/tpot,hyperopt,,https://github.com/EpistasisLab/tpot,https://github.com/EpistasisLab/tpot,LGPL-3.0,2015-11-03 21:08:40.000,2024-07-25 10:51:05.000000,2024-02-23 19:03:07,2440.0,,1543.0,289.0,434.0,283.0,639.0,9770.0,A Python Automated Machine Learning tool that optimizes machine learning pipelines using genetic programming.,121.0,31,True,2024-02-23 19:05:48,0.12.2,30.0,tpot,conda-forge/tpot,,,['sklearn'],3130.0,3130.0,https://pypi.org/project/tpot,43499.0,48665.0,https://anaconda.org/conda-forge/tpot,2024-02-26 15:57:08.680,279006.0,,,,,2.0,,,,,,,,,,,,,
220,AutoKeras,keras-team/autokeras,hyperopt,,https://github.com/keras-team/autokeras,https://github.com/keras-team/autokeras,Apache-2.0,2017-11-19 23:18:20.000,2024-11-05 17:02:12.000000,2024-11-05 17:02:12,1393.0,2.0,1381.0,301.0,897.0,145.0,759.0,9169.0,AutoML library for deep learning.,145.0,31,True,2024-03-20 21:24:21,2.0.0,59.0,autokeras,,,,['tensorflow'],775.0,775.0,https://pypi.org/project/autokeras,27037.0,27261.0,,,,,,,,2.0,,19055.0,,,,,,,,,,,
221,tsfresh,blue-yonder/tsfresh,time-series-data,,https://github.com/blue-yonder/tsfresh,https://github.com/blue-yonder/tsfresh,MIT,2016-10-26 11:29:17.000,2024-11-19 20:01:46.000000,2024-11-19 20:01:46,563.0,3.0,1196.0,172.0,438.0,57.0,474.0,8483.0,Automatic extraction of relevant features from time series:.,98.0,31,True,2024-08-03 20:51:18,0.20.3,15.0,tsfresh,conda-forge/tsfresh,,,['sklearn'],21.0,21.0,https://pypi.org/project/tsfresh,243275.0,268863.0,https://anaconda.org/conda-forge/tsfresh,2024-08-04 02:13:02.666,1407349.0,,,,,2.0,,,,,,,,,,,,,
222,Apex,NVIDIA/apex,gpu-utilities,,https://github.com/NVIDIA/apex,https://github.com/NVIDIA/apex,BSD-3-Clause,2018-04-23 16:28:52.000,2024-12-09 10:07:11.000000,2024-12-09 10:07:11,1195.0,10.0,1332.0,100.0,667.0,661.0,527.0,8459.0,A PyTorch Extension: Tools for easy mixed precision and distributed training in Pytorch.,130.0,31,True,,,4.0,,conda-forge/nvidia-apex,,,['pytorch'],2871.0,2871.0,,,7441.0,https://anaconda.org/conda-forge/nvidia-apex,2024-11-04 08:44:59.011,372098.0,,,,,2.0,,,,,,,,,,,,,
223,auto-sklearn,automl/auto-sklearn,hyperopt,,https://github.com/automl/auto-sklearn,https://github.com/automl/auto-sklearn,BSD-3-Clause,2015-07-02 15:38:10.000,2024-11-29 14:40:31.000000,2023-04-18 11:08:13,2759.0,,1264.0,214.0,725.0,195.0,829.0,7665.0,Automated Machine Learning with scikit-learn.,88.0,31,False,2023-02-13 12:35:21,0.15.0,35.0,auto-sklearn,conda-forge/auto-sklearn,,,['sklearn'],629.0,629.0,https://pypi.org/project/auto-sklearn,19163.0,19784.0,https://anaconda.org/conda-forge/auto-sklearn,2023-06-16 19:25:30.278,27361.0,,,,,2.0,,67.0,,,,,,,,,,,
224,featuretools,alteryx/featuretools,hyperopt,,https://github.com/alteryx/featuretools,https://github.com/alteryx/featuretools,BSD-3-Clause,2017-09-08 22:15:17.000,2024-12-02 21:04:05.000000,2024-11-13 18:39:43,1380.0,1.0,864.0,158.0,1733.0,148.0,865.0,7297.0,An open source python library for automated feature engineering.,74.0,31,True,2024-05-14 18:59:20,1.31.0,100.0,featuretools,conda-forge/featuretools,,,,1844.0,1844.0,https://pypi.org/project/featuretools,63397.0,67464.0,https://anaconda.org/conda-forge/featuretools,2024-05-15 15:26:44.535,219644.0,,,,,2.0,,,,,,,,,,,,,
225,DeepPavlov,deepmipt/DeepPavlov,nlp,,https://github.com/deeppavlov/DeepPavlov,https://github.com/deeppavlov/DeepPavlov,Apache-2.0,2017-11-17 14:35:29.000,2024-11-26 06:34:46.000000,2024-11-26 06:34:41,2711.0,1.0,1142.0,211.0,1051.0,25.0,615.0,6749.0,An open source library for deep learning end-to-end dialog systems and chatbots.,77.0,31,True,2024-08-12 17:09:11,1.7.0,64.0,deeppavlov,,,,['tensorflow'],420.0,420.0,https://pypi.org/project/deeppavlov,12291.0,12291.0,,,,,,,,2.0,,,deeppavlov/DeepPavlov,,,,,,,,,,
226,pyfolio,quantopian/pyfolio,financial-data,,https://github.com/quantopian/pyfolio,https://github.com/quantopian/pyfolio,Apache-2.0,2015-06-01 15:31:39.000,2023-12-23 06:14:58.000000,2020-07-15 13:46:58,1184.0,,1618.0,305.0,296.0,150.0,267.0,5747.0,Portfolio and risk analytics in Python.,60.0,31,False,2019-04-15 11:38:22,0.9.2,8.0,pyfolio,conda-forge/pyfolio,,,,1105.0,1105.0,https://pypi.org/project/pyfolio,9747.0,9921.0,https://anaconda.org/conda-forge/pyfolio,2023-06-16 16:07:59.111,14299.0,,,,,2.0,,,,,,,,,,,,,
227,D-Tale,man-group/dtale,data-viz,,https://github.com/man-group/dtale,https://github.com/man-group/dtale,LGPL-2.1,2019-07-15 09:34:48.000,2024-12-03 21:32:33.000000,2024-12-03 21:32:24,825.0,12.0,403.0,74.0,301.0,62.0,530.0,4793.0,Visualizer for pandas data structures.,30.0,31,True,2024-12-03 20:15:48,3.16.0,150.0,dtale,conda-forge/dtale,,,"['pandas', 'jupyter']",1296.0,1296.0,https://pypi.org/project/dtale,98483.0,105030.0,https://anaconda.org/conda-forge/dtale,2024-12-03 21:29:44.048,360134.0,,,,,3.0,,,,,,,,,,,,,
228,ftfy,rspeer/python-ftfy,nlp,,https://github.com/rspeer/python-ftfy,https://github.com/rspeer/python-ftfy,,2012-08-24 16:14:59.000,2024-10-30 21:00:49.000000,2024-10-30 21:00:25,674.0,36.0,119.0,75.0,75.0,8.0,136.0,3826.0,"Fixes mojibake and other glitches in Unicode text, after the fact.",20.0,31,True,2024-10-26 00:51:07,6.3.1,15.0,ftfy,conda-forge/ftfy,,,,25132.0,25132.0,https://pypi.org/project/ftfy,4875752.0,4882326.0,https://anaconda.org/conda-forge/ftfy,2024-10-26 15:17:54.666,309019.0,,,,,2.0,,25.0,,,,,,,,,,,
229,ImageHash,JohannesBuchner/imagehash,image,,https://github.com/JohannesBuchner/imagehash,https://github.com/JohannesBuchner/imagehash,BSD-2-Clause,2013-03-02 23:32:48.000,2024-10-09 08:38:40.000000,2024-10-09 08:38:39,344.0,5.0,335.0,65.0,78.0,14.0,124.0,3397.0,A Python Perceptual Image Hashing Module.,27.0,31,True,2021-03-25 13:49:48,4.1.0,7.0,ImageHash,conda-forge/imagehash,,,,15160.0,15160.0,https://pypi.org/project/ImageHash,1522440.0,1526671.0,https://anaconda.org/conda-forge/imagehash,2023-06-16 13:23:10.041,410471.0,,,,,3.0,,,,,,,,,,,,,
230,FairScale,facebookresearch/fairscale,distributed-ml,,https://github.com/facebookresearch/fairscale,https://github.com/facebookresearch/fairscale,BSD-3-Clause,2020-07-07 19:02:01.000,2024-11-26 20:47:58.000000,2024-05-03 16:54:19,704.0,,279.0,50.0,828.0,75.0,285.0,3210.0,PyTorch extensions for high performance and large scale training.,75.0,31,True,2022-12-11 18:09:19,0.4.13,35.0,fairscale,conda-forge/fairscale,,,['pytorch'],6968.0,6968.0,https://pypi.org/project/fairscale,417322.0,426741.0,https://anaconda.org/conda-forge/fairscale,2023-11-28 00:29:10.363,348527.0,,,,,2.0,,,,,,,,,,,,,
231,Keras Tuner,keras-team/keras-tuner,hyperopt,,https://github.com/keras-team/keras-tuner,https://github.com/keras-team/keras-tuner,Apache-2.0,2019-06-06 22:38:21.000,2024-12-01 18:14:29.000000,2024-06-24 17:09:39,1087.0,,391.0,61.0,498.0,217.0,273.0,2859.0,A Hyperparameter Tuning Library for Keras.,61.0,31,True,2024-03-04 19:29:02,1.4.7,32.0,keras-tuner,conda-forge/keras-tuner,,,['tensorflow'],4780.0,4780.0,https://pypi.org/project/keras-tuner,365008.0,366114.0,https://anaconda.org/conda-forge/keras-tuner,2024-03-05 15:33:09.039,44242.0,,,,,2.0,,,,,,,,,,,,,
232,shapash,MAIF/shapash,interpretability,,https://github.com/MAIF/shapash,https://github.com/MAIF/shapash,Apache-2.0,2020-04-29 07:34:23.000,2024-12-09 15:34:15.000000,2024-12-09 15:31:38,1700.0,57.0,333.0,37.0,367.0,35.0,185.0,2749.0,Shapash: User-friendly Explainability and Interpretability to Develop Reliable and Transparent Machine Learning Models.,40.0,31,True,2024-12-09 15:34:15,2.7.5,42.0,shapash,,,,['jupyter'],185.0,185.0,https://pypi.org/project/shapash,32485.0,32485.0,,,,,,,,2.0,,,,,,,,,,,,,
233,category_encoders,scikit-learn-contrib/category_encoders,sklearn-utils,,https://github.com/scikit-learn-contrib/category_encoders,https://github.com/scikit-learn-contrib/category_encoders,BSD-3-Clause,2015-11-29 19:32:37.000,2024-10-02 13:16:06.886000,2024-10-01 21:19:30,966.0,9.0,386.0,39.0,152.0,45.0,248.0,2415.0,A library of sklearn compatible categorical variable encoders.,70.0,31,True,2024-10-01 21:23:20,2.6.4.post1,21.0,category_encoders,conda-forge/category_encoders,,,['sklearn'],2395.0,2395.0,https://pypi.org/project/category_encoders,1529198.0,1536910.0,https://anaconda.org/conda-forge/category_encoders,2024-10-02 13:16:06.886,293070.0,,,,,2.0,,,,,,,,,,,,,
234,bt,pmorissette/bt,financial-data,,https://github.com/pmorissette/bt,https://github.com/pmorissette/bt,MIT,2014-06-19 16:06:28.000,2024-12-01 14:51:06.000000,2024-12-01 14:50:58,561.0,10.0,415.0,92.0,119.0,78.0,265.0,2315.0,bt - flexible backtesting for Python.,34.0,31,True,2024-08-06 13:46:05,1.1.0,5.0,bt,conda-forge/bt,,,,1636.0,1636.0,https://pypi.org/project/bt,9339.0,10575.0,https://anaconda.org/conda-forge/bt,2024-09-21 21:55:35.462,54412.0,,,,,2.0,,,,,,,,,,,,,
235,pygraphistry,graphistry/pygraphistry,graph,,https://github.com/graphistry/pygraphistry,https://github.com/graphistry/pygraphistry,BSD-3-Clause,2015-06-02 20:28:42.000,2024-12-11 21:11:43.000000,2024-12-11 21:11:39,1855.0,290.0,205.0,48.0,290.0,158.0,164.0,2179.0,"PyGraphistry is a Python library to quickly load, shape, embed, and explore big graphs with the GPU-accelerated..",45.0,31,True,2020-08-31 21:05:46,0.11.8,5.0,graphistry,,,,['jupyter'],127.0,127.0,https://pypi.org/project/graphistry,17742.0,17742.0,,,,,,,,2.0,,,,,,,,,,,,,
236,equinox,patrick-kidger/equinox,jax-utils,,https://github.com/patrick-kidger/equinox,https://github.com/patrick-kidger/equinox,Apache-2.0,2021-07-29 02:21:39.000,2024-12-08 02:44:42.000000,2024-12-08 02:34:34,962.0,30.0,143.0,25.0,441.0,156.0,312.0,2153.0,Elegant easy-to-use neural networks + scientific computing in JAX. https://docs.kidger.site/equinox/.,56.0,31,True,2024-12-08 02:44:42,0.11.10,41.0,equinox,,,,['jax'],878.0,878.0,https://pypi.org/project/equinox,297939.0,297939.0,,,,,,,,1.0,,,,,,,,,,,,,
237,jellyfish,jamesturk/jellyfish,nlp,,https://github.com/jamesturk/jellyfish,https://github.com/jamesturk/jellyfish,MIT,2010-07-09 20:41:11.000,2024-12-11 08:37:48.000000,2024-12-11 08:37:48,572.0,7.0,157.0,42.0,83.0,5.0,135.0,2075.0,a python library for doing approximate and phonetic matching of strings.,34.0,31,True,,,17.0,jellyfish,conda-forge/jellyfish,,,,11757.0,11757.0,https://pypi.org/project/jellyfish,6658389.0,6679218.0,https://anaconda.org/conda-forge/jellyfish,2024-12-04 15:11:07.831,1124805.0,,,,,2.0,,,,,,,,,,,,,
238,torchrec,pytorch/torchrec,recommender-systems,,https://github.com/pytorch/torchrec,https://github.com/pytorch/torchrec,BSD-3-Clause,2021-07-12 23:15:48.000,2024-12-12 16:51:10.000000,2024-12-12 16:47:24,2270.0,178.0,442.0,33.0,2444.0,61.0,121.0,1970.0,Pytorch domain library for recommendation systems.,303.0,31,True,2024-10-21 22:05:16,1.0.0-rc3,19.0,torchrec,,,,,157.0,157.0,https://pypi.org/project/torchrec,49813.0,49813.0,,,,,,,,1.0,,,,,,,,,,,,,
239,audiomentations,iver56/audiomentations,audio,,https://github.com/iver56/audiomentations,https://github.com/iver56/audiomentations,MIT,2019-02-12 16:36:24.000,2024-12-09 11:19:11.000000,2024-12-09 11:19:06,1278.0,61.0,190.0,21.0,181.0,44.0,139.0,1898.0,A Python library for audio data augmentation. Inspired by albumentations. Useful for machine learning.,30.0,31,True,2024-12-06 14:35:45,0.38.0,40.0,audiomentations,,,,,628.0,628.0,https://pypi.org/project/audiomentations,50465.0,50465.0,,,,,,,,2.0,,,,,,,,,,,,,
240,Opacus,pytorch/opacus,privacy-ml,,https://github.com/pytorch/opacus,https://github.com/pytorch/opacus,Apache-2.0,2019-12-07 01:58:09.000,2024-12-10 17:22:29.000000,2024-12-10 17:09:05,735.0,6.0,337.0,46.0,392.0,60.0,244.0,1728.0,Training PyTorch models with differential privacy.,82.0,31,True,2024-08-03 10:32:36,1.5.2,24.0,opacus,conda-forge/opacus,,,['pytorch'],926.0,926.0,https://pypi.org/project/opacus,121887.0,122435.0,https://anaconda.org/conda-forge/opacus,2024-08-05 12:31:17.057,19121.0,,,,,2.0,,135.0,,,,,,,,,,,
241,PyKEEN,pykeen/pykeen,graph,,https://github.com/pykeen/pykeen,https://github.com/pykeen/pykeen,MIT,2020-02-24 07:26:03.000,2024-11-10 13:22:24.000000,2024-11-10 13:22:22,2896.0,41.0,187.0,27.0,732.0,93.0,461.0,1704.0,A Python library for learning and evaluating knowledge graph embeddings.,41.0,31,True,2024-10-29 16:35:05,1.11.0,21.0,pykeen,,,,,263.0,263.0,https://pypi.org/project/pykeen,15583.0,15587.0,,,,,,,,2.0,,227.0,,,,,,,,,,,
242,emcee,dfm/emcee,probabilistics,,https://github.com/dfm/emcee,https://github.com/dfm/emcee,MIT,2011-11-07 16:17:08.000,2024-12-07 19:03:02.000000,2024-12-07 19:02:56,953.0,4.0,424.0,86.0,237.0,51.0,242.0,1478.0,The Python ensemble sampling toolkit for affine-invariant MCMC.,74.0,31,True,2024-04-19 09:49:46,3.1.6,18.0,emcee,conda-forge/emcee,,,,2699.0,2699.0,https://pypi.org/project/emcee,1202823.0,1211723.0,https://anaconda.org/conda-forge/emcee,2024-04-22 14:43:59.507,373817.0,,,,,2.0,,,,,,,,,,,,,
243,pyjanitor,pyjanitor-devs/pyjanitor,others,,https://github.com/pyjanitor-devs/pyjanitor,https://github.com/pyjanitor-devs/pyjanitor,MIT,2018-03-04 22:43:33.000,2024-12-12 11:32:34.000000,2024-12-12 11:30:03,1625.0,32.0,171.0,18.0,854.0,106.0,457.0,1370.0,Clean APIs for data cleaning. Python implementation of R package Janitor.,109.0,31,True,2024-12-04 19:50:34,0.30.0,59.0,pyjanitor,conda-forge/pyjanitor,,,,768.0,768.0,https://pypi.org/project/pyjanitor,98587.0,102662.0,https://anaconda.org/conda-forge/pyjanitor,2024-12-05 10:07:32.356,224127.0,,,,,2.0,,,,,,,,,,,,,
244,PySAL,pysal/pysal,geospatial-data,,https://github.com/pysal/pysal,https://github.com/pysal/pysal,BSD-3-Clause,2013-02-19 17:27:42.000,2024-11-18 14:47:40.000000,2024-11-18 14:47:37,4368.0,10.0,281.0,79.0,672.0,17.0,634.0,1346.0,PySAL: Python Spatial Analysis Library Meta-Package.,79.0,31,True,2024-07-30 17:42:50,24.07,37.0,pysal,conda-forge/pysal,,,,1700.0,1700.0,https://pypi.org/project/pysal,35079.0,46233.0,https://anaconda.org/conda-forge/pysal,2024-07-30 21:31:48.610,591182.0,,,,,3.0,,,,,,,,,,,,,
