,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,trending,npm_id,npm_url,npm_monthly_downloads,updated_github_id,helm_id,brew_id,apt_id,yum_id,maven_id,maven_url,snap_id
166,NIPYPE,nipy/nipype,medical-data,,https://github.com/nipy/nipype,https://github.com/nipy/nipype,Apache-2.0,2010-07-22 17:06:49.000,2023-11-15 22:14:56.000000,2023-11-15 22:14:56,14784.0,15.0,484.0,50.0,2273.0,390.0,947.0,704.0,Workflows and interfaces for neuroimaging packages.,251.0,33,True,2022-09-01 22:11:24,1.8.4,46.0,nipype,conda-forge/nipype,,,,3713.0,3713.0,https://pypi.org/project/nipype,80545.0,95605.0,https://anaconda.org/conda-forge/nipype,2023-09-22 18:28:24.915,587346.0,,,,,2.0,,,,,,,,,,,,,
167,InsightFace,deepinsight/insightface,image,,https://github.com/deepinsight/insightface,https://github.com/deepinsight/insightface,,2017-09-01 00:36:51.000,2023-11-14 17:36:10.000000,2023-09-10 02:01:49,2281.0,6.0,4781.0,489.0,150.0,976.0,1342.0,18916.0,State-of-the-art 2D and 3D Face Analysis Project.,57.0,32,True,2023-04-02 07:43:27,0.7,1.0,insightface,,,,['mxnet'],1200.0,1200.0,https://pypi.org/project/insightface,479198.0,623193.0,,,,,,,,2.0,1007967.0,,,,,,,,,,,,
168,Magenta,magenta/magenta,audio,,https://github.com/magenta/magenta,https://github.com/magenta/magenta,Apache-2.0,2016-05-05 20:10:40.000,2023-10-04 00:17:49.000000,2023-07-11 13:03:36,1421.0,,3617.0,765.0,1132.0,353.0,588.0,18728.0,Magenta: Music and Art Generation with Machine Intelligence.,155.0,32,True,2022-08-01 18:18:44,2.1.4,48.0,magenta,,,,['tensorflow'],474.0,474.0,https://pypi.org/project/magenta,3184.0,3184.0,,,,,,,,2.0,,,,,,,,,,,,,
169,zipline,quantopian/zipline,financial-data,,https://github.com/quantopian/zipline,https://github.com/quantopian/zipline,Apache-2.0,2012-10-19 15:50:29.000,2023-07-17 16:46:23.000000,2020-10-14 16:36:49,6226.0,,4107.0,998.0,1868.0,323.0,658.0,16601.0,"Zipline, a Pythonic Algorithmic Trading Library.",160.0,32,False,2020-10-05 15:43:07,1.4.1,13.0,zipline,conda-forge/zipline,,,,960.0,960.0,https://pypi.org/project/zipline,2592.0,2786.0,https://anaconda.org/conda-forge/zipline,2023-06-16 19:21:35.991,7373.0,,,,,1.0,,,,,,,,,,,,,
170,PaddleHub,PaddlePaddle/PaddleHub,others,,https://github.com/PaddlePaddle/PaddleHub,https://github.com/PaddlePaddle/PaddleHub,Apache-2.0,2018-12-21 06:00:48.000,2023-10-18 03:42:44.000000,2023-03-28 11:49:55,2665.0,,2063.0,188.0,1005.0,568.0,711.0,12249.0,"Awesome pre-trained models toolkit based on PaddlePaddle. (400+ models including Image, Text, Audio, Video and Cross-..",69.0,32,True,2022-11-28 08:29:05,2.3.1,29.0,paddlehub,,,,['paddle'],1449.0,1449.0,https://pypi.org/project/paddlehub,6544.0,6555.0,,,,,,,,2.0,664.0,,,,,,,,,,,,
171,PaddleDetection,PaddlePaddle/PaddleDetection,image,,https://github.com/PaddlePaddle/PaddleDetection,https://github.com/PaddlePaddle/PaddleDetection,Apache-2.0,2019-10-25 07:21:14.000,2023-11-14 07:54:46.000000,2023-09-27 02:38:06,2223.0,7.0,2695.0,195.0,3589.0,1277.0,3842.0,11422.0,"Object Detection toolkit based on PaddlePaddle. It supports object detection, instance segmentation, multiple object..",157.0,32,True,2023-10-19 03:47:18,2.7.0,9.0,paddledet,,,,['paddle'],122.0,122.0,https://pypi.org/project/paddledet,709.0,709.0,,,,,,,,2.0,,,,,,,,,,,,,
172,TPOT,EpistasisLab/tpot,hyperopt,,https://github.com/EpistasisLab/tpot,https://github.com/EpistasisLab/tpot,LGPL-3.0,2015-11-03 21:08:40.000,2023-09-06 21:46:11.000000,2023-09-06 21:46:11,2424.0,2.0,1511.0,291.0,424.0,270.0,634.0,9302.0,A Python Automated Machine Learning tool that optimizes machine learning pipelines using genetic programming.,116.0,32,True,2023-08-15 18:21:39,0.12.1,29.0,tpot,conda-forge/tpot,,,['sklearn'],2452.0,2452.0,https://pypi.org/project/tpot,40096.0,45951.0,https://anaconda.org/conda-forge/tpot,2023-08-15 22:49:07.495,240080.0,,,,,2.0,,,,,,,,,,,,,
173,Pydub,jiaaro/pydub,audio,,https://github.com/jiaaro/pydub,https://github.com/jiaaro/pydub,MIT,2011-05-02 18:42:38.000,2023-08-14 20:55:28.000000,2022-12-08 17:49:19,746.0,,957.0,134.0,217.0,275.0,268.0,7858.0,Manipulate audio with a simple and easy high level interface.,95.0,32,True,2021-03-10 02:10:41,0.25.1,31.0,pydub,conda-forge/pydub,,,,42289.0,42289.0,https://pypi.org/project/pydub,2888247.0,2889513.0,https://anaconda.org/conda-forge/pydub,2023-06-16 16:12:25.533,74736.0,,,,,2.0,,,,,,,,,,,,,
174,tensorboardX,lanpa/tensorboardX,ml-experiments,,https://github.com/lanpa/tensorboardX,https://github.com/lanpa/tensorboardX,MIT,2017-06-13 13:54:19.000,2023-11-12 14:28:03.000000,2023-11-12 14:28:03,528.0,4.0,856.0,86.0,274.0,72.0,376.0,7717.0,"tensorboard for pytorch (and chainer, mxnet, numpy, ...).",82.0,32,True,2022-06-05 10:13:32,2.5,17.0,tensorboardX,conda-forge/tensorboardx,,,,36451.0,36451.0,https://pypi.org/project/tensorboardX,2410458.0,2438581.0,https://anaconda.org/conda-forge/tensorboardx,2023-08-20 16:29:43.490,1124752.0,,,,,2.0,400.0,,,,,,,,,,,,
175,stanza,stanfordnlp/stanza,nlp,,https://github.com/stanfordnlp/stanza,https://github.com/stanfordnlp/stanza,,2017-09-26 08:00:56.000,2023-11-16 17:11:31.000000,2023-10-06 05:01:16,4079.0,159.0,837.0,146.0,457.0,76.0,749.0,6854.0,"Stanford NLP Python library for tokenization, sentence segmentation, NER, and parsing of many human languages.",64.0,32,True,2023-10-06 05:16:12,1.6.1,19.0,stanza,stanfordnlp/stanza,,,,2235.0,2235.0,https://pypi.org/project/stanza,158187.0,158351.0,https://anaconda.org/stanfordnlp/stanza,2023-06-16 19:18:21.932,7232.0,,,,,2.0,,,,,,,,,,,,,
176,DeepPavlov,deepmipt/DeepPavlov,nlp,,https://github.com/deeppavlov/DeepPavlov,https://github.com/deeppavlov/DeepPavlov,Apache-2.0,2017-11-17 14:35:29.000,2023-11-16 13:56:10.000000,2023-10-17 11:40:34,2699.0,6.0,1117.0,211.0,1042.0,18.0,613.0,6395.0,An open source library for deep learning end-to-end dialog systems and chatbots.,76.0,32,True,2023-10-17 11:41:15,1.4.0,61.0,deeppavlov,,,,['tensorflow'],362.0,362.0,https://pypi.org/project/deeppavlov,10522.0,10522.0,,,,,,,,2.0,,,,,,deeppavlov/DeepPavlov,,,,,,,
177,PML,KevinMusgrave/pytorch-metric-learning,pytorch-utils,,https://github.com/KevinMusgrave/pytorch-metric-learning,https://github.com/KevinMusgrave/pytorch-metric-learning,MIT,2019-10-23 17:20:35.000,2023-11-11 19:20:33.000000,2023-07-25 15:00:08,1165.0,,622.0,65.0,127.0,50.0,425.0,5539.0,"The easiest way to use deep metric learning in your application. Modular, flexible, and extensible. Written in PyTorch.",38.0,32,True,2023-07-25 15:01:13,2.3.0,54.0,pytorch-metric-learning,metric-learning/pytorch-metric-learning,,,['pytorch'],1014.0,1014.0,https://pypi.org/project/pytorch-metric-learning,361116.0,361352.0,https://anaconda.org/metric-learning/pytorch-metric-learning,2023-06-16 19:17:36.446,10876.0,,,,,1.0,,,,,,,,,,,,,
178,pyfolio,quantopian/pyfolio,financial-data,,https://github.com/quantopian/pyfolio,https://github.com/quantopian/pyfolio,Apache-2.0,2015-06-01 15:31:39.000,2023-10-09 03:38:19.000000,2020-07-15 13:46:58,1184.0,,1525.0,305.0,293.0,145.0,266.0,5216.0,Portfolio and risk analytics in Python.,59.0,32,False,2019-04-15 11:38:22,0.9.2,8.0,pyfolio,conda-forge/pyfolio,,,,902.0,902.0,https://pypi.org/project/pyfolio,10174.0,10357.0,https://anaconda.org/conda-forge/pyfolio,2023-06-16 16:07:59.111,12634.0,,,,,1.0,,,,,,,,,,,,,
179,MLxtend,rasbt/mlxtend,sklearn-utils,,https://github.com/rasbt/mlxtend,https://github.com/rasbt/mlxtend,,2014-08-14 01:56:16.000,2023-09-25 18:40:43.024000,2023-09-23 14:57:17,1634.0,6.0,813.0,117.0,518.0,120.0,336.0,4565.0,A library of extension and helper modules for Pythons data analysis and machine learning libraries.,101.0,32,True,2023-09-23 14:54:16,0.23.0,28.0,mlxtend,conda-forge/mlxtend,,,['sklearn'],11121.0,11121.0,https://pypi.org/project/mlxtend,776581.0,783910.0,https://anaconda.org/conda-forge/mlxtend,2023-09-25 18:40:43.024,293199.0,,,,,2.0,,,,,,,,,,,,,
180,River,online-ml/river,others,,https://github.com/online-ml/river,https://github.com/online-ml/river,BSD-3-Clause,2019-01-24 15:18:26.000,2023-11-15 20:39:53.000000,2023-11-09 14:51:14,3801.0,72.0,491.0,85.0,529.0,92.0,455.0,4508.0,Online machine learning in Python.,106.0,32,True,2023-11-09 14:20:01,0.20.0,13.0,river,conda-forge/river,,,,375.0,375.0,https://pypi.org/project/river,22491.0,24132.0,https://anaconda.org/conda-forge/river,2023-10-06 14:40:00.791,50884.0,,,,,2.0,,,,,,,,,,,,,
181,Captum,pytorch/captum,interpretability,,https://github.com/pytorch/captum,https://github.com/pytorch/captum,BSD-3-Clause,2019-08-27 15:34:41.000,2023-11-15 20:30:39.000000,2023-11-10 17:02:30,1032.0,15.0,438.0,225.0,719.0,159.0,328.0,4270.0,Model interpretability and understanding for PyTorch.,102.0,32,True,2022-12-28 01:14:50,0.6.0,8.0,captum,conda-forge/captum,,,['pytorch'],1577.0,1577.0,https://pypi.org/project/captum,116566.0,117349.0,https://anaconda.org/conda-forge/captum,2023-06-16 19:28:19.191,18018.0,,,,,2.0,,,,,,,,,,,,,
182,NeuralProphet,ourownstory/neural_prophet,time-series-data,,https://github.com/ourownstory/neural_prophet,https://github.com/ourownstory/neural_prophet,MIT,2020-05-04 05:12:43.000,2023-11-07 00:26:23.000000,2023-11-07 00:26:23,1390.0,42.0,436.0,52.0,734.0,36.0,451.0,3398.0,NeuralProphet: A simple forecasting package.,50.0,32,True,2023-06-14 22:41:07,0.6.2,27.0,neuralprophet,,,,['pytorch'],331.0,331.0,https://pypi.org/project/neuralprophet,68684.0,68684.0,,,,,,,,2.0,,,,,,,,,,,,,
183,StatsForecast,Nixtla/statsforecast,time-series-data,,https://github.com/Nixtla/statsforecast,https://github.com/Nixtla/statsforecast,Apache-2.0,2021-11-24 02:19:14.000,2023-11-15 22:14:42.000000,2023-11-15 17:05:35,1219.0,32.0,220.0,30.0,379.0,105.0,145.0,3174.0,Lightning fast forecasting with statistical and econometric models.,34.0,32,True,2023-11-13 18:17:17,1.6.0,24.0,statsforecast,conda-forge/statsforecast,,,,568.0,568.0,https://pypi.org/project/statsforecast,534921.0,537634.0,https://anaconda.org/conda-forge/statsforecast,2023-08-25 15:46:41.512,54261.0,,,,,2.0,,,,,,,,,,,,,
184,Keras Tuner,keras-team/keras-tuner,hyperopt,,https://github.com/keras-team/keras-tuner,https://github.com/keras-team/keras-tuner,Apache-2.0,2019-06-06 22:38:21.000,2023-11-16 17:28:34.000000,2023-11-07 23:08:48,1076.0,41.0,376.0,64.0,484.0,201.0,265.0,2783.0,A Hyperparameter Tuning Library for Keras.,59.0,32,True,2023-11-07 19:21:59,1.4.6,31.0,keras-tuner,conda-forge/keras-tuner,,,['tensorflow'],2859.0,2859.0,https://pypi.org/project/keras-tuner,179243.0,180214.0,https://anaconda.org/conda-forge/keras-tuner,2023-11-10 05:23:26.167,26238.0,,,,,2.0,,,,,,,,,,,,,
185,EvaDB,georgia-tech-db/eva,ml-frameworks,,https://github.com/georgia-tech-db/evadb,https://github.com/georgia-tech-db/evadb,Apache-2.0,2018-09-10 02:26:03.000,2023-11-16 17:54:03.000000,2023-11-16 17:54:01,2402.0,352.0,214.0,26.0,1053.0,73.0,220.0,2438.0,Database system for AI-powered apps.,69.0,32,True,2023-10-18 21:51:25,0.3.8,35.0,evadb,,,,['pytorch'],112.0,112.0,https://pypi.org/project/evadb,14033.0,39510.0,,,,,,,,3.0,407634.0,,,,,georgia-tech-db/evadb,,,,,,,
186,PennyLane,PennyLaneAI/PennyLane,others,,https://github.com/PennyLaneAI/pennylane,https://github.com/PennyLaneAI/pennylane,Apache-2.0,2018-04-17 16:45:42.000,2023-11-16 18:14:31.000000,2023-11-16 17:51:28,3715.0,173.0,489.0,54.0,3797.0,215.0,820.0,1960.0,PennyLane is a cross-platform Python library for differentiable programming of quantum computers. Train a quantum..,147.0,32,True,2023-11-08 20:57:23,0.33.1,52.0,pennylane,conda-forge/pennylane,,,,668.0,668.0,https://pypi.org/project/pennylane,41915.0,43103.0,https://anaconda.org/conda-forge/pennylane,2023-11-02 19:53:25.357,28500.0,,,,,2.0,70.0,,,,,,,,,,,,
187,evaluate,huggingface/evaluate,interpretability,,https://github.com/huggingface/evaluate,https://github.com/huggingface/evaluate,Apache-2.0,2022-03-30 15:08:26.000,2023-11-02 14:07:02.000000,2023-11-02 14:07:02,936.0,6.0,180.0,48.0,295.0,99.0,121.0,1599.0,Evaluate: A library for easily evaluating machine learning models and datasets.,123.0,32,True,2023-10-13 15:57:18,0.4.1,9.0,evaluate,,,,,4855.0,4855.0,https://pypi.org/project/evaluate,1417905.0,1417905.0,,,,,,,,2.0,,,,,,,,,,,,,
188,Geocoder,DenisCarriere/geocoder,geospatial-data,,https://github.com/DenisCarriere/geocoder,https://github.com/DenisCarriere/geocoder,MIT,2014-01-13 04:19:21.000,2023-11-14 19:50:28.000000,2018-10-12 15:53:05,1251.0,,275.0,52.0,156.0,83.0,218.0,1561.0,Python Geocoder.,73.0,32,False,2016-09-05 17:57:51,1.17.3,18.0,geocoder,conda-forge/geocoder,,,,8176.0,8176.0,https://pypi.org/project/geocoder,405255.0,406915.0,https://anaconda.org/conda-forge/geocoder,2023-06-16 13:21:27.128,134498.0,,,,,2.0,,,,,,,,,,,,,geocoder
189,agate,wireservice/agate,others,,https://github.com/wireservice/agate,https://github.com/wireservice/agate,MIT,2014-04-25 13:59:09.000,2023-10-18 11:17:00.880000,2023-10-18 03:51:44,1522.0,27.0,143.0,42.0,131.0,4.0,640.0,1149.0,A Python data analysis library that is optimized for humans instead of machines.,52.0,32,True,,,9.0,agate,conda-forge/agate,,,,2389.0,2389.0,https://pypi.org/project/agate,4767305.0,4772459.0,https://anaconda.org/conda-forge/agate,2023-10-18 11:17:00.880,154643.0,,,,,2.0,,,,,,,,,,,,,
190,hvPlot,holoviz/hvplot,data-viz,,https://github.com/holoviz/hvplot,https://github.com/holoviz/hvplot,BSD-3-Clause,2018-03-19 14:22:41.000,2023-11-15 13:14:22.000000,2023-11-14 18:42:42,626.0,44.0,87.0,23.0,473.0,290.0,387.0,822.0,"A high-level plotting API for pandas, dask, xarray, and networkx built on HoloViews.",44.0,32,True,2023-10-17 08:55:43,0.9.0,17.0,hvplot,conda-forge/hvplot,,,,3931.0,3931.0,https://pypi.org/project/hvplot,119413.0,131590.0,https://anaconda.org/conda-forge/hvplot,2023-10-16 18:32:23.923,499259.0,,,,,2.0,,,,,,,,,,,,,
191,spleeter,deezer/spleeter,audio,,https://github.com/deezer/spleeter,https://github.com/deezer/spleeter,MIT,2019-09-26 15:40:46.000,2023-10-23 19:11:00.000000,2023-07-13 08:50:20,531.0,,2614.0,380.0,117.0,194.0,558.0,23830.0,Deezer source separation library including pretrained models.,19.0,31,True,2021-09-03 09:59:00,2.3.0,10.0,spleeter,conda-forge/spleeter,,,['tensorflow'],611.0,611.0,https://pypi.org/project/spleeter,16104.0,74127.0,https://anaconda.org/conda-forge/spleeter,2023-06-16 16:18:57.741,78673.0,,,,,2.0,2762858.0,,,,,,,,,,,,
192,tinygrad,geohot/tinygrad,pytorch-utils,,https://github.com/tinygrad/tinygrad,https://github.com/tinygrad/tinygrad,MIT,2020-10-18 16:23:12.000,2023-11-16 17:52:13.000000,2023-11-16 17:52:13,2796.0,497.0,2153.0,259.0,1882.0,69.0,327.0,20365.0,You like pytorch? You like micrograd? You love tinygrad!.,236.0,31,True,2023-08-27 16:40:37,0.7.0,4.0,,,,,['pytorch'],29.0,29.0,,,,,,,,,,,2.0,,,,,,tinygrad/tinygrad,,,,,,,
193,ivy,unifyai/ivy,ml-frameworks,,https://github.com/unifyai/ivy,https://github.com/unifyai/ivy,,2021-01-19 08:37:25.000,2023-11-16 15:49:13.000000,2023-11-16 15:49:13,17066.0,1462.0,5880.0,67.0,11087.0,2964.0,13138.0,13771.0,The Unified AI Framework.,1441.0,31,True,,,3.0,ivy,,,,,,,https://pypi.org/project/ivy,548.0,548.0,,,,,,,,3.0,,,,,,,,,,,,,
194,Sonnet,deepmind/sonnet,ml-frameworks,,https://github.com/google-deepmind/sonnet,https://github.com/google-deepmind/sonnet,Apache-2.0,2017-04-03 11:34:35.000,2023-07-21 09:09:23.000000,2023-07-21 09:09:17,859.0,,1268.0,419.0,82.0,32.0,158.0,9622.0,TensorFlow-based neural network library.,58.0,31,True,2020-03-27 10:36:19,2.0.0,13.0,dm-sonnet,conda-forge/sonnet,,,['tensorflow'],1174.0,1174.0,https://pypi.org/project/dm-sonnet,20023.0,20571.0,https://anaconda.org/conda-forge/sonnet,2023-06-16 16:19:12.602,26307.0,,,,,3.0,,,,,,google-deepmind/sonnet,,,,,,,
195,TFlearn,tflearn/tflearn,ml-frameworks,,https://github.com/tflearn/tflearn,https://github.com/tflearn/tflearn,,2016-03-31 12:05:53.000,2023-11-13 18:35:20.000000,2020-11-30 04:34:51,613.0,,2324.0,461.0,259.0,555.0,362.0,9602.0,Deep learning library featuring a higher-level API for TensorFlow.,128.0,31,False,2020-11-11 19:26:11,0.5.0,8.0,tflearn,,,,['tensorflow'],4699.0,4699.0,https://pypi.org/project/tflearn,8205.0,8205.0,,,,,,,,3.0,,,,,,,,,,,,,
196,AutoKeras,keras-team/autokeras,hyperopt,,https://github.com/keras-team/autokeras,https://github.com/keras-team/autokeras,Apache-2.0,2017-11-19 23:18:20.000,2023-10-02 22:40:56.000000,2023-10-02 22:40:55,1387.0,2.0,1372.0,303.0,889.0,128.0,758.0,8976.0,AutoML library for deep learning.,143.0,31,True,2023-01-28 18:28:09,1.1.0,58.0,autokeras,,,,['tensorflow'],593.0,593.0,https://pypi.org/project/autokeras,12663.0,12904.0,,,,,,,,2.0,17395.0,,,,,,,,,,,,
197,deepface,serengil/deepface,image,,https://github.com/serengil/deepface,https://github.com/serengil/deepface,MIT,2020-02-08 20:42:28.000,2023-11-15 13:23:25.000000,2023-10-25 14:29:02,1095.0,18.0,1549.0,111.0,91.0,8.0,790.0,8138.0,"A Lightweight Face Recognition and Facial Attribute Analysis (Age, Gender, Emotion and Race) Library for Python.",47.0,31,True,,,,deepface,,,,,2145.0,2145.0,https://pypi.org/project/deepface,138093.0,138093.0,,,,,,,,2.0,,,,,,,,,,,,,
198,auto-sklearn,automl/auto-sklearn,hyperopt,,https://github.com/automl/auto-sklearn,https://github.com/automl/auto-sklearn,BSD-3-Clause,2015-07-02 15:38:10.000,2023-10-18 14:39:11.000000,2023-04-18 11:08:13,2759.0,,1222.0,215.0,705.0,173.0,827.0,7201.0,Automated Machine Learning with scikit-learn.,88.0,31,True,2023-02-13 12:35:21,0.15.0,35.0,auto-sklearn,conda-forge/auto-sklearn,,,['sklearn'],512.0,512.0,https://pypi.org/project/auto-sklearn,19925.0,20575.0,https://anaconda.org/conda-forge/auto-sklearn,2023-06-16 19:25:30.278,20160.0,,,,,2.0,50.0,,,,,,,,,,,,
199,Bayesian Optimization,fmfn/BayesianOptimization,hyperopt,,https://github.com/bayesian-optimization/BayesianOptimization,https://github.com/bayesian-optimization/BayesianOptimization,MIT,2014-06-06 08:18:56.000,2023-10-22 10:20:09.000000,2023-07-14 06:46:40,354.0,,1414.0,135.0,126.0,13.0,309.0,7111.0,A Python implementation of global optimization with gaussian processes.,41.0,31,True,2023-04-25 21:59:23,1.4.3,13.0,bayesian-optimization,,,,,2178.0,2178.0,https://pypi.org/project/bayesian-optimization,219405.0,219406.0,,,,,,,,2.0,139.0,,,,,bayesian-optimization/BayesianOptimization,,,,,,,
200,cleanlab,cleanlab/cleanlab,others,,https://github.com/cleanlab/cleanlab,https://github.com/cleanlab/cleanlab,AGPL-3.0,2018-05-11 01:55:21.000,2023-11-16 15:21:59.000000,2023-11-16 15:21:59,1471.0,102.0,551.0,72.0,585.0,75.0,196.0,6989.0,"The standard data-centric AI package for data quality and machine learning with messy, real-world data and labels.",39.0,31,True,2023-09-11 14:44:32,2.5.0,10.0,cleanlab,conda-forge/cleanlab,,,,202.0,202.0,https://pypi.org/project/cleanlab,16852.0,17449.0,https://anaconda.org/conda-forge/cleanlab,2023-09-12 22:14:32.939,18508.0,,,,,2.0,,,,,,,,,,,,,
201,Perspective,finos/perspective,data-viz,,https://github.com/finos/perspective,https://github.com/finos/perspective,Apache-2.0,2017-11-02 16:27:54.000,2023-11-15 22:13:15.000000,2023-11-14 16:20:36,5797.0,76.0,857.0,112.0,1560.0,101.0,580.0,6932.0,"A data visualization and analytics component, especially well-suited for large and/or streaming datasets.",93.0,31,True,2023-11-01 07:55:13,2.6.1,46.0,perspective-python,conda-forge/perspective,,,['jupyter'],101.0,101.0,https://pypi.org/project/perspective-python,7848.0,20845.0,https://anaconda.org/conda-forge/perspective,2023-11-06 15:43:21.069,480869.0,,,,,2.0,1572.0,,@finos/perspective-jupyterlab,https://www.npmjs.com/package/@finos/perspective-jupyterlab,876.0,,,,,,,,
202,Darts,unit8co/darts,time-series-data,,https://github.com/unit8co/darts,https://github.com/unit8co/darts,Apache-2.0,2018-09-13 15:17:28.000,2023-11-16 13:16:28.000000,2023-11-16 13:16:24,1105.0,38.0,726.0,62.0,865.0,223.0,980.0,6641.0,A python library for user-friendly forecasting and anomaly detection on time series.,105.0,31,True,2023-09-16 17:34:09,0.26.0,37.0,u8darts,conda-forge/u8darts-all,unit8/darts,,,413.0,413.0,https://pypi.org/project/u8darts,12709.0,14062.0,https://anaconda.org/conda-forge/u8darts-all,2023-09-16 21:13:02.960,37712.0,https://hub.docker.com/r/unit8/darts,2023-09-16 17:47:31.409750,,442.0,2.0,,,,,,,,,,,,,
203,tensorpack,tensorpack/tensorpack,ml-frameworks,,https://github.com/tensorpack/tensorpack,https://github.com/tensorpack/tensorpack,Apache-2.0,2015-12-25 23:08:44.000,2023-08-06 00:30:36.000000,2023-08-06 00:30:36,2944.0,,1809.0,200.0,206.0,10.0,1343.0,6285.0,"A Neural Net Training Interface on TensorFlow, with focus on speed + flexibility.",58.0,31,True,2019-01-18 19:18:13,doc-v0.9.0.1,3.0,tensorpack,conda-forge/tensorpack,,,['tensorflow'],1395.0,1395.0,https://pypi.org/project/tensorpack,13960.0,14366.0,https://anaconda.org/conda-forge/tensorpack,2023-06-16 19:27:42.012,10119.0,,,,,3.0,159.0,,,,,,,,,,,,
204,skorch,skorch-dev/skorch,ml-frameworks,,https://github.com/skorch-dev/skorch,https://github.com/skorch-dev/skorch,BSD-3-Clause,2017-07-18 00:13:54.000,2023-10-30 14:27:57.000000,2023-10-29 22:14:08,1076.0,7.0,355.0,83.0,517.0,50.0,447.0,5398.0,A scikit-learn compatible neural network library that wraps PyTorch.,60.0,31,True,2023-09-04 10:10:59,0.15.0,15.0,skorch,conda-forge/skorch,,,"['pytorch', 'sklearn']",1005.0,1005.0,https://pypi.org/project/skorch,54173.0,74620.0,https://anaconda.org/conda-forge/skorch,2023-09-06 08:43:59.780,777001.0,,,,,3.0,,,,,,,,,,,,,
205,DEAP,deap/deap,distributed-ml,,https://github.com/DEAP/deap,https://github.com/DEAP/deap,LGPL-3.0,2014-05-21 20:07:39.000,2023-10-25 19:50:57.000000,2023-07-28 00:16:45,2332.0,,1066.0,191.0,230.0,222.0,278.0,5345.0,Distributed Evolutionary Algorithms in Python.,87.0,31,True,,,6.0,deap,conda-forge/deap,,,,4109.0,4109.0,https://pypi.org/project/deap,208260.0,217574.0,https://anaconda.org/conda-forge/deap,2023-09-25 01:16:08.711,344630.0,,,,,2.0,,,,,,,,,,,,,
