,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,updated_github_id,trending,npm_id,npm_url,npm_monthly_downloads,helm_id,brew_id,apt_id,yum_id,maven_id,maven_url,snap_id
136,scikit-learn-intelex,intel/scikit-learn-intelex,sklearn-utils,,https://github.com/intel/scikit-learn-intelex,https://github.com/intel/scikit-learn-intelex,Apache-2.0,2018-08-07 06:45:41.000,2023-11-30 17:53:01.000000,2023-11-28 15:01:51,1498.0,100.0,153.0,31.0,1347.0,40.0,167.0,1079.0,Intel(R) Extension for Scikit-learn is a seamless way to speed up your Scikit-learn application.,77.0,34,True,2023-11-30 17:53:01,2024.0.1,23.0,scikit-learn-intelex,conda-forge/scikit-learn-intelex,,,['sklearn'],8720.0,8720.0,https://pypi.org/project/scikit-learn-intelex,292857.0,300129.0,https://anaconda.org/conda-forge/scikit-learn-intelex,2023-07-25 12:42:29.795,225444.0,,,,,1.0,,,,,,,,,,,,,
137,Nilearn,nilearn/nilearn,medical-data,,https://github.com/nilearn/nilearn,https://github.com/nilearn/nilearn,,2011-01-09 19:02:23.000,2023-11-30 15:55:05.000000,2023-11-30 09:35:30,10128.0,121.0,528.0,69.0,2226.0,240.0,1658.0,1059.0,Machine learning for NeuroImaging in Python.,229.0,34,True,2023-10-01 19:30:40,0.10.2,22.0,nilearn,conda-forge/nilearn,,,['sklearn'],2715.0,2715.0,https://pypi.org/project/nilearn,53095.0,60177.0,https://anaconda.org/conda-forge/nilearn,2023-10-02 11:59:55.930,254804.0,,,,,2.0,147.0,,,,,,,,,,,,
138,detectron2,facebookresearch/detectron2,image,,https://github.com/facebookresearch/detectron2,https://github.com/facebookresearch/detectron2,Apache-2.0,2019-09-05 21:30:20.000,2023-11-30 09:37:14.142000,2023-11-06 20:14:35,1493.0,8.0,6719.0,384.0,644.0,369.0,3031.0,27312.0,"Detectron2 is a platform for object detection, segmentation and other visual recognition tasks.",261.0,33,True,2021-11-15 22:08:26,0.6,10.0,detectron2,conda-forge/detectron2,,,['pytorch'],1483.0,1483.0,https://pypi.org/project/detectron2,,5348.0,https://anaconda.org/conda-forge/detectron2,2023-11-30 09:37:14.142,213939.0,,,,,2.0,,,,,,,,,,,,,
139,MindsDB,mindsdb/mindsdb,ml-frameworks,,https://github.com/mindsdb/mindsdb,https://github.com/mindsdb/mindsdb,,2018-08-02 17:56:45.000,2023-11-30 16:58:22.000000,2023-11-30 13:33:05,16214.0,2186.0,2518.0,377.0,4419.0,497.0,3083.0,19110.0,MindsDB connects AI models to real time data.,811.0,33,True,2023-11-09 13:04:28,23.11.1.0,100.0,mindsdb,,,,['pytorch'],,,https://pypi.org/project/mindsdb,12700.0,12700.0,,,,,,,,3.0,,,,,,,,,,,,,
140,NNI,microsoft/nni,hyperopt,,https://github.com/microsoft/nni,https://github.com/microsoft/nni,MIT,2018-06-01 05:51:44.000,2023-10-30 04:23:19.000000,2023-10-26 05:31:53,3012.0,1.0,1769.0,284.0,3502.0,337.0,1675.0,13424.0,"An open source AutoML toolkit for automate machine learning lifecycle, including feature engineering, neural..",192.0,33,True,2023-09-14 12:12:06,3.0,40.0,nni,,,,,514.0,514.0,https://pypi.org/project/nni,17328.0,17328.0,,,,,,,,1.0,,,,,,,,,,,,,
141,Turi Create,apple/turicreate,ml-frameworks,,https://github.com/apple/turicreate,https://github.com/apple/turicreate,BSD-3-Clause,2017-12-01 00:42:04.000,2023-11-01 06:14:06.000000,2021-11-29 19:55:31,1571.0,,1124.0,340.0,1683.0,502.0,1294.0,11123.0,Turi Create simplifies the development of custom machine learning models.,86.0,33,False,2020-09-30 22:44:07,6.4.1,30.0,turicreate,,,,,363.0,363.0,https://pypi.org/project/turicreate,20375.0,20508.0,,,,,,,,3.0,9479.0,,,,,,,,,,,,
142,Lime,marcotcr/lime,interpretability,,https://github.com/marcotcr/lime,https://github.com/marcotcr/lime,BSD-2-Clause,2016-03-15 22:18:10.000,2023-10-25 13:56:47.000000,2021-07-29 23:17:25,531.0,,1715.0,264.0,114.0,82.0,535.0,10999.0,Lime: Explaining the predictions of any machine learning classifier.,62.0,33,False,2020-04-03 22:05:03,0.2.0.0,18.0,lime,conda-forge/lime,,,,4658.0,4658.0,https://pypi.org/project/lime,310354.0,312678.0,https://anaconda.org/conda-forge/lime,2023-06-16 13:18:57.655,192970.0,,,,,1.0,,,,,,,,,,,,,
143,ParlAI,facebookresearch/ParlAI,nlp,,https://github.com/facebookresearch/ParlAI,https://github.com/facebookresearch/ParlAI,MIT,2017-04-24 17:10:44.000,2023-11-03 14:30:00.000000,2023-11-03 14:30:00,4358.0,10.0,2007.0,287.0,3401.0,50.0,1494.0,10370.0,A framework for training and evaluating AI models on a variety of openly available dialogue datasets.,217.0,33,True,2023-06-06 20:16:41,1.7.2,23.0,parlai,,,,['pytorch'],21.0,21.0,https://pypi.org/project/parlai,2329.0,2329.0,,,,,,,,2.0,,,,,,,,,,,,,
144,Ludwig,ludwig-ai/ludwig,ml-frameworks,,https://github.com/ludwig-ai/ludwig,https://github.com/ludwig-ai/ludwig,Apache-2.0,2018-12-27 23:58:12.000,2023-11-30 16:21:29.000000,2023-11-29 04:24:33,3738.0,124.0,1078.0,189.0,2713.0,264.0,737.0,10186.0,"Low-code framework for building custom LLMs, neural networks, and other AI models.",146.0,33,True,2023-10-13 15:47:19,0.8.6,42.0,ludwig,,,,['tensorflow'],222.0,222.0,https://pypi.org/project/ludwig,5917.0,5917.0,,,,,,,,3.0,,,,,,,,,,,,,
145,Vowpal Wabbit,VowpalWabbit/vowpal_wabbit,ml-frameworks,,https://github.com/VowpalWabbit/vowpal_wabbit,https://github.com/VowpalWabbit/vowpal_wabbit,BSD-3-Clause,2009-07-31 19:36:58.000,2023-11-30 15:28:58.000000,2023-11-17 16:27:58,10398.0,9.0,1859.0,349.0,3410.0,128.0,1130.0,8324.0,Vowpal Wabbit is a machine learning system which pushes the frontier of machine learning with techniques such as..,332.0,33,True,2023-07-19 14:18:35,9.9.0,29.0,vowpalwabbit,conda-forge/vowpalwabbit,,,,,,https://pypi.org/project/vowpalwabbit,139364.0,143028.0,https://anaconda.org/conda-forge/vowpalwabbit,2023-10-08 10:19:04.401,135580.0,,,,,3.0,,,,,,,,,,,,,
146,Pydub,jiaaro/pydub,audio,,https://github.com/jiaaro/pydub,https://github.com/jiaaro/pydub,MIT,2011-05-02 18:42:38.000,2023-11-28 07:14:23.000000,2022-12-08 17:49:19,746.0,,959.0,134.0,219.0,274.0,269.0,7916.0,Manipulate audio with a simple and easy high level interface.,95.0,33,True,2021-03-10 02:10:41,0.25.1,31.0,pydub,conda-forge/pydub,,,,43465.0,43465.0,https://pypi.org/project/pydub,2907313.0,2908597.0,https://anaconda.org/conda-forge/pydub,2023-06-16 16:12:25.533,75791.0,,,,,2.0,,,,,,,,,,,,,
147,PaddleSeg,PaddlePaddle/PaddleSeg,image,,https://github.com/PaddlePaddle/PaddleSeg,https://github.com/PaddlePaddle/PaddleSeg,Apache-2.0,2019-08-26 02:32:22.000,2023-11-30 08:38:45.000000,2023-11-30 08:38:45,2893.0,13.0,1569.0,87.0,1618.0,354.0,1601.0,7803.0,"Easy-to-use image segmentation library with awesome pre-trained model zoo, supporting wide-range of practical tasks in..",116.0,33,True,2023-10-18 03:54:18,2.9.0,19.0,paddleseg,,,,['paddle'],1076.0,1076.0,https://pypi.org/project/paddleseg,2047.0,2047.0,,,,,,,,2.0,,,,,,,,,,,,,
148,Metaflow,Netflix/metaflow,ml-experiments,,https://github.com/Netflix/metaflow,https://github.com/Netflix/metaflow,Apache-2.0,2019-09-17 17:48:25.000,2023-11-29 22:18:00.000000,2023-11-29 15:32:51,808.0,59.0,643.0,277.0,1061.0,248.0,332.0,7175.0,Build and manage real-life data science projects with ease!.,75.0,33,True,2023-11-17 12:27:39,2.10.7,100.0,metaflow,conda-forge/metaflow,,,,558.0,558.0,https://pypi.org/project/metaflow,198156.0,202047.0,https://anaconda.org/conda-forge/metaflow,2023-11-17 18:24:14.039,155645.0,,,,,2.0,,,,,,,,,,,,,
149,featuretools,alteryx/featuretools,hyperopt,,https://github.com/alteryx/featuretools,https://github.com/alteryx/featuretools,BSD-3-Clause,2017-09-08 22:15:17.000,2023-11-09 22:48:54.000000,2023-10-26 18:06:30,1312.0,10.0,823.0,158.0,1650.0,171.0,803.0,6885.0,An open source python library for automated feature engineering.,71.0,33,True,2023-10-26 18:21:15,1.28.0,100.0,featuretools,conda-forge/featuretools,,,,1474.0,1474.0,https://pypi.org/project/featuretools,54142.0,58348.0,https://anaconda.org/conda-forge/featuretools,2023-10-27 14:28:34.721,172472.0,,,,,1.0,,,,,,,,,,,,,
150,cuDF,rapidsai/cudf,gpu-utilities,,https://github.com/rapidsai/cudf,https://github.com/rapidsai/cudf,Apache-2.0,2017-05-07 03:43:37.000,2023-11-30 18:13:06.000000,2023-11-30 17:00:21,37778.0,815.0,767.0,146.0,8710.0,887.0,4907.0,6640.0,cuDF - GPU DataFrame Library.,265.0,33,True,2023-11-16 22:26:55,23.10.02,43.0,cudf,,,,,49.0,49.0,https://pypi.org/project/cudf,4624.0,4624.0,,,,,,,,2.0,,,,,,,,,,,,,
151,InterpretML,interpretml/interpret,interpretability,,https://github.com/interpretml/interpret,https://github.com/interpretml/interpret,MIT,2019-05-03 05:47:52.000,2023-11-29 23:10:39.000000,2023-11-29 23:07:31,2835.0,90.0,678.0,142.0,89.0,75.0,322.0,5792.0,Fit interpretable models. Explain blackbox machine learning.,39.0,33,True,2023-08-28 03:48:17,0.4.4,39.0,interpret,,,,['jupyter'],570.0,570.0,https://pypi.org/project/interpret,83210.0,83210.0,,,,,,,,1.0,,,,,,,,,,,,,
152,FiftyOne,voxel51/fiftyone,data-viz,,https://github.com/voxel51/fiftyone,https://github.com/voxel51/fiftyone,Apache-2.0,2020-04-22 13:43:28.000,2023-11-30 17:23:27.000000,2023-11-22 19:27:12,18642.0,633.0,435.0,51.0,2486.0,408.0,958.0,5485.0,"Visualize, create, and debug image and video datasets and model predictions.",98.0,33,True,2023-11-06 14:21:11,db-v0.4.3,77.0,fiftyone,,,,"['tensorflow', 'pytorch', 'jupyter']",444.0,444.0,https://pypi.org/project/fiftyone,52392.0,52392.0,,,,,,,,2.0,,,,,,,,,,,,,
153,ClearML,allegroai/clearml,ml-experiments,,https://github.com/allegroai/clearml,https://github.com/allegroai/clearml,Apache-2.0,2019-06-10 08:18:32.000,2023-11-29 10:12:26.000000,2023-11-29 10:12:19,2247.0,60.0,605.0,92.0,240.0,398.0,514.0,4883.0,"ClearML - Auto-Magical CI/CD to streamline your ML workflow. Experiment Manager, MLOps and Data-Management.",88.0,33,True,2023-11-08 21:09:23,1.13.2,90.0,clearml,,allegroai/trains,,,820.0,820.0,https://pypi.org/project/clearml,226192.0,226795.0,,,,https://hub.docker.com/r/allegroai/trains,2020-10-05 10:16:46.865671,,30188.0,2.0,1803.0,,,,,,,,,,,,
154,ART,Trusted-AI/adversarial-robustness-toolbox,adversarial,,https://github.com/Trusted-AI/adversarial-robustness-toolbox,https://github.com/Trusted-AI/adversarial-robustness-toolbox,MIT,2018-03-15 14:40:43.000,2023-11-30 17:31:26.000000,2023-11-30 17:03:45,11995.0,134.0,1054.0,101.0,1272.0,113.0,739.0,4154.0,"Adversarial Robustness Toolbox (ART) - Python Library for Machine Learning Security - Evasion, Poisoning, Extraction,..",133.0,33,True,2023-09-22 14:42:30,1.16.0,54.0,adversarial-robustness-toolbox,conda-forge/adversarial-robustness-toolbox,,,,453.0,453.0,https://pypi.org/project/adversarial-robustness-toolbox,27852.0,28719.0,https://anaconda.org/conda-forge/adversarial-robustness-toolbox,2023-09-22 17:09:10.511,34692.0,,,,,1.0,,,,,,,,,,,,,
155,tensorflow-probability,tensorflow/probability,probabilistics,,https://github.com/tensorflow/probability,https://github.com/tensorflow/probability,Apache-2.0,2017-10-23 23:50:54.000,2023-11-29 21:11:46.000000,2023-11-29 21:11:42,12025.0,62.0,1021.0,167.0,458.0,574.0,736.0,4000.0,Probabilistic reasoning and statistical analysis in TensorFlow.,486.0,33,True,2023-11-20 23:32:05,0.23.0,50.0,tensorflow-probability,conda-forge/tensorflow-probability,,,['tensorflow'],,,https://pypi.org/project/tensorflow-probability,1330834.0,1334396.0,https://anaconda.org/conda-forge/tensorflow-probability,2023-11-15 10:36:45.409,117554.0,,,,,2.0,,,,,,,,,,,,,
156,Core ML Tools,apple/coremltools,model-serialisation,,https://github.com/apple/coremltools,https://github.com/apple/coremltools,BSD-3-Clause,2017-06-30 07:39:02.000,2023-11-30 18:09:43.000000,2023-11-28 19:54:46,1109.0,37.0,535.0,116.0,813.0,251.0,1007.0,3745.0,"Core ML tools contain supporting tools for Core ML model conversion, editing, and validation.",158.0,33,True,2023-11-01 14:46:14,7.1,36.0,coremltools,conda-forge/coremltools,,,,3471.0,3471.0,https://pypi.org/project/coremltools,196657.0,198202.0,https://anaconda.org/conda-forge/coremltools,2023-06-16 19:23:14.592,52740.0,,,,,2.0,8919.0,,,,,,,,,,,,
157,PyQtGraph,pyqtgraph/pyqtgraph,data-viz,,https://github.com/pyqtgraph/pyqtgraph,https://github.com/pyqtgraph/pyqtgraph,,2013-09-12 07:18:21.000,2023-11-28 13:06:35.000000,2023-11-18 21:06:29,3845.0,64.0,1018.0,155.0,1551.0,342.0,861.0,3483.0,Fast data visualization and GUI tools for scientific / engineering applications.,265.0,33,True,2023-04-14 21:24:10,pyqtgraph-0.13.3,13.0,pyqtgraph,conda-forge/pyqtgraph,,,,8340.0,8340.0,https://pypi.org/project/pyqtgraph,177362.0,183345.0,https://anaconda.org/conda-forge/pyqtgraph,2023-06-16 13:19:32.302,490675.0,,,,,2.0,,,,,,,,,,,,,
158,StatsForecast,Nixtla/statsforecast,time-series-data,,https://github.com/Nixtla/statsforecast,https://github.com/Nixtla/statsforecast,Apache-2.0,2021-11-24 02:19:14.000,2023-11-29 23:18:05.000000,2023-11-28 23:31:20,1226.0,34.0,222.0,30.0,388.0,100.0,155.0,3214.0,Lightning fast forecasting with statistical and econometric models.,34.0,33,True,2023-11-13 18:17:17,1.6.0,24.0,statsforecast,conda-forge/statsforecast,,,,600.0,600.0,https://pypi.org/project/statsforecast,523268.0,526014.0,https://anaconda.org/conda-forge/statsforecast,2023-08-25 15:46:41.512,54923.0,,,,,1.0,,,,,,,,,,,,,
159,VisPy,vispy/vispy,data-viz,,https://github.com/vispy/vispy,https://github.com/vispy/vispy,,2013-03-21 18:43:22.000,2023-11-22 13:44:23.000000,2023-10-31 15:18:07,7309.0,39.0,597.0,117.0,1147.0,304.0,1100.0,3150.0,High-performance interactive 2D/3D data visualization library.,189.0,33,True,2023-10-03 22:23:12,0.14.1,35.0,vispy,conda-forge/vispy,,,['jupyter'],1328.0,1328.0,https://pypi.org/project/vispy,399264.0,410929.0,https://anaconda.org/conda-forge/vispy,2023-10-04 03:59:45.400,442919.0,,,,,2.0,,,,vispy,https://www.npmjs.com/package/vispy,10.0,,,,,,,
160,datashader,holoviz/datashader,data-viz,,https://github.com/holoviz/datashader,https://github.com/holoviz/datashader,BSD-3-Clause,2015-12-23 18:02:20.000,2023-11-06 08:46:38.000000,2023-10-27 18:17:16,1488.0,24.0,353.0,92.0,731.0,126.0,440.0,3104.0,Quickly and accurately render even the largest data.,54.0,33,True,2023-10-26 15:10:16,0.16.0,33.0,datashader,conda-forge/datashader,,,,3245.0,3245.0,https://pypi.org/project/datashader,74329.0,91562.0,https://anaconda.org/conda-forge/datashader,2023-10-27 12:10:53.716,723819.0,,,,,2.0,,,,,,,,,,,,,
161,BoTorch,pytorch/botorch,hyperopt,,https://github.com/pytorch/botorch,https://github.com/pytorch/botorch,MIT,2018-07-30 23:59:57.000,2023-11-30 11:51:52.000000,2023-11-27 21:37:54,1748.0,94.0,338.0,54.0,1479.0,51.0,387.0,2841.0,Bayesian optimization in PyTorch.,105.0,33,True,2023-11-06 23:26:39,0.9.4,40.0,botorch,conda-forge/botorch,,,['pytorch'],745.0,745.0,https://pypi.org/project/botorch,160223.0,162637.0,https://anaconda.org/conda-forge/botorch,2023-11-07 01:30:41.208,94148.0,,,,,1.0,,,,,,,,,,,,,
162,Keras Tuner,keras-team/keras-tuner,hyperopt,,https://github.com/keras-team/keras-tuner,https://github.com/keras-team/keras-tuner,Apache-2.0,2019-06-06 22:38:21.000,2023-11-29 20:31:14.000000,2023-11-29 20:31:13,1079.0,44.0,376.0,63.0,486.0,199.0,268.0,2783.0,A Hyperparameter Tuning Library for Keras.,60.0,33,True,2023-11-07 19:21:59,1.4.6,31.0,keras-tuner,conda-forge/keras-tuner,,,['tensorflow'],2910.0,2910.0,https://pypi.org/project/keras-tuner,167787.0,168770.0,https://anaconda.org/conda-forge/keras-tuner,2023-11-10 05:23:26.167,26546.0,,,,,1.0,,,,,,,,,,,,,
163,scikit-optimize,scikit-optimize/scikit-optimize,hyperopt,,https://github.com/scikit-optimize/scikit-optimize,https://github.com/scikit-optimize/scikit-optimize,BSD-3-Clause,2016-03-20 21:10:54.000,2023-11-27 00:20:23.000000,2021-10-12 13:32:38,1570.0,,499.0,64.0,540.0,251.0,391.0,2689.0,Sequential model-based optimization with a `scipy.optimize` interface.,76.0,33,False,2021-10-12 15:33:19,0.9.0,23.0,scikit-optimize,conda-forge/scikit-optimize,,,,5090.0,5090.0,https://pypi.org/project/scikit-optimize,556537.0,565644.0,https://anaconda.org/conda-forge/scikit-optimize,2023-06-16 13:23:01.487,692146.0,,,,,1.0,,,,,,,,,,,,,
164,tslearn,tslearn-team/tslearn,time-series-data,,https://github.com/tslearn-team/tslearn,https://github.com/tslearn-team/tslearn,BSD-2-Clause,2017-05-04 13:08:13.000,2023-11-30 17:10:00.000000,2023-11-04 06:22:35,1628.0,12.0,316.0,61.0,179.0,114.0,191.0,2658.0,A machine learning toolkit dedicated to time-series data.,43.0,33,True,2023-08-21 13:24:24,0.6.2,24.0,tslearn,conda-forge/tslearn,,,['sklearn'],1032.0,1032.0,https://pypi.org/project/tslearn,286821.0,317622.0,https://anaconda.org/conda-forge/tslearn,2023-08-21 16:01:42.662,1262880.0,,,,,1.0,,,,,,,,,,,,,
165,category_encoders,scikit-learn-contrib/category_encoders,sklearn-utils,,https://github.com/scikit-learn-contrib/category_encoders,https://github.com/scikit-learn-contrib/category_encoders,BSD-3-Clause,2015-11-29 19:32:37.000,2023-11-30 08:53:14.000000,2023-11-11 14:43:17,947.0,30.0,384.0,39.0,148.0,43.0,238.0,2300.0,A library of sklearn compatible categorical variable encoders.,67.0,33,True,2023-10-29 20:28:53,2.6.3,20.0,category_encoders,conda-forge/category_encoders,,,['sklearn'],1236.0,1236.0,https://pypi.org/project/category_encoders,1376690.0,1386552.0,https://anaconda.org/conda-forge/category_encoders,2023-10-30 01:23:52.252,246573.0,,,,,2.0,,,,,,,,,,,,,
166,Lifelines,CamDavidsonPilon/lifelines,medical-data,,https://github.com/CamDavidsonPilon/lifelines,https://github.com/CamDavidsonPilon/lifelines,MIT,2013-08-28 00:16:42.000,2023-11-23 19:27:38.000000,2023-11-15 13:02:20,2274.0,19.0,524.0,71.0,478.0,254.0,680.0,2206.0,Survival analysis in Python.,115.0,33,True,2023-09-13 15:30:38,0.27.8,100.0,lifelines,conda-forge/lifelines,,,,2004.0,2004.0,https://pypi.org/project/lifelines,423187.0,430418.0,https://anaconda.org/conda-forge/lifelines,2023-09-13 16:31:11.545,303712.0,,,,,2.0,,,,,,,,,,,,,
167,ipyleaflet,jupyter-widgets/ipyleaflet,geospatial-data,,https://github.com/jupyter-widgets/ipyleaflet,https://github.com/jupyter-widgets/ipyleaflet,MIT,2014-05-07 16:32:10.000,2023-11-27 12:51:40.733000,2023-11-27 09:56:18,1155.0,9.0,338.0,63.0,574.0,227.0,346.0,1423.0,A Jupyter - Leaflet.js bridge.,86.0,33,True,2023-06-02 07:09:46,0.17.3,68.0,ipyleaflet,conda-forge/ipyleaflet,,,['jupyter'],6224.0,6224.0,https://pypi.org/project/ipyleaflet,146089.0,226492.0,https://anaconda.org/conda-forge/ipyleaflet,2023-11-27 12:51:40.733,1088765.0,,,,,2.0,,,,jupyter-leaflet,https://www.npmjs.com/package/jupyter-leaflet,54481.0,,,,,,,
168,Hail,hail-is/hail,medical-data,,https://github.com/hail-is/hail,https://github.com/hail-is/hail,MIT,2015-10-27 20:55:42.000,2023-11-30 18:05:06.000000,2023-11-30 16:19:47,11222.0,253.0,225.0,58.0,11764.0,151.0,2136.0,894.0,Cloud-native genomic dataframes and batch computing.,91.0,33,True,2023-10-30 17:20:30,0.2.126,100.0,hail,,,,['spark'],116.0,116.0,https://pypi.org/project/hail,53308.0,53308.0,,,,,,,,2.0,,,,,,,,,,,,,
169,Face Recognition,ageitgey/face_recognition,image,,https://github.com/ageitgey/face_recognition,https://github.com/ageitgey/face_recognition,MIT,2017-03-03 21:52:39.000,2023-11-06 06:38:09.000000,2022-06-10 09:12:18,238.0,,12875.0,1572.0,224.0,716.0,584.0,50336.0,The worlds simplest facial recognition api for Python and the command line.,54.0,32,False,2018-04-02 17:18:43,1.2.2,2.0,face_recognition,conda-forge/face_recognition,,,['pytorch'],21.0,21.0,https://pypi.org/project/face_recognition,69449.0,69967.0,https://anaconda.org/conda-forge/face_recognition,2023-06-16 19:21:40.721,19148.0,,,,,2.0,1205.0,,-3.0,,,,,,,,,,
170,Magenta,magenta/magenta,audio,,https://github.com/magenta/magenta,https://github.com/magenta/magenta,Apache-2.0,2016-05-05 20:10:40.000,2023-10-04 00:17:49.000000,2023-07-11 13:03:36,1421.0,,3625.0,765.0,1132.0,354.0,588.0,18740.0,Magenta: Music and Art Generation with Machine Intelligence.,155.0,32,True,2022-08-01 18:18:44,2.1.4,48.0,magenta,,,,['tensorflow'],475.0,475.0,https://pypi.org/project/magenta,3459.0,3459.0,,,,,,,,2.0,,,,,,,,,,,,,
171,zipline,quantopian/zipline,financial-data,,https://github.com/quantopian/zipline,https://github.com/quantopian/zipline,Apache-2.0,2012-10-19 15:50:29.000,2023-07-17 16:46:23.000000,2020-10-14 16:36:49,6226.0,,4111.0,999.0,1868.0,323.0,658.0,16645.0,"Zipline, a Pythonic Algorithmic Trading Library.",160.0,32,False,2020-10-05 15:43:07,1.4.1,13.0,zipline,conda-forge/zipline,,,,966.0,966.0,https://pypi.org/project/zipline,2561.0,2755.0,https://anaconda.org/conda-forge/zipline,2023-06-16 19:21:35.991,7384.0,,,,,1.0,,,,,,,,,,,,,
172,PaddleHub,PaddlePaddle/PaddleHub,others,,https://github.com/PaddlePaddle/PaddleHub,https://github.com/PaddlePaddle/PaddleHub,Apache-2.0,2018-12-21 06:00:48.000,2023-10-18 03:42:44.000000,2023-03-28 11:49:55,2665.0,,2061.0,187.0,1005.0,568.0,711.0,12271.0,"Awesome pre-trained models toolkit based on PaddlePaddle. (400+ models including Image, Text, Audio, Video and Cross-..",69.0,32,True,2022-11-28 08:29:05,2.3.1,29.0,paddlehub,,,,['paddle'],1462.0,1462.0,https://pypi.org/project/paddlehub,5628.0,5639.0,,,,,,,,2.0,664.0,,,,,,,,,,,,
173,TPOT,EpistasisLab/tpot,hyperopt,,https://github.com/EpistasisLab/tpot,https://github.com/EpistasisLab/tpot,LGPL-3.0,2015-11-03 21:08:40.000,2023-11-28 19:16:29.000000,2023-09-06 21:46:11,2424.0,2.0,1512.0,291.0,425.0,270.0,635.0,9331.0,A Python Automated Machine Learning tool that optimizes machine learning pipelines using genetic programming.,116.0,32,True,2023-08-15 18:21:39,0.12.1,29.0,tpot,conda-forge/tpot,,,['sklearn'],2484.0,2484.0,https://pypi.org/project/tpot,39249.0,45121.0,https://anaconda.org/conda-forge/tpot,2023-08-15 22:49:07.495,240758.0,,,,,2.0,,,,,,,,,,,,,
174,deepface,serengil/deepface,image,,https://github.com/serengil/deepface,https://github.com/serengil/deepface,MIT,2020-02-08 20:42:28.000,2023-11-29 15:05:28.000000,2023-11-27 12:22:55,1105.0,28.0,1569.0,115.0,95.0,9.0,794.0,8386.0,"A Lightweight Face Recognition and Facial Attribute Analysis (Age, Gender, Emotion and Race) Library for Python.",48.0,32,True,,,,deepface,,,,,2213.0,2213.0,https://pypi.org/project/deepface,142063.0,142063.0,,,,,,,,2.0,,,,,,,,,,,,,
