,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,updated_github_id,npm_id,npm_url,npm_monthly_downloads,trending,brew_id,apt_id,yum_id,helm_id,maven_id,maven_url,snap_id
180,stanza,stanfordnlp/stanza,nlp,,https://github.com/stanfordnlp/stanza,https://github.com/stanfordnlp/stanza,,2017-09-26 08:00:56.000,2023-12-31 07:35:01.000000,2023-12-02 06:10:46,4212.0,130.0,845.0,143.0,462.0,75.0,760.0,6907.0,"Stanford NLP Python library for tokenization, sentence segmentation, NER, and parsing of many human languages.",66.0,32,True,2023-12-03 06:47:22,1.7.0,20.0,stanza,stanfordnlp/stanza,,,,2353.0,2353.0,https://pypi.org/project/stanza,162903.0,163061.0,https://anaconda.org/stanfordnlp/stanza,2023-06-16 19:18:21.932,7302.0,,,,,2.0,,,,,,,,,,,,,
181,pyfolio,quantopian/pyfolio,financial-data,,https://github.com/quantopian/pyfolio,https://github.com/quantopian/pyfolio,Apache-2.0,2015-06-01 15:31:39.000,2023-12-23 06:14:58.000000,2020-07-15 13:46:58,1184.0,,1540.0,304.0,294.0,148.0,268.0,5289.0,Portfolio and risk analytics in Python.,59.0,32,False,2019-04-15 11:38:22,0.9.2,8.0,pyfolio,conda-forge/pyfolio,,,,929.0,929.0,https://pypi.org/project/pyfolio,8817.0,8996.0,https://anaconda.org/conda-forge/pyfolio,2023-06-16 16:07:59.111,12761.0,,,,,1.0,,,,,,,,,,,,,
182,River,online-ml/river,others,,https://github.com/online-ml/river,https://github.com/online-ml/river,BSD-3-Clause,2019-01-24 15:18:26.000,2024-01-04 16:53:32.000000,2024-01-01 17:26:51,3846.0,93.0,494.0,84.0,538.0,97.0,459.0,4591.0,Online machine learning in Python.,108.0,32,True,2023-12-05 09:29:54,0.21.0,14.0,river,conda-forge/river,,,,397.0,397.0,https://pypi.org/project/river,19727.0,21301.0,https://anaconda.org/conda-forge/river,2023-10-06 14:40:00.791,51946.0,,,,,2.0,,,,,,,,,,,,,
183,Keras Tuner,keras-team/keras-tuner,hyperopt,,https://github.com/keras-team/keras-tuner,https://github.com/keras-team/keras-tuner,Apache-2.0,2019-06-06 22:38:21.000,2023-12-27 20:29:35.000000,2023-11-29 20:31:13,1079.0,20.0,377.0,64.0,487.0,199.0,268.0,2798.0,A Hyperparameter Tuning Library for Keras.,60.0,32,True,2023-11-07 19:21:59,1.4.6,31.0,keras-tuner,conda-forge/keras-tuner,,,['tensorflow'],3048.0,3048.0,https://pypi.org/project/keras-tuner,139799.0,140736.0,https://anaconda.org/conda-forge/keras-tuner,2023-11-10 05:23:26.167,27199.0,,,,,2.0,,,,,,,,,,,,,
184,evaluate,huggingface/evaluate,interpretability,,https://github.com/huggingface/evaluate,https://github.com/huggingface/evaluate,Apache-2.0,2022-03-30 15:08:26.000,2024-01-03 20:32:06.000000,2023-12-27 10:12:23,938.0,6.0,194.0,48.0,301.0,110.0,121.0,1661.0,Evaluate: A library for easily evaluating machine learning models and datasets.,124.0,32,True,2023-10-13 15:57:18,0.4.1,9.0,evaluate,,,,,5808.0,5808.0,https://pypi.org/project/evaluate,2032546.0,2032546.0,,,,,,,,2.0,,,,,,,,,,,,,
185,Geocoder,DenisCarriere/geocoder,geospatial-data,,https://github.com/DenisCarriere/geocoder,https://github.com/DenisCarriere/geocoder,MIT,2014-01-13 04:19:21.000,2023-11-20 21:01:48.000000,2018-10-12 15:53:05,1251.0,,278.0,51.0,157.0,85.0,218.0,1568.0,Python Geocoder.,73.0,32,False,2016-09-05 17:57:51,1.17.3,18.0,geocoder,conda-forge/geocoder,,,,8685.0,8685.0,https://pypi.org/project/geocoder,372164.0,373799.0,https://anaconda.org/conda-forge/geocoder,2023-06-16 13:21:27.128,135780.0,,,,,2.0,,,,,,,,,,,,,geocoder
186,agate,wireservice/agate,others,,https://github.com/wireservice/agate,https://github.com/wireservice/agate,MIT,2014-04-25 13:59:09.000,2023-12-21 21:50:42.816000,2023-12-21 20:10:06,1524.0,12.0,145.0,41.0,132.0,4.0,640.0,1151.0,A Python data analysis library that is optimized for humans instead of machines.,52.0,32,True,,,10.0,agate,conda-forge/agate,,,,2598.0,2598.0,https://pypi.org/project/agate,3940068.0,3945022.0,https://anaconda.org/conda-forge/agate,2023-12-21 21:50:42.816,158540.0,,,,,2.0,,,,,,,,,,,,,
187,Hail,hail-is/hail,medical-data,,https://github.com/hail-is/hail,https://github.com/hail-is/hail,MIT,2015-10-27 20:55:42.000,2024-01-04 17:40:08.000000,2024-01-04 16:29:40,11254.0,149.0,226.0,58.0,11817.0,156.0,2145.0,901.0,Cloud-native genomic dataframes and batch computing.,91.0,32,True,2023-10-30 17:20:30,0.2.126,100.0,hail,,,,['spark'],120.0,120.0,https://pypi.org/project/hail,23136.0,23136.0,,,,,,,,2.0,,,,,,,,,,,,,
188,NiBabel,nipy/nibabel,medical-data,,https://github.com/nipy/nibabel,https://github.com/nipy/nibabel,,2010-07-22 16:28:30.000,2023-12-31 15:22:55.000000,2023-12-26 14:53:14,5765.0,130.0,246.0,36.0,787.0,100.0,392.0,598.0,Python package to access a cacophony of neuro-imaging file formats.,100.0,32,True,2023-12-12 14:28:42,5.2.0,39.0,nibabel,conda-forge/nibabel,,,,16416.0,16416.0,https://pypi.org/project/nibabel,359289.0,374872.0,https://anaconda.org/conda-forge/nibabel,2023-12-12 00:00:35.048,670097.0,,,,,2.0,,,,,,,,,,,,,
189,spleeter,deezer/spleeter,audio,,https://github.com/deezer/spleeter,https://github.com/deezer/spleeter,MIT,2019-09-26 15:40:46.000,2023-11-17 01:43:12.000000,2023-07-13 08:50:20,531.0,,2651.0,383.0,118.0,198.0,561.0,24223.0,Deezer source separation library including pretrained models.,19.0,31,True,2021-09-03 09:59:00,2.3.0,10.0,spleeter,conda-forge/spleeter,,,['tensorflow'],634.0,634.0,https://pypi.org/project/spleeter,15083.0,72830.0,https://anaconda.org/conda-forge/spleeter,2023-06-16 16:18:57.741,78877.0,,,,,2.0,2864719.0,,,,,,,,,,,,
190,tinygrad,geohot/tinygrad,pytorch-utils,,https://github.com/tinygrad/tinygrad,https://github.com/tinygrad/tinygrad,MIT,2020-10-18 16:23:12.000,2024-01-04 18:24:11.000000,2024-01-04 18:24:10,3291.0,718.0,2371.0,267.0,2492.0,76.0,380.0,21772.0,You like pytorch? You like micrograd? You love tinygrad!.,263.0,31,True,2023-08-27 16:40:37,0.7.0,4.0,,,,,['pytorch'],36.0,36.0,,,,,,,,,,,2.0,,tinygrad/tinygrad,,,,,,,,,,,
191,InsightFace,deepinsight/insightface,image,,https://github.com/deepinsight/insightface,https://github.com/deepinsight/insightface,,2017-09-01 00:36:51.000,2023-12-24 05:29:03.000000,2023-12-24 05:29:03,2283.0,2.0,4897.0,499.0,152.0,998.0,1347.0,19708.0,State-of-the-art 2D and 3D Face Analysis Project.,58.0,31,True,2023-04-02 07:43:27,0.7,1.0,insightface,,,,['mxnet'],1416.0,1416.0,https://pypi.org/project/insightface,501433.0,661683.0,,,,,,,,2.0,1442253.0,,,,,,,,,,,,
192,PaddleHub,PaddlePaddle/PaddleHub,others,,https://github.com/PaddlePaddle/PaddleHub,https://github.com/PaddlePaddle/PaddleHub,Apache-2.0,2018-12-21 06:00:48.000,2023-10-18 03:42:44.000000,2023-03-28 11:49:55,2665.0,,2063.0,187.0,1005.0,570.0,712.0,12326.0,"Awesome pre-trained models toolkit based on PaddlePaddle. (400+ models including Image, Text, Audio, Video and Cross-..",69.0,31,True,2022-11-28 08:29:05,2.3.1,29.0,paddlehub,,,,['paddle'],1488.0,1488.0,https://pypi.org/project/paddlehub,5663.0,5674.0,,,,,,,,2.0,664.0,,,,,,,,,,,,
193,Turi Create,apple/turicreate,ml-frameworks,,https://github.com/apple/turicreate,https://github.com/apple/turicreate,BSD-3-Clause,2017-12-01 00:42:04.000,2023-11-01 06:14:06.000000,2021-11-29 19:55:31,1571.0,,1125.0,339.0,1683.0,502.0,1294.0,11137.0,Turi Create simplifies the development of custom machine learning models.,86.0,31,False,2020-09-30 22:44:07,6.4.1,30.0,turicreate,,,,,21.0,21.0,https://pypi.org/project/turicreate,17513.0,17644.0,,,,,,,,3.0,9566.0,,,,,,,,,,,,
194,ParlAI,facebookresearch/ParlAI,nlp,,https://github.com/facebookresearch/ParlAI,https://github.com/facebookresearch/ParlAI,MIT,2017-04-24 17:10:44.000,2023-11-03 14:30:00.000000,2023-11-03 14:30:00,4358.0,5.0,2009.0,287.0,3401.0,50.0,1494.0,10379.0,A framework for training and evaluating AI models on a variety of openly available dialogue datasets.,217.0,31,True,2023-06-06 20:16:41,1.7.2,23.0,parlai,,,,['pytorch'],21.0,21.0,https://pypi.org/project/parlai,1790.0,1790.0,,,,,,,,2.0,,,,,,,,,,,,,
195,Vowpal Wabbit,VowpalWabbit/vowpal_wabbit,ml-frameworks,,https://github.com/VowpalWabbit/vowpal_wabbit,https://github.com/VowpalWabbit/vowpal_wabbit,BSD-3-Clause,2009-07-31 19:36:58.000,2024-01-04 16:11:43.000000,2023-11-17 16:27:58,10398.0,6.0,1864.0,350.0,3414.0,129.0,1131.0,8348.0,Vowpal Wabbit is a machine learning system which pushes the frontier of machine learning with techniques such as..,332.0,31,True,2023-07-19 14:18:35,9.9.0,29.0,vowpalwabbit,conda-forge/vowpalwabbit,,,,,,https://pypi.org/project/vowpalwabbit,39153.0,42665.0,https://anaconda.org/conda-forge/vowpalwabbit,2023-10-08 10:19:04.401,136985.0,,,,,3.0,,,,,,,,,,,,,
196,tensorboardX,lanpa/tensorboardX,ml-experiments,,https://github.com/lanpa/tensorboardX,https://github.com/lanpa/tensorboardX,MIT,2017-06-13 13:54:19.000,2023-11-12 14:28:03.000000,2023-11-12 14:28:03,528.0,2.0,854.0,86.0,274.0,72.0,376.0,7742.0,"tensorboard for pytorch (and chainer, mxnet, numpy, ...).",82.0,31,True,2022-06-05 10:13:32,2.5,17.0,tensorboardX,conda-forge/tensorboardx,,,,38344.0,38344.0,https://pypi.org/project/tensorboardX,1863193.0,1890146.0,https://anaconda.org/conda-forge/tensorboardx,2023-08-20 16:29:43.490,1131817.0,,,,,2.0,411.0,,,,,,,,,,,,
197,auto-sklearn,automl/auto-sklearn,hyperopt,,https://github.com/automl/auto-sklearn,https://github.com/automl/auto-sklearn,BSD-3-Clause,2015-07-02 15:38:10.000,2023-12-25 14:05:19.000000,2023-04-18 11:08:13,2759.0,,1231.0,215.0,711.0,178.0,827.0,7279.0,Automated Machine Learning with scikit-learn.,88.0,31,True,2023-02-13 12:35:21,0.15.0,35.0,auto-sklearn,conda-forge/auto-sklearn,,,['sklearn'],532.0,532.0,https://pypi.org/project/auto-sklearn,15488.0,16111.0,https://anaconda.org/conda-forge/auto-sklearn,2023-06-16 19:25:30.278,20562.0,,,,,2.0,51.0,,,,,,,,,,,,
198,Perspective,finos/perspective,data-viz,,https://github.com/finos/perspective,https://github.com/finos/perspective,Apache-2.0,2017-11-02 16:27:54.000,2024-01-04 15:43:40.000000,2024-01-03 07:04:51,5876.0,132.0,896.0,111.0,1588.0,83.0,617.0,7058.0,"A data visualization and analytics component, especially well-suited for large and/or streaming datasets.",93.0,31,True,2023-11-29 21:48:30,2.7.1,48.0,perspective-python,conda-forge/perspective,,,['jupyter'],107.0,107.0,https://pypi.org/project/perspective-python,3820.0,15850.0,https://anaconda.org/conda-forge/perspective,2023-12-04 04:58:10.833,496701.0,,,,,2.0,1924.0,,@finos/perspective-jupyterlab,https://www.npmjs.com/package/@finos/perspective-jupyterlab,159.0,,,,,,,,
199,Darts,unit8co/darts,time-series-data,,https://github.com/unit8co/darts,https://github.com/unit8co/darts,Apache-2.0,2018-09-13 15:17:28.000,2024-01-03 10:18:09.000000,2023-12-29 15:02:53,1122.0,35.0,750.0,59.0,884.0,246.0,1012.0,6827.0,A python library for user-friendly forecasting and anomaly detection on time series.,109.0,31,True,2023-12-10 17:43:40,0.27.1,39.0,u8darts,conda-forge/u8darts-all,unit8/darts,,,480.0,480.0,https://pypi.org/project/u8darts,16741.0,18040.0,https://anaconda.org/conda-forge/u8darts-all,2023-12-10 22:13:26.243,38773.0,https://hub.docker.com/r/unit8/darts,2023-12-10 17:53:59.869630,,455.0,2.0,,,,,,,,,,,,,
200,DoWhy,py-why/dowhy,interpretability,,https://github.com/py-why/dowhy,https://github.com/py-why/dowhy,MIT,2018-05-31 13:07:04.000,2024-01-01 05:45:52.000000,2023-12-22 16:16:00,978.0,63.0,867.0,137.0,660.0,122.0,305.0,6441.0,DoWhy is a Python library for causal inference that supports explicit modeling and testing of causal assumptions...,82.0,31,True,2023-12-25 07:08:29,0.11.1,15.0,dowhy,conda-forge/dowhy,,,,315.0,315.0,https://pypi.org/project/dowhy,30766.0,31249.0,https://anaconda.org/conda-forge/dowhy,2023-11-30 17:35:40.350,18359.0,,,,,2.0,33.0,,,,,,,,,,,,
201,tensorpack,tensorpack/tensorpack,ml-frameworks,,https://github.com/tensorpack/tensorpack,https://github.com/tensorpack/tensorpack,Apache-2.0,2015-12-25 23:08:44.000,2023-08-06 00:30:36.000000,2023-08-06 00:30:36,2944.0,,1803.0,200.0,206.0,11.0,1343.0,6291.0,"A Neural Net Training Interface on TensorFlow, with focus on speed + flexibility.",58.0,31,True,2019-01-18 19:18:13,doc-v0.9.0.1,3.0,tensorpack,conda-forge/tensorpack,,,['tensorflow'],1434.0,1434.0,https://pypi.org/project/tensorpack,10226.0,10606.0,https://anaconda.org/conda-forge/tensorpack,2023-06-16 19:27:42.012,10225.0,,,,,3.0,160.0,,,,,,,,,,,,
202,skorch,skorch-dev/skorch,ml-frameworks,,https://github.com/skorch-dev/skorch,https://github.com/skorch-dev/skorch,BSD-3-Clause,2017-07-18 00:13:54.000,2024-01-02 16:17:58.000000,2023-12-13 13:40:56,1081.0,6.0,366.0,81.0,523.0,51.0,450.0,5504.0,A scikit-learn compatible neural network library that wraps PyTorch.,61.0,31,True,2023-09-04 10:10:59,0.15.0,15.0,skorch,conda-forge/skorch,,,"['pytorch', 'sklearn']",1067.0,1067.0,https://pypi.org/project/skorch,51755.0,71200.0,https://anaconda.org/conda-forge/skorch,2023-09-06 08:43:59.780,777803.0,,,,,3.0,,,,,,,,,,,,,
203,DEAP,deap/deap,distributed-ml,,https://github.com/DEAP/deap,https://github.com/DEAP/deap,LGPL-3.0,2014-05-21 20:07:39.000,2024-01-04 11:21:40.000000,2023-07-28 00:16:45,2332.0,,1072.0,192.0,233.0,225.0,279.0,5409.0,Distributed Evolutionary Algorithms in Python.,87.0,31,True,,,6.0,deap,conda-forge/deap,,,,4297.0,4297.0,https://pypi.org/project/deap,191498.0,200493.0,https://anaconda.org/conda-forge/deap,2023-09-25 01:16:08.711,350805.0,,,,,2.0,,,,,,,,,,,,,
204,MLxtend,rasbt/mlxtend,sklearn-utils,,https://github.com/rasbt/mlxtend,https://github.com/rasbt/mlxtend,,2014-08-14 01:56:16.000,2023-11-26 16:14:35.000000,2023-11-26 16:14:35,1635.0,1.0,818.0,117.0,519.0,121.0,337.0,4668.0,A library of extension and helper modules for Pythons data analysis and machine learning libraries.,102.0,31,True,2023-09-23 14:54:16,0.23.0,28.0,mlxtend,conda-forge/mlxtend,,,['sklearn'],11834.0,11834.0,https://pypi.org/project/mlxtend,603865.0,610901.0,https://anaconda.org/conda-forge/mlxtend,2023-09-25 18:40:43.024,295516.0,,,,,2.0,,,,,,,,,,,,,
205,mlpack,mlpack/mlpack,ml-frameworks,,https://github.com/mlpack/mlpack,https://github.com/mlpack/mlpack,,2014-12-17 18:16:59.000,2024-01-04 17:59:36.000000,2023-12-31 13:20:46,29242.0,391.0,1507.0,185.0,2025.0,22.0,1546.0,4638.0,"mlpack: a fast, header-only C++ machine learning library.",311.0,31,True,2023-11-27 18:45:09,4.3.0,46.0,mlpack,conda-forge/mlpack,,,,,,https://pypi.org/project/mlpack,3853.0,7698.0,https://anaconda.org/conda-forge/mlpack,2023-11-29 00:35:31.566,165350.0,,,,,3.0,,,,,,,,,,,,,
206,D-Tale,man-group/dtale,data-viz,,https://github.com/man-group/dtale,https://github.com/man-group/dtale,LGPL-2.1,2019-07-15 09:34:48.000,2024-01-03 19:52:56.000000,2023-11-29 14:09:54,774.0,15.0,358.0,73.0,278.0,58.0,498.0,4391.0,Visualizer for pandas data structures.,30.0,31,True,2023-11-29 14:29:01,3.8.1,139.0,dtale,conda-forge/dtale,,,"['pandas', 'jupyter']",976.0,976.0,https://pypi.org/project/dtale,79393.0,85324.0,https://anaconda.org/conda-forge/dtale,2023-11-29 15:12:38.018,261005.0,,,,,2.0,,,,,,,,,,,,,
207,gpustat,wookayin/gpustat,gpu-utilities,,https://github.com/wookayin/gpustat,https://github.com/wookayin/gpustat,MIT,2016-04-24 10:46:43.000,2023-11-24 07:56:25.000000,2023-11-24 07:54:37,246.0,8.0,243.0,47.0,50.0,22.0,93.0,3699.0,A simple command-line utility for querying and monitoring GPU status.,17.0,31,True,2023-08-22 19:40:33,1.1.1,11.0,gpustat,conda-forge/gpustat,,,,4523.0,4523.0,https://pypi.org/project/gpustat,795952.0,803179.0,https://anaconda.org/conda-forge/gpustat,2023-08-23 10:35:25.821,274640.0,,,,,2.0,,,,,,,,,,,,,
208,NeuralProphet,ourownstory/neural_prophet,time-series-data,,https://github.com/ourownstory/neural_prophet,https://github.com/ourownstory/neural_prophet,MIT,2020-05-04 05:12:43.000,2024-01-04 11:29:52.000000,2023-12-23 04:52:01,1393.0,24.0,441.0,53.0,743.0,39.0,457.0,3470.0,NeuralProphet: A simple forecasting package.,50.0,31,True,2023-06-14 22:41:07,0.6.2,28.0,neuralprophet,,,,['pytorch'],353.0,353.0,https://pypi.org/project/neuralprophet,83762.0,83762.0,,,,,,,,2.0,,,,,,,,,,,,,
209,ImageHash,JohannesBuchner/imagehash,image,,https://github.com/JohannesBuchner/imagehash,https://github.com/JohannesBuchner/imagehash,BSD-2-Clause,2013-03-02 23:32:48.000,2023-12-13 21:21:22.000000,2023-10-24 18:29:08,333.0,5.0,323.0,66.0,75.0,8.0,120.0,2921.0,A Python Perceptual Image Hashing Module.,26.0,31,True,2021-03-25 13:49:48,4.1.0,7.0,ImageHash,conda-forge/imagehash,,,,11610.0,11610.0,https://pypi.org/project/ImageHash,1177811.0,1181886.0,https://anaconda.org/conda-forge/imagehash,2023-06-16 13:23:10.041,350489.0,,,,,2.0,,,,,,,,,,,,,
210,STUMPY,TDAmeritrade/stumpy,time-series-data,,https://github.com/TDAmeritrade/stumpy,https://github.com/TDAmeritrade/stumpy,BSD-3-Clause,2019-05-03 19:23:44.000,2024-01-02 04:01:29.000000,2023-12-22 15:40:35,1274.0,3.0,269.0,54.0,214.0,49.0,404.0,2875.0,STUMPY is a powerful and scalable Python library for modern time series analysis.,35.0,31,True,2023-08-21 11:19:41,1.12.0,26.0,stumpy,conda-forge/stumpy,,,,612.0,612.0,https://pypi.org/project/stumpy,171571.0,193789.0,https://anaconda.org/conda-forge/stumpy,2023-08-21 11:50:40.587,955402.0,,,,,2.0,,,,,,,,,,,,,
211,FairScale,facebookresearch/fairscale,distributed-ml,,https://github.com/facebookresearch/fairscale,https://github.com/facebookresearch/fairscale,BSD-3-Clause,2020-07-07 19:02:01.000,2023-12-28 11:42:52.000000,2023-04-20 03:41:53,699.0,,244.0,41.0,802.0,71.0,282.0,2701.0,PyTorch extensions for high performance and large scale training.,72.0,31,True,2022-12-11 18:09:19,0.4.13,35.0,fairscale,conda-forge/fairscale,,,['pytorch'],3853.0,3853.0,https://pypi.org/project/fairscale,379575.0,386069.0,https://anaconda.org/conda-forge/fairscale,2023-11-28 00:29:10.363,168858.0,,,,,2.0,,,,,,,,,,,,,
212,lightly,lightly-ai/lightly,image,,https://github.com/lightly-ai/lightly,https://github.com/lightly-ai/lightly,MIT,2020-10-13 13:02:56.000,2024-01-03 09:00:29.000000,2024-01-02 09:33:22,1134.0,22.0,228.0,25.0,972.0,97.0,397.0,2637.0,A python library for self-supervised learning on images.,35.0,31,True,2023-12-13 14:29:42,1.4.24,100.0,lightly,,,,['pytorch'],195.0,195.0,https://pypi.org/project/lightly,26914.0,26914.0,,,,,,,,2.0,,,,,,,,,,,,,
213,pgmpy,pgmpy/pgmpy,probabilistics,,https://github.com/pgmpy/pgmpy,https://github.com/pgmpy/pgmpy,MIT,2013-09-20 08:18:58.000,2023-12-15 04:36:57.000000,2023-12-15 04:36:57,2928.0,27.0,670.0,78.0,847.0,226.0,622.0,2547.0,"Python Library for learning (Structure and Parameter), inference (Probabilistic and Causal), and simulations in..",121.0,31,True,2023-10-16 21:49:45,0.1.24,14.0,pgmpy,,,,,817.0,817.0,https://pypi.org/project/pgmpy,46946.0,46953.0,,,,,,,,2.0,306.0,,,,,,,,,,,,
214,doctr,mindee/doctr,image,,https://github.com/mindee/doctr,https://github.com/mindee/doctr,Apache-2.0,2021-01-08 16:05:12.000,2024-01-04 14:01:58.000000,2024-01-04 13:01:10,787.0,27.0,305.0,40.0,861.0,29.0,248.0,2519.0,"docTR (Document Text Recognition) - a seamless, high-performing & accessible library for OCR-related tasks powered by..",42.0,31,True,2023-09-09 13:23:25,0.7.0,13.0,python-doctr,,,,"['tensorflow', 'pytorch']",225.0,225.0,https://pypi.org/project/python-doctr,14084.0,77011.0,,,,,,,,2.0,2202469.0,,,,,,,,,,,,
215,EvaDB,georgia-tech-db/eva,ml-frameworks,,https://github.com/georgia-tech-db/evadb,https://github.com/georgia-tech-db/evadb,Apache-2.0,2018-09-10 02:26:03.000,2023-12-29 17:33:04.000000,2023-12-03 09:09:14,2415.0,125.0,244.0,27.0,1121.0,75.0,224.0,2465.0,Database system for AI-powered apps.,73.0,31,True,2023-11-19 16:35:30,0.3.9,36.0,evadb,,,,['pytorch'],141.0,141.0,https://pypi.org/project/evadb,17732.0,40442.0,,,,,,,,3.0,408796.0,georgia-tech-db/evadb,,,,,,,,,,,
216,mpld3,mpld3/mpld3,data-viz,,https://github.com/mpld3/mpld3,https://github.com/mpld3/mpld3,BSD-3-Clause,2013-12-18 01:48:30.000,2023-12-23 15:16:22.285000,2023-12-23 13:05:00,887.0,10.0,342.0,84.0,167.0,207.0,146.0,2291.0,D3 Renderings of Matplotlib Graphics.,52.0,31,True,,,11.0,mpld3,conda-forge/mpld3,,,,5381.0,5381.0,https://pypi.org/project/mpld3,437915.0,442934.0,https://anaconda.org/conda-forge/mpld3,2023-12-23 15:16:22.285,191409.0,,,,,2.0,,,mpld3,https://www.npmjs.com/package/mpld3,568.0,,,,,,,,
217,explainerdashboard,oegedijk/explainerdashboard,interpretability,,https://github.com/oegedijk/explainerdashboard,https://github.com/oegedijk/explainerdashboard,MIT,2019-10-30 08:26:16.000,2023-12-18 20:05:31.000000,2023-12-18 19:57:13,1353.0,11.0,297.0,22.0,44.0,29.0,198.0,2121.0,Quickly build Explainable AI dashboards that show the inner workings of so-called blackbox machine learning models.,21.0,31,True,2023-12-17 19:42:14,0.4.5,78.0,explainerdashboard,conda-forge/explainerdashboard,,,,427.0,427.0,https://pypi.org/project/explainerdashboard,55959.0,57095.0,https://anaconda.org/conda-forge/explainerdashboard,2023-12-17 21:59:52.942,42057.0,,,,,2.0,,,,,,,,,,,,,
218,jellyfish,jamesturk/jellyfish,nlp,,https://github.com/jamesturk/jellyfish,https://github.com/jamesturk/jellyfish,MIT,2010-07-09 20:41:11.000,2023-12-18 04:15:22.000000,2023-11-17 20:35:45,543.0,15.0,155.0,44.0,76.0,4.0,127.0,1941.0,a python library for doing approximate and phonetic matching of strings.,31.0,31,True,,,14.0,jellyfish,conda-forge/jellyfish,,,,7743.0,7743.0,https://pypi.org/project/jellyfish,2351826.0,2369647.0,https://anaconda.org/conda-forge/jellyfish,2023-11-17 23:08:09.681,766331.0,,,,,2.0,,,,,,,,,,,,,
219,Feature Engine,feature-engine/feature_engine,others,,https://github.com/feature-engine/feature_engine,https://github.com/feature-engine/feature_engine,BSD-3-Clause,2018-12-31 01:47:18.000,2023-12-27 19:24:18.000000,2023-12-27 19:24:14,305.0,15.0,267.0,33.0,409.0,74.0,224.0,1632.0,Feature engineering package with sklearn like functionality.,43.0,31,True,2022-01-04 17:09:47,1.2.0,19.0,feature_engine,conda-forge/feature_engine,,,,2106.0,2106.0,https://pypi.org/project/feature_engine,122150.0,123205.0,https://anaconda.org/conda-forge/feature_engine,2023-09-19 07:41:06.631,43278.0,,,,,2.0,,,,,,,,,,,,,
