,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,trending,updated_github_id,npm_id,npm_url,npm_monthly_downloads,brew_id,apt_id,yum_id,helm_id,maven_id,maven_url,snap_id
145,Vowpal Wabbit,VowpalWabbit/vowpal_wabbit,ml-frameworks,,https://github.com/VowpalWabbit/vowpal_wabbit,https://github.com/VowpalWabbit/vowpal_wabbit,BSD-3-Clause,2009-07-31 19:36:58.000,2023-12-06 19:08:01.000000,2023-11-17 16:27:58,10398.0,8.0,1859.0,349.0,3412.0,128.0,1130.0,8330.0,Vowpal Wabbit is a machine learning system which pushes the frontier of machine learning with techniques such as..,332.0,33,True,2023-07-19 14:18:35,9.9.0,29.0,vowpalwabbit,conda-forge/vowpalwabbit,,,,,,https://pypi.org/project/vowpalwabbit,120157.0,123737.0,https://anaconda.org/conda-forge/vowpalwabbit,2023-10-08 10:19:04.401,136061.0,,,,,3.0,,,,,,,,,,,,,
146,Pydub,jiaaro/pydub,audio,,https://github.com/jiaaro/pydub,https://github.com/jiaaro/pydub,MIT,2011-05-02 18:42:38.000,2023-11-28 07:14:23.000000,2022-12-08 17:49:19,746.0,,960.0,134.0,219.0,275.0,269.0,7945.0,Manipulate audio with a simple and easy high level interface.,95.0,33,True,2021-03-10 02:10:41,0.25.1,31.0,pydub,conda-forge/pydub,,,,44121.0,44121.0,https://pypi.org/project/pydub,2995888.0,2997159.0,https://anaconda.org/conda-forge/pydub,2023-06-16 16:12:25.533,76315.0,,,,,2.0,,,,,,,,,,,,,
147,PaddleSeg,PaddlePaddle/PaddleSeg,image,,https://github.com/PaddlePaddle/PaddleSeg,https://github.com/PaddlePaddle/PaddleSeg,Apache-2.0,2019-08-26 02:32:22.000,2023-12-05 06:53:25.000000,2023-11-30 08:38:45,2893.0,12.0,1572.0,87.0,1619.0,355.0,1602.0,7825.0,"Easy-to-use image segmentation library with awesome pre-trained model zoo, supporting wide-range of practical tasks in..",116.0,33,True,2023-10-18 03:54:18,2.9.0,19.0,paddleseg,,,,['paddle'],1080.0,1080.0,https://pypi.org/project/paddleseg,1993.0,1993.0,,,,,,,,2.0,,,,,,,,,,,,,
148,Metaflow,Netflix/metaflow,ml-experiments,,https://github.com/Netflix/metaflow,https://github.com/Netflix/metaflow,Apache-2.0,2019-09-17 17:48:25.000,2023-12-07 17:24:25.000000,2023-12-05 09:26:11,812.0,61.0,643.0,276.0,1064.0,249.0,332.0,7197.0,Build and manage real-life data science projects with ease!.,76.0,33,True,2023-12-04 21:08:28,2.10.8,100.0,metaflow,conda-forge/metaflow,,,,560.0,560.0,https://pypi.org/project/metaflow,182822.0,186629.0,https://anaconda.org/conda-forge/metaflow,2023-12-05 13:25:21.985,156105.0,,,,,2.0,,,,,,,,,,,,,
149,stanza,stanfordnlp/stanza,nlp,,https://github.com/stanfordnlp/stanza,https://github.com/stanfordnlp/stanza,,2017-09-26 08:00:56.000,2023-12-07 09:02:42.000000,2023-12-02 06:10:46,4212.0,225.0,845.0,144.0,459.0,77.0,756.0,6871.0,"Stanford NLP Python library for tokenization, sentence segmentation, NER, and parsing of many human languages.",66.0,33,True,2023-12-03 06:47:22,1.7.0,20.0,stanza,stanfordnlp/stanza,,,,2288.0,2288.0,https://pypi.org/project/stanza,188400.0,188561.0,https://anaconda.org/stanfordnlp/stanza,2023-06-16 19:18:21.932,7277.0,,,,,2.0,,,,,,,,,,,,,
150,cuDF,rapidsai/cudf,gpu-utilities,,https://github.com/rapidsai/cudf,https://github.com/rapidsai/cudf,Apache-2.0,2017-05-07 03:43:37.000,2023-12-07 18:10:49.000000,2023-12-07 18:10:38,37801.0,817.0,772.0,146.0,8753.0,892.0,4915.0,6685.0,cuDF - GPU DataFrame Library.,265.0,33,True,2023-12-06 16:26:35,23.12.00,43.0,cudf,,,,,49.0,49.0,https://pypi.org/project/cudf,4932.0,4932.0,,,,,,,,1.0,,,,,,,,,,,,,
151,InterpretML,interpretml/interpret,interpretability,,https://github.com/interpretml/interpret,https://github.com/interpretml/interpret,MIT,2019-05-03 05:47:52.000,2023-12-04 07:07:20.000000,2023-12-04 06:58:28,2847.0,102.0,677.0,140.0,89.0,74.0,323.0,5804.0,Fit interpretable models. Explain blackbox machine learning.,39.0,33,True,2023-08-28 03:48:17,0.4.4,39.0,interpret,,,,['jupyter'],580.0,580.0,https://pypi.org/project/interpret,85317.0,85317.0,,,,,,,,1.0,,,,,,,,,,,,,
152,ClearML,allegroai/clearml,ml-experiments,,https://github.com/allegroai/clearml,https://github.com/allegroai/clearml,Apache-2.0,2019-06-10 08:18:32.000,2023-12-07 14:31:59.000000,2023-12-07 14:31:51,2250.0,60.0,605.0,91.0,240.0,401.0,515.0,4897.0,"ClearML - Auto-Magical CI/CD to streamline your ML workflow. Experiment Manager, MLOps and Data-Management.",88.0,33,True,2023-11-08 21:09:23,1.13.2,90.0,clearml,,allegroai/trains,,,830.0,830.0,https://pypi.org/project/clearml,229086.0,229678.0,,,,https://hub.docker.com/r/allegroai/trains,2020-10-05 10:16:46.865671,,30188.0,2.0,1812.0,,,,,,,,,,,,
153,Captum,pytorch/captum,interpretability,,https://github.com/pytorch/captum,https://github.com/pytorch/captum,BSD-3-Clause,2019-08-27 15:34:41.000,2023-12-05 14:03:18.000000,2023-12-05 13:55:29,1050.0,33.0,446.0,223.0,730.0,160.0,328.0,4300.0,Model interpretability and understanding for PyTorch.,104.0,33,True,2023-12-05 09:21:02,0.7.0,9.0,captum,conda-forge/captum,,,['pytorch'],1630.0,1630.0,https://pypi.org/project/captum,124308.0,125082.0,https://anaconda.org/conda-forge/captum,2023-06-16 19:28:19.191,18595.0,,,,,1.0,,,,,,,,,,,,,
154,ART,Trusted-AI/adversarial-robustness-toolbox,adversarial,,https://github.com/Trusted-AI/adversarial-robustness-toolbox,https://github.com/Trusted-AI/adversarial-robustness-toolbox,MIT,2018-03-15 14:40:43.000,2023-12-07 18:18:22.000000,2023-11-30 17:03:45,11995.0,104.0,1056.0,101.0,1277.0,114.0,739.0,4180.0,"Adversarial Robustness Toolbox (ART) - Python Library for Machine Learning Security - Evasion, Poisoning, Extraction,..",133.0,33,True,2023-09-22 14:42:30,1.16.0,54.0,adversarial-robustness-toolbox,conda-forge/adversarial-robustness-toolbox,,,,456.0,456.0,https://pypi.org/project/adversarial-robustness-toolbox,29197.0,30046.0,https://anaconda.org/conda-forge/adversarial-robustness-toolbox,2023-09-22 17:09:10.511,34822.0,,,,,1.0,,,,,,,,,,,,,
155,tensorflow-probability,tensorflow/probability,probabilistics,,https://github.com/tensorflow/probability,https://github.com/tensorflow/probability,Apache-2.0,2017-10-23 23:50:54.000,2023-12-06 22:21:03.000000,2023-12-06 22:21:00,12026.0,55.0,1022.0,167.0,459.0,574.0,737.0,4005.0,Probabilistic reasoning and statistical analysis in TensorFlow.,486.0,33,True,2023-11-20 23:32:05,0.23.0,50.0,tensorflow-probability,conda-forge/tensorflow-probability,,,['tensorflow'],,,https://pypi.org/project/tensorflow-probability,1426944.0,1430410.0,https://anaconda.org/conda-forge/tensorflow-probability,2023-11-15 10:36:45.409,117856.0,,,,,2.0,,,,,,,,,,,,,
156,Core ML Tools,apple/coremltools,model-serialisation,,https://github.com/apple/coremltools,https://github.com/apple/coremltools,BSD-3-Clause,2017-06-30 07:39:02.000,2023-12-06 22:58:54.000000,2023-11-28 19:54:46,1109.0,35.0,535.0,117.0,814.0,251.0,1007.0,3764.0,"Core ML tools contain supporting tools for Core ML model conversion, editing, and validation.",158.0,33,True,2023-11-01 14:46:14,7.1,36.0,coremltools,conda-forge/coremltools,,,,3477.0,3477.0,https://pypi.org/project/coremltools,177891.0,179398.0,https://anaconda.org/conda-forge/coremltools,2023-06-16 19:23:14.592,52768.0,,,,,2.0,8928.0,,,,,,,,,,,,
157,hnswlib,nmslib/hnswlib,nn-search,,https://github.com/nmslib/hnswlib,https://github.com/nmslib/hnswlib,Apache-2.0,2017-07-06 13:08:46.000,2023-12-03 03:49:47.000000,2023-12-03 03:47:34,490.0,15.0,521.0,63.0,211.0,168.0,148.0,3684.0,Header-only C++/python library for fast approximate nearest neighbors.,72.0,33,True,2023-12-03 03:49:47,0.8.0,9.0,hnswlib,conda-forge/hnswlib,,,,5570.0,5570.0,https://pypi.org/project/hnswlib,682419.0,685748.0,https://anaconda.org/conda-forge/hnswlib,2023-09-27 14:20:16.958,119860.0,,,,,2.0,,2.0,,,,,,,,,,,
158,plotnine,has2k1/plotnine,data-viz,,https://github.com/has2k1/plotnine,https://github.com/has2k1/plotnine,MIT,2017-04-24 19:00:44.000,2023-12-06 19:34:22.000000,2023-11-21 06:27:27,2000.0,2.0,198.0,65.0,129.0,77.0,512.0,3641.0,A Grammar of Graphics for Python.,103.0,33,True,2023-11-06 11:06:44,0.12.4,17.0,plotnine,conda-forge/plotnine,,,,6343.0,6343.0,https://pypi.org/project/plotnine,1876090.0,1883898.0,https://anaconda.org/conda-forge/plotnine,2023-11-06 12:55:06.721,327954.0,,,,,2.0,,,,,,,,,,,,,
159,PyQtGraph,pyqtgraph/pyqtgraph,data-viz,,https://github.com/pyqtgraph/pyqtgraph,https://github.com/pyqtgraph/pyqtgraph,,2013-09-12 07:18:21.000,2023-12-07 13:50:27.000000,2023-11-18 21:06:29,3845.0,57.0,1018.0,155.0,1556.0,342.0,862.0,3509.0,Fast data visualization and GUI tools for scientific / engineering applications.,265.0,33,True,2023-04-14 21:24:10,pyqtgraph-0.13.3,13.0,pyqtgraph,conda-forge/pyqtgraph,,,,8388.0,8388.0,https://pypi.org/project/pyqtgraph,174061.0,179988.0,https://anaconda.org/conda-forge/pyqtgraph,2023-06-16 13:19:32.302,492020.0,,,,,2.0,,,,,,,,,,,,,
160,StatsForecast,Nixtla/statsforecast,time-series-data,,https://github.com/Nixtla/statsforecast,https://github.com/Nixtla/statsforecast,Apache-2.0,2021-11-24 02:19:14.000,2023-12-06 23:35:38.000000,2023-12-06 23:32:03,1229.0,37.0,221.0,30.0,391.0,98.0,159.0,3241.0,Lightning fast forecasting with statistical and econometric models.,34.0,33,True,2023-11-13 18:17:17,1.6.0,24.0,statsforecast,conda-forge/statsforecast,,,,608.0,608.0,https://pypi.org/project/statsforecast,549584.0,552214.0,https://anaconda.org/conda-forge/statsforecast,2023-08-25 15:46:41.512,55238.0,,,,,1.0,,,,,,,,,,,,,
161,VisPy,vispy/vispy,data-viz,,https://github.com/vispy/vispy,https://github.com/vispy/vispy,,2013-03-21 18:43:22.000,2023-12-05 20:37:41.000000,2023-10-31 15:18:07,7309.0,29.0,598.0,117.0,1149.0,304.0,1101.0,3153.0,High-performance interactive 2D/3D data visualization library.,189.0,33,True,2023-10-03 22:23:12,0.14.1,35.0,vispy,conda-forge/vispy,,,['jupyter'],1340.0,1340.0,https://pypi.org/project/vispy,395452.0,406853.0,https://anaconda.org/conda-forge/vispy,2023-10-04 03:59:45.400,444225.0,,,,,2.0,,,,vispy,https://www.npmjs.com/package/vispy,11.0,,,,,,,
162,datashader,holoviz/datashader,data-viz,,https://github.com/holoviz/datashader,https://github.com/holoviz/datashader,BSD-3-Clause,2015-12-23 18:02:20.000,2023-12-04 07:59:34.000000,2023-10-27 18:17:16,1488.0,23.0,353.0,91.0,732.0,126.0,440.0,3109.0,Quickly and accurately render even the largest data.,54.0,33,True,2023-10-26 15:10:16,0.16.0,33.0,datashader,conda-forge/datashader,,,,3275.0,3275.0,https://pypi.org/project/datashader,74316.0,91207.0,https://anaconda.org/conda-forge/datashader,2023-10-27 12:10:53.716,726348.0,,,,,2.0,,,,,,,,,,,,,
163,BoTorch,pytorch/botorch,hyperopt,,https://github.com/pytorch/botorch,https://github.com/pytorch/botorch,MIT,2018-07-30 23:59:57.000,2023-12-07 11:51:55.000000,2023-12-06 07:44:59,1751.0,90.0,339.0,54.0,1483.0,52.0,390.0,2846.0,Bayesian optimization in PyTorch.,106.0,33,True,2023-11-06 23:26:39,0.9.4,40.0,botorch,conda-forge/botorch,,,['pytorch'],759.0,759.0,https://pypi.org/project/botorch,145651.0,148020.0,https://anaconda.org/conda-forge/botorch,2023-11-07 01:30:41.208,94796.0,,,,,1.0,,,,,,,,,,,,,
164,Keras Tuner,keras-team/keras-tuner,hyperopt,,https://github.com/keras-team/keras-tuner,https://github.com/keras-team/keras-tuner,Apache-2.0,2019-06-06 22:38:21.000,2023-11-29 20:31:14.000000,2023-11-29 20:31:13,1079.0,44.0,377.0,63.0,486.0,199.0,268.0,2784.0,A Hyperparameter Tuning Library for Keras.,60.0,33,True,2023-11-07 19:21:59,1.4.6,31.0,keras-tuner,conda-forge/keras-tuner,,,['tensorflow'],2946.0,2946.0,https://pypi.org/project/keras-tuner,164829.0,165783.0,https://anaconda.org/conda-forge/keras-tuner,2023-11-10 05:23:26.167,26713.0,,,,,1.0,,,,,,,,,,,,,
165,scikit-optimize,scikit-optimize/scikit-optimize,hyperopt,,https://github.com/scikit-optimize/scikit-optimize,https://github.com/scikit-optimize/scikit-optimize,BSD-3-Clause,2016-03-20 21:10:54.000,2023-11-27 00:20:23.000000,2021-10-12 13:32:38,1570.0,,500.0,63.0,540.0,252.0,391.0,2691.0,Sequential model-based optimization with a `scipy.optimize` interface.,76.0,33,False,2021-10-12 15:33:19,0.9.0,23.0,scikit-optimize,conda-forge/scikit-optimize,,,,5130.0,5130.0,https://pypi.org/project/scikit-optimize,543839.0,552838.0,https://anaconda.org/conda-forge/scikit-optimize,2023-06-16 13:23:01.487,692923.0,,,,,1.0,,,,,,,,,,,,,
166,tslearn,tslearn-team/tslearn,time-series-data,,https://github.com/tslearn-team/tslearn,https://github.com/tslearn-team/tslearn,BSD-2-Clause,2017-05-04 13:08:13.000,2023-12-05 18:16:28.000000,2023-12-05 18:16:28,1630.0,12.0,316.0,61.0,180.0,115.0,191.0,2659.0,A machine learning toolkit dedicated to time-series data.,43.0,33,True,2023-08-21 13:24:24,0.6.2,24.0,tslearn,conda-forge/tslearn,,,['sklearn'],1043.0,1043.0,https://pypi.org/project/tslearn,287302.0,317397.0,https://anaconda.org/conda-forge/tslearn,2023-08-21 16:01:42.662,1264007.0,,,,,1.0,,,,,,,,,,,,,
167,category_encoders,scikit-learn-contrib/category_encoders,sklearn-utils,,https://github.com/scikit-learn-contrib/category_encoders,https://github.com/scikit-learn-contrib/category_encoders,BSD-3-Clause,2015-11-29 19:32:37.000,2023-12-06 03:40:26.000000,2023-12-03 19:44:44,951.0,32.0,385.0,39.0,149.0,43.0,238.0,2308.0,A library of sklearn compatible categorical variable encoders.,69.0,33,True,2023-10-29 20:28:53,2.6.3,20.0,category_encoders,conda-forge/category_encoders,,,['sklearn'],1255.0,1255.0,https://pypi.org/project/category_encoders,1422275.0,1431772.0,https://anaconda.org/conda-forge/category_encoders,2023-10-30 01:23:52.252,246928.0,,,,,2.0,,,,,,,,,,,,,
168,PennyLane,PennyLaneAI/PennyLane,others,,https://github.com/PennyLaneAI/pennylane,https://github.com/PennyLaneAI/pennylane,Apache-2.0,2018-04-17 16:45:42.000,2023-12-07 18:24:01.000000,2023-12-06 22:24:12,3773.0,190.0,496.0,52.0,3857.0,207.0,845.0,1994.0,PennyLane is a cross-platform Python library for differentiable programming of quantum computers. Train a quantum..,149.0,33,True,2023-11-08 20:57:23,0.33.1,52.0,pennylane,conda-forge/pennylane,,,,688.0,688.0,https://pypi.org/project/pennylane,38478.0,39658.0,https://anaconda.org/conda-forge/pennylane,2023-11-21 18:10:47.719,29482.0,,,,,2.0,70.0,,,,,,,,,,,,
169,igraph,igraph/python-igraph,graph,,https://github.com/igraph/python-igraph,https://github.com/igraph/python-igraph,GPL-2.0,2015-01-08 23:55:16.000,2023-12-01 16:13:44.377000,2023-11-19 11:37:16,2761.0,74.0,241.0,34.0,197.0,38.0,490.0,1186.0,Python interface for igraph.,71.0,33,True,2023-11-20 11:06:49,0.11.3,26.0,python-igraph,conda-forge/igraph,,,,3711.0,3711.0,https://pypi.org/project/python-igraph,318762.0,337508.0,https://anaconda.org/conda-forge/igraph,2023-12-01 16:13:44.377,482233.0,,,,,1.0,562087.0,5.0,,,,,,,,,,,
170,Hail,hail-is/hail,medical-data,,https://github.com/hail-is/hail,https://github.com/hail-is/hail,MIT,2015-10-27 20:55:42.000,2023-12-07 16:38:32.000000,2023-12-07 16:38:32,11233.0,239.0,226.0,58.0,11784.0,155.0,2138.0,896.0,Cloud-native genomic dataframes and batch computing.,91.0,33,True,2023-10-30 17:20:30,0.2.126,100.0,hail,,,,['spark'],117.0,117.0,https://pypi.org/project/hail,51750.0,51750.0,,,,,,,,2.0,,,,,,,,,,,,,
171,NIPYPE,nipy/nipype,medical-data,,https://github.com/nipy/nipype,https://github.com/nipy/nipype,Apache-2.0,2010-07-22 17:06:49.000,2023-12-06 02:03:46.000000,2023-12-06 02:03:46,14787.0,10.0,483.0,50.0,2274.0,392.0,947.0,706.0,Workflows and interfaces for neuroimaging packages.,251.0,33,True,2022-09-01 22:11:24,1.8.4,46.0,nipype,conda-forge/nipype,,,,3800.0,3800.0,https://pypi.org/project/nipype,93640.0,108350.0,https://anaconda.org/conda-forge/nipype,2023-09-22 18:28:24.915,588414.0,,,,,2.0,,,,,,,,,,,,,
172,Face Recognition,ageitgey/face_recognition,image,,https://github.com/ageitgey/face_recognition,https://github.com/ageitgey/face_recognition,MIT,2017-03-03 21:52:39.000,2023-11-06 06:38:09.000000,2022-06-10 09:12:18,238.0,,12888.0,1572.0,224.0,718.0,584.0,50433.0,The worlds simplest facial recognition api for Python and the command line.,54.0,32,False,2018-04-02 17:18:43,1.2.2,2.0,face_recognition,conda-forge/face_recognition,,,['pytorch'],21.0,21.0,https://pypi.org/project/face_recognition,72415.0,72922.0,https://anaconda.org/conda-forge/face_recognition,2023-06-16 19:21:40.721,19201.0,,,,,2.0,1211.0,,,,,,,,,,,,
173,Magenta,magenta/magenta,audio,,https://github.com/magenta/magenta,https://github.com/magenta/magenta,Apache-2.0,2016-05-05 20:10:40.000,2023-10-04 00:17:49.000000,2023-07-11 13:03:36,1421.0,,3628.0,765.0,1132.0,355.0,588.0,18750.0,Magenta: Music and Art Generation with Machine Intelligence.,155.0,32,True,2022-08-01 18:18:44,2.1.4,48.0,magenta,,,,['tensorflow'],478.0,478.0,https://pypi.org/project/magenta,3455.0,3455.0,,,,,,,,2.0,,,,,,,,,,,,,
174,zipline,quantopian/zipline,financial-data,,https://github.com/quantopian/zipline,https://github.com/quantopian/zipline,Apache-2.0,2012-10-19 15:50:29.000,2023-07-17 16:46:23.000000,2020-10-14 16:36:49,6226.0,,4115.0,1000.0,1868.0,323.0,658.0,16674.0,"Zipline, a Pythonic Algorithmic Trading Library.",160.0,32,False,2020-10-05 15:43:07,1.4.1,13.0,zipline,conda-forge/zipline,,,,967.0,967.0,https://pypi.org/project/zipline,2636.0,2825.0,https://anaconda.org/conda-forge/zipline,2023-06-16 19:21:35.991,7393.0,,,,,1.0,,,,,,,,,,,,,
175,PaddleHub,PaddlePaddle/PaddleHub,others,,https://github.com/PaddlePaddle/PaddleHub,https://github.com/PaddlePaddle/PaddleHub,Apache-2.0,2018-12-21 06:00:48.000,2023-10-18 03:42:44.000000,2023-03-28 11:49:55,2665.0,,2062.0,187.0,1005.0,569.0,711.0,12283.0,"Awesome pre-trained models toolkit based on PaddlePaddle. (400+ models including Image, Text, Audio, Video and Cross-..",69.0,32,True,2022-11-28 08:29:05,2.3.1,29.0,paddlehub,,,,['paddle'],1468.0,1468.0,https://pypi.org/project/paddlehub,5985.0,5996.0,,,,,,,,2.0,664.0,,,,,,,,,,,,
176,deepface,serengil/deepface,image,,https://github.com/serengil/deepface,https://github.com/serengil/deepface,MIT,2020-02-08 20:42:28.000,2023-12-07 09:28:17.000000,2023-12-07 09:14:40,1109.0,28.0,1582.0,117.0,98.0,8.0,802.0,8468.0,"A Lightweight Face Recognition and Facial Attribute Analysis (Age, Gender, Emotion and Race) Library for Python.",48.0,32,True,,,,deepface,,,,,2248.0,2248.0,https://pypi.org/project/deepface,139928.0,139928.0,,,,,,,,2.0,,,,,,,,,,,,,
177,SpeechRecognition,Uberi/speech_recognition,audio,,https://github.com/Uberi/speech_recognition,https://github.com/Uberi/speech_recognition,BSD-3-Clause,2014-04-23 04:53:54.000,2023-12-06 16:25:19.819000,2023-12-06 12:55:15,486.0,32.0,2220.0,282.0,136.0,272.0,313.0,7712.0,"Speech recognition module for Python, supporting several engines and APIs, online and offline.",49.0,32,True,2023-12-06 13:10:51,3.10.1,26.0,SpeechRecognition,conda-forge/speechrecognition,,,,21.0,21.0,https://pypi.org/project/SpeechRecognition,618082.0,622458.0,https://anaconda.org/conda-forge/speechrecognition,2023-12-06 16:25:19.819,175040.0,,,,,2.0,,2.0,,,,,,,,,,,
178,featuretools,alteryx/featuretools,hyperopt,,https://github.com/alteryx/featuretools,https://github.com/alteryx/featuretools,BSD-3-Clause,2017-09-08 22:15:17.000,2023-12-07 16:30:18.000000,2023-12-07 16:30:16,1315.0,8.0,823.0,158.0,1654.0,170.0,804.0,6892.0,An open source python library for automated feature engineering.,71.0,32,True,2023-10-26 18:21:15,1.28.0,100.0,featuretools,conda-forge/featuretools,,,,1479.0,1479.0,https://pypi.org/project/featuretools,52397.0,56511.0,https://anaconda.org/conda-forge/featuretools,2023-10-27 14:28:34.721,172808.0,,,,,2.0,,,,,,,,,,,,,
179,DeepPavlov,deepmipt/DeepPavlov,nlp,,https://github.com/deeppavlov/DeepPavlov,https://github.com/deeppavlov/DeepPavlov,Apache-2.0,2017-11-17 14:35:29.000,2023-12-05 06:40:26.000000,2023-10-17 11:40:34,2699.0,6.0,1117.0,210.0,1045.0,18.0,613.0,6410.0,An open source library for deep learning end-to-end dialog systems and chatbots.,76.0,32,True,2023-10-17 11:41:15,1.4.0,61.0,deeppavlov,,,,['tensorflow'],367.0,367.0,https://pypi.org/project/deeppavlov,10672.0,10672.0,,,,,,,,2.0,,,deeppavlov/DeepPavlov,,,,,,,,,,
180,PML,KevinMusgrave/pytorch-metric-learning,pytorch-utils,,https://github.com/KevinMusgrave/pytorch-metric-learning,https://github.com/KevinMusgrave/pytorch-metric-learning,MIT,2019-10-23 17:20:35.000,2023-12-01 17:40:37.000000,2023-07-25 15:00:08,1165.0,,623.0,65.0,128.0,52.0,425.0,5569.0,"The easiest way to use deep metric learning in your application. Modular, flexible, and extensible. Written in PyTorch.",38.0,32,True,2023-07-25 15:01:13,2.3.0,54.0,pytorch-metric-learning,metric-learning/pytorch-metric-learning,,,['pytorch'],1063.0,1063.0,https://pypi.org/project/pytorch-metric-learning,332492.0,332724.0,https://anaconda.org/metric-learning/pytorch-metric-learning,2023-06-16 19:17:36.446,10947.0,,,,,1.0,,,,,,,,,,,,,
181,pyfolio,quantopian/pyfolio,financial-data,,https://github.com/quantopian/pyfolio,https://github.com/quantopian/pyfolio,Apache-2.0,2015-06-01 15:31:39.000,2023-10-09 03:38:19.000000,2020-07-15 13:46:58,1184.0,,1529.0,305.0,293.0,145.0,266.0,5251.0,Portfolio and risk analytics in Python.,59.0,32,False,2019-04-15 11:38:22,0.9.2,8.0,pyfolio,conda-forge/pyfolio,,,,916.0,916.0,https://pypi.org/project/pyfolio,9978.0,10159.0,https://anaconda.org/conda-forge/pyfolio,2023-06-16 16:07:59.111,12705.0,,,,,1.0,,,,,,,,,,,,,
182,MLxtend,rasbt/mlxtend,sklearn-utils,,https://github.com/rasbt/mlxtend,https://github.com/rasbt/mlxtend,,2014-08-14 01:56:16.000,2023-11-26 16:14:35.000000,2023-11-26 16:14:35,1635.0,6.0,814.0,117.0,519.0,120.0,337.0,4623.0,A library of extension and helper modules for Pythons data analysis and machine learning libraries.,102.0,32,True,2023-09-23 14:54:16,0.23.0,28.0,mlxtend,conda-forge/mlxtend,,,['sklearn'],11435.0,11435.0,https://pypi.org/project/mlxtend,824889.0,832068.0,https://anaconda.org/conda-forge/mlxtend,2023-09-25 18:40:43.024,294365.0,,,,,2.0,,,,,,,,,,,,,
