,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,docs_url,labels,github_release_downloads,monthly_downloads,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,updated_github_id,trending,npm_id,npm_url,npm_monthly_downloads,helm_id,brew_id,apt_id,yum_id,maven_id,maven_url
226,tslearn,tslearn-team/tslearn,time-series-data,,https://github.com/tslearn-team/tslearn,https://github.com/tslearn-team/tslearn,BSD-2-Clause,2017-05-04 13:08:13.000,2024-07-26 07:25:11.554,2024-07-01 04:53:53,1639.0,,331.0,59.0,194.0,119.0,196.0,2894.0,The machine learning toolkit for time series analysis in Python.,43.0,31,True,2023-12-12 14:35:12,0.6.3,25.0,tslearn,conda-forge/tslearn,,['sklearn'],,482425.0,1445.0,1445.0,https://pypi.org/project/tslearn,455106.0,https://anaconda.org/conda-forge/tslearn,2024-07-26 07:25:11.554,1420614.0,2.0,,,,,,,,,,,,,,,,
227,Keras Tuner,keras-team/keras-tuner,hyperopt,,https://github.com/keras-team/keras-tuner,https://github.com/keras-team/keras-tuner,Apache-2.0,2019-06-06 22:38:21.000,2024-08-01 18:13:21.000,2024-06-24 17:09:39,1087.0,,391.0,63.0,497.0,215.0,273.0,2852.0,A Hyperparameter Tuning Library for Keras.,61.0,31,True,2024-03-04 19:29:02,1.4.7,32.0,keras-tuner,conda-forge/keras-tuner,,['tensorflow'],,248090.0,4445.0,4445.0,https://pypi.org/project/keras-tuner,247029.0,https://anaconda.org/conda-forge/keras-tuner,2024-03-05 15:33:09.039,40330.0,2.0,,,,,,,,,,,,,,,,
228,category_encoders,scikit-learn-contrib/category_encoders,sklearn-utils,,https://github.com/scikit-learn-contrib/category_encoders,https://github.com/scikit-learn-contrib/category_encoders,BSD-3-Clause,2015-11-29 19:32:37.000,2024-10-02 13:16:06.886,2024-10-01 21:19:30,966.0,9.0,384.0,38.0,151.0,45.0,248.0,2405.0,A library of sklearn compatible categorical variable encoders.,70.0,31,True,2024-10-01 21:23:20,2.6.4.post1,21.0,category_encoders,conda-forge/category_encoders,,['sklearn'],,1363639.0,2189.0,2189.0,https://pypi.org/project/category_encoders,1355758.0,https://anaconda.org/conda-forge/category_encoders,2024-10-02 13:16:06.886,283717.0,1.0,,,,,,,,,,,,,,,,
229,SDV,sdv-dev/SDV,tabular,,https://github.com/sdv-dev/SDV,https://github.com/sdv-dev/SDV,,2018-05-11 15:56:50.000,2024-10-10 17:40:52.000,2024-10-10 16:58:31,1766.0,94.0,299.0,43.0,897.0,139.0,1167.0,2326.0,Synthetic data generation for tabular data.,50.0,31,True,2024-10-02 15:27:25,1.17.0,65.0,sdv,conda-forge/sdv,,,,54877.0,507.0,507.0,https://pypi.org/project/sdv,53991.0,https://anaconda.org/conda-forge/sdv,2024-10-02 22:43:00.243,30145.0,1.0,,,,,,,,,,,,,,,,
230,bt,pmorissette/bt,financial-data,,https://github.com/pmorissette/bt,https://github.com/pmorissette/bt,MIT,2014-06-19 16:06:28.000,2024-10-01 15:28:33.000,2024-10-01 15:28:28,557.0,14.0,411.0,90.0,117.0,75.0,265.0,2230.0,bt - flexible backtesting for Python.,34.0,31,True,2024-08-06 13:46:05,1.1.0,5.0,bt,conda-forge/bt,,,,10386.0,1626.0,1626.0,https://pypi.org/project/bt,9298.0,https://anaconda.org/conda-forge/bt,2024-09-21 21:55:35.462,45700.0,1.0,,,,,,,,,,,,,,,,
231,pygraphistry,graphistry/pygraphistry,graph,,https://github.com/graphistry/pygraphistry,https://github.com/graphistry/pygraphistry,BSD-3-Clause,2015-06-02 20:28:42.000,2024-10-10 10:51:35.000,2024-10-10 02:35:10,1747.0,238.0,203.0,50.0,280.0,153.0,163.0,2136.0,"PyGraphistry is a Python library to quickly load, shape, embed, and explore big graphs with the GPU-accelerated..",45.0,31,True,2020-08-31 21:05:46,0.11.8,5.0,graphistry,,,['jupyter'],,9867.0,119.0,119.0,https://pypi.org/project/graphistry,9867.0,,,,2.0,,,,,,,2.0,,,,,,,,,
232,Feature Engine,feature-engine/feature_engine,others,,https://github.com/feature-engine/feature_engine,https://github.com/feature-engine/feature_engine,BSD-3-Clause,2018-12-31 01:47:18.000,2024-10-06 10:39:45.000,2024-09-10 08:59:10,361.0,20.0,295.0,33.0,484.0,63.0,259.0,1886.0,Feature engineering package with sklearn like functionality.,50.0,31,True,2022-01-04 17:09:47,1.2.0,22.0,feature_engine,conda-forge/feature_engine,,,,178329.0,2898.0,2898.0,https://pypi.org/project/feature_engine,177174.0,https://anaconda.org/conda-forge/feature_engine,2024-09-01 13:51:20.563,57793.0,2.0,,,,,,,,,,,,,,,,
233,PyCUDA,inducer/pycuda,gpu-utilities,,https://github.com/inducer/pycuda,https://github.com/inducer/pycuda,,2011-04-06 02:53:31.000,2024-08-17 22:59:08.823,2024-07-30 13:52:24,1606.0,12.0,280.0,56.0,142.0,70.0,191.0,1833.0,"CUDA integration for Python, plus shiny features.",82.0,31,True,2024-07-30 16:38:24,2024.1.2,8.0,pycuda,conda-forge/pycuda,,,,109090.0,3145.0,3145.0,https://pypi.org/project/pycuda,95463.0,https://anaconda.org/conda-forge/pycuda,2024-08-17 22:59:08.823,586002.0,2.0,,,,,,,,,,,,,,,,
234,audiomentations,iver56/audiomentations,audio,,https://github.com/iver56/audiomentations,https://github.com/iver56/audiomentations,MIT,2019-02-12 16:36:24.000,2024-10-07 10:29:52.000,2024-10-07 10:29:49,1258.0,59.0,184.0,21.0,176.0,44.0,137.0,1830.0,A Python library for audio data augmentation. Inspired by albumentations. Useful for machine learning.,29.0,31,True,2024-09-03 07:22:15,0.37.0,39.0,audiomentations,,,,,49042.0,577.0,577.0,https://pypi.org/project/audiomentations,49042.0,,,,2.0,,,,,,,,,,,,,,,,
235,lets-plot,JetBrains/lets-plot,data-viz,,https://github.com/JetBrains/lets-plot,https://github.com/JetBrains/lets-plot,MIT,2019-03-20 16:13:03.000,2024-10-10 16:29:08.000,2024-10-10 14:51:26,4346.0,167.0,47.0,171.0,576.0,150.0,462.0,1554.0,Multiplatform plotting library based on the Grammar of Graphics.,21.0,31,True,2024-08-21 16:52:52,4.4.1,78.0,lets-plot,,,,1056.0,41852.0,127.0,127.0,https://pypi.org/project/lets-plot,41835.0,,,,3.0,,,,,,,,,,,,,,,,
236,tensorly,tensorly/tensorly,others,,https://github.com/tensorly/tensorly,https://github.com/tensorly/tensorly,,2016-10-21 23:14:52.000,2024-09-28 14:28:05.000,2024-09-28 14:28:05,1953.0,46.0,278.0,45.0,287.0,51.0,213.0,1547.0,TensorLy: Tensor Learning in Python.,69.0,31,True,2024-06-09 17:29:20,0.8.2,9.0,tensorly,conda-forge/tensorly,,,,116941.0,771.0,771.0,https://pypi.org/project/tensorly,109265.0,https://anaconda.org/conda-forge/tensorly,2024-06-10 02:35:16.323,368490.0,2.0,,,,,,,,,,,,,,,,
237,emcee,dfm/emcee,probabilistics,,https://github.com/dfm/emcee,https://github.com/dfm/emcee,MIT,2011-11-07 16:17:08.000,2024-10-10 00:53:03.000,2024-10-10 00:53:03,951.0,3.0,424.0,86.0,234.0,52.0,241.0,1464.0,The Python ensemble sampling toolkit for affine-invariant MCMC.,74.0,31,True,2024-04-19 09:49:46,3.1.6,18.0,emcee,conda-forge/emcee,,,,1440609.0,2628.0,2628.0,https://pypi.org/project/emcee,1431564.0,https://anaconda.org/conda-forge/emcee,2024-04-22 14:43:59.507,361819.0,2.0,,,,,,,,,,,,,,,,
238,pyjanitor,pyjanitor-devs/pyjanitor,others,,https://github.com/pyjanitor-devs/pyjanitor,https://github.com/pyjanitor-devs/pyjanitor,MIT,2018-03-04 22:43:33.000,2024-10-08 13:54:27.000,2024-10-08 13:52:08,1612.0,33.0,168.0,18.0,843.0,106.0,455.0,1349.0,Clean APIs for data cleaning. Python implementation of R package Janitor.,109.0,31,True,2024-09-28 19:45:17,0.29.2,58.0,pyjanitor,conda-forge/pyjanitor,,,,93138.0,724.0,724.0,https://pypi.org/project/pyjanitor,89105.0,https://anaconda.org/conda-forge/pyjanitor,2024-09-28 23:43:58.175,213774.0,2.0,,,,,,,,,,,,,,,,
239,agate,wireservice/agate,others,,https://github.com/wireservice/agate,https://github.com/wireservice/agate,MIT,2014-04-25 13:59:09.000,2024-07-30 07:34:33.171,2024-07-30 00:56:56,1557.0,2.0,150.0,40.0,133.0,4.0,644.0,1172.0,A Python data analysis library that is optimized for humans instead of machines.,53.0,31,True,,,15.0,agate,conda-forge/agate,,,,10664117.0,3849.0,3849.0,https://pypi.org/project/agate,10658271.0,https://anaconda.org/conda-forge/agate,2024-07-30 07:34:33.171,239699.0,2.0,,,,,,,,,,,,,,,,
240,scikit-survival,sebp/scikit-survival,sklearn-utils,,https://github.com/sebp/scikit-survival,https://github.com/sebp/scikit-survival,GPL-3.0,2016-12-26 22:15:53.000,2024-10-07 00:14:25.000,2024-09-25 20:47:05,1143.0,10.0,209.0,23.0,151.0,25.0,199.0,1123.0,Survival analysis built on top of scikit-learn.,21.0,31,True,2024-06-30 09:24:48,0.23.0,28.0,scikit-survival,conda-forge/scikit-survival,,['sklearn'],,140637.0,601.0,601.0,https://pypi.org/project/scikit-survival,136330.0,https://anaconda.org/conda-forge/scikit-survival,2024-06-30 11:16:56.800,150758.0,1.0,,,,,,,,,,,,,,,,
241,SALib,SALib/SALib,probabilistics,,https://github.com/SALib/SALib,https://github.com/SALib/SALib,MIT,2013-05-30 13:38:10.000,2024-10-10 16:48:51.000,2024-10-10 16:48:51,1966.0,16.0,232.0,18.0,301.0,46.0,285.0,875.0,"Sensitivity Analysis Library in Python. Contains Sobol, Morris, FAST, and other methods.",48.0,31,True,2023-01-08 01:02:35,1.4.7,33.0,salib,conda-forge/salib,,,,498397.0,1273.0,1273.0,https://pypi.org/project/salib,494556.0,https://anaconda.org/conda-forge/salib,2024-09-20 11:56:36.472,184386.0,2.0,,,,,,,,,,,,,,,,
242,DIPY,dipy/dipy,medical-data,,https://github.com/dipy/dipy,https://github.com/dipy/dipy,,2010-02-06 11:43:08.000,2024-10-10 12:43:23.000,2024-10-10 12:43:23,14480.0,280.0,420.0,54.0,2222.0,136.0,802.0,707.0,"DIPY is the paragon 3D/4D+ imaging library in Python. Contains generic methods for spatial normalization, signal..",164.0,31,True,,,17.0,dipy,conda-forge/dipy,,,,49363.0,1249.0,1249.0,https://pypi.org/project/dipy,38921.0,https://anaconda.org/conda-forge/dipy,2024-03-10 04:37:57.447,511699.0,2.0,,,,,,,,,,,,,,,,
243,Retrieval-based-Voice-Conversion-WebUI,RVC-Project/Retrieval-based-Voice-Conversion-WebUI,audio,,https://github.com/RVC-Project/Retrieval-based-Voice-Conversion-WebUI,https://github.com/RVC-Project/Retrieval-based-Voice-Conversion-WebUI,MIT,2023-03-27 09:59:10.000,2024-09-05 05:57:11.000,2024-09-05 05:57:11,878.0,15.0,3093.0,171.0,684.0,388.0,1250.0,23660.0,Easily train a good VC model with voice data = 10 mins!.,119.0,30,True,2024-06-05 06:45:23,2.2.231006,7.0,,,,,64226.0,16056.0,,,,,,,,2.0,,,,,,,,,,,,,,,,
244,Qlib,microsoft/qlib,financial-data,,https://github.com/microsoft/qlib,https://github.com/microsoft/qlib,MIT,2020-08-14 06:46:00.000,2024-09-12 15:44:41.000,2024-09-12 15:44:27,1995.0,5.0,2578.0,298.0,939.0,218.0,690.0,15326.0,"Qlib is an AI-oriented quantitative investment platform that aims to realize the potential, empower research, and..",134.0,30,True,2024-05-24 08:17:09,0.9.5,21.0,pyqlib,,,['pytorch'],719.0,4817.0,21.0,21.0,https://pypi.org/project/pyqlib,4803.0,,,,2.0,,,,,,,,,,,,,,,,
245,NNI,microsoft/nni,hyperopt,,https://github.com/microsoft/nni,https://github.com/microsoft/nni,MIT,2018-06-01 05:51:44.000,2024-07-03 10:55:10.000,2023-10-26 05:31:53,3012.0,,1776.0,284.0,3507.0,399.0,1684.0,14006.0,"An open source AutoML toolkit for automate machine learning lifecycle, including feature engineering, neural..",192.0,30,True,2023-09-14 12:12:06,3.0,40.0,nni,,,,,18342.0,21.0,21.0,https://pypi.org/project/nni,18342.0,,,,3.0,,,,,,,,,,,,,,,,
246,wordcloud,amueller/word_cloud,data-viz,,https://github.com/amueller/word_cloud,https://github.com/amueller/word_cloud,MIT,2012-11-04 22:57:59.000,2024-09-16 13:29:20.331,2024-09-15 17:01:45,578.0,2.0,2278.0,217.0,251.0,102.0,417.0,10116.0,A little word cloud generator in Python.,72.0,30,True,2023-12-09 13:50:41,1.9.3,13.0,wordcloud,conda-forge/wordcloud,,,,1673300.0,21.0,21.0,https://pypi.org/project/wordcloud,1662622.0,https://anaconda.org/conda-forge/wordcloud,2024-09-16 13:29:20.331,544600.0,3.0,,,,,,,,,,,,,,,,
247,FinRL,AI4Finance-Foundation/FinRL,reinforcement-learning,,https://github.com/AI4Finance-Foundation/FinRL,https://github.com/AI4Finance-Foundation/FinRL,MIT,2020-07-26 13:18:16.000,2024-10-08 06:44:39.000,2024-10-08 06:44:36,2963.0,19.0,2333.0,201.0,472.0,239.0,475.0,9851.0,FinRL: Financial Reinforcement Learning.,117.0,30,True,2022-06-26 01:52:35,0.3.6,1.0,finrl,,,,,1564.0,51.0,51.0,https://pypi.org/project/finrl,1564.0,,,,2.0,,,,,,,,,,,,,,,,
248,imageai,OlafenwaMoses/ImageAI,image,,https://github.com/OlafenwaMoses/ImageAI,https://github.com/OlafenwaMoses/ImageAI,MIT,2018-03-19 23:12:33.000,2024-08-03 09:45:20.000,2024-02-20 22:38:05,385.0,,2157.0,289.0,98.0,294.0,446.0,8589.0,A python library built to empower developers to build applications and systems with self-contained Computer Vision..,19.0,30,True,2022-12-20 21:17:57,test-resources-v3,12.0,imageai,conda-forge/imageai,,,941572.0,21422.0,1680.0,1680.0,https://pypi.org/project/imageai,9195.0,https://anaconda.org/conda-forge/imageai,2023-06-16 19:21:01.568,7982.0,3.0,,,,,,,,,,,,,,,,
249,Apex,NVIDIA/apex,gpu-utilities,,https://github.com/NVIDIA/apex,https://github.com/NVIDIA/apex,BSD-3-Clause,2018-04-23 16:28:52.000,2024-09-28 02:49:12.000,2024-09-28 02:45:37,1186.0,9.0,1318.0,100.0,659.0,656.0,526.0,8342.0,A PyTorch Extension: Tools for easy mixed precision and distributed training in Pytorch.,129.0,30,True,,,4.0,,conda-forge/nvidia-apex,,['pytorch'],,6786.0,2755.0,2755.0,,,https://anaconda.org/conda-forge/nvidia-apex,2024-09-10 09:10:05.964,325752.0,2.0,,,,,,,,,,,,,,,,
250,Hyperopt,hyperopt/hyperopt,hyperopt,,https://github.com/hyperopt/hyperopt,https://github.com/hyperopt/hyperopt,,2011-09-06 22:24:59.000,2024-10-08 00:38:04.000,2024-09-25 17:28:01,1221.0,1.0,928.0,121.0,277.0,137.0,513.0,7223.0,Distributed Asynchronous Hyperparameter Optimization in Python.,104.0,30,True,,,7.0,hyperopt,conda-forge/hyperopt,,,,2417341.0,17191.0,17191.0,https://pypi.org/project/hyperopt,2406495.0,https://anaconda.org/conda-forge/hyperopt,2023-06-16 16:14:11.076,791806.0,3.0,,,,,,,,,,,,,,,,
251,pyfolio,quantopian/pyfolio,financial-data,,https://github.com/quantopian/pyfolio,https://github.com/quantopian/pyfolio,Apache-2.0,2015-06-01 15:31:39.000,2023-12-23 06:14:58.000,2020-07-15 13:46:58,1184.0,,1607.0,303.0,296.0,150.0,267.0,5652.0,Portfolio and risk analytics in Python.,60.0,30,False,2019-04-15 11:38:22,0.9.2,8.0,pyfolio,conda-forge/pyfolio,,,,7931.0,1076.0,1076.0,https://pypi.org/project/pyfolio,7757.0,https://anaconda.org/conda-forge/pyfolio,2023-06-16 16:07:59.111,13956.0,2.0,,,,,,,,,,,,,,,,
252,MLxtend,rasbt/mlxtend,sklearn-utils,,https://github.com/rasbt/mlxtend,https://github.com/rasbt/mlxtend,,2014-08-14 01:56:16.000,2024-07-02 00:51:45.000,2024-07-02 00:51:45,1646.0,,848.0,116.0,530.0,132.0,342.0,4875.0,A library of extension and helper modules for Pythons data analysis and machine learning libraries.,107.0,30,True,2024-01-05 08:47:39,0.23.1,29.0,mlxtend,conda-forge/mlxtend,,['sklearn'],,613880.0,15413.0,15413.0,https://pypi.org/project/mlxtend,607519.0,https://anaconda.org/conda-forge/mlxtend,2024-01-05 18:58:45.309,324441.0,2.0,,,,,,,,,,,,,,,,
253,D-Tale,man-group/dtale,data-viz,,https://github.com/man-group/dtale,https://github.com/man-group/dtale,LGPL-2.1,2019-07-15 09:34:48.000,2024-09-10 15:55:41.876,2024-09-10 14:13:20,813.0,8.0,399.0,75.0,297.0,60.0,529.0,4733.0,Visualizer for pandas data structures.,30.0,30,True,2024-09-10 15:24:26,3.14.1,147.0,dtale,conda-forge/dtale,,"['pandas', 'jupyter']",,78614.0,1229.0,1229.0,https://pypi.org/project/dtale,72240.0,https://anaconda.org/conda-forge/dtale,2024-09-10 15:55:41.876,337823.0,3.0,,,,,,,,,,,,,,,,
254,imutils,PyImageSearch/imutils,image,,https://github.com/PyImageSearch/imutils,https://github.com/PyImageSearch/imutils,MIT,2015-01-11 20:05:39.000,2024-06-24 13:34:47.000,2022-01-27 13:24:16,139.0,,1011.0,152.0,116.0,97.0,79.0,4530.0,"A series of convenience functions to make basic image processing operations such as translation, rotation, resizing,..",21.0,30,False,,,3.0,imutils,conda-forge/imutils,,,,542880.0,46356.0,46356.0,https://pypi.org/project/imutils,539101.0,https://anaconda.org/conda-forge/imutils,2023-10-27 09:12:56.985,192764.0,3.0,,,,,,,,,,,,,,,,
255,Dedupe,dedupeio/dedupe,nlp,,https://github.com/dedupeio/dedupe,https://github.com/dedupeio/dedupe,MIT,2012-04-20 14:57:36.000,2024-10-07 02:25:19.000,2024-08-15 14:20:30,3331.0,10.0,539.0,120.0,382.0,68.0,743.0,4116.0,"A python library for accurate and scalable fuzzy matching, record deduplication and entity-resolution.",72.0,30,True,,,12.0,dedupe,conda-forge/dedupe,,,,153620.0,340.0,340.0,https://pypi.org/project/dedupe,151409.0,https://anaconda.org/conda-forge/dedupe,2023-06-16 19:28:08.623,75187.0,3.0,,,,,,,,,,,,,,,,
256,gpustat,wookayin/gpustat,gpu-utilities,,https://github.com/wookayin/gpustat,https://github.com/wookayin/gpustat,MIT,2016-04-24 10:46:43.000,2024-08-08 18:40:13.000,2024-01-12 14:48:30,249.0,,261.0,44.0,51.0,24.0,97.0,4033.0,A simple command-line utility for querying and monitoring GPU status.,17.0,30,True,2023-08-22 19:40:33,1.1.1,11.0,gpustat,conda-forge/gpustat,,,,666989.0,6068.0,6068.0,https://pypi.org/project/gpustat,660751.0,https://anaconda.org/conda-forge/gpustat,2023-08-23 10:35:25.821,293214.0,2.0,,,,,,,,,,,,,,,,
257,implicit,benfred/implicit,recommender-systems,,https://github.com/benfred/implicit,https://github.com/benfred/implicit,MIT,2016-04-17 03:45:23.000,2024-08-23 13:53:47.619,2023-11-21 21:15:59,435.0,,590.0,77.0,231.0,85.0,406.0,3535.0,Fast Python Collaborative Filtering for Implicit Feedback Datasets.,35.0,30,True,2023-09-29 21:06:57,0.7.2,17.0,implicit,conda-forge/implicit,,,1424.0,300200.0,1501.0,1501.0,https://pypi.org/project/implicit,282305.0,https://anaconda.org/conda-forge/implicit,2024-08-23 13:53:47.619,874780.0,2.0,,,,,,,,,,,,,,,,
258,TextDistance,life4/textdistance,nlp,,https://github.com/life4/textdistance,https://github.com/life4/textdistance,MIT,2017-05-05 08:46:10.000,2024-09-09 06:24:01.000,2024-09-09 06:24:01,415.0,9.0,247.0,64.0,56.0,,,3370.0,"Compute distance between sequences. 30+ algorithms, pure python implementation, common interface, optional external..",17.0,30,True,2024-07-16 09:36:19,4.6.3,14.0,textdistance,conda-forge/textdistance,,,1036.0,918873.0,7162.0,7162.0,https://pypi.org/project/textdistance,905300.0,https://anaconda.org/conda-forge/textdistance,2024-07-17 15:04:16.210,637405.0,3.0,,,,,,,,,,,,,,,,
259,hmmlearn,hmmlearn/hmmlearn,probabilistics,,https://github.com/hmmlearn/hmmlearn,https://github.com/hmmlearn/hmmlearn,BSD-3-Clause,2014-03-23 10:33:09.000,2024-10-07 08:34:51.000,2024-10-07 08:34:51,479.0,3.0,714.0,121.0,130.0,66.0,371.0,3038.0,"Hidden Markov Models in Python, with scikit-learn like API.",49.0,30,True,,,11.0,hmmlearn,conda-forge/hmmlearn,,['sklearn'],,778891.0,2819.0,2819.0,https://pypi.org/project/hmmlearn,773107.0,https://anaconda.org/conda-forge/hmmlearn,2024-09-11 23:07:53.942,283421.0,3.0,,,,,,,,,,,,,,,,
260,Determined,determined-ai/determined,ml-frameworks,,https://github.com/determined-ai/determined,https://github.com/determined-ai/determined,Apache-2.0,2020-04-07 16:12:29.000,2024-10-10 18:03:20.000,2024-10-10 15:44:58,8255.0,303.0,343.0,83.0,9643.0,37.0,347.0,3010.0,"Determined is an open-source machine learning platform that simplifies distributed training, hyperparameter tuning,..",120.0,30,True,2024-09-30 15:28:11,0.37.0,100.0,determined,,https://docs.determined.ai,"['pytorch', 'tensorflow']",11556.0,29436.0,,,https://pypi.org/project/determined,29196.0,,,,3.0,,,,,,,,,,,,,,,,
261,shapash,MAIF/shapash,interpretability,,https://github.com/MAIF/shapash,https://github.com/MAIF/shapash,Apache-2.0,2020-04-29 07:34:23.000,2024-10-10 11:57:22.000,2024-10-10 11:44:50,1670.0,39.0,330.0,37.0,357.0,34.0,173.0,2721.0,Shapash: User-friendly Explainability and Interpretability to Develop Reliable and Transparent Machine Learning Models.,40.0,30,True,2024-10-10 11:57:22,2.7.0,37.0,shapash,,,['jupyter'],,28873.0,175.0,175.0,https://pypi.org/project/shapash,28873.0,,,,2.0,,,,,,,,,,,,,,,,
262,torchaudio,pytorch/audio,audio,,https://github.com/pytorch/audio,https://github.com/pytorch/audio,BSD-2-Clause,2017-05-05 00:38:05.000,2024-10-10 11:34:35.000,2024-09-29 13:33:28,2315.0,4.0,623.0,72.0,2898.0,208.0,726.0,2500.0,"Data manipulation and transformation for audio signal processing, powered by PyTorch.",226.0,30,True,2024-09-04 20:06:34,2.4.1,34.0,torchaudio,,,['pytorch'],,5548604.0,,,https://pypi.org/project/torchaudio,5548604.0,,,,2.0,,,,,,,,,,,,,,,,
263,equinox,patrick-kidger/equinox,jax-utils,,https://github.com/patrick-kidger/equinox,https://github.com/patrick-kidger/equinox,Apache-2.0,2021-07-29 02:21:39.000,2024-10-08 03:21:33.000,2024-10-08 03:21:30,949.0,34.0,135.0,24.0,434.0,148.0,292.0,2073.0,Elegant easy-to-use neural networks + scientific computing in JAX. https://docs.kidger.site/equinox/.,55.0,30,True,2024-09-18 17:10:11,0.11.7,38.0,equinox,,,['jax'],,227529.0,751.0,751.0,https://pypi.org/project/equinox,227529.0,,,,1.0,,,,,,,,,,,,,,,,
264,tesserocr,sirfz/tesserocr,ocr,,https://github.com/sirfz/tesserocr,https://github.com/sirfz/tesserocr,MIT,2015-12-17 23:29:36.000,2024-09-13 13:36:57.070,2024-08-26 17:26:56,210.0,1.0,253.0,56.0,78.0,51.0,229.0,2001.0,A Python wrapper for the tesseract-ocr API.,30.0,30,True,2024-08-26 17:30:37,2.7.1,19.0,tesserocr,conda-forge/tesserocr,,,576.0,105282.0,1096.0,1096.0,https://pypi.org/project/tesserocr,101691.0,https://anaconda.org/conda-forge/tesserocr,2024-09-13 13:36:57.070,182914.0,2.0,,,,,,,,,,,,,,,,
265,GPflow,GPflow/GPflow,probabilistics,,https://github.com/GPflow/GPflow,https://github.com/GPflow/GPflow,Apache-2.0,2016-01-14 11:29:24.000,2024-10-07 11:38:14.000,2024-10-04 09:56:03,2451.0,1.0,417.0,76.0,1270.0,127.0,682.0,1842.0,Gaussian processes in TensorFlow.,84.0,30,True,2024-06-14 10:30:50,2.9.2,50.0,gpflow,conda-forge/gpflow,,['tensorflow'],,77345.0,689.0,689.0,https://pypi.org/project/gpflow,76275.0,https://anaconda.org/conda-forge/gpflow,2024-06-26 16:24:01.852,34246.0,3.0,,,,,,,,,,,,,,,,
266,PyKEEN,pykeen/pykeen,graph,,https://github.com/pykeen/pykeen,https://github.com/pykeen/pykeen,MIT,2020-02-24 07:26:03.000,2024-10-07 09:06:23.000,2024-10-07 09:06:22,2868.0,34.0,183.0,27.0,708.0,90.0,457.0,1636.0,A Python library for learning and evaluating knowledge graph embeddings.,41.0,30,True,2024-02-19 21:29:27,1.10.2,20.0,pykeen,,,,213.0,9811.0,244.0,244.0,https://pypi.org/project/pykeen,9807.0,,,,2.0,,,,,,,,,,,,,,,,
